#,Date,Board,North,South,East,West,**South** Result,**South** Score, IMPs  or MPs,Par Result, **South**  Par Score,Vs. Par,DD Bidding,DD Play,
103,2024.09.26,103,EPBot1,EPBot3,EPBot2,EPBot4,3N S +2,660,0.00%,6C NS,1370,-12,We missed small slam,-,
104,2024.09.26,104,EPBot1,EPBot3,EPBot2,EPBot4,4H S +1,450,0.00%,4H NS+1,450,0,Par was bid,-,
105,2024.09.26,105,EPBot1,EPBot3,EPBot2,EPBot4,4S N +1,450,0.00%,4S NS+1,450,0,Par was bid,-,
106,2024.09.26,106,EPBot1,EPBot3,EPBot2,EPBot4,4S S +2,680,0.00%,6S NS,1430,-13,We missed small slam,-,
107,2024.09.26,107,EPBot1,EPBot3,EPBot2,EPBot4,3N N =,400,0.00%,3N NS+1,430,-1,Par was bid,-1,
108,2024.09.26,108,EPBot1,EPBot3,EPBot2,EPBot4,5D S -1,-100,0.00%,2D NS+2,130,-6,We overbid - undoubled,-,
109,2024.09.26,109,EPBot1,EPBot3,EPBot2,EPBot4,4H S +1,650,0.00%,3N NS+2,660,0,We missed best contract,-,
110,2024.09.26,110,EPBot1,EPBot3,EPBot2,EPBot4,3N S +1,430,0.00%,3N NS,400,1,Par was bid,+1,
111,2024.09.26,111,EPBot1,EPBot3,EPBot2,EPBot4,3N S +1,630,0.00%,3N NS+1,630,0,Par was bid,-,
112,2024.09.26,112,EPBot1,EPBot3,EPBot2,EPBot4,3N S =,400,0.00%,3N NS+2,460,-2,Par was bid,-2,
113,2024.09.26,113,EPBot1,EPBot3,EPBot2,EPBot4,4H N =,420,0.00%,4H N+1,450,-1,Par was bid,-1,
114,2024.09.26,114,EPBot1,EPBot3,EPBot2,EPBot4,4H N +1,650,0.00%,3N NS+2,660,0,We missed best contract,-,
115,2024.09.26,115,EPBot1,EPBot3,EPBot2,EPBot4,6S N =,980,0.00%,7S NS,1510,-11,We missed grand slam,-1,
116,2024.09.26,116,EPBot1,EPBot3,EPBot2,EPBot4,3N N +1,630,0.00%,6S NS,1430,-13,We missed small slam,+1,
117,2024.09.26,117,EPBot1,EPBot3,EPBot2,EPBot4,3N N +1,630,0.00%,3N NS,600,1,Par was bid,+1,
118,2024.09.26,118,EPBot1,EPBot3,EPBot2,EPBot4,3N S +1,430,0.00%,6N NS,990,-11,We missed small slam,-2,
119,2024.09.26,119,EPBot1,EPBot3,EPBot2,EPBot4,3N S =,600,0.00%,3N NS+1,630,-1,Par was bid,-1,
120,2024.09.26,120,EPBot1,EPBot3,EPBot2,EPBot4,4S S +1,450,0.00%,6S NS,980,-11,We missed small slam,-1,
121,2024.09.26,121,EPBot1,EPBot3,EPBot2,EPBot4,4H N +1,450,0.00%,6H NS,980,-11,We missed small slam,-1,
122,2024.09.26,122,EPBot1,EPBot3,EPBot2,EPBot4,3N N +1,630,0.00%,3N NS,600,1,Par was bid,+1,
123,2024.09.26,123,EPBot1,EPBot3,EPBot2,EPBot4,3N S +1,430,0.00%,4S NS+1,450,-1,We missed best contract,-,
124,2024.09.26,124,EPBot1,EPBot3,EPBot2,EPBot4,3N N +1,630,0.00%,6D NS,1370,-12,We missed small slam,-1,
125,2024.09.26,125,EPBot1,EPBot3,EPBot2,EPBot4,3D N +2,150,0.00%,4H NS,620,-10,We missed game,-,
126,2024.09.26,126,EPBot1,EPBot3,EPBot2,EPBot4,3N S +2,460,0.00%,6D NS,920,-10,We missed small slam,-,
127,2024.09.26,127,EPBot1,EPBot3,EPBot2,EPBot4,3N S +2,660,0.00%,6N NS,1440,-13,We missed small slam,-1,
128,2024.09.26,128,EPBot1,EPBot3,EPBot2,EPBot4,3N S =,400,0.00%,3N N+2,460,-2,We wrong-side contract,-1,
129,2024.09.26,129,EPBot1,EPBot3,EPBot2,EPBot4,3N N +1,430,0.00%,3N NS+1,430,0,Par was bid,-,
130,2024.09.26,130,EPBot1,EPBot3,EPBot2,EPBot4,3N S +1,630,0.00%,3N NS+1,630,0,Par was bid,-,
131,2024.09.26,131,EPBot1,EPBot3,EPBot2,EPBot4,4H S +1,450,0.00%,4H NS+1,450,0,Par was bid,-,
132,2024.09.26,132,EPBot1,EPBot3,EPBot2,EPBot4,4H N +1,650,0.00%,6N NS,1440,-13,We missed small slam,-1,
133,2024.09.26,133,EPBot1,EPBot3,EPBot2,EPBot4,3N N =,600,0.00%,3N NS,600,0,Par was bid,-,
134,2024.09.26,134,EPBot1,EPBot3,EPBot2,EPBot4,3N S +2,460,0.00%,6D NS,920,-10,We missed small slam,+1,
135,2024.09.26,135,EPBot1,EPBot3,EPBot2,EPBot4,3N S +1,630,0.00%,4S NS+1,650,-1,We missed best contract,-,
136,2024.09.26,136,EPBot1,EPBot3,EPBot2,EPBot4,3N S +1,430,0.00%,3N NS+1,430,0,Par was bid,-,
137,2024.09.26,137,EPBot1,EPBot3,EPBot2,EPBot4,3N N +2,460,0.00%,3N NS+2,460,0,Par was bid,-,
138,2024.09.26,138,EPBot1,EPBot3,EPBot2,EPBot4,3N S +1,630,0.00%,3N NS,600,1,Par was bid,+1,
139,2024.09.26,139,EPBot1,EPBot3,EPBot2,EPBot4,3N S +1,430,0.00%,6C NS,920,-10,We missed small slam,+1,
140,2024.09.26,140,EPBot1,EPBot3,EPBot2,EPBot4,4H S +1,650,0.00%,4SX EW-3,500,4,We overbid - undoubled,+2,
141,2024.09.26,141,EPBot1,EPBot3,EPBot2,EPBot4,4H S +1,650,0.00%,3N NS+1,630,1,We missed best contract,+1,
142,2024.09.26,142,EPBot1,EPBot3,EPBot2,EPBot4,5H N =,450,0.00%,4H NS+1,450,0,Par was bid,-,
143,2024.09.26,143,EPBot1,EPBot3,EPBot2,EPBot4,3N S +1,630,0.00%,4S NS+1,650,-1,We missed best contract,-,
144,2024.09.26,144,EPBot1,EPBot3,EPBot2,EPBot4,3N S +1,430,0.00%,4H NS+1,450,-1,We missed best contract,-,
145,2024.09.26,145,EPBot1,EPBot3,EPBot2,EPBot4,3N N +1,430,0.00%,3N NS+1,430,0,Par was bid,-,
146,2024.09.26,146,EPBot1,EPBot3,EPBot2,EPBot4,3N S +1,630,0.00%,3N NS+1,630,0,Par was bid,-,
147,2024.09.26,147,EPBot1,EPBot3,EPBot2,EPBot4,4H S +1,450,0.00%,3N S+2,460,0,We missed best contract,-,
148,2024.09.26,148,EPBot1,EPBot3,EPBot2,EPBot4,4S N +2,680,0.00%,4S NS+1,650,1,Par was bid,+1,
149,2024.09.26,149,EPBot1,EPBot3,EPBot2,EPBot4,6S N -1,-100,0.00%,4S NS,620,-12,We overbid - undoubled,+1,
150,2024.09.26,150,EPBot1,EPBot3,EPBot2,EPBot4,6H S =,980,0.00%,6H NS,980,0,Par was bid,-,
151,2024.09.26,151,EPBot1,EPBot3,EPBot2,EPBot4,3N N =,600,0.00%,3N NS,600,0,Par was bid,-,
152,2024.09.26,152,EPBot1,EPBot3,EPBot2,EPBot4,3N S +1,430,0.00%,3N S+1,430,0,Par was bid,-,
153,2024.09.26,153,EPBot1,EPBot3,EPBot2,EPBot4,3N N +1,430,0.00%,3N S+1,430,0,We wrong-side contract,+1,
154,2024.09.26,154,EPBot1,EPBot3,EPBot2,EPBot4,3N S =,600,0.00%,4H NS,620,-1,We missed best contract,-,
155,2024.09.26,155,EPBot1,EPBot3,EPBot2,EPBot4,4H N +2,480,0.00%,4H NS+1,450,1,Par was bid,+1,
156,2024.09.26,156,EPBot1,EPBot3,EPBot2,EPBot4,6S N -1,-100,0.00%,6N NS,1440,-17,We missed best contract,-1,
157,2024.09.26,157,EPBot1,EPBot3,EPBot2,EPBot4,3N N =,600,0.00%,3N NS,600,0,Par was bid,-,
158,2024.09.26,158,EPBot1,EPBot3,EPBot2,EPBot4,4S N =,420,0.00%,4S NS+1,450,-1,Par was bid,-1,
159,2024.09.26,159,EPBot1,EPBot3,EPBot2,EPBot4,3N N +1,630,0.00%,6N NS,1440,-13,We missed small slam,-2,
160,2024.09.26,160,EPBot1,EPBot3,EPBot2,EPBot4,3N S +1,430,0.00%,1S NS+2,140,7,We missed partial,+2,
161,2024.09.26,161,EPBot1,EPBot3,EPBot2,EPBot4,4H S +2,480,0.00%,4H NS,420,2,Par was bid,+2,
162,2024.09.26,162,EPBot1,EPBot3,EPBot2,EPBot4,3N S +1,630,0.00%,4S NS+1,650,-1,We missed best contract,-,
163,2024.09.26,163,EPBot1,EPBot3,EPBot2,EPBot4,3N S =,400,0.00%,6H NS,980,-11,We missed small slam,-2,
164,2024.09.26,164,EPBot1,EPBot3,EPBot2,EPBot4,3N S +1,630,0.00%,3N NS+1,630,0,Par was bid,-,
165,2024.09.26,165,EPBot1,EPBot3,EPBot2,EPBot4,4H S +2,680,0.00%,6H S,1430,-13,We missed small slam,-,
166,2024.09.26,166,EPBot1,EPBot3,EPBot2,EPBot4,3N S +2,460,0.00%,4H NS+1,450,0,We missed best contract,+1,
167,2024.09.26,167,EPBot1,EPBot3,EPBot2,EPBot4,4S N +1,650,0.00%,6N NS,1440,-13,We missed small slam,-1,
168,2024.09.26,168,EPBot1,EPBot3,EPBot2,EPBot4,3N N +1,430,0.00%,6C NS,920,-10,We missed small slam,-1,
169,2024.09.26,169,EPBot1,EPBot3,EPBot2,EPBot4,3N S =,400,0.00%,3N NS,400,0,Par was bid,-,
170,2024.09.26,170,EPBot1,EPBot3,EPBot2,EPBot4,3N S +1,630,0.00%,6C NS,1370,-12,We missed small slam,-1,
171,2024.09.26,171,EPBot1,EPBot3,EPBot2,EPBot4,3D N +2,150,0.00%,3N NS+1,430,-7,We missed game,+1,
172,2024.09.26,172,EPBot1,EPBot3,EPBot2,EPBot4,3N S =,600,0.00%,3N NS+1,630,-1,Par was bid,-1,
173,2024.09.26,173,EPBot1,EPBot3,EPBot2,EPBot4,4H N +1,650,0.00%,4H NS,620,1,Par was bid,+1,
174,2024.09.26,174,EPBot1,EPBot3,EPBot2,EPBot4,3N S +1,430,0.00%,5C NS,400,1,We missed game,+2,
175,2024.09.26,175,EPBot1,EPBot3,EPBot2,EPBot4,3N N +1,630,0.00%,3N NS+2,660,-1,Par was bid,-1,
176,2024.09.26,176,EPBot1,EPBot3,EPBot2,EPBot4,4H S =,420,0.00%,4H NS,420,0,Par was bid,-,
177,2024.09.26,177,EPBot1,EPBot3,EPBot2,EPBot4,3N S =,400,0.00%,2H NS+1,140,6,We missed partial,+1,
178,2024.09.26,178,EPBot1,EPBot3,EPBot2,EPBot4,3N N =,600,0.00%,3N NS,600,0,Par was bid,-,
179,2024.09.26,179,EPBot1,EPBot3,EPBot2,EPBot4,6S N =,980,0.00%,6S NS,980,0,Par was bid,-,
180,2024.09.26,180,EPBot1,EPBot3,EPBot2,EPBot4,6H N =,1430,0.00%,4H NS+1,650,13,We overbid - undoubled,+1,
181,2024.09.26,181,EPBot1,EPBot3,EPBot2,EPBot4,3N S +2,660,0.00%,6D S,1370,-12,We missed small slam,+2,
182,2024.09.26,182,EPBot1,EPBot3,EPBot2,EPBot4,3N S +1,430,0.00%,3N NS+2,460,-1,Par was bid,-1,
183,2024.09.26,183,EPBot1,EPBot3,EPBot2,EPBot4,4H N +1,650,0.00%,6N NS,1440,-13,We missed small slam,-1,
184,2024.09.26,184,EPBot1,EPBot3,EPBot2,EPBot4,3N S +1,430,0.00%,6S NS,980,-11,We missed small slam,-1,
185,2024.09.26,185,EPBot1,EPBot3,EPBot2,EPBot4,4H S =,420,0.00%,6N NS,990,-11,We missed small slam,-2,
186,2024.09.26,186,EPBot1,EPBot3,EPBot2,EPBot4,4H N +1,650,0.00%,4H NS+1,650,0,Par was bid,-,
187,2024.09.26,187,EPBot1,EPBot3,EPBot2,EPBot4,3N S +1,430,0.00%,4H NS,420,0,We missed best contract,+1,
188,2024.09.26,188,EPBot1,EPBot3,EPBot2,EPBot4,4S N +2,680,0.00%,6S NS,1430,-13,We missed small slam,-,
189,2024.09.26,189,EPBot1,EPBot3,EPBot2,EPBot4,3N S +1,630,0.00%,6C NS,1370,-12,We missed small slam,-1,
190,2024.09.26,190,EPBot1,EPBot3,EPBot2,EPBot4,3N S +1,430,0.00%,3N S+1,430,0,Par was bid,-,
191,2024.09.26,191,EPBot1,EPBot3,EPBot2,EPBot4,3N S -1,-100,0.00%,6D NS,1370,-16,We missed small slam,-1,
192,2024.09.26,192,EPBot1,EPBot3,EPBot2,EPBot4,4S S +1,450,0.00%,4H NS,420,1,Par was bid,+1,
193,2024.09.26,193,EPBot1,EPBot3,EPBot2,EPBot4,4H S =,420,0.00%,4H NS+1,450,-1,Par was bid,-1,
194,2024.09.26,194,EPBot1,EPBot3,EPBot2,EPBot4,3N S +1,630,0.00%,3N NS,600,1,Par was bid,+1,
195,2024.09.26,195,EPBot1,EPBot3,EPBot2,EPBot4,4H N +1,450,0.00%,1H NS+2,140,7,We overbid - undoubled,+2,
196,2024.09.26,196,EPBot1,EPBot3,EPBot2,EPBot4,6N S =,1440,0.00%,6N NS,1440,0,Par was bid,-,
197,2024.09.26,197,EPBot1,EPBot3,EPBot2,EPBot4,4H S =,620,0.00%,4H NS,620,0,Par was bid,-,
198,2024.09.26,198,EPBot1,EPBot3,EPBot2,EPBot4,3N N +3,490,0.00%,6N NS,990,-11,We missed small slam,-,
199,2024.09.26,199,EPBot1,EPBot3,EPBot2,EPBot4,6C S =,1370,0.00%,3N S+1,630,12,We overbid - undoubled,+1,
200,2024.09.26,200,EPBot1,EPBot3,EPBot2,EPBot4,4S S +1,450,0.00%,4S NS+1,450,0,Par was bid,-,
201,2024.09.26,201,EPBot1,EPBot3,EPBot2,EPBot4,3N N +2,460,0.00%,6N NS,990,-11,We missed small slam,-1,
202,2024.09.26,202,EPBot1,EPBot3,EPBot2,EPBot4,3N S =,600,0.00%,4H NS,620,-1,We missed best contract,-,
