#,Date,Board,North,South,East,West,**South** Result,**South** Score, IMPs  or MPs,Par Result, **South**  Par Score,Vs. Par,DD Bidding,DD Play,
88,2024.09.25,88,EPBot1,EPBot3,EPBot2,EPBot4,4S S +1,450,0.00%,5CX EW-2,300,4,They missed sacrifice,+1,
89,2024.09.25,89,EPBot1,EPBot3,EPBot2,EPBot4,4S S -1,-50,0.00%,5SX NS-3,-500,10,They missed game,+1,
90,2024.09.25,90,EPBot1,EPBot3,EPBot2,EPBot4,4S S +1,650,0.00%,5DX E-2,500,4,They missed sacrifice,+1,
91,2024.09.25,91,EPBot1,EPBot3,EPBot2,EPBot4,4H S -1,-50,0.00%,6HX N-4,-800,13,They missed small slam,+2,
92,2024.09.25,92,EPBot1,EPBot3,EPBot2,EPBot4,6DX W -1,100,0.00%,6CX NS-1,-200,7,They overbid - doubled,-,
93,2024.09.25,93,EPBot1,EPBot3,EPBot2,EPBot4,4S S +1,650,0.00%,5CX EW-1,200,10,They missed sacrifice,+1,
94,2024.09.25,94,EPBot1,EPBot3,EPBot2,EPBot4,5C S =,400,0.00%,4DX EW-1,100,7,We overbid - undoubled,+1,
95,2024.09.25,95,EPBot1,EPBot3,EPBot2,EPBot4,4S S -2,-200,0.00%,3N E,-400,5,They missed double,+1,
96,2024.09.25,96,EPBot1,EPBot3,EPBot2,EPBot4,4H S -1,-50,0.00%,3H NS,140,-5,We overbid - undoubled,-,
97,2024.09.25,97,EPBot1,EPBot3,EPBot2,EPBot4,5S S =,450,0.00%,6DX EW-2,300,4,They missed sacrifice,-,
98,2024.09.25,98,EPBot1,EPBot3,EPBot2,EPBot4,4H S -1,-100,0.00%,3SX E-1,100,-5,We overbid - undoubled,-,
99,2024.09.25,99,EPBot1,EPBot3,EPBot2,EPBot4,4H S =,420,0.00%,4D E,-130,11,They missed double,+2,
100,2024.09.25,100,EPBot1,EPBot3,EPBot2,EPBot4,5H E =,-650,0.00%,5SX NS-2,-500,-4,We missed sacrifice,-,
101,2024.09.25,101,EPBot1,EPBot3,EPBot2,EPBot4,4H S +1,650,0.00%,5H NS,650,0,They missed sacrifice,-,
102,2024.09.25,102,EPBot1,EPBot3,EPBot2,EPBot4,5HX N +1,750,0.00%,5S NS,450,7,We missed game,+2,
103,2024.09.25,103,EPBot1,EPBot3,EPBot2,EPBot4,4S S +1,650,0.00%,4S NS,620,1,Par was bid,+1,
104,2024.09.25,104,EPBot1,EPBot3,EPBot2,EPBot4,4S S -1,-50,0.00%,4SX NS-1,-100,2,They missed double,-,
105,2024.09.25,105,EPBot1,EPBot3,EPBot2,EPBot4,4S S =,420,0.00%,5SX NS-3,-500,14,They missed game,+2,
106,2024.09.25,106,EPBot1,EPBot3,EPBot2,EPBot4,4SX S -2,-500,0.00%,3N W+2,-660,4,We overbid - doubled,+1,
107,2024.09.25,107,EPBot1,EPBot3,EPBot2,EPBot4,4S S =,420,0.00%,4H NS,420,0,Par was bid,-,
108,2024.09.25,108,EPBot1,EPBot3,EPBot2,EPBot4,4S S -1,-100,0.00%,6N EW,-990,13,They missed small slam,+1,
109,2024.09.25,109,EPBot1,EPBot3,EPBot2,EPBot4,5H S -3,-300,0.00%,3S EW,-140,-4,We overbid - undoubled,-1,
110,2024.09.25,110,EPBot1,EPBot3,EPBot2,EPBot4,4S S =,420,0.00%,5DX EW-2,300,3,They missed sacrifice,-,
111,2024.09.25,111,EPBot1,EPBot3,EPBot2,EPBot4,4H S -1,-100,0.00%,3H NS,140,-6,We overbid - undoubled,-,
112,2024.09.25,112,EPBot1,EPBot3,EPBot2,EPBot4,4H S =,420,0.00%,4H NS,420,0,Par was bid,-,
113,2024.09.25,113,EPBot1,EPBot3,EPBot2,EPBot4,4S E +1,-450,0.00%,5HX NS-1,-100,-8,We missed sacrifice,-1,
114,2024.09.25,114,EPBot1,EPBot3,EPBot2,EPBot4,4H S =,620,0.00%,5C EW,-400,14,They missed game,+1,
115,2024.09.25,115,EPBot1,EPBot3,EPBot2,EPBot4,4S S -1,-50,0.00%,5SX NS-2,-300,6,They missed game,-,
116,2024.09.25,116,EPBot1,EPBot3,EPBot2,EPBot4,4S W +1,-650,0.00%,4N EW+1,-660,0,They missed best contract,-1,
117,2024.09.25,117,EPBot1,EPBot3,EPBot2,EPBot4,4H S =,620,0.00%,4N EW,-430,14,They missed game,+1,
118,2024.09.25,118,EPBot1,EPBot3,EPBot2,EPBot4,5D W =,-600,0.00%,4H NS+1,450,-14,We missed double,-2,
119,2024.09.25,119,EPBot1,EPBot3,EPBot2,EPBot4,4S S -1,-100,0.00%,6SX NS-3,-800,12,They missed small slam,-,
120,2024.09.25,120,EPBot1,EPBot3,EPBot2,EPBot4,5D E =,-400,0.00%,4SX NS-1,-100,-7,They overbid - undoubled,-1,
121,2024.09.25,121,EPBot1,EPBot3,EPBot2,EPBot4,5SX S =,650,0.00%,4SX NS-1,-100,13,We overbid - doubled,+2,
122,2024.09.25,122,EPBot1,EPBot3,EPBot2,EPBot4,5H E =,-650,0.00%,7SX NS-5,-1400,13,They missed small slam,+1,
123,2024.09.25,123,EPBot1,EPBot3,EPBot2,EPBot4,5C E +1,-420,0.00%,6SX NS-2,-300,-3,We missed sacrifice,-,
124,2024.09.25,124,EPBot1,EPBot3,EPBot2,EPBot4,6H W -1,50,0.00%,5SX NS-1,-200,6,They overbid - undoubled,-1,
125,2024.09.25,125,EPBot1,EPBot3,EPBot2,EPBot4,4H S +1,650,0.00%,5SX EW-2,500,4,They missed sacrifice,-,
126,2024.09.25,126,EPBot1,EPBot3,EPBot2,EPBot4,4S S +1,450,0.00%,4S NS+1,450,0,Par was bid,-,
127,2024.09.25,127,EPBot1,EPBot3,EPBot2,EPBot4,4S S -2,-200,0.00%,2C EW+2,-130,-2,We overbid - undoubled,+1,
128,2024.09.25,128,EPBot1,EPBot3,EPBot2,EPBot4,5DX E -1,200,0.00%,5SX NS-3,-500,12,We doubled making contract,+1,
129,2024.09.25,129,EPBot1,EPBot3,EPBot2,EPBot4,4H S +1,450,0.00%,4SX EW-2,300,4,They missed sacrifice,+1,
130,2024.09.25,130,EPBot1,EPBot3,EPBot2,EPBot4,3S S +1,170,0.00%,5HX EW-2,300,-4,We missed game,-,
131,2024.09.25,131,EPBot1,EPBot3,EPBot2,EPBot4,4H S -1,-50,0.00%,3H NS,140,-5,We overbid - undoubled,-,
132,2024.09.25,132,EPBot1,EPBot3,EPBot2,EPBot4,4H S +1,650,0.00%,5H NS,650,0,They missed sacrifice,-,
133,2024.09.25,133,EPBot1,EPBot3,EPBot2,EPBot4,4H S +2,680,0.00%,6SX EW-4,800,-3,We missed small slam,-,
134,2024.09.25,134,EPBot1,EPBot3,EPBot2,EPBot4,4H S =,420,0.00%,5CX EW-1,200,6,They missed sacrifice,-,
135,2024.09.25,135,EPBot1,EPBot3,EPBot2,EPBot4,4H S =,620,0.00%,2N E,-120,12,We overbid - undoubled,+2,
136,2024.09.25,136,EPBot1,EPBot3,EPBot2,EPBot4,4S S +1,450,0.00%,4S NS+1,450,0,Par was bid,-,
137,2024.09.25,137,EPBot1,EPBot3,EPBot2,EPBot4,4S S =,420,0.00%,4SX NS-1,-100,11,They missed double,+1,
138,2024.09.25,138,EPBot1,EPBot3,EPBot2,EPBot4,4SX S =,790,0.00%,5HX EW-2,500,7,They doubled making contract,-,
139,2024.09.25,139,EPBot1,EPBot3,EPBot2,EPBot4,4H S +2,480,0.00%,7DX EW-1,100,9,They missed small slam,-,
140,2024.09.25,140,EPBot1,EPBot3,EPBot2,EPBot4,4S E =,-420,0.00%,5SX EW-2,300,-12,We missed game,-1,
141,2024.09.25,141,EPBot1,EPBot3,EPBot2,EPBot4,4H S +1,650,0.00%,5SX EW-2,500,4,They missed sacrifice,-,
142,2024.09.25,142,EPBot1,EPBot3,EPBot2,EPBot4,4H S +2,480,0.00%,5SX EW-2,300,5,They missed sacrifice,+1,
143,2024.09.25,143,EPBot1,EPBot3,EPBot2,EPBot4,4S S =,620,0.00%,4NX EW-1,100,11,They missed sacrifice,-,
144,2024.09.25,144,EPBot1,EPBot3,EPBot2,EPBot4,4S S -1,-50,0.00%,3S NS,140,-5,We overbid - undoubled,-,
145,2024.09.25,145,EPBot1,EPBot3,EPBot2,EPBot4,4S S +2,480,0.00%,6S NS,980,-11,We missed small slam,-,
146,2024.09.25,146,EPBot1,EPBot3,EPBot2,EPBot4,4S S =,620,0.00%,5N E,-460,14,They missed game,-,
147,2024.09.25,147,EPBot1,EPBot3,EPBot2,EPBot4,4H S =,420,0.00%,5HX NS-2,-300,12,They missed game,+1,
148,2024.09.25,148,EPBot1,EPBot3,EPBot2,EPBot4,4S S +1,650,0.00%,4S NS+1,650,0,Par was bid,-,
149,2024.09.25,149,EPBot1,EPBot3,EPBot2,EPBot4,5C E +1,-420,0.00%,6C EW,-920,11,They missed small slam,-,
150,2024.09.25,150,EPBot1,EPBot3,EPBot2,EPBot4,4S S =,420,0.00%,4S NS,420,0,Par was bid,-,
151,2024.09.25,151,EPBot1,EPBot3,EPBot2,EPBot4,4S S +2,680,0.00%,7DX E-2,500,5,They missed game,-,
152,2024.09.25,152,EPBot1,EPBot3,EPBot2,EPBot4,4H S =,420,0.00%,5HX NS-1,-100,11,They missed game,-,
153,2024.09.25,153,EPBot1,EPBot3,EPBot2,EPBot4,4S E -1,100,0.00%,5H NS,450,-8,We missed game,-,
154,2024.09.25,154,EPBot1,EPBot3,EPBot2,EPBot4,5H E -1,100,0.00%,5HX EW-1,200,-3,We missed double,-,
155,2024.09.25,155,EPBot1,EPBot3,EPBot2,EPBot4,4S S +1,450,0.00%,4S NS+1,450,0,Par was bid,-,
156,2024.09.25,156,EPBot1,EPBot3,EPBot2,EPBot4,5C E =,-400,0.00%,3N EW+1,-430,1,They overbid - undoubled,-2,
157,2024.09.25,157,EPBot1,EPBot3,EPBot2,EPBot4,4H S =,620,0.00%,4H NS+1,650,-1,Par was bid,-1,
158,2024.09.25,158,EPBot1,EPBot3,EPBot2,EPBot4,5HX S -1,-100,0.00%,3N E,-400,7,We overbid - doubled,+3,
159,2024.09.25,159,EPBot1,EPBot3,EPBot2,EPBot4,4S W +1,-450,0.00%,4S EW,-420,-1,Par was bid,-1,
160,2024.09.25,160,EPBot1,EPBot3,EPBot2,EPBot4,4H S =,420,0.00%,5HX NS-2,-300,12,They missed game,+1,
161,2024.09.25,161,EPBot1,EPBot3,EPBot2,EPBot4,4S S -2,-100,0.00%,4N EW+1,-460,8,They missed game,-,
162,2024.09.25,162,EPBot1,EPBot3,EPBot2,EPBot4,4S S -2,-200,0.00%,3H EW,-140,-2,We overbid - undoubled,-,
163,2024.09.25,163,EPBot1,EPBot3,EPBot2,EPBot4,4H S =,420,0.00%,4H NS,420,0,Par was bid,-,
164,2024.09.25,164,EPBot1,EPBot3,EPBot2,EPBot4,3SX S +1,930,0.00%,4SX S-1,-200,15,They doubled making contract,+1,
165,2024.09.25,165,EPBot1,EPBot3,EPBot2,EPBot4,4S S +1,650,0.00%,5S NS,650,0,They missed sacrifice,-,
166,2024.09.25,166,EPBot1,EPBot3,EPBot2,EPBot4,4H S +1,450,0.00%,4H NS,420,1,Par was bid,+1,
167,2024.09.25,167,EPBot1,EPBot3,EPBot2,EPBot4,5H E -2,200,0.00%,4S NS+1,650,-10,We missed double,-1,
168,2024.09.25,168,EPBot1,EPBot3,EPBot2,EPBot4,4H S =,420,0.00%,2D NS+1,110,7,We overbid - undoubled,+2,
169,2024.09.25,169,EPBot1,EPBot3,EPBot2,EPBot4,4S S =,420,0.00%,5CX EW-1,200,6,They missed sacrifice,-,
170,2024.09.25,170,EPBot1,EPBot3,EPBot2,EPBot4,4SX S -1,-200,0.00%,4SX NS-2,-500,7,Par was bid,+1,
171,2024.09.25,171,EPBot1,EPBot3,EPBot2,EPBot4,4H S -2,-100,0.00%,4N E+1,-460,8,They missed game,-,
172,2024.09.25,172,EPBot1,EPBot3,EPBot2,EPBot4,4SX S -1,-200,0.00%,6C EW,-920,12,They missed small slam,+1,
173,2024.09.25,173,EPBot1,EPBot3,EPBot2,EPBot4,7H S =,2210,0.00%,7N NS,2220,0,We missed best contract,-,
174,2024.09.25,174,EPBot1,EPBot3,EPBot2,EPBot4,5H E -1,50,0.00%,5DX EW-2,300,-6,We missed double,-1,
175,2024.09.25,175,EPBot1,EPBot3,EPBot2,EPBot4,4S S =,620,0.00%,5CX EW-1,100,11,They missed sacrifice,-,
176,2024.09.25,176,EPBot1,EPBot3,EPBot2,EPBot4,4S S -2,-100,0.00%,3S NS,140,-6,We overbid - undoubled,-1,
177,2024.09.25,177,EPBot1,EPBot3,EPBot2,EPBot4,5C W -1,50,0.00%,4CX EW-1,100,-2,We missed double,-1,
178,2024.09.25,178,EPBot1,EPBot3,EPBot2,EPBot4,5C E -1,50,0.00%,5C EW,-400,10,Par was bid,+1,
179,2024.09.25,179,EPBot1,EPBot3,EPBot2,EPBot4,4SX S -3,-500,0.00%,5N EW,-660,4,They missed game,-1,
180,2024.09.25,180,EPBot1,EPBot3,EPBot2,EPBot4,4S S =,620,0.00%,5DX EW-1,200,9,They missed sacrifice,-,
181,2024.09.25,181,EPBot1,EPBot3,EPBot2,EPBot4,4H S -1,-100,0.00%,3S E,-140,1,They missed double,-,
182,2024.09.25,182,EPBot1,EPBot3,EPBot2,EPBot4,6H S -2,-100,0.00%,4C NS,130,-6,We overbid - undoubled,+1,
183,2024.09.25,183,EPBot1,EPBot3,EPBot2,EPBot4,4SX S =,790,0.00%,6SX NS-3,-800,17,They missed small slam,+1,
184,2024.09.25,184,EPBot1,EPBot3,EPBot2,EPBot4,4S S +1,450,0.00%,4S NS+1,450,0,Par was bid,-,
185,2024.09.25,185,EPBot1,EPBot3,EPBot2,EPBot4,4H S +2,480,0.00%,6H NS,980,-11,We missed small slam,-,
186,2024.09.25,186,EPBot1,EPBot3,EPBot2,EPBot4,4H S -1,-100,0.00%,3N EW,-600,11,They missed double,+2,
187,2024.09.25,187,EPBot1,EPBot3,EPBot2,EPBot4,4H S +2,480,0.00%,6H N,980,-11,We missed small slam,+1,
188,2024.09.25,188,EPBot1,EPBot3,EPBot2,EPBot4,5S S =,650,0.00%,5CX EW-3,500,4,We overbid - undoubled,+1,
189,2024.09.25,189,EPBot1,EPBot3,EPBot2,EPBot4,5C E -1,100,0.00%,5D NS,600,-11,We missed double,-2,
190,2024.09.25,190,EPBot1,EPBot3,EPBot2,EPBot4,4H S -1,-50,0.00%,6HX NS-4,-800,13,They missed small slam,+1,
191,2024.09.25,191,EPBot1,EPBot3,EPBot2,EPBot4,4S S +1,650,0.00%,7CX E-6,1400,-13,We missed small slam,-1,
192,2024.09.25,192,EPBot1,EPBot3,EPBot2,EPBot4,4H S -2,-100,0.00%,5HX NS-2,-300,5,They missed game,-1,
193,2024.09.25,193,EPBot1,EPBot3,EPBot2,EPBot4,4S S -1,-50,0.00%,5C EW,-400,8,They missed game,+1,
194,2024.09.25,194,EPBot1,EPBot3,EPBot2,EPBot4,4S S =,620,0.00%,3N N+2,660,-1,We missed best contract,-1,
195,2024.09.25,195,EPBot1,EPBot3,EPBot2,EPBot4,4S S =,420,0.00%,5SX NS-2,-300,12,They missed game,+1,
196,2024.09.25,196,EPBot1,EPBot3,EPBot2,EPBot4,5H E -1,100,0.00%,6HX EW-2,500,-9,We missed game,-,
