#,Date,Board,North,South,East,West,EPBot1 Result,EPBot1 Score, IMPs  or MPs,Par Result, EPBot1  Par Score,Vs. Par,DD Bidding,DD Play,
22,2024.09.27,22,EPBot1,EPBot3,EPBot2,EPBot4,1N S =,90,0.00%,1N NS,90,0,Par was bid,-,
23,2024.09.27,23,EPBot1,EPBot3,EPBot2,EPBot4,1N S =,90,0.00%,2N NS,120,-1,They missed partial,-1,
24,2024.09.27,24,EPBot1,EPBot3,EPBot2,EPBot4,3D S +1,130,0.00%,4S NS+1,450,-8,We missed game,-1,
25,2024.09.27,25,EPBot1,EPBot3,EPBot2,EPBot4,4S S =,420,0.00%,4S NS,420,0,Par was bid,-,
26,2024.09.27,26,EPBot1,EPBot3,EPBot2,EPBot4,4S S +2,680,0.00%,7S NS,2210,-17,We missed grand slam,-1,
27,2024.09.27,27,EPBot1,EPBot3,EPBot2,EPBot4,1N S =,90,0.00%,1N NS+1,120,-1,Par was bid,-1,
28,2024.09.27,28,EPBot1,EPBot3,EPBot2,EPBot4,1N S =,90,0.00%,1S EW+2,-140,6,We overbid - undoubled,+2,
29,2024.09.27,29,EPBot1,EPBot3,EPBot2,EPBot4,1N S =,90,0.00%,1S NS+2,140,-2,We missed best contract,-1,
30,2024.09.27,30,EPBot1,EPBot3,EPBot2,EPBot4,3N S +1,430,0.00%,3N NS+2,460,-1,Par was bid,-1,
31,2024.09.27,31,EPBot1,EPBot3,EPBot2,EPBot4,5H S +2,710,0.00%,7N NS,2220,-17,We missed grand slam,-,
32,2024.09.27,32,EPBot1,EPBot3,EPBot2,EPBot4,3N S =,400,0.00%,3N NS+1,430,-1,Par was bid,-1,
33,2024.09.27,33,EPBot1,EPBot3,EPBot2,EPBot4,3N S =,400,0.00%,3N NS+2,460,-2,Par was bid,-2,
34,2024.09.27,34,EPBot1,EPBot3,EPBot2,EPBot4,3N S +1,630,0.00%,7HX EW-5,1100,-10,We missed small slam,-1,
35,2024.09.27,35,EPBot1,EPBot3,EPBot2,EPBot4,4S S =,420,0.00%,4S NS,420,0,Par was bid,-,
36,2024.09.27,36,EPBot1,EPBot3,EPBot2,EPBot4,6N S =,1440,0.00%,6N NS,1440,0,Par was bid,-,
37,2024.09.27,37,EPBot1,EPBot3,EPBot2,EPBot4,4S S =,620,0.00%,4CX EW-3,500,3,We overbid - undoubled,+1,
38,2024.09.27,38,EPBot1,EPBot3,EPBot2,EPBot4,3N S =,400,0.00%,3N NS+1,430,-1,Par was bid,-1,
39,2024.09.27,39,EPBot1,EPBot3,EPBot2,EPBot4,4H S +2,680,0.00%,7CX EW-5,1400,-12,We missed small slam,-,
40,2024.09.27,40,EPBot1,EPBot3,EPBot2,EPBot4,3N S +2,460,0.00%,6C NS,920,-10,We missed small slam,-,
41,2024.09.27,41,EPBot1,EPBot3,EPBot2,EPBot4,1N S =,90,0.00%,1N S,90,0,Par was bid,-,
42,2024.09.27,42,EPBot1,EPBot3,EPBot2,EPBot4,1N S -1,-100,0.00%,3H NS,140,-6,We missed partial,-,
43,2024.09.27,43,EPBot1,EPBot3,EPBot2,EPBot4,2N S -1,-50,0.00%,4C NS,130,-5,We missed partial,+1,
44,2024.09.27,44,EPBot1,EPBot3,EPBot2,EPBot4,2H S +1,140,0.00%,3N NS+1,630,-10,We missed game,-,
45,2024.09.27,45,EPBot1,EPBot3,EPBot2,EPBot4,3C S +1,130,0.00%,3N N+1,630,-11,We missed game,-,
46,2024.09.27,46,EPBot1,EPBot3,EPBot2,EPBot4,3N S =,400,0.00%,4H NS+1,450,-2,We missed best contract,-,
47,2024.09.27,47,EPBot1,EPBot3,EPBot2,EPBot4,3N S +1,630,0.00%,6N NS,1440,-13,We missed small slam,-2,
48,2024.09.27,48,EPBot1,EPBot3,EPBot2,EPBot4,6C N =,920,0.00%,6C S,920,0,We wrong-side contract,+1,
49,2024.09.27,49,EPBot1,EPBot3,EPBot2,EPBot4,3N S +1,430,0.00%,3N N+2,460,-1,We wrong-side contract,-,
50,2024.09.27,50,EPBot1,EPBot3,EPBot2,EPBot4,1N S +1,120,0.00%,5C NS,600,-10,We missed game,-,
51,2024.09.27,51,EPBot1,EPBot3,EPBot2,EPBot4,4SX E -1,200,0.00%,3D NS+1,130,2,They overbid - doubled,-1,
52,2024.09.27,52,EPBot1,EPBot3,EPBot2,EPBot4,4S S =,620,0.00%,3C EW+1,-130,13,We overbid - undoubled,+2,
53,2024.09.27,53,EPBot1,EPBot3,EPBot2,EPBot4,2S S +1,140,0.00%,3C EW,-110,6,They missed partial,+1,
54,2024.09.27,54,EPBot1,EPBot3,EPBot2,EPBot4,2S E +1,-140,0.00%,4C NS,130,-7,We missed partial,-,
55,2024.09.27,55,EPBot1,EPBot3,EPBot2,EPBot4,1N S -2,-200,0.00%,1S EW+2,-140,-2,We overbid - undoubled,-,
56,2024.09.27,56,EPBot1,EPBot3,EPBot2,EPBot4,4H S -1,-50,0.00%,3H NS,140,-5,We overbid - undoubled,-,
57,2024.09.27,57,EPBot1,EPBot3,EPBot2,EPBot4,2N S =,120,0.00%,1H NS+2,140,-1,We missed partial,+1,
58,2024.09.27,58,EPBot1,EPBot3,EPBot2,EPBot4,2S S -1,-100,0.00%,2C EW,-90,0,We overbid - undoubled,-,
59,2024.09.27,59,EPBot1,EPBot3,EPBot2,EPBot4,3S E +1,-170,0.00%,4CX NS-1,-100,-2,We missed sacrifice,-1,
60,2024.09.27,60,EPBot1,EPBot3,EPBot2,EPBot4,2D W =,-90,0.00%,1S EW+2,-140,2,They missed best contract,-,
61,2024.09.27,61,EPBot1,EPBot3,EPBot2,EPBot4,3N S =,600,0.00%,3N NS+1,630,-1,Par was bid,-1,
62,2024.09.27,62,EPBot1,EPBot3,EPBot2,EPBot4,1N S =,90,0.00%,2C EW,-90,5,They missed partial,-,
63,2024.09.27,63,EPBot1,EPBot3,EPBot2,EPBot4,3N S =,600,0.00%,3N NS,600,0,Par was bid,-,
64,2024.09.27,64,EPBot1,EPBot3,EPBot2,EPBot4,4H N +1,450,0.00%,4H NS,420,1,Par was bid,+1,
65,2024.09.27,65,EPBot1,EPBot3,EPBot2,EPBot4,3N S +1,430,0.00%,6C NS,920,-10,We missed small slam,-1,
66,2024.09.27,66,EPBot1,EPBot3,EPBot2,EPBot4,1N S -1,-100,0.00%,2C EW+1,-110,0,They missed double,-,
67,2024.09.27,67,EPBot1,EPBot3,EPBot2,EPBot4,3C S +1,130,0.00%,1S NS+2,140,0,We missed best contract,+1,
68,2024.09.27,68,EPBot1,EPBot3,EPBot2,EPBot4,4H S =,620,0.00%,2H NS+1,140,10,We overbid - undoubled,+1,
69,2024.09.27,69,EPBot1,EPBot3,EPBot2,EPBot4,4SX W -1,100,0.00%,5SX EW-3,500,-9,We missed game,-1,
70,2024.09.27,70,EPBot1,EPBot3,EPBot2,EPBot4,4H S +2,480,0.00%,3N NS+2,460,1,We missed best contract,+1,
71,2024.09.27,71,EPBot1,EPBot3,EPBot2,EPBot4,2S S +2,170,0.00%,3N NS+1,630,-10,We missed game,-,
72,2024.09.27,72,EPBot1,EPBot3,EPBot2,EPBot4,3N S =,400,0.00%,3N NS,400,0,Par was bid,-,
73,2024.09.27,73,EPBot1,EPBot3,EPBot2,EPBot4,3CX W -1,200,0.00%,1S NS+2,140,2,They overbid - doubled,-1,
74,2024.09.27,74,EPBot1,EPBot3,EPBot2,EPBot4,2S E =,-110,0.00%,2S EW,-110,0,Par was bid,-,
75,2024.09.27,75,EPBot1,EPBot3,EPBot2,EPBot4,4C S -1,-50,0.00%,4SX E-1,100,-4,They missed sacrifice,-1,
76,2024.09.27,76,EPBot1,EPBot3,EPBot2,EPBot4,4H S +2,680,0.00%,6N NS,1440,-13,We missed small slam,-,
77,2024.09.27,77,EPBot1,EPBot3,EPBot2,EPBot4,4H S =,620,0.00%,1N NS+1,120,11,We overbid - undoubled,+2,
78,2024.09.27,78,EPBot1,EPBot3,EPBot2,EPBot4,2H S +1,140,0.00%,3H NS,140,0,They missed sacrifice,-,
79,2024.09.27,79,EPBot1,EPBot3,EPBot2,EPBot4,4S S +2,680,0.00%,6N NS,1440,-13,We missed small slam,-,
80,2024.09.27,80,EPBot1,EPBot3,EPBot2,EPBot4,3N S +1,430,0.00%,3N NS+1,430,0,Par was bid,-,
81,2024.09.27,81,EPBot1,EPBot3,EPBot2,EPBot4,2S S +1,140,0.00%,4S NS,420,-7,We missed game,-1,
82,2024.09.27,82,EPBot1,EPBot3,EPBot2,EPBot4,3N S =,600,0.00%,3SX EW-1,100,11,We overbid - undoubled,+1,
83,2024.09.27,83,EPBot1,EPBot3,EPBot2,EPBot4,3S E =,-140,0.00%,3S EW,-140,0,Par was bid,-,
84,2024.09.27,84,EPBot1,EPBot3,EPBot2,EPBot4,3N S +1,630,0.00%,3N NS+2,660,-1,Par was bid,-1,
85,2024.09.27,85,EPBot1,EPBot3,EPBot2,EPBot4,4S S +1,650,0.00%,3N NS,600,2,We overbid - undoubled,+2,
86,2024.09.27,86,EPBot1,EPBot3,EPBot2,EPBot4,3N S =,400,0.00%,1H NS+2,140,6,We overbid - undoubled,+3,
87,2024.09.27,87,EPBot1,EPBot3,EPBot2,EPBot4,3N S +1,630,0.00%,6C NS,1370,-12,We missed small slam,-1,
88,2024.09.27,88,EPBot1,EPBot3,EPBot2,EPBot4,4S S =,420,0.00%,2S NS+1,140,7,We overbid - undoubled,+1,
89,2024.09.27,89,EPBot1,EPBot3,EPBot2,EPBot4,1N S -1,-50,0.00%,2SX NS-1,-100,2,They missed partial,-,
90,2024.09.27,90,EPBot1,EPBot3,EPBot2,EPBot4,4S N =,620,0.00%,3N NS+1,630,0,We missed best contract,-,
91,2024.09.27,91,EPBot1,EPBot3,EPBot2,EPBot4,4S S +3,510,0.00%,7S NS,1510,-14,We missed grand slam,-,
92,2024.09.27,92,EPBot1,EPBot3,EPBot2,EPBot4,1N S -1,-100,0.00%,2H NS,110,-5,We missed best contract,-1,
93,2024.09.27,93,EPBot1,EPBot3,EPBot2,EPBot4,4H S +1,650,0.00%,3N NS+2,660,0,We missed best contract,-,
94,2024.09.27,94,EPBot1,EPBot3,EPBot2,EPBot4,6N S =,990,0.00%,6N NS,990,0,Par was bid,-,
95,2024.09.27,95,EPBot1,EPBot3,EPBot2,EPBot4,3N S =,600,0.00%,3N NS,600,0,Par was bid,-,
96,2024.09.27,96,EPBot1,EPBot3,EPBot2,EPBot4,4S S =,420,0.00%,4S S+1,450,-1,Par was bid,-1,
97,2024.09.27,97,EPBot1,EPBot3,EPBot2,EPBot4,4S S +2,480,0.00%,4S NS+1,450,1,Par was bid,+1,
98,2024.09.27,98,EPBot1,EPBot3,EPBot2,EPBot4,4H S =,620,0.00%,4SX EW-2,300,8,We overbid - undoubled,+1,
99,2024.09.27,99,EPBot1,EPBot3,EPBot2,EPBot4,4H S +2,480,0.00%,6N NS,990,-11,We missed small slam,-,
100,2024.09.27,100,EPBot1,EPBot3,EPBot2,EPBot4,4H S +1,650,0.00%,4H NS+1,650,0,Par was bid,-,
101,2024.09.27,101,EPBot1,EPBot3,EPBot2,EPBot4,3N S -2,-200,0.00%,1N NS+1,120,-8,We overbid - undoubled,-1,
102,2024.09.27,102,EPBot1,EPBot3,EPBot2,EPBot4,3N S +1,430,0.00%,3N NS+2,460,-1,Par was bid,-1,
103,2024.09.27,103,EPBot1,EPBot3,EPBot2,EPBot4,6S S =,1430,0.00%,7S NS,2210,-13,We missed grand slam,-1,
104,2024.09.27,104,EPBot1,EPBot3,EPBot2,EPBot4,5D S +1,420,0.00%,6H NS,980,-11,We missed small slam,-,
105,2024.09.27,105,EPBot1,EPBot3,EPBot2,EPBot4,2S S -1,-50,0.00%,2D NS+1,110,-4,Par was bid,-1,
106,2024.09.27,106,EPBot1,EPBot3,EPBot2,EPBot4,4H S =,620,0.00%,4H NS+1,650,-1,Par was bid,-1,
107,2024.09.27,107,EPBot1,EPBot3,EPBot2,EPBot4,4S N +1,450,0.00%,6D NS,920,-10,We missed small slam,-,
108,2024.09.27,108,EPBot1,EPBot3,EPBot2,EPBot4,4D W +1,-150,0.00%,5SX NS-1,-200,2,They missed game,-,
109,2024.09.27,109,EPBot1,EPBot3,EPBot2,EPBot4,1N S +1,120,0.00%,1N NS+1,120,0,Par was bid,-,
110,2024.09.27,110,EPBot1,EPBot3,EPBot2,EPBot4,3N S +2,460,0.00%,6N NS,990,-11,We missed small slam,-1,
111,2024.09.27,111,EPBot1,EPBot3,EPBot2,EPBot4,3N S =,600,0.00%,6D S,1370,-13,We missed small slam,-2,
112,2024.09.27,112,EPBot1,EPBot3,EPBot2,EPBot4,1N S =,90,0.00%,2H S+1,140,-2,We missed partial,+1,
113,2024.09.27,113,EPBot1,EPBot3,EPBot2,EPBot4,5D N =,400,0.00%,3N NS+2,460,-2,We missed best contract,-,
114,2024.09.27,114,EPBot1,EPBot3,EPBot2,EPBot4,2N S +1,150,0.00%,3N N,600,-10,We missed game,+1,
115,2024.09.27,115,EPBot1,EPBot3,EPBot2,EPBot4,3D N -1,-50,0.00%,1C EW+1,-90,1,We overbid - undoubled,+2,
116,2024.09.27,116,EPBot1,EPBot3,EPBot2,EPBot4,1N S =,90,0.00%,2D NS+1,110,-1,We missed best contract,-,
117,2024.09.27,117,EPBot1,EPBot3,EPBot2,EPBot4,3N S +1,630,0.00%,3N NS+2,660,-1,Par was bid,-1,
118,2024.09.27,118,EPBot1,EPBot3,EPBot2,EPBot4,1N S =,90,0.00%,1N NS+1,120,-1,Par was bid,-1,
119,2024.09.27,119,EPBot1,EPBot3,EPBot2,EPBot4,2H S =,110,0.00%,2N EW,-120,6,They missed partial,-,
120,2024.09.27,120,EPBot1,EPBot3,EPBot2,EPBot4,3N S +2,460,0.00%,6C NS,920,-10,We missed small slam,+1,
121,2024.09.27,121,EPBot1,EPBot3,EPBot2,EPBot4,4H S =,420,0.00%,4H NS,420,0,Par was bid,-,
122,2024.09.27,122,EPBot1,EPBot3,EPBot2,EPBot4,1N S -1,-100,0.00%,4H EW,-620,11,They missed game,+1,
123,2024.09.27,123,EPBot1,EPBot3,EPBot2,EPBot4,3N S =,400,0.00%,5C NS,400,0,We missed game,+2,
124,2024.09.27,124,EPBot1,EPBot3,EPBot2,EPBot4,3H E -1,50,0.00%,3HX EW-1,100,-2,We missed double,-,
125,2024.09.27,125,EPBot1,EPBot3,EPBot2,EPBot4,4S S -1,-100,0.00%,2H NS+1,140,-6,We overbid - undoubled,+1,
126,2024.09.27,126,EPBot1,EPBot3,EPBot2,EPBot4,1N S -1,-50,0.00%,3D NS,110,-4,We missed partial,+1,
127,2024.09.27,127,EPBot1,EPBot3,EPBot2,EPBot4,1N S +1,120,0.00%,3N S+1,630,-11,We missed game,-2,
128,2024.09.27,128,EPBot1,EPBot3,EPBot2,EPBot4,2N S -1,-50,0.00%,1S NS+1,110,-4,We missed partial,-,
129,2024.09.27,129,EPBot1,EPBot3,EPBot2,EPBot4,1N S -1,-50,0.00%,1N EW,-90,1,We overbid - undoubled,+1,
130,2024.09.27,130,EPBot1,EPBot3,EPBot2,EPBot4,1N S =,90,0.00%,1N EW,-90,5,We overbid - undoubled,+1,
131,2024.09.27,131,EPBot1,EPBot3,EPBot2,EPBot4,4H S =,420,0.00%,4H NS+1,450,-1,Par was bid,-1,
132,2024.09.27,132,EPBot1,EPBot3,EPBot2,EPBot4,3N S +2,660,0.00%,4S NS+1,650,0,We missed best contract,+1,
133,2024.09.27,133,EPBot1,EPBot3,EPBot2,EPBot4,1N S -1,-100,0.00%,1H EW,-80,-1,We overbid - undoubled,-,
134,2024.09.27,134,EPBot1,EPBot3,EPBot2,EPBot4,4H E +1,-650,0.00%,4H EW+1,-650,0,Par was bid,-,
135,2024.09.27,135,EPBot1,EPBot3,EPBot2,EPBot4,3D S +1,130,0.00%,1N NS+1,120,0,We missed best contract,+1,
136,2024.09.27,136,EPBot1,EPBot3,EPBot2,EPBot4,2S W +1,-140,0.00%,2H EW+1,-140,0,They wrong-side contract,-1,
137,2024.09.27,137,EPBot1,EPBot3,EPBot2,EPBot4,3S S =,140,0.00%,3S NS,140,0,Par was bid,-,
138,2024.09.27,138,EPBot1,EPBot3,EPBot2,EPBot4,2HX S -1,-200,0.00%,1C EW+2,-110,-3,We overbid - doubled,+2,
139,2024.09.27,139,EPBot1,EPBot3,EPBot2,EPBot4,7S N =,1510,0.00%,7N NS,1520,0,We missed best contract,-,
140,2024.09.27,140,EPBot1,EPBot3,EPBot2,EPBot4,3D S +1,130,0.00%,3H EW,-140,7,They missed partial,+1,
141,2024.09.27,141,EPBot1,EPBot3,EPBot2,EPBot4,2D E +2,-130,0.00%,1N EW+1,-120,0,They missed best contract,-1,
142,2024.09.27,142,EPBot1,EPBot3,EPBot2,EPBot4,4S S =,420,0.00%,2N N,120,7,We overbid - undoubled,+2,
143,2024.09.27,143,EPBot1,EPBot3,EPBot2,EPBot4,3N S =,600,0.00%,4H NS,620,-1,We missed best contract,-,
144,2024.09.27,144,EPBot1,EPBot3,EPBot2,EPBot4,2S E =,-110,0.00%,1N NS+1,120,-6,We missed double,-1,
145,2024.09.27,145,EPBot1,EPBot3,EPBot2,EPBot4,3N S =,400,0.00%,3N NS,400,0,Par was bid,-,
146,2024.09.27,146,EPBot1,EPBot3,EPBot2,EPBot4,1N S -1,-100,0.00%,2H NS+1,140,-6,We missed best contract,-1,
147,2024.09.27,147,EPBot1,EPBot3,EPBot2,EPBot4,3N S =,400,0.00%,3N NS+1,430,-1,Par was bid,-1,
148,2024.09.27,148,EPBot1,EPBot3,EPBot2,EPBot4,2C S +2,130,0.00%,2S NS+1,140,0,We missed best contract,-,
149,2024.09.27,149,EPBot1,EPBot3,EPBot2,EPBot4,3S N =,140,0.00%,5CX EW-2,300,-4,We missed game,-1,
150,2024.09.27,150,EPBot1,EPBot3,EPBot2,EPBot4,3N S =,400,0.00%,1N NS+1,120,7,We overbid - undoubled,+1,
151,2024.09.27,151,EPBot1,EPBot3,EPBot2,EPBot4,2S S +1,140,0.00%,2S NS,110,1,Par was bid,+1,
152,2024.09.27,152,EPBot1,EPBot3,EPBot2,EPBot4,4H S +1,450,0.00%,4H NS,420,1,Par was bid,+1,
153,2024.09.27,153,EPBot1,EPBot3,EPBot2,EPBot4,5H S =,450,0.00%,3N NS+2,460,0,We missed best contract,-,
154,2024.09.27,154,EPBot1,EPBot3,EPBot2,EPBot4,3N S =,600,0.00%,4S NS,620,-1,We missed game,+1,
155,2024.09.27,155,EPBot1,EPBot3,EPBot2,EPBot4,2H S +2,170,0.00%,5CX EW-2,300,-4,We missed game,-,
156,2024.09.27,156,EPBot1,EPBot3,EPBot2,EPBot4,4S S =,620,0.00%,4S NS,620,0,Par was bid,-,
157,2024.09.27,157,EPBot1,EPBot3,EPBot2,EPBot4,2N S =,120,0.00%,2S EW+1,-140,6,They missed double,+1,
158,2024.09.27,158,EPBot1,EPBot3,EPBot2,EPBot4,3D E -1,50,0.00%,2N NS,120,-2,We missed double,-1,
159,2024.09.27,159,EPBot1,EPBot3,EPBot2,EPBot4,1N S -1,-100,0.00%,2NX EW-1,100,-5,We missed partial,-,
160,2024.09.27,160,EPBot1,EPBot3,EPBot2,EPBot4,3N S -1,-50,0.00%,3N NS,400,-10,Par was bid,-1,
161,2024.09.27,161,EPBot1,EPBot3,EPBot2,EPBot4,5C N =,400,0.00%,3N NS+2,460,-2,We missed best contract,-,
162,2024.09.27,162,EPBot1,EPBot3,EPBot2,EPBot4,3N S +2,660,0.00%,6N NS,1440,-13,We missed small slam,-1,
163,2024.09.27,163,EPBot1,EPBot3,EPBot2,EPBot4,3N S -1,-50,0.00%,3N NS,400,-10,Par was bid,-1,
164,2024.09.27,164,EPBot1,EPBot3,EPBot2,EPBot4,3N S +2,660,0.00%,3N NS+2,660,0,Par was bid,-,
165,2024.09.27,165,EPBot1,EPBot3,EPBot2,EPBot4,4S S =,620,0.00%,5CX EW-3,500,3,They missed sacrifice,-,
166,2024.09.27,166,EPBot1,EPBot3,EPBot2,EPBot4,1N S =,90,0.00%,2D EW+2,-130,6,They missed double,+2,
167,2024.09.27,167,EPBot1,EPBot3,EPBot2,EPBot4,2S S -1,-100,0.00%,3N S,600,-12,We missed game,-2,
168,2024.09.27,168,EPBot1,EPBot3,EPBot2,EPBot4,4H S +1,450,0.00%,4D EW,-130,11,They missed double,+3,
169,2024.09.27,169,EPBot1,EPBot3,EPBot2,EPBot4,6H S =,980,0.00%,4H NS+1,450,11,We overbid - undoubled,+1,
170,2024.09.27,170,EPBot1,EPBot3,EPBot2,EPBot4,3N S -1,-100,0.00%,3N NS,600,-12,Par was bid,-1,
171,2024.09.27,171,EPBot1,EPBot3,EPBot2,EPBot4,2H W +1,-140,0.00%,3DX NS-1,-100,-1,We missed sacrifice,-1,
172,2024.09.27,172,EPBot1,EPBot3,EPBot2,EPBot4,1N S =,90,0.00%,4H NS,620,-11,We missed game,-2,
173,2024.09.27,173,EPBot1,EPBot3,EPBot2,EPBot4,4H S +1,650,0.00%,4H NS+1,650,0,Par was bid,-,
174,2024.09.27,174,EPBot1,EPBot3,EPBot2,EPBot4,1N S -1,-50,0.00%,2N E,-120,2,They missed double,+1,
175,2024.09.27,175,EPBot1,EPBot3,EPBot2,EPBot4,1N S -1,-100,0.00%,1N EW+1,-120,1,We overbid - undoubled,+1,
176,2024.09.27,176,EPBot1,EPBot3,EPBot2,EPBot4,2H W -4,400,0.00%,3N NS+1,430,-1,We missed double,+1,
177,2024.09.27,177,EPBot1,EPBot3,EPBot2,EPBot4,1N S -1,-50,0.00%,2H EW+1,-140,3,They missed partial,-,
178,2024.09.27,178,EPBot1,EPBot3,EPBot2,EPBot4,2N S =,120,0.00%,1N NS+1,120,0,Par was bid,-,
179,2024.09.27,179,EPBot1,EPBot3,EPBot2,EPBot4,3N S +1,430,0.00%,6N NS,990,-11,We missed small slam,-2,
180,2024.09.27,180,EPBot1,EPBot3,EPBot2,EPBot4,2D W +3,-150,0.00%,5D EW,-600,10,They missed game,-,
181,2024.09.27,181,EPBot1,EPBot3,EPBot2,EPBot4,3N S =,600,0.00%,4S NS,620,-1,We missed game,+2,
182,2024.09.27,182,EPBot1,EPBot3,EPBot2,EPBot4,4S S =,420,0.00%,3N S,400,1,We overbid - undoubled,+1,
183,2024.09.27,183,EPBot1,EPBot3,EPBot2,EPBot4,4S S =,620,0.00%,4S NS,620,0,Par was bid,-,
184,2024.09.27,184,EPBot1,EPBot3,EPBot2,EPBot4,3D S +1,130,0.00%,5CX EW-1,100,1,They missed partial,-,
185,2024.09.27,185,EPBot1,EPBot3,EPBot2,EPBot4,3N S +1,430,0.00%,3N NS+2,460,-1,Par was bid,-1,
186,2024.09.27,186,EPBot1,EPBot3,EPBot2,EPBot4,2S W -3,300,0.00%,2D EW,-90,9,They overbid - undoubled,+1,
187,2024.09.27,187,EPBot1,EPBot3,EPBot2,EPBot4,3N S +2,460,0.00%,3N NS+2,460,0,Par was bid,-,
188,2024.09.27,188,EPBot1,EPBot3,EPBot2,EPBot4,4S S +1,650,0.00%,4N NS+1,660,0,We missed best contract,-,
189,2024.09.27,189,EPBot1,EPBot3,EPBot2,EPBot4,1N S =,90,0.00%,1N NS,90,0,Par was bid,-,
190,2024.09.27,190,EPBot1,EPBot3,EPBot2,EPBot4,4S S +2,480,0.00%,6N NS,990,-11,We missed small slam,+2,
191,2024.09.27,191,EPBot1,EPBot3,EPBot2,EPBot4,2N S +1,150,0.00%,1H NS+2,140,0,We missed best contract,+1,
192,2024.09.27,192,EPBot1,EPBot3,EPBot2,EPBot4,1N S -1,-50,0.00%,4S EW,-620,11,They missed game,+2,
193,2024.09.27,193,EPBot1,EPBot3,EPBot2,EPBot4,4H S =,420,0.00%,4H NS,420,0,Par was bid,-,
194,2024.09.27,194,EPBot1,EPBot3,EPBot2,EPBot4,4SX W -1,100,0.00%,4S EW,-420,11,We doubled making contract,+1,
195,2024.09.27,195,EPBot1,EPBot3,EPBot2,EPBot4,1N S -1,-50,0.00%,3H EW,-140,3,They missed double,+1,
196,2024.09.27,196,EPBot1,EPBot3,EPBot2,EPBot4,2H S +2,170,0.00%,2H NS+1,140,1,Par was bid,+1,
197,2024.09.27,197,EPBot1,EPBot3,EPBot2,EPBot4,2D S -1,-100,0.00%,2H EW,-110,0,They missed double,-,
198,2024.09.27,198,EPBot1,EPBot3,EPBot2,EPBot4,1N S =,90,0.00%,1H NS+2,140,-2,We missed best contract,-1,
199,2024.09.27,199,EPBot1,EPBot3,EPBot2,EPBot4,3N S +1,630,0.00%,4S NS+1,650,-1,We missed best contract,-,
200,2024.09.27,200,EPBot1,EPBot3,EPBot2,EPBot4,3N S =,400,0.00%,3N NS,400,0,Par was bid,-,
