../bba/Spiral_Raise.pbn

                        -- Sorted by Board Number --
brd# dlr contract score  par     north            east             south            west             | auction...   | notes
---- --- -------- -----  ------  ---------------- ---------------- ---------------- ---------------- | ------------------------- 
57    S  3H-N                    A653.QJ54.K2.Q73 QJ84.93.J987.AJ2 K97.AKT8.654.K96 T2.762.AQT3.T854 | 1C-P-1H-P-2H-P-3H
58    S  4H-N                    J52.AQ93.QJ85.K5 A7.JT82.974.A983 KQ94.K754.K62.Q7 T863.6.AT3.JT642 | 1D-P-1H-P-2H-P-3H-P-4H
59    S  3S-N                    QJ72.K83.943.AKT 54.QT76.QT86.Q96 KT83.A92.AJ7.754 A96.J54.K52.J832 | 1C-P-1S-P-2S-P-3S
60    S  4H-N                    KT75.AQ42.K.JT42 Q96.J7.QT62.KQ97 AJ2.K986.AJ75.83 843.T53.9843.A65 | 1D-P-1H-P-2H-P-4H
61    S  4H-N                    AQ53.J985.AT.J95 87.32.Q9763.KT73 KT2.AT74.K52.A62 J964.KQ6.J84.Q84 | 1C-P-1H-P-2H-P-4H
62    S  4H-N                    KT5.KT86.AT85.Q9 987.AQ2.432.J852 AQ3.J973.K76.A64 J642.54.QJ9.KT73 | 1C-P-1H-P-2H-P-4H
63    S  4S-N                    T732.AQ8.K942.Q8 A96.973.T876.JT4 KQJ5.T62.A5.A763 84.KJ54.QJ3.K952 | 1C-P-1S-P-2S-P-3S-P-4S
64    S  4H-N                    K83.T843.A9.KQJ2 764.Q9.QT843.743 QT9.KJ52.K7.A985 AJ52.A76.J652.T6 | 1C-P-1H-P-2H-P-4H
65    S  4H-N                    J93.KT82.QJ6.AJT 752.7.A9752.Q943 AT86.AJ65.83.K85 KQ4.Q943.KT4.762 | 1C-P-1H-P-2H-P-3H-P-4H
66    S  4H-N                    QT6.AJ42.52.KQJT J732.K9.9763.862 AK9.QT83.T84.A75 854.765.AKQJ.943 | 1C-P-1H-P-2H-P-4H
67    S  2S-N                    K742.QT4.K8.QJT6 AT8.8765.JT53.83 Q963.AK9.Q94.K92 J5.J32.A762.A754 | 1C-P-1S-P-2S
68    S  4H-N                    AKJ7.K986.98.QT8 Q8.A4.T764.97642 954.T732.AK3.AK3 T632.QJ5.QJ52.J5 | 1C-P-1H-P-2H-P-4H
69    S  4H-N                    KJ5.Q962.QJ4.A65 T96.AT7.K653.982 A84.K854.A2.QJ73 Q732.J3.T987.KT4 | 1C-P-1H-P-3H-P-3N-P-4H
70    S  4H-N                    AQT.KT82.A43.986 J9873.A5.876.Q73 K65.J943.KQ2.AJ4 42.Q76.JT95.KT52 | 1C-P-1H-P-2H-P-4H
71    S  4S-S                    K954.QJT6.QJ76.K AT.975.K985.JT84 Q832.A83.A32.A32 J76.K42.T4.Q9765 | 1C-P-1H-P-1S-P-3S-P-4S
72    S  4S-N                    AJ53.T76.KQ5.KT9 984.Q94.AT963.74 K72.K853.2.AQJ65 QT6.AJ2.J874.832 | 1C-P-1S-P-1N-P-3N-P-4S
73    S  4S-N                    AKQ2.K52.J652.63 T74.T98.AQ7.QJ98 J986.AQJ6.984.A5 53.743.KT3.KT742 | 1D-P-1S-P-2S-P-4S
74    S  4H-N                    Q93.QT53.K873.A9 A852.8.T652.J865 KT6.AK72.Q94.Q74 J74.J964.AJ.KT32 | 1C-P-1H-P-2H-P-3H-P-4H
75    S  3H-N                    AJ74.J852.98.KQ5 Q62.T.A7642.J973 K53.AQ74.KJT.T62 T98.K963.Q53.A84 | 1C-P-1H-P-2H-P-3H
76    S  4S-N                    QT85.A85.T54.AJ8 A74.T642.K63.742 J963.Q97.AQ9.KQ3 K2.KJ3.J872.T965 | 1C-P-1S-P-2S-P-3S-P-4S
77    S  4S-N                    Q973.Q84.AT74.A4 A65.JT95.QJ6.J65 KJ84.AK2.95.Q972 T2.763.K832.KT83 | 1C-P-1S-P-2S-P-4S
78    S  3S-N                    KQ73.852.T92.AKT J.J643.A43.J8643 A952.AQT.J75.Q75 T864.K97.KQ86.92 | 1C-P-1S-P-2S-P-3S
79    S  4H-N                    J63.JT84.AKT5.K8 Q92.AK9.J92.9652 A54.Q765.64.AQT3 KT87.32.Q873.J74 | 1C-P-1H-P-2H-P-4H
80    S  4H-N                    742.Q865.AK.KJ98 AT3.4.J6432.T762 KQ8.AJT2.Q875.Q3 J965.K973.T9.A54 | 1D-P-1H-P-2H-P-4H
81    S  3H-N                    A76.KJ85.T4.A976 T93.643.AQJ7.J52 KQJ2.QT97.K82.Q3 854.A2.9653.KT84 | 1D-P-1H-P-2H-P-3H
82    S  2S-N                    K762.J54.AK7.J82 T4.Q986.Q94.7653 QJ98.A32.653.AK9 A53.KT7.JT82.QT4 | 1C-P-1S-P-2S
83    S  3S-N                    AT76.KJ5.AJT.985 32.A73.K964.QT43 QJ85.T842.Q83.AK K94.Q96.752.J762 | 1D-P-1S-P-2S-P-3S
84    S  3N-S                    Q532.A85.A3.K653 K864.T2.J64.AJ42 AT7.K964.KQ982.T J9.QJ73.T75.Q987 | 1D-P-1S-P-1N-P-3N
85    S  4S-N                    Q942.J87.AQ7.Q65 875.KQ52.92.9843 AT63.AT3.K843.K2 KJ.964.JT65.AJT7 | 1D-P-1S-P-2S-P-3S-P-4S
86    S  2H-N                    K753.AJ64.KT97.9 94.T53.AQJ4.T652 AT6.KQ82.52.QJ74 QJ82.97.863.AK83 | 1C-P-1H-P-2H
87    S  4H-N                    AQ2.KJ72.Q984.43 K743.T8.J62.A652 JT98.AQ93.A7.QJ8 65.654.KT53.KT97 | 1C-P-1H-P-2H-P-3H-P-4H
88    S  4H-N                    AK62.T972.J84.A4 Q8.J4.QT52.QT987 9743.AK83.AK.532 JT5.Q65.9763.KJ6 | 1C-P-1H-P-3H-P-3N-P-4H
89    S  2S-N                    KQJ7.T85.JT53.A5 54.Q42.KQ62.QJT6 AT96.AJ73.97.K72 832.K96.A84.9843 | 1C-P-1S-P-2S
90    S  4H-N                    K63.QT53.T5.AKT6 QT7.82.A942.QJ95 J52.AK97.KQ87.82 A984.J64.J63.743 | 1D-P-1H-P-2H-P-4H
91    S  2S-N                    QJ73.AJ6.K854.T2 965.T732.QJ.Q976 AKT4.Q95.A73.J85 82.K84.T962.AK43 | 1C-P-1S-P-2S
92    S  4S-N                    T973.QT3.AQ9.AJ4 K5.965.JT862.T83 Q642.KJ2.K4.KQ75 AJ8.A874.753.962 | 1C-P-1S-P-2S-P-4S
93    S  4H-N                    AK4.7542.AJ7.J63 986.KQJ.T642.Q82 J53.T986.KQ53.AK QT72.A3.98.T9754 | 1D-P-1H-P-2H-P-4H
94    S  4S-N                    Q983.K92.A973.A4 64.Q753.T865.K87 AKJ5.864.J2.QJ52 T72.AJT.KQ4.T963 | 1C-P-1S-P-2S-P-4S
95    S  4H-N                    QJ52.K753.865.AQ 9764.A6.QT32.432 A83.QJT4.K9.KT95 KT.982.AJ74.J876 | 1C-P-1H-P-2H-P-4H
96    S  3N-S                    KJ62.A76.43.K975 AT87.JT9.72.AT84 Q43.KQ82.AQ865.3 95.543.KJT9.QJ62 | 1D-P-1S-P-1N-P-2N-P-3S-P-3N
97    S  4H-N                    KT2.AT96.AJ75.T5 AJ85.42.643.9876 973.KJ75.Q2.AQJ2 Q64.Q83.KT98.K43 | 1C-P-1H-P-2H-P-4H
98    S  4H-N                    KQT2.Q632.832.A5 J63.K7.KQJ6.9743 A85.A954.T4.KQJT 974.JT8.A975.862 | 1C-P-1H-P-2H-P-3H-P-4H
99    S  2H-N                    KT3.AT97.Q96.QT2 J87.8652.AT.A986 A652.KQ43.K54.J7 Q94.J.J8732.K543 | 1D-P-1H-P-2H
100   S  3S-S                    A854.Q643.AT.J95 63.KJ85.QJ76.K76 Q972.A97.K98.AT4 KJT.T2.5432.Q832 | 1C-P-1H-P-1S-P-3S
101   S  4H-N                    KT6.AQ93.J643.KT Q84.T876.AQ8.Q32 A952.KJ54.97.A86 J73.2.KT52.J9754 | 1C-P-1H-P-2H-P-4H
102   S  2H-N                    AJ7.KT76.QJ.T985 T952.A5.A93.Q763 Q84.QJ93.KT65.KJ K63.842.8742.A42 | 1D-P-1H-P-2H
103   S  4H-N                    Q75.AQJ2.A975.T5 JT63.K3.J84.7643 982.T975.KT.AKQ2 AK4.864.Q632.J98 | 1C-P-1H-P-2H-P-4H
104   S  4S-S                    AJT4.J743.K98.A9 63.T95.AQ73.K872 K982.AQ6.JT.QJT5 Q75.K82.6542.643 | 1C-P-1H-P-1S-P-4S
105   S  4S-S                    KT87.KJ96.K52.K3 AJ6.874.J74.Q652 Q954.AT5.Q3.AJ98 32.Q32.AT986.T74 | 1C-P-1H-P-1S-P-4S
106   S  4H-N                    KQ73.A863.A754.2 8.KT2.9832.98763 A952.QJ94.T6.AK5 JT64.75.KQJ.QJT4 | 1C-P-1H-P-2H-P-4H
107   S  4H-N                    AQ83.KJ75.543.Q4 975.T4.A62.86532 K64.Q862.KQ9.KJT JT2.A93.JT87.A97 | 1C-P-1H-P-2H-P-3H-P-4H
108   S  4H-N                    Q63.AQ83.T42.KQ2 JT82.K4.A987.T74 AK5.J652.J5.AJ86 974.T97.KQ63.953 | 1C-P-1H-P-3H-P-3N-P-4H
109   S  4H-N                    KQ9.9852.AKJ9.75 T763.Q.Q842.9632 842.KJ76.63.AKQ4 AJ5.AT43.T75.JT8 | 1C-P-1H-P-2H-P-4H
110   S  2S-N                    A832.KQ8.J76.QT7 Q65.AT42.K532.83 KJ74.J63.Q98.AK5 T9.975.AT4.J9642 | 1C-P-1S-P-2S
111   S  3CX-W                   AJ85.J64.QJ5.Q96 73.AK52.T94.KT75 K964.Q98.AK32.83 QT2.T73.876.AJ42 | 1D-P-1S-P-2S-P-P-X-P-3C-X
112   S  4H-N                    AT9.AQ72.8643.K7 5432.K.JT92.Q532 J87.J543.AQ.A986 KQ6.T986.K75.JT4 | 1C-P-1H-P-2H-P-4H
113   S  3N-N                    AJT.AQT6.T5.9843 9542.832.Q8.KJT7 Q863.KJ7.A9642.A K7.954.KJ73.Q652 | 1D-P-1H-P-1S-P-2N-P-3H-P-3N
114   S  2S-S                    KJ72.T842.KQ2.Q5 984.K97.T65.AK64 AQT3.Q63.A87.J82 65.AJ5.J943.T973 | 1C-P-1H-P-1S-P-2S
115   S  4H-N                    AT3.Q974.KJ.K986 986.J82.AT82.J52 KQ54.KT53.Q64.AT J72.A6.9753.Q743 | 1D-P-1H-P-3H-P-3N-P-4H
116   S  4H-N                    962.KQ94.AJT7.K9 854.JT6.K93.Q764 AKQ.A875.654.853 JT73.32.Q82.AJT2 | 1C-P-1H-P-2H-P-4H
117   S  4H-N                    KJT.KJ65.K2.JT84 Q5.Q943.A76.Q976 A742.AT72.Q95.K5 9863.8.JT843.A32 | 1D-P-1H-P-2H-P-3H-P-4H
118   S  2S-N                    AJ82.J87.AJ3.964 KT4.42.KT92.K832 Q765.KQ93.76.AJ7 93.AT65.Q854.QT5 | 1C-P-1S-P-2S
119   S  4S-N                    JT72.KT6.A6.A642 Q65.98.9852.KJ83 AK94.Q432.KJ4.T7 83.AJ75.QT73.Q95 | 1D-P-1S-P-2S-P-4S
120   S  4H-N                    KT96.J852.KJ6.A2 875.KT4.Q852.Q54 AQ3.A976.T43.KJ7 J42.Q3.A97.T9863 | 1C-P-1H-P-2H-P-4H
121   S  3H-N                    K42.KJT8.KQ7.853 Q97.9643.92.AKJ6 A63.AQ72.J43.Q72 JT85.5.AT865.T94 | 1C-P-1H-P-2H-P-3H
122   S  2H-N                    KQ3.8732.98.KQJ5 754.AJT.QJT4.T98 T86.KQ95.K72.A64 AJ92.64.A653.732 | 1C-P-1H-P-2H
123   S  3S-N                    QT82.A53.AQ6.JT5 K4.J942.983.K943 AJ63.K876.KJ2.76 975.QT.T754.AQ82 | 1D-P-1S-P-2S-P-3S
124   S  4S-N                    T765.KT2.QJ.AQT7 KJ32.A7.875.J542 AQ84.J95.A964.K8 9.Q8643.KT32.963 | 1D-P-1S-P-2S-P-4S
125   S  4S-S                    Q765.AQ74.A96.T6 J92.J86.QT7.A975 AKT4.952.K83.QJ4 83.KT3.J542.K832 | 1C-P-1H-P-1S-P-4S
126   S  3S-S                    Q942.KJ64.Q64.A8 AT7.T73.K872.J94 J853.A52.AT.KT65 K6.Q98.J953.Q732 | 1C-P-1H-P-1S-P-3S
127   S  2S-N                    QT43.KQ6.J63.QJ4 875.T98.AT9.AT82 AJ96.AJ5.K742.97 K2.7432.Q85.K653 | 1D-P-1S-P-2S
128   S  4S-N                    JT83.K85.KQJ5.K6 K42.43.T92.A9832 AQ97.AQJ7.43.JT7 65.T962.A876.Q54 | 1C-P-1S-P-2S-P-4S
129   S  4H-N                    Q85.AK96.8532.KJ J643.QT.AQJ6.T92 AT7.8742.K4.AQ86 K92.J53.T97.7543 | 1C-P-1H-P-2H-P-4H
130   S  3N-N                    8432.J73.AK86.AJ K9.T65.QT952.T98 A65.KQ98..KQ6532 QJT7.A42.J743.74 | 1C-P-1S-P-2C-P-3N
131   S  2H-N                    942.AJ72.A42.K97 K3.T83.KQJT.8532 AJT7.Q654.75.AJ6 Q865.K9.9863.QT4 | 1C-P-1H-P-2H
132   S  3N-N                    AQT7.976.AJ83.J4 8542.AT8.QT64.T2 K96.QJ5.9.AQ9853 J3.K432.K752.K76 | 1C-P-1S-P-2C-P-3N
133   S  4H-N                    AK9.K743.JT93.J2 82.AJ5.A642.8743 QJ6.Q962.K8.AQT5 T7543.T8.Q75.K96 | 1C-P-1H-P-3H-P-3N-P-4H
134   S  2S-S                    AJT3.Q952.AT8.42 4.AT7.K653.T9853 K862.K84.J94.AQ6 Q975.J63.Q72.KJ7 | 1C-P-1H-P-1S-P-2S
135   S  2H-N                    J98.Q854.KT6.KQ5 Q43.K9.Q872.9876 KT76.AJ63.A54.T2 A52.T72.J93.AJ43 | 1D-P-1H-P-2H
136   S  4H-N                    AT4.K864.J8.A832 KJ75.J5.QT75.QT5 Q63.AT93.A43.K94 982.Q72.K962.J76 | 1C-P-1H-P-2H-P-3H-P-4H
137   S  3S-S                    AQT5.AT85.J2.J53 8.972.Q865.K9872 J763.QJ6.A74.AQ4 K942.K43.KT93.T6 | 1C-P-1H-P-1S-P-3S
138   S  4S-S                    AJ94.A954.K62.96 T63.76.AJ43.QT52 K875.K32.Q7.A873 Q2.QJT8.T985.KJ4 | 1C-P-1H-P-1S-P-4S
139   S  3N-N                    KJ73.AK85.Q853.4 962.T962.A642.A7 AQ5.Q74.9.KJ8653 T84.J3.KJT7.QT92 | 1C-P-1H-P-2C-P-3N
140   S  4S-N                    JT52.542.AK62.QJ K6.Q87.J943.T952 AQ94.KJT3.T5.K64 873.A96.Q87.A873 | 1C-P-1S-P-2S-P-3S-P-4S
141   S  3N-N                    AQ8.KT42.K742.63 J2.87.T9865.A942 K654.A53.3.KQJT5 T973.QJ96.AQJ.87 | 1C-P-1H-P-1S-P-2N-P-3H-P-3N
142   S  4S-S                    AQJ8.QJ65.K3.T92 973.KT72.QJT9.J7 KT65.A93.54.AQ86 42.84.A8762.K543 | 1C-P-1H-P-1S-P-4S
143   S  4H-N                    QT8.AK84.652.K83 7652.75.KQ97.J92 AK3.J963.A83.QT5 J94.QT2.JT4.A764 | 1C-P-1H-P-2H-P-3H-P-4H
144   S  4S-N                    A983.QJ8.AJ.T743 5.T32.K8753.J962 KJT7.K76.642.AK5 Q642.A954.QT9.Q8 | 1C-P-1S-P-2S-P-3S-P-4S
145   S  4H-N                    A82.KQT4.9654.A7 J74.9752.AKT.Q32 Q65.AJ86.Q3.KJT6 KT93.3.J872.9854 | 1C-P-1H-P-2H-P-4H
146   S  4S-N                    Q964.986.A2.AKT8 7.K754.T6543.Q42 AJT3.AJ2.Q9.J765 K852.QT3.KJ87.93 | 1C-P-1S-P-2S-P-4S
147   S  3S-S                    AT42.K875.K5.J93 95.J64.AT84.A874 KQJ8.QT9.J97.KT2 763.A32.Q632.Q65 | 1C-P-1H-P-1S-P-3S
148   S  4S-S                    KT32.K952.KT7.AT AJ.863.J842.KJ97 Q954.AQ4.A653.52 876.JT7.Q9.Q8643 | 1D-P-1H-P-1S-P-4S
149   S  3N-N                    KJ3.K852.54.A932 962.T6.A872.QJT7 A754.AQ9.QJT63.8 QT8.J743.K9.K654 | 1D-P-1H-P-1S-P-2N-P-3H-P-3N
150   S  4S-S                    AT52.A742.2.AJ73 64.JT3.A8753.T85 KJ83.K65.QT64.K2 Q97.Q98.KJ9.Q964 | 1D-P-1H-P-1S-P-4S
151   S  4S-N                    8643.AQ6.J95.AQT A97.JT3.A62.J982 KQJT.K75.KQT4.65 52.9842.873.K743 | 1D-P-1S-P-2S-P-4S
152   S  4H-N                    T864.KT65.AQ4.A8 K9.73.J752.Q9754 AQ5.QJ42.863.KT2 J732.A98.KT9.J63 | 1C-P-1H-P-2H-P-4H
153   S  2N-S                    QJT5.842.AKQ8.97 763.KT63.T543.K4 942.AJ95.6.AQJ85 AK8.Q7.J972.T632 | 1C-P-1S-P-1N-P-2N
154   S  3N-N                    754.KQ97.Q7.AJ62 K863.JT5.95.KQ97 JT92.A84.AKJ43.4 AQ.632.T862.T853 | 1D-P-1H-P-1S-P-2N-P-3H-P-3N
155   S  2H-N                    K97.9763.AQ3.K82 AJ5.82.8754.QT96 Q82.AQT4.K6.J543 T643.KJ5.JT92.A7 | 1C-P-1H-P-2H
156   S  4H-N                    AJ85.KJT4.K3.653 T7.Q83.QT96.AJT7 KQ6.A965.J42.Q82 9432.72.A875.K94 | 1C-P-1H-P-2H-P-4H
157   S  4S-S                    AJ82.A842.K94.65 T97.J9.AT52.KJ98 KQ65.Q63.QJ8.Q74 43.KT75.763.AT32 | 1C-P-1H-P-1S-P-4S
158   S  4H-N                    872.AQ83.QT93.K4 K95.J9.A654.T973 AJ3.K764.K72.QJ6 QT64.T52.J8.A852 | 1C-P-1H-P-2H-P-3H-P-4H
