../bba/1C_WalshStyle.pbn

                        -- Sorted by Board Number --
brd# dlr contract score  par     north            east             south            west             | auction...   | notes
---- --- -------- -----  ------  ---------------- ---------------- ---------------- ---------------- | ------------------------- 
28    S  5C-S                    T974.A8.AJT5.T75 AKQ2.7642.984.64 5.KJ9.KQ72.AK982 J863.QT53.63.QJ3 | 1C-P-1S-P-2D-P-5C
29    S  3C-S                    K86.J765.JT763.Q QJ95.T92.95.KJ82 A7.A84.A8.AT7643 T432.KQ3.KQ42.95 | 1C-P-1D-P-3C
30    S  1N-S                    K864.T43.K6542.9 QJ9.K92.QT3.T742 AT75.QJ65.J.AKQ5 32.A87.A987.J863 | 1C-P-1D-P-1N
31    S  3N-S                    KQJ2.986.J9763.9 65.QT5.KQ42.J752 T73.AJ3.AT.AKQ64 A984.K742.85.T83 | 1C-P-1D-P-2N-P-3S-P-3N
32    S  2H-N                    J74.Q863.Q975.KT A982.94.J64.A652 Q53.AKJ2.K3.9873 KT6.T75.AT82.QJ4 | 1C-P-1H-P-2H
33    S  3N-N                    J.T842.AJ874.J72 9854.97.K653.Q95 AT76.AQ6.Q.AK864 KQ32.KJ53.T92.T3 | 1C-P-1D-P-2S-P-3N
34    S  3N-S                    J984.952.AQJ9.93 AK3.T73.K763.862 QT2.AKJ.T4.AKQ54 765.Q864.852.JT7 | 1C-P-1S-P-2N-P-3N
35    S  1N-S                    Q865.76.QJ76.J64 KT97.T954.AKT.32 J32.AKQ8.53.AT97 A4.J32.9842.KQ85 | 1C-P-1S-P-1N
36    S  1N-S                    K865.K4.KT76.984 Q72.J97.9532.AJ3 A3.Q853.QJ4.KQT6 JT94.AT62.A8.752 | 1C-P-1S-P-1N
37    S  1N-S                    T43.QT92.KQ83.75 J986.874.A95.A42 AK.J6.7642.KQJT8 Q752.AK53.JT.963 | 1C-P-1H-P-1N
38    S  4H-N                    94.K653.KT83.865 T875.J9.97642.K2 A32.AQ74.A.AQT97 KQJ6.T82.QJ5.J43 | 1C-P-1H-P-4D=1=-P-4H | Splinter
39    S  3N-N                    A843.A6.J743.965 J962.9753.AK6.QT K.KQ82.T95.AKJ84 QT75.JT4.Q82.732 | 1C-P-1S-P-2H-P-3N
40    S  5D-S                    KJ65.JT7.JT82.J2 Q974.A8654.64.T3 A83.Q.KQ73.AKQ96 T2.K932.A95.8754 | 1C-P-1S-P-2D-P-3D-P-3S-P-4D-P-5D
41    S  4S-N                    A543.542.QJ72.72 KT.KQ83.T543.643 J962.A76.AK.AQT5 Q87.JT9.986.KJ98 | 1C-P-1S-P-4S
42    S  1N-S                    K876.QT6.Q832.J9 QJ3.J98.AT75.875 A94.754.KJ4.AQT4 T52.AK32.96.K632 | 1C-P-1S-P-1N
43    S  2H-N                    KJ54.J753.Q854.2 T9.A98.KJ93.J975 Q763.KQT2.7.AK64 A82.64.AT62.QT83 | 1C-P-1H-P-2H
44    S  3N-S                    Q754.532.JT64.AT K83.AJ96.875.962 AJ6.KQ7.A32.KJ84 T92.T84.KQ9.Q753 | 1C-P-1S-P-2N-P-3N
45    S  3D-S                    A972.T95.Q532.T9 QT53.J73.JT7.A85 6.KQ8.AK98.KJ764 KJ84.A642.64.Q32 | 1C-P-1S-P-2D-P-3D
46    S  3N-S                    J632.QJ4.T752.A2 K8.T872.93.JT985 A94.A53.KQ8.KQ64 QT75.K96.AJ64.73 | 1C-P-1S-P-2N-P-3N
47    S  4S-S                    9875.AT53.K642.8 A.987.JT983.9532 KQ62.K64.Q.AKQJ6 JT43.QJ2.A75.T74 | 1C-P-1H-P-2S-P-4S
48    S  1N-S                    Q7.T842.Q743.AJ9 JT52.K76.AJ2.876 A93.AJ5.985.KQ53 K864.Q93.KT6.T42 | 1C-P-1H-P-1N
49    S  4S-N                    A632.96.KT876.JT Q74.J8742.43.K72 KJT5.AK.J95.AQ84 98.QT53.AQ2.9653 | 1C-P-1D-P-2N-P-3S-P-4S
50    S  1N-S                    Q982.KT.KT54.JT7 AJ75.AJ94.83.984 643.Q8.AQ2.AQ653 KT.76532.J976.K2 | 1C-P-1S-P-1N
51    S  1N-S                    JT8.QT32.Q8532.8 AQ2.985.JT7.Q973 6543.AJ.AK.A6542 K97.K764.964.KJT | 1C-P-1D-P-1N
52    S  3N-S                    K6.KJT9.76542.Q2 JT3.A72.QJT3.T53 A542.Q4.AK9.AJ64 Q987.8653.8.K987 | 1C-P-1D-P-2N-P-3H-P-3S-P-3N
53    S  1N-S                    QT62.K86.Q9643.T 854.J4.J872.AQ95 AK73.AQ75.5.K873 J9.T932.AKT.J642 | 1C-P-1D-P-1N
54    S  3N-S                    K865.QT84.Q843.8 T73.A95.96.QT643 AQJ9.63.AT7.AK72 42.KJ72.KJ52.J95 | 1C-P-1H-P-2N-P-3N
55    S  3N-S                    Q652.J6.KQT2.T84 J98.QT982.J95.Q2 KT4.AK7.76.AKJ75 A73.543.A843.963 | 1C-P-1S-P-2N-P-3N
56    S  3N-N                    T64.KT62.KT93.Q9 975.A874.J5.KT73 AQJ8.J9.A4.AJ652 K32.Q53.Q8762.84 | 1C-P-1H-P-1S-P-1N-P-2N-P-3N
57    S  2N-S                    KJT2.963.QT42.97 874.QJ.A873.JT84 Q3.AKT5.KJ9.KQ62 A965.8742.65.A53 | 1C-P-1S-P-2N
58    S  3N-S                    A932.K9.J875.987 Q654.QJ42.T96.T3 KT.AT75.K43.AKJ2 J87.863.AQ2.Q654 | 1C-P-1S-P-2N-P-3N
59    S  3N-S                    A742.8752.Q987.5 Q653.AT94.653.62 9.QJ6.AKT.AKJ984 KJT8.K3.J42.QT73 | 1C-P-1H-P-3N
60    S  4H-N                    K83.J852.K9863.4 962.T94.Q42.AK92 AQT.AKQ7.JT.QT65 J754.63.A75.J873 | 1C-P-1D-P-2N-P-3H-P-4H
61    S  1N-S                    J64.AT74.9854.A6 KT92.K863.T6.KJ5 AQ8.J95.AQ7.T987 753.Q2.KJ32.Q432 | 1C-P-1H-P-1N
62    S  2N-S                    QJ85.95.J8765.T6 974.JT64.KT2.KJ8 32.AQ87.AQ9.AQ52 AKT6.K32.43.9743 | 1C-P-1D-P-2N
63    S  1N-S                    T952.KJ9.QJ865.T Q863.T5.K432.AJ3 J7.A742.A9.KQ762 AK4.Q863.T7.9854 | 1C-P-1D-P-1N
64    S  1N-S                    A2.QJT6.JT654.63 J84.A83.A732.752 Q753.K42.K9.KQT8 KT96.975.Q8.AJ94 | 1C-P-1D-P-1N
65    S  3N-S                    JT62.T9.KT84.Q96 A873.Q86.95.K532 94.AKJ5.AQ6.AT74 KQ5.7432.J732.J8 | 1C-P-1S-P-2N-P-3N
66    S  3N-S                    92.JT54.AJT6.QT9 AT5.9862.K984.87 KJ74.KQ.Q53.AK54 Q863.A73.72.J632 | 1C-P-1H-P-2N-P-3N
67    S  4H-N                    KT.KJ95.Q986.T53 Q632.T82.AK7.874 AJ98.A643.53.AKQ 754.Q7.JT42.J962 | 1C-P-1H-P-4H
68    S  3N-N                    9542.73.KQT84.95 A83.QT94.92.J643 QJ.AK82.A3.KQ872 KT76.J65.J765.AT | 1C-P-1D-P-2H-P-2N-P-3N
69    S  3N-S                    K965.J6.KT763.82 T742.A754.Q9.Q63 Q8.KQ98.A8.AKJT9 AJ3.T32.J542.754 | 1C-P-1D-P-2H-P-3D-P-3N
70    S  1N-N                    QJ5.K864.T853.T4 K876.Q2.J742.A65 A942.JT9.AK.Q982 T3.A753.Q96.KJ73 | 1C-P-1H-P-1S-P-1N
71    S  3N-S                    542.T632.AQT2.K5 AT7.Q975.54.9876 KJ.AK8.J93.AQT42 Q9863.J4.K876.J3 | 1C-P-1H-P-2N-P-3N
72    S  3N-S                    J4.9742.KQJ62.T9 QT75.QJ65.T3.K76 A632.A3.A94.AQ84 K98.KT8.875.J532 | 1C-P-1D-P-2N-P-3N
73    S  2C-S                    KT3.JT42.8632.KQ Q754.K83.KQT9.92 AJ8.Q6.74.AJT864 962.A975.AJ5.753 | 1C-P-1H-P-2C
74    S  4D-N                    84.KQJ6.J9742.97 K962.AT84.3.T852 T73.5.AQT5.AKQJ3 AQJ5.9732.K86.64 | 1C-P-1D-P-3D-P-4D
75    S  1N-S                    KQ65.Q7.J8543.75 T74.K64.KT6.AT94 AJ93.AJ92.Q2.J32 82.T853.A97.KQ86 | 1C-P-1D-P-1N
76    S  1N-S                    94.Q732.AJ874.T5 875.AJT.QT63.K83 QJT3.K85.9.AQJ42 AK62.964.K52.976 | 1C-P-1D-P-1N
77    S  2N-S                    Q842.932.QJ42.98 KT97.AJ84.73.QT3 A6.QT6.A98.AKJ75 J53.K75.KT65.642 | 1C-P-1S-P-2N
78    S  1N-S                    JT.K962.A732.J42 6432.Q53.KQ64.Q7 A95.A84.JT8.KT63 KQ87.JT7.95.A985 | 1C-P-1H-P-1N
79    S  1N-N                    72.AQT8.9743.J54 K54.J942.J865.K7 AQJ9.K6.Q2.AT632 T863.753.AKT.Q98 | 1C-P-1H-P-1S-P-1N
80    S  2C-S                    Q52.AJ86.JT98.T3 864.K952.732.AK5 AT9.7.AQ5.QJ9874 KJ73.QT43.K64.62 | 1C-P-1H-P-2C
81    S  3N-S                    T872.Q875.KQT7.7 AJ94.943.652.942 K63.KJT.J4.AKQJ5 Q5.A62.A983.T863 | 1C-P-1H-P-2N-P-3N
82    S  1N-S                    5.K753.A9763.973 KT72.AJ9.T2.QT65 A984.Q62.K8.AJ42 QJ63.T84.QJ54.K8 | 1C-P-1D-P-1N
83    S  2C-S                    QJ7.Q863.KT75.J4 T532.J97.Q942.A5 A6.KT.AJ8.Q98762 K984.A542.63.KT3 | 1C-P-1H-P-2C
84    S  4S-N                    JT75.T64.K963.Q6 Q6.KQJ9.JT2.9872 A983.A85.Q8.AKJ3 K42.732.A754.T54 | 1C-P-1S-P-4S
85    S  3N-S                    QJ54.T63.KJ73.42 T6.AJ52.T82.JT73 K93.Q74.A6.AKQ86 A872.K98.Q954.95 | 1C-P-1S-P-2N-P-3N
86    S  3N-S                    T76.AKT9.J987.53 J943.7543.53.KQ4 A8.6.AKQT.AJT987 KQ52.QJ82.642.62 | 1C-P-1H-P-3N
87    S  1N-S                    762.KQJ6.7654.J4 K854.AT32.93.Q75 JT.87.AQT8.AKT86 AQ93.954.KJ2.932 | 1C-P-1H-P-1N
88    S  6H-S                    T5.A963.QJT65.J2 J732.85.K972.T98 AQ9.JT72.A.AKQ43 K864.KQ4.843.765 | 1C-P-1D-P-2H-P-2S=1=-P-2N-P-4H-P-4N-P-5D=2=-P-6H | Fourth suit | A=1/5 or 4/5
89    S  3N-S                    52.JT74.K982.A43 K986.865.AQ.J652 AJT.AK2.J73.KQ97 Q743.Q93.T654.T8 | 1C-P-1H-P-2N-P-3N
90    S  3N-S                    QT63.72.Q865.AT8 AK52.JT64.72.J74 98.AKQ.AK4.K9652 J74.9853.JT93.Q3 | 1C-P-1S-P-2N-P-3N
91    S  3N-S                    Q4.KQ65.9762.J63 862.T93.KJ43.T87 AJ93.A87.AT.KQ95 KT75.J42.Q85.A42 | 1C-P-1H-P-2N-P-3N
92    S  3C-S                    A832.94.Q732.JT2 T764.QJT7.J95.K7 5.K52.AK86.AQ853 KQJ9.A863.T4.964 | 1C-P-1S-P-2D-P-3C
93    S  3N-N                    J952.J53.KJ72.K7 T83.K876.T984.Q5 A4.Q92.AQ.AJ6432 KQ76.AT4.653.T98 | 1C-P-1S-P-3C-P-3N
94    S  1N-S                    KQ8.J983.J9653.5 A942.T75.Q42.QT4 JT3.AKQ6.A.J9762 765.42.KT87.AK83 | 1C-P-1D-P-1N
95    S  2N-S                    QT5.KT73.J653.T9 83.J86.KQ74.A864 AK72.Q52.A8.KQJ3 J964.A94.T92.752 | 1C-P-1H-P-2N
96    S  4S-N                    KJ76.J.K963.T952 853.98642.QT84.J A942.AKQ.A7.Q874 QT.T753.J52.AK63 | 1C-P-1S-P-4S
97    S  4H-N                    J75.9843.Q864.K8 K842.QJ.J32.Q642 Q9.AT72.AK5.AJ93 AT63.K65.T97.T75 | 1C-P-1H-P-4H
98    S  3N-S                    95.Q975.AT943.J9 QT87.K2.K876.QT5 AKJ.AT6.Q52.A864 6432.J843.J.K732 | 1C-P-1D-P-2N-P-3H-P-3N
99    S  2S-N                    J754.Q84.KJ93.Q7 T96.KJT6.A65.J98 A832.752.QT.AK52 KQ.A93.8742.T643 | 1C-P-1S-P-2S
100   S  3N-S                    KQ62.632.Q752.J6 J3.QJ84.AT93.T32 A9.K5.KJ86.AK984 T8754.AT97.4.Q75 | 1C-P-1S-P-2N-P-3N
101   S  1N-S                    J654.K.T8754.A85 AQ9.Q842.J93.972 T2.AJ63.AQ6.Q643 K873.T975.K2.KJT | 1C-P-1D-P-1N
102   S  3N-S                    6542.A3.QJ952.87 KQJ8.Q654.T4.T53 T7.KT97.AK6.AKQ4 A93.J82.873.J962 | 1C-P-1D-P-2N-P-3S-P-3N
103   S  3C-S                    JT5.T763.K765.Q3 K762.AQ85.JT2.T9 A84.KJ.A9.KJ8752 Q93.942.Q843.A64 | 1C-P-1H-P-3C
104   S  2N-S                    JT3.Q964.QJ87.86 AK6.752.9642.Q42 Q42.AJ.AT5.AKJ73 9875.KT83.K3.T95 | 1C-P-1H-P-2N
105   S  4S-N                    T743.Q3.AT82.QJ8 Q62.K652.J73.T74 AK98.A8.KQ9.K532 J5.JT974.654.A96 | 1C-P-1S-P-4S
106   S  4H-N                    62.A932.KT875.74 KQJ4.Q85.J3.J932 AT8.KJ76.A2.AK86 9753.T4.Q964.QT5 | 1C-P-1D-P-2N-P-3H-P-4H
107   S  3N-S                    A9.KJ42.T854.985 QJ72.T53.Q973.K6 T65.A7.AKJ.AQT73 K843.Q986.62.J42 | 1C-P-1H-P-2N-P-3N
108   S  1N-S                    87.JT42.K852.KT4 J652.K653.AQ6.97 AK4.987.J9.AJ865 QT93.AQ.T743.Q32 | 1C-P-1H-P-1N
109   S  2C-S                    873.AQ76.QT73.J6 T42.9843.AK64.82 AQJ.K.J95.KT9743 K965.JT52.82.AQ5 | 1C-P-1H-P-2C
110   S  4H-N                    832.K763.QT52.KJ KJ96.52.863.8743 A4.AQJ4.K97.A652 QT75.T98.AJ4.QT9 | 1C-P-1H-P-4H
111   S  1N-N                    T95.AT52.K764.74 J76.Q63.AJT3.QT2 KQ42.KJ8.Q8.K983 A83.974.952.AJ65 | 1C-P-1H-P-1S-P-1N
112   S  1N-S                    AJT.K864.8542.T2 865.92.KQ63.K865 K97.A73.T9.AQJ93 Q432.QJT5.AJ7.74 | 1C-P-1H-P-1N
113   S  2N-S                    8.KT42.JT97.Q643 QJ3.A87.8653.JT2 K762.Q5.AK2.AK85 AT954.J963.Q4.97 | 1C-P-1H-P-2N
114   S  3D-S                    T982.QT53.A985.4 KJ54.KJ87.732.85 7.A6.KQT6.AQJT72 AQ63.942.J4.K963 | 1C-P-1H-P-2D-P-3D
115   S  1N-S                    JT92.J6.K653.AT6 763.K872.J97.K97 K4.A543.AT.QJ832 AQ85.QT9.Q842.54 | 1C-P-1S-P-1N
116   S  3N-S                    K4.T874.AJ842.52 JT762.Q953.T9.K3 A.AK6.Q3.AQT9864 Q9853.J2.K765.J7 | 1C-P-1D-P-3N
117   S  3N-S                    AK6.T642.J732.54 QJ8.Q953.QT95.J6 432.AK8.A8.AK832 T975.J7.K64.QT97 | 1C-P-1H-P-2N-P-3N
118   S  3N-S                    J732.KT8.T854.K9 A654.Q7.K96.8643 KQ.A96.AQJ.QJT75 T98.J5432.732.A2 | 1C-P-1S-P-2N-P-3N
119   S  1N-S                    KQ6.J854.JT76.Q9 AJT7.9763.Q4.732 852.A.AK95.KJT84 943.KQT2.832.A65 | 1C-P-1H-P-1N
120   S  1N-N                    AQ.9875.T763.T96 9652.AK42.952.K7 KJ84.JT3.KJ.AJ82 T73.Q6.AQ84.Q543 | 1C-P-1H-P-1S-P-1N
121   S  3N-S                    QJT2.K76.JT432.4 AK43.T52.65.J753 765.A83.KQ.AKQT6 98.QJ94.A987.982 | 1C-P-1D-P-2N-P-3S-P-3N
122   S  3N-S                    T987.43.AQ98.J95 K65.J972.T72.A73 A4.AQ85.K64.KQT8 QJ32.KT6.J53.642 | 1C-P-1S-P-2N-P-3D-P-3N
123   S  1N-S                    63.K942.KJT72.J8 T9742.Q87.A93.53 AQJ5.A5.Q5.AT976 K8.JT63.864.KQ42 | 1C-P-1D-P-1N
124   S  1N-S                    7432.A9.AJ62.T32 AT.7642.KT3.QJ84 QJ9.KQ5.Q87.K965 K865.JT83.954.A7 | 1C-P-1S-P-1N
125   S  3N-S                    J542.T7.J873.AQ5 Q93.A932.62.J743 AT.KQ64.AQT.KT98 K876.J85.K954.62 | 1C-P-1S-P-2N-P-3N
126   S  3N-S                    AJ54.94.J942.863 K832.Q82.A873.J5 7.AK65.KQ5.AK974 QT96.JT73.T6.QT2 | 1C-P-1S-P-2H-P-3C-P-3N
127   S  3S-N                    8764.A42.K843.T7 AKT.T86.JT72.Q52 QJ93.J73.AQ.KJ98 52.KQ95.965.A643 | 1C-P-1S-P-3S
128   S  3N-S                    Q754.KT3.J942.K7 T862.97.K86.9543 J93.AQ62.A7.AQJ2 AK.J854.QT53.T86 | 1C-P-1S-P-2N-P-3N
129   S  2N-N                    KQ86.J42.9874.J6 J732.Q753.QJ.432 9.AK96.A63.AQT98 AT54.T8.KT52.K75 | 1C-P-1S-P-2H-P-2N
130   S  3N-N                    JT52.KJ87.QT64.8 Q4.QT95.J5.J6542 A83.4.AK98.AKT97 K976.A632.732.Q3 | 1C-P-1H-P-2D-P-3N
131   S  4H-N                    64.J754.QJT5.Q63 KT73.93.9643.KT8 AJ95.AKQ6.A7.J95 Q82.T82.K82.A742 | 1C-P-1H-P-4H
132   S  1N-S                    QT86.T7.A943.T72 A75.982.KJ65.Q94 KJ.AKJ3.QT2.8653 9432.Q654.87.AKJ | 1C-P-1S-P-1N
133   S  4S-N                    K765.QT.8732.A52 32.A753.QT954.74 AQJT.J864.K.KQ98 984.K92.AJ6.JT63 | 1C-P-1S-P-3S-P-4S
134   S  2H-N                    94.Q873.KQJT.T75 832.J9.A9752.982 AKT5.KT6.3.AQJ64 QJ76.A542.864.K3 | 1C-P-1H-P-1S-P-1N-P-2H
135   S  4S-N                    8752.J76.KJ54.K3 J.KT52.9832.Q875 AK96.AQ93.AQ.T64 QT43.84.T76.AJ92 | 1C-P-1S-P-4S
136   S  1N-S                    J843.KT4.J8543.K Q97.AQ83.972.985 AKT6.965.A.AJ743 52.J72.KQT6.QT62 | 1C-P-1D-P-1N
137   S  1N-S                    73.KJ94.JT973.K9 J862.83.AQ85.852 AKQ5.Q72.6.AQT63 T94.AT65.K42.J74 | 1C-P-1D-P-1N
138   S  3N-N                    KQT9.J83.Q643.J8 J8764.54.KT5.K62 A.K976.AJ8.AT943 532.AQT2.972.Q75 | 1C-P-1S-P-2H-P-3N
139   S  4H-N                    K3.KT76.QT432.T8 J987.J4.KJ6.J963 AT4.Q853.A5.AKQ7 Q652.A92.987.542 | 1C-P-1D-P-2N-P-3H-P-4H
140   S  1N-S                    T65.Q752.KJ973.Q AK42.KT.T652.T64 973.9843.A.AKJ72 QJ8.AJ6.Q84.9853 | 1C-P-1D-P-1N
141   S  1N-S                    K6.K653.Q7652.J8 J94.QT74.A8.KT65 A532.AJ8.K4.7432 QT87.92.JT93.AQ9 | 1C-P-1D-P-1N
142   S  3N-S                    AQ5.6543.T975.K2 J82.AQ87.8432.65 KT93.K2.KQJ.AQ74 764.JT9.A6.JT983 | 1C-P-1H-P-2N-P-3N
143   S  4S-N                    J953.T93.KJ72.84 842.K4.QT96.QJT5 AQ76.AQ76.A3.K63 KT.J852.854.A972 | 1C-P-1S-P-4S
144   S  2N-N                    J54.J632.9843.AJ 763.KQT7.KQ7.874 AQT9.A5.AJ.KT632 K82.984.T652.Q95 | 1C-P-1H-P-2S-P-2N
145   S  3CX-W                   J962.942.JT72.A7 A3.JT65.K963.Q98 Q854.AK7.Q5.K652 KT7.Q83.A84.JT43 | 1C-P-1S-P-2S-P-P-X-P-3C-P-P-X
146   S  3C-S                    K754.T4.6543.KT6 AJ3.9763.KJ72.95 Q98.AQJ2.A.QJ832 T62.K85.QT98.A74 | 1C-P-1S-P-2H-P-3C
147   S  4S-N                    Q754.Q3.QT62.653 82.965.KJ83.KQT9 KJT6.AK82.7.AJ84 A93.JT74.A954.72 | 1C-P-1S-P-4S
148   S  3C-S                    T876.T42.A8632.8 AQ2.863.J74.K964 KJ5.QJ7.K.AQJT52 943.AK95.QT95.73 | 1C-P-1D-P-3C
149   S  1N-S                    J52.K843.KT54.Q4 KQ87.J96.86.J652 A9.A2.QJ93.KT873 T643.QT75.A72.A9 | 1C-P-1H-P-1N
150   S  3N-N                    T732.T53.KQJ5.K6 AQ9.86.7643.Q932 K86.A942.A.AJ754 J54.KQJ7.T982.T8 | 1C-P-1S-P-2H-P-3N
151   S  3H-N                    T3.JT76.Q432.AJ8 AJ64.Q54.J986.73 K852.AK83.K.Q654 Q97.92.AT75.KT92 | 1C-P-1H-P-3H
152   S  1N-S                    QT63.752.AT83.Q8 KJ4.Q98.QJ74.T95 985.AKJ4.62.AJ42 A72.T63.K95.K763 | 1C-P-1S-P-1N
153   S  3N-S                    AJ86.T85.T984.A3 53.Q962.AQJ5.842 Q42.AKJ3.K7.KQJT KT97.74.632.9765 | 1C-P-1S-P-2N-P-3N
154   S  1N-S                    K765.KT5.9762.T7 AT83.Q86.JT8.K63 Q94.AJ2.KQ4.Q984 J2.9743.A53.AJ52 | 1C-P-1S-P-1N
155   S  3N-S                    KJ.J953.T9875.A2 754.A74.J42.Q854 AQT2.KQ8.K.KJ973 9863.T62.AQ63.T6 | 1C-P-1D-P-2S-P-3D-P-3N
156   S  1N-S                    KT64.742.A954.Q7 987.AK9.KT7.T653 A5.QJ3.J82.KJ982 QJ32.T865.Q63.A4 | 1C-P-1S-P-1N
157   S  1N-S                    K8.JT72.A9532.52 QT96.83.QJT4.A94 AJ73.AK96.8.KT63 542.Q54.K76.QJ87 | 1C-P-1D-P-1N
158   S  3S-N                    K987.543.K874.74 AQ3.JT7.J952.QT2 JT65.AK96.Q.KJ98 42.Q82.AT63.A653 | 1C-P-1S-P-3S
159   S  3C-S                    J7.T743.AK972.82 A83.Q95.QJ86.JT9 KT5.KJ82..AKQ765 Q9642.A6.T543.43 | 1C-P-1D-P-3C
160   S  2N-S                    83.AT96.QT762.T9 QT95.KQ7.983.652 AJ42.J43.AJ.AQJ4 K76.852.K54.K873 | 1C-P-1D-P-2N
161   S  3C-S                    AJ4.KT64.8652.83 T653.873.KJT3.KT Q8.A9.A94.AQ9652 K972.QJ52.Q7.J74 | 1C-P-1H-P-3C
162   S  1N-N                    T85.QJ72.KJ65.94 Q6.T654.842.AKT8 K732.A.AQ3.J7653 AJ94.K983.T97.Q2 | 1C-P-1H-P-1S-P-1N
163   S  4H-N                    K8.K985.K752.854 7543.T6.9864.K73 AQ92.AJ32.J.AQT2 JT6.Q74.AQT3.J96 | 1C-P-1H-P-4D=1=-P-4H | Splinter
