../bba/Spiral_Raises_with_3.pbn

                        -- Sorted by Board Number --
brd# dlr contract score  par     north            east             south            west             | auction...   | notes
---- --- -------- -----  ------  ---------------- ---------------- ---------------- ---------------- | ------------------------- 
28    S  3N-S                    KQT9.J64.A742.K6 765.A9.Q983.9752 A84.KT87.T.AQJT8 J32.Q532.KJ65.43 | 1C-P-1S-P-1N-P-2N-P-3S-P-3N
29    S  3C-S                    J963.AK9.852.QJ6 752.T872.AQJ6.K9 KQ4.Q64.K.AT7542 AT8.J53.T9743.83 | 1C-P-1S-P-2C-P-3C
30    S  3N-N                    A83.AK92.94.Q643 964.T753.83.A975 QT72.864.AKQJ7.J KJ5.QJ.T652.KT82 | 1D-P-1H-P-1S-P-3N
31    S  3N-N                    J75.KQ76.KQ8.QT5 A8.532.T9732.J43 KT93.J84.A.A9762 Q642.AT9.J654.K8 | 1C-P-1H-P-1S-P-3N
32    S  3N-N                    AT6.A985.KT2.732 K9.743.J987.AQ94 Q752.QJT.A.KJT85 J843.K62.Q6543.6 | 1C-P-1H-P-1S-P-2N-P-3H-P-3N
33    S  3N-N                    K762.KT83.AK72.3 A3.AJ64.JT93.T74 QT8.752.Q.AKQJ65 J954.Q9.8654.982 | 1C-P-1H-P-2C-P-3N
34    S  2N-S                    Q954.K42.QT7.KQ7 J6.AJ73.843.A642 AT3.T985.AK962.J K872.Q6.J5.T9853 | 1D-P-1S-P-1N-P-2N
35    S  3N-N                    764.AQ95.Q8.AT97 KT85.643.A7.QJ83 AJ9.872.KJT963.K Q32.KJT.542.6542 | 1D-P-1H-P-2D-P-3N
36    S  3N-N                    KQJ5.AJ94.J6.853 8764.732.83.AKQJ A92.KQ5.KQT542.6 T3.T86.A97.T9742 | 1D-P-1H-P-2D-P-3N
37    S  3N-S                    QJT8.A76.A943.J7 A632.82.J75.K532 K74.QJT5.Q.AQT86 95.K943.KT862.94 | 1C-P-1S-P-1N-P-2N-P-3S-P-3N
38    S  3N-N                    976.AK83.K6.KT32 K84.974.T52.AQJ5 AQJT.Q62.AJ974.7 532.JT5.Q83.9864 | 1D-P-1H-P-1S-P-3N
39    S  3N-N                    873.AQJ8.T8.KQ54 K5.9632.J97.JT96 AQ94.T74.AK543.8 JT62.K5.Q62.A732 | 1D-P-1H-P-1S-P-2N-P-3H-P-3N
40    S  3N-N                    KJ8.Q853.T5.AK54 A52.AT92.73.T982 643.J64.AKQJ82.J QT97.K7.964.Q763 | 1D-P-1H-P-2D-P-3N
41    S  3N-N                    AK42.Q63.A863.87 JT65.J95.QT94.43 987.KT7.K.AQJ652 Q3.A842.J752.KT9 | 1C-P-1S-P-2C-P-3N
42    S  3N-S                    A952.863.AT72.K7 QJ6.KJ2.Q963.542 KT4.Q754.J.AQT83 873.AT9.K854.J96 | 1C-P-1S-P-1N-P-3N
43    S  3N-N                    Q94.Q832.A6.KJT4 AJT6.T64.K5.Q985 K852.AK9.QJT73.7 73.J75.9842.A632 | 1D-P-1H-P-1S-P-2N-P-3H-P-3N
44    S  6C-S                    A976.T82.KQ4.KJ9 QJ42.Q97.J863.75 K85.AJ6.9.AQT432 T3.K543.AT752.86 | 1C-P-1S-P-2C-P-5C-P-6C
45    S  3N-N                    AJ2.AQ85.Q84.873 975.J6.T9652.K62 KQ86.KT4.7.AQ954 T43.9732.AKJ3.JT | 1C-P-1H-P-1S-P-3N
46    S  3N-S                    QT74.Q72.A4.KT32 653.98.KJ75.AQ94 AKJ.A643.QT983.6 982.KJT5.62.J875 | 1D-P-1S-P-1N-P-2N-P-3S-P-3N
47    S  3N-N                    Q92.KT97.86.AK95 J874.A6.T3.T8432 AK53.Q42.KQ974.7 T6.J853.AJ52.QJ6 | 1D-P-1H-P-1S-P-2N-P-3H-P-3N
48    S  3C-S                    974.J432.AK96.A2 AJ.K985.JT52.953 QT6.AQT.Q.QJT874 K8532.76.8743.K6 | 1C-P-1H-P-2C-P-3C
49    S  3N-N                    T32.QT32.AQ.KJ54 J54.987.JT4.AQ62 KQ97.AJ5.K9872.3 A86.K64.653.T987 | 1D-P-1H-P-1S-P-3N
50    S  3N-S                    T943.T97.A8.AK53 KJ75.AJ6.532.T82 A62.K542.KJT74.Q Q8.Q83.Q96.J9764 | 1D-P-1S-P-1N-P-3N
51    S  3N-N                    Q65.AT42.KQT5.T7 J7.Q863.J743.Q82 K942.J95.A.AJ543 AT83.K7.9862.K96 | 1C-P-1H-P-1S-P-2N-P-3H-P-3N
52    S  4H-N                    AJT.KQ96.KT76.87 Q53.T54.J9842.T3 9862.A32.Q.AKJ96 K74.J87.A53.Q542 | 1C-P-1H-P-1S-P-3N-P-4H
53    S  3N-S                    Q632.AK7.A4.T742 T8.543.QT72.QJ86 AJ9.T962.KJ965.A K754.QJ8.83.K953 | 1D-P-1S-P-1N-P-3N
54    S  3N-N                    AT94.874.AQT6.K3 652.KT93.9872.75 K73.AQ5.5.AJ9862 QJ8.J62.KJ43.QT4 | 1C-P-1S-P-2C-P-3N
55    S  3N-N                    JT62.KJ2.QT.AT76 754.A843.874.KJ8 AK8.QT5.AJ9632.2 Q93.976.K5.Q9543 | 1D-P-1S-P-2D-P-2N-P-3S-P-3N
56    S  3N-N                    Q875.Q83.AQJ6.J2 J94.J762.KT92.A4 K32.AT5.8.KQT865 AT6.K94.7543.973 | 1C-P-1S-P-2C-P-3N
57    S  3N-N                    AK64.943.J953.A8 Q73.J76.KT72.762 J52.AQ8.A.JT9543 T98.KT52.Q864.KQ | 1C-P-1S-P-2C-P-3N
58    S  3N-N                    T986.AJ95.T.AQJ8 AK.T74.J765.7643 J52.Q82.AKQ984.2 Q743.K63.32.KT95 | 1D-P-1H-P-2D-P-2N-P-3N
59    S  3N-N                    Q942.KQ4.A2.Q942 K75.976.97.KT653 A63.AT3.KJT543.J JT8.J852.Q86.A87 | 1D-P-1S-P-2D-P-3N
60    S  3N-S                    AQ83.T75.AT2.Q92 K6.J62.Q8763.T85 J54.AK84.4.KJ763 T972.Q93.KJ95.A4 | 1C-P-1S-P-1N-P-3N
61    S  3N-N                    KJ2.7654.QJ.AT76 T43.KQ93.97.J983 Q875.JT8.AKT43.K A96.A2.8652.Q542 | 1D-P-1H-P-1S-P-2N-P-3H-P-3N
62    S  3N-N                    Q73.KQ53.K8.QT87 JT95.J42.T4.AJ96 K864.AT7.AQ972.4 A2.986.J653.K532 | 1D-P-1H-P-1S-P-2N-P-3H-P-3N
63    S  2N-S                    QJ96.Q76.K6.A972 82.K542.742.KT84 753.AJT9.AQJT5.6 AKT4.83.983.QJ53 | 1D-P-1S-P-1N-P-2N
64    S  2N-N                    Q42.AKJ6.54.Q982 J93.93.QJ97.AJ76 KT86.QT4.AK862.3 A75.8752.T3.KT54 | 1D-P-1H-P-1S-P-2N
65    S  3N-S                    A854.QT2.K64.A85 73.J763.QT752.43 KQJ.K854.J.KJT72 T962.A9.A983.Q96 | 1C-P-1S-P-1N-P-3N
66    S  3N-N                    AK9.Q832.85.AT95 J643.65.J63.QJ63 Q875.A97.AQT92.2 T2.KJT4.K74.K874 | 1D-P-1H-P-1S-P-3N
67    S  3N-S                    AJ82.KQ6.QJ74.92 K976.543.K6532.J QT4.AJ97.T.AKT73 53.T82.A98.Q8654 | 1C-P-1S-P-1N-P-3N
68    S  3N-N                    AQ75.KQ4.Q732.T9 T984.932.A964.J3 K32.JT6.K.AQ7654 J6.A875.JT85.K82 | 1C-P-1S-P-2C-P-3N
69    S  3N-N                    K52.KJ83.T9.A643 976.AT5.A86.QT82 AQ83.942.KQJ74.J JT4.Q76.532.K975 | 1D-P-1H-P-1S-P-2N-P-3H-P-3N
70    S  3N-N                    J95.A532.A8.KJT5 AT6.QJ4.T72.8763 Q873.K98.K9543.A K42.T76.QJ6.Q942 | 1D-P-1H-P-1S-P-3N
71    S  2N-N                    KJ9.AQ97.QT83.93 A76.865.A542.764 Q832.KJ2.J.KQT52 T54.T43.K976.AJ8 | 1C-P-1H-P-1S-P-2N
72    S  3N-S                    AJ74.T73.KT.A943 532.KQJ.532.Q862 Q98.A642.AQ764.T KT6.985.J98.KJ75 | 1D-P-1S-P-1N-P-3N
73    S  3D-S                    AQ9.AJ95.85.8752 763.T873.J4.AK64 J54.KQ2.AQT932.9 KT82.64.K76.QJT3 | 1D-P-1H-P-2D-P-3D
74    S  3N-N                    T42.AQJ7.A4.T954 A76.9843.JT.Q832 KQ98.K65.Q7532.A J53.T2.K986.KJ76 | 1D-P-1H-P-1S-P-2N-P-3H-P-3N
75    S  3N-N                    A64.T754.AJT4.Q5 JT75.Q8.K72.K942 KQ82.KJ6.3.AJT87 93.A932.Q9865.63 | 1C-P-1H-P-1S-P-2N-P-3H-P-3N
76    S  3N-N                    QJ7.AJ87.KQ63.42 K65.T43.A9842.87 A842.Q52.7.KQJT6 T93.K96.JT5.A953 | 1C-P-1H-P-1S-P-3N
77    S  3N-N                    T76.J985.AK65.A4 K52.A32.T8432.T7 AQ8.K76..KQ96532 J943.QT4.QJ97.J8 | 1C-P-1H-P-3C-P-3N
78    S  3N-N                    963.KQ64.K92.KQ7 AK2.J832.85.9842 JT85.T95.AQJT6.A Q74.A7.743.JT653 | 1D-P-1H-P-1S-P-3N
79    S  3N-N                    K962.K74.KT6.AT7 Q3.9862.A9432.62 AT5.AT5.Q.KJ9543 J874.QJ3.J875.Q8 | 1C-P-1S-P-2C-P-3N
80    S  3N-N                    Q72.AKQ5.J4.T864 J85.T7.A65.Q9532 AK43.962.KQT872. T96.J843.93.AKJ7 | 1D-P-1H-P-1S-P-2N-P-3D-P-3N
81    S  2N-N                    AJ2.QJ97.J954.K8 983.A86.T732.AQ5 KQ64.K43.A.T6432 T75.T52.KQ86.J97 | 1C-P-1H-P-1S-P-2N
82    S  3N-N                    AJ87.Q865.J.A982 53.T932.A76.KQJ3 K62.KJ7.KQ9853.5 QT94.A4.T42.T764 | 1D-P-1H-P-2D-P-3N
83    S  3N-N                    J952.AK76.2.AT93 7643.84.AT6.K742 KQ8.JT2.KQ9843.Q AT.Q953.J75.J865 | 1D-P-1H-P-2D-P-3N
84    S  3C-S                    KQ5.J762.T64.KQ6 T832.K8.AQ82.742 J64.A94.K.AJT985 A97.QT53.J9753.3 | 1C-P-1H-P-2C-P-3C
85    S  5C-S                    AJ87.AK72.T53.J2 K95.983.AQ62.984 T64.JT4.K.AKQ753 Q32.Q65.J9874.T6 | 1C-P-1H-P-2C-P-3N-P-4H-P-5C
86    S  4S-N                    K632.763.A8.KQJ6 Q9.QJ98.JT2.T542 J84.K54.KQ9753.A AT75.AT2.64.9873 | 1D-P-1S-P-2D-P-3N-P-4S
87    S  3N-N                    KQ74.KJ83.65.KT7 962.T5.T94.A6432 T53.A96.AKQJ73.9 AJ8.Q742.82.QJ85 | 1D-P-1H-P-2D-P-3N
88    S  3N-N                    K93.9542.AT.KQ74 J87.QJ87.92.JT32 AQ2.KT3.KQ6543.6 T654.A6.J87.A985 | 1D-P-1H-P-2D-P-3N
89    S  3N-N                    AT5.AQ85.K876.62 K8.762.QJT2.A973 QJ96.J94.A.KQT84 7432.KT3.9543.J5 | 1C-P-1H-P-1S-P-3N
90    S  3D-S                    Q765.KJ6.J2.A932 K432.Q7.Q95.QJT5 AJ9.T842.AKT764. T8.A953.83.K8764 | 1D-P-1S-P-2D-P-3D
91    S  3N-N                    J543.AK86.AJ5.32 K8.J974.QT432.54 A92.T32.9.AKQ976 QT76.Q5.K876.JT8 | 1C-P-1H-P-2C-P-3N
92    S  3C-S                    K976.952.AK94.JT T54.Q84.Q872.A52 AQ8.AT7.T.Q98764 J32.KJ63.J653.K3 | 1C-P-1S-P-2C-P-3C
93    S  2N-S                    KJ52.J32.Q2.KQJ3 A94.T54.K54.9854 T87.AK97.AJT96.6 Q63.Q86.873.AT72 | 1D-P-1S-P-1N-P-2N
94    S  3N-N                    965.AKT5.QJ63.Q8 AT32.Q42.9872.65 Q84.J96.A.AJT973 KJ7.873.KT54.K42 | 1C-P-1H-P-2C-P-3N
95    S  3D-S                    QJ8.A732.T8.A762 KT7.JT4.AJ52.J94 A96.Q98.KQ7643.Q 5432.K65.9.KT853 | 1D-P-1H-P-2D-P-3D
96    S  3N-S                    T752.K96.KJ.AQT3 K84.J8.T83.98542 AJ9.QT73.AQ974.J Q63.A542.652.K76 | 1D-P-1S-P-1N-P-3N
97    S  3N-N                    JT93.Q74.AKT9.K4 A864.AJT.8763.J6 KQ7.986.Q.AQ9532 52.K532.J542.T87 | 1C-P-1S-P-2C-P-3N
98    S  3C-S                    T95.K832.AJ96.QJ K732.75.KT87.A85 AQ4.J64.Q.KT9762 J86.AQT9.5432.43 | 1C-P-1H-P-2C-P-3C
99    S  3N-N                    A976.AT9.A2.9864 J82.7542.K53.KJ7 KQ4.KJ8.J98764.A T53.Q63.QT.QT532 | 1D-P-1S-P-2D-P-3N
100   S  2N-N                    AK64.KJ42.8.T753 T753.98.AJ2.KJ86 J82.AT3.KQT543.Q Q9.Q765.976.A942 | 1D-P-1H-P-2D-P-2N
101   S  3N-S                    A942.J65.AK98.J6 Q876.93.Q543.Q84 KJ5.KT42.2.AKT52 T3.AQ87.JT76.973 | 1C-P-1S-P-1N-P-3N
102   S  3N-N                    K743.K752.KQ2.Q2 J95.Q4.J9865.T73 QT8.AT9.4.AKJ654 A62.J863.AT73.98 | 1C-P-1H-P-2C-P-3N
103   S  3N-N                    T93.AKT4.AQ85.T6 A65.J87.T7642.J9 KJ74.Q62..AK8543 Q82.953.KJ93.Q72 | 1C-P-1H-P-1S-P-3N
104   S  3N-N                    J82.KT63.AJ65.K2 T95.A742.KQ8.954 AK4.QJ5.2.QJT876 Q763.98.T9743.A3 | 1C-P-1H-P-2C-P-3N
105   S  4H-N                    AK8.7542.AQT.983 Q97.K98.J9872.T5 T432.AQ3.6.AKJ76 J65.JT6.K543.Q42 | 1C-P-1H-P-1S-P-3N-P-4H
106   S  1N-N                    Q32.8742.KQ32.A2 JT8.AQJ3.T975.JT K976.K95.J.KQ643 A54.T6.A864.9875 | 1C-P-1H-P-1S-P-1N
107   S  3N-N                    K63.QT93.K42.KJ3 854.A8.Q63.T9842 AQJ7.J65.AJT85.7 T92.K742.97.AQ65 | 1D-P-1H-P-1S-P-2N-P-3H-P-3N
108   S  3N-N                    AK52.J86.KQ.9863 8764.KT2.82.QT74 QJT.AQ3.A97543.J 93.9754.JT6.AK52 | 1D-P-1S-P-2D-P-3N
109   S  3N-S                    QJ65.Q86.KQ3.K96 T94.A42.JT765.73 K73.KJ93.4.AJ852 A82.T75.A982.QT4 | 1C-P-1S-P-1N-P-3N
110   S  3S-N                    KQJT.J87.52.AT98 763.A54.K93.K632 942.KQ96.AQ876.Q A85.T32.JT4.J754 | 1D-P-1S-P-1N-P-2N-P-3S
111   S  3N-N                    KQ97.J52.A4.KT73 J632.763.5.A9862 A54.AQ9.JT9876.Q T8.KT84.KQ32.J54 | 1D-P-1S-P-2D-P-3N
112   S  3N-S                    A854.Q32.98.AJ32 Q962.JT6.A5.K765 T73.AK75.KQJT4.4 KJ.984.7632.QT98 | 1D-P-1S-P-1N-P-2N-P-3S-P-3N
113   S  3N-N                    Q74.Q843.A7.A752 AJ5.9765.64.KQ83 KT32.AJ2.KQJ85.T 986.KT.T932.J964 | 1D-P-1H-P-1S-P-2N-P-3H-P-3N
114   S  3N-N                    Q83.JT86.AQ72.K3 A74.95.KT963.842 J962.AK7.8.AJ965 KT5.Q432.J54.QT7 | 1C-P-1H-P-1S-P-2N-P-3H-P-3N
115   S  3N-N                    KT2.Q654.A95.K96 983.T92.KJ6.AQ72 AJ64.AJ3.QT432.J Q75.K87.87.T8543 | 1D-P-1H-P-1S-P-2N-P-3H-P-3N
116   S  2N-N                    AK85.T932.J.QJ65 J6.K54.832.KT872 QT2.QJ8.AK9654.9 9743.A76.QT7.A43 | 1D-P-1H-P-2D-P-2N
117   S  2N-N                    K64.AKQ6.9873.T2 Q3.JT4.QJ62.9764 T952.973.A.AKJ53 AJ87.852.KT54.Q8 | 1C-P-1H-P-1S-P-2N
118   S  3N-N                    AK53.Q84.9732.K8 42.K976.AJT5.J54 J76.AJT.4.AQT973 QT98.532.KQ86.62 | 1C-P-1S-P-2C-P-3N
119   S  3N-S                    AK97.T42.KJ86.65 JT5.A875.QT5.J93 Q86.KQ6.2.AKT842 432.J93.A9743.Q7 | 1C-P-1S-P-2C-P-3C-P-3N
120   S  3N-N                    AK6.QT54.J843.Q5 QT73.73.A652.862 J94.KJ9.9.AKJT73 852.A862.KQT7.94 | 1C-P-1H-P-2C-P-3N
121   S  3N-N                    Q98.AJ95.KJ82.Q5 765.KQ2.T543.872 AK2.T83.7.AJT964 JT43.764.AQ96.K3 | 1C-P-1H-P-2C-P-3N
122   S  3C-S                    932.AT53.AKQ7.72 AKJT.J982.J98.63 874.KQ7.6.AKQ984 Q65.64.T5432.JT5 | 1C-P-1H-P-2C-P-3C
123   S  3N-S                    AT87.987.KQ53.K6 654.J654.J84.AQ2 QJ9.AKQ2.6.J9843 K32.T3.AT972.T75 | 1C-P-1S-P-1N-P-2N-P-3S-P-3N
124   S  3N-S                    K983.AJ2.A632.T5 QT6.K7.T974.J762 542.QT96.K.AKQ98 AJ7.8543.QJ85.43 | 1C-P-1S-P-1N-P-3N
125   S  3N-N                    QJT6.J73.73.AKJT 873.A82.T5.98542 AK4.QT64.KQ9642. 952.K95.AJ8.Q763 | 1D-P-1S-P-2D-P-3N
126   S  3N-N                    QJ85.AT95.AT63.J 7642.QJ6.KJ75.92 AK9.K82.8.A87543 T3.743.Q942.KQT6 | 1C-P-1H-P-2C-P-3N
127   S  2N-S                    AQT9.QJT.J4.J985 J874.943.A8.A763 K62.A752.KQT95.4 53.K86.7632.KQT2 | 1D-P-1S-P-1N-P-2N
128   S  3N-N                    A85.AT92.A4.J532 J763.743.J6.AQ74 T92.KQ8.KQ9852.K KQ4.J65.T73.T986 | 1D-P-1H-P-2D-P-3N
129   S  3N-N                    K95.AKQ6.J4.T865 Q74.T8.T95.K9742 AJT.J93.AK8632.3 8632.7542.Q7.AQJ | 1D-P-1H-P-2D-P-3N
130   S  3N-N                    AQT.A653.842.Q52 J754.Q92.KQJ7.76 K932.K84.A.KJ983 86.JT7.T9653.AT4 | 1C-P-1H-P-1S-P-2N-P-3H-P-3N
131   S  3N-N                    KQ94.KJ7.Q854.87 AJ86.832.K963.65 T53.Q54.A.AKJT32 72.AT96.JT72.Q94 | 1C-P-1S-P-2C-P-2N-P-3S-P-3N
132   S  3D-S                    A986.KT2.T8.KJT8 754.653.AJ2.A652 QJ2.AJ8.KQ7654.7 KT3.Q974.93.Q943 | 1D-P-1S-P-2D-P-3D
133   S  3N-N                    A42.Q743.A9.Q865 J8.K85.QJ63.J732 KT97.AT6.K7542.K Q653.J92.T8.AT94 | 1D-P-1H-P-1S-P-2N-P-3H-P-3N
134   S  3N-S                    AK63.963.43.KQ82 Q7.AJT7.T72.T764 JT8.KQ42.QJ986.A 9542.85.AK5.J953 | 1D-P-1S-P-1N-P-3N
135   S  3N-S                    QT84.T92.Q7.AKJ2 96.AK64.863.Q965 AK7.Q873.KJT92.4 J532.J5.A54.T873 | 1D-P-1S-P-1N-P-3N
136   S  1N-S                    K982.Q72.KQ52.J2 AJ3.9543.T986.K5 765.AJT6.A.A7643 QT4.K8.J743.QT98 | 1C-P-1S-P-1N
137   S  3N-N                    T642.KQJT.AK85.4 Q85.972.QT73.QJ5 AK7.A63.2.K98762 J93.854.J964.AT3 | 1C-P-1H-P-2C-P-3N
138   S  3N-N                    KT2.KQT6.QJ43.Q3 J86.9752.KT95.42 AQ94.AJ8.6.K9865 753.43.A872.AJT7 | 1C-P-1H-P-1S-P-3N
139   S  2N-N                    AQT.JT75.KJ7.976 986.K86.Q6.Q8543 J732.AQ2.A9843.J K54.943.T52.AKT2 | 1D-P-1H-P-1S-P-2N
140   S  1N-N                    A42.QJ82.962.KJ8 T7.A765.T8.Q9632 QJ86.943.KQJ75.A K953.KT.A43.T754 | 1D-P-1H-P-1S-P-1N
141   S  3N-N                    765.AQJ3.KT7.J54 T932.K52.A9.KT72 AKJ4.864.J8653.A Q8.T97.Q42.Q9863 | 1D-P-1H-P-1S-P-2N-P-3H-P-3N
142   S  3N-S                    AJ63.K86.94.A643 Q98.JT4.T73.KQT7 KT5.AQ93.QJ652.5 742.752.AK8.J982 | 1D-P-1S-P-1N-P-3N
143   S  3N-N                    A64.KQ76.T84.QT3 875.JT4.Q9.K9754 KQT3.852.A7632.A J92.A93.KJ5.J862 | 1D-P-1H-P-1S-P-2N-P-3H-P-3N
144   S  3N-S                    AKT8.A94.82.T863 65.J872.JT4.QJ42 Q92.KQ53.AK965.9 J743.T6.Q73.AK75 | 1D-P-1S-P-1N-P-2N-P-3S-P-3N
145   S  3N-N                    A543.A85.A2.8742 JT9.QT64.74.QJ96 KQ8.J72.KT9865.A 762.K93.QJ3.KT53 | 1D-P-1S-P-2D-P-3N
146   S  3N-S                    J752.AJ2.AQT5.J3 K63.964.9843.K74 Q98.KQ83.K.AT852 AT4.T75.J762.Q96 | 1C-P-1S-P-1N-P-3N
147   S  3N-N                    AK2.Q543.J9.K742 QJ.K98.8763.QT85 T876.A76.AKT52.J 9543.JT2.Q4.A963 | 1D-P-1H-P-1S-P-3N
148   S  3N-S                    K873.AK8.94.K864 92.9542.Q2.QT973 Q64.JT73.AK753.A AJT5.Q6.JT86.J52 | 1D-P-1S-P-1N-P-3N
149   S  3N-N                    AK6.A863.T4.JT52 J8.J42.Q765.K983 QT42.KT9.AJ983.A 9753.Q75.K2.Q764 | 1D-P-1H-P-1S-P-3N
150   S  3N-N                    K832.K872.AT.K73 JT74.T54.K5.AQ84 AQ5.AJ6.J98643.6 96.Q93.Q72.JT952 | 1D-P-1H-P-2D-P-3N
151   S  3N-N                    A742.K976.KQJ3.8 T98.AQ3.8742.632 QJ3.852.T.AKQJ95 K65.JT4.A965.T74 | 1C-P-1H-P-2C-P-3N
152   S  3N-N                    T73.AKT4.86.AQT6 K42.9765.T5.K872 AJ95.Q83.AJ743.3 Q86.J2.KQ92.J954 | 1D-P-1H-P-1S-P-3N
153   S  3N-N                    K752.QJ9.AQ65.52 93.T6532.T842.A8 J86.AK7.9.KQJT94 AQT4.84.KJ73.763 | 1C-P-1S-P-2C-P-3N
154   S  3N-N                    AJ94.K43.K95.QT8 QT2.J85.T6.A9432 K86.T72.AQJ873.K 753.AQ96.42.J765 | 1D-P-1S-P-2D-P-3N
155   S  3N-N                    Q954.AK8.T8.AT92 J62.QJ95.72.8764 T73.T72.AKQJ63.K AK8.643.954.QJ53 | 1D-P-1S-P-2D-P-3N
