../bba/Spiral_Raise_Revisited.pbn

                        -- Sorted by Board Number --
brd# dlr contract score  par     north            east             south            west             | auction...   | notes
---- --- -------- -----  ------  ---------------- ---------------- ---------------- ---------------- | ------------------------- 
80    S  4H-N       420          532.KT52.A9.AJ87 Q764.Q3.J82.6542 AKT.J986.KT53.Q9 J98.A74.Q764.KT3 | 1D-P-1H-P-2H-P-3H-P-4H
81    S  2S-N       170          AK92.975.8753.KJ Q75.T8.KJ64.T765 JT43.AQJ2.T9.AQ4 86.K643.AQ2.9832 | 1C-P-1S-P-2S
82    S  2N-S       150          AQ87.QT8.KT65.73 T92.KJ76.A974.J6 J63.A3.Q82.KQT94 K54.9542.J3.A852 | 1C-P-1S-P-1N-P-2N
83    S  2N-S       150          A42.9842.QT8.AJ7 Q975.QT75.75.Q95 J8.AJ6.A9432.K64 KT63.K3.KJ6.T832 | 1D-P-1H-P-1N-P-2N
84    S  1N-S       120          A84.QJ42.J92.A42 KJ2.K98.K753.T83 73.A63.A864.KJ75 QT965.T75.QT.Q96 | 1D-P-1H-P-1N
85    S  1N-S       120          A873.A42.Q87.JT5 K6.9763.32.K9764 QJ5.KJ5.AKT95.83 T942.QT8.J64.AQ2 | 1D-P-1S-P-1N
86    S  4H-N       450          T642.KQ94.AQJ5.5 Q873.5.863.QT876 A95.A763.K7.K943 KJ.JT82.T942.AJ2 | 1C-P-1H-P-2H-P-4H
87    S  3N-S       600          T974.AJ7.J2.AQ84 K863.Q2.543.J973 AQ5.K964.KQT9.65 J2.T853.A876.KT2 | 1D-P-1S-P-1N-P-2N-P-3S-P-3N
88    S  1N-N       120          J42.Q743.AK98.J7 T7.AJ85.T742.A93 KQ83.KT9.53.KQ84 A965.62.QJ6.T652 | 1C-P-1H-P-1S-P-1N
89    S  3N-S       400          KT2.AJ54.JT2.A76 Q53.8763.Q4.KQ54 A8.KQ2.A763.T983 J9764.T9.K985.J2 | 1D-P-1H-P-1N-P-3N
90    S  2N-N       150          Q96.KJ73.AT2.QT4 KT3.A94.986.K863 A752.QT5.K73.A75 J84.862.QJ54.J92 | 1C-P-1H-P-1S-P-2N
91    S  3N-S       400          AKT4.K85.54.K986 J73.QJ3.QJ76.JT5 985.A974.AK2.Q43 Q62.T62.T983.A72 | 1C-P-1S-P-1N-P-3C-P-3N
92    S  4H-N       620          J983.KJT9.K.KJ73 AQ52.62.8732.T64 K6.AQ75.QT94.Q98 T74.843.AJ65.A52 | 1D-P-1H-P-2H-P-4H
93    S  3C-S       150          A75.7643.KQ7.K87 KJ42.J85.T953.A6 63.AQ2.A2.Q95432 QT98.KT9.J864.JT | 1C-P-1H-P-2C-P-3C
94    S  2N-S       150          AQ65.752.K85.A86 J973.AT83.94.KT5 KT2.KJ.A762.Q974 84.Q964.QJT3.J32 | 1D-P-1S-P-1N-P-2N
95    S  4S-N       650          AT54.QT6.AT6.Q98 762.J732.KJ83.K6 KQJ9.A.52.AT7543 83.K9854.Q974.J2 | 1C-P-1S-P-3S-P-3N=1=-P-4S | Surplus
96    S  3N-N       430          KQT6.K986.A3.642 87432.A75.KT5.T8 .Q43.Q9742.AKQJ5 AJ95.JT2.J86.973 | 1D-P-1H-P-2C-P-2N-P-3N
97    S  2N-N       120          962.AK93.AT75.97 K4.QT76.J83.QJ54 A753.J42.KQ6.KT3 QJT8.85.942.A862 | 1C-P-1H-P-1S-P-2N
98    S  5D-S      -100          T54.J542.AT.AKJT Q97.T63.QJ8.Q642 KJ3.KQ7.K96432.7 A862.A98.75.9853 | 1D-P-1H-P-2D-P-5D
99    S  3N-N       400          AKT.7632.KT2.K75 732.95.J963.AJT2 QJ86.KJ8.AQ84.84 954.AQT4.75.Q963 | 1D-P-1H-P-1S-P-3N
100   S  3N-N       600          K982.KJ53.7.AT52 JT43.872.KJ.9873 A65.A94.AQ9852.4 Q7.QT6.T643.KQJ6 | 1D-P-1H-P-2D-P-2N-P-3H-P-3N
101   S  3N-S       600          A863.9853.4.AKJ3 Q7.K42.7532.T976 K42.JT6.AKJ9.Q84 JT95.AQ7.QT86.52 | 1D-P-1H-P-1N-P-2N-P-3H-P-3N
102   S  3N-S       -50          AK62.KT9.Q94.J87 T7.8642.K76.K653 QJ3.AJ53.AJT2.T9 9854.Q7.853.AQ42 | 1D-P-1S-P-1N-P-3N
103   S  3S-N       170          AQ96.983.Q6.KQT6 J42.AJT4.JT72.J4 KT75.Q2.K84.A987 83.K765.A953.532 | 1C-P-1S-P-2S-P-3S
104   S  3N-N       430          K42.KJ86.KQJ9.92 QJ96.A54.T752.Q7 AT53.Q93.63.AKJ4 87.T72.A84.T8653 | 1C-P-1H-P-1S-P-3N
105   S  5D-S       -50          AJ84.643.52.AQ94 Q6.K985.JT8.KJ87 KT2.Q7.AKQ974.T6 9753.AJT2.63.532 | 1D-P-1S-P-2D-P-2N-P-3S-P-5D
106   S  3N-N       630          AJ64.T64.T8.AK65 Q53.QJ2.K542.QT4 T87.AK5.AQJ976.3 K92.9873.3.J9872 | 1D-P-1S-P-2D-P-3N
107   S  3N-S       400          JT95.AT2.K942.A5 Q7.J8753.Q75.QT9 862.KQ.A83.KJ863 AK43.964.JT6.742 | 1C-P-1S-P-1N-P-3N
108   S  3N-N       600          AT6.KJ42.QJ73.J9 KQ72.T86.T2.QT73 J953.AQ5.A65.K54 84.973.K984.A862 | 1C-P-1H-P-1S-P-2N-P-3H-P-3N
109   S  4H-N       650          6432.AQ97.AQ42.8 QJ7.6532.KJT.QT4 K5.KT84.53.AK765 AT98.J.9876.J932 | 1C-P-1H-P-2H-P-4H
110   S  3N-S       400          AJ5.JT72.A76.K84 T8764.K653.K43.J K.A98.QJT5.Q6532 Q932.Q4.982.AT97 | 1C-P-1H-P-1N-P-3N
111   S  3N-S      -300          QJ82.K873.KQ6.Q4 K4.T96.T53.K8763 AT6.Q52.AJ742.J5 9753.AJ4.98.AT92 | 1D-P-1H-P-1N-P-3N
112   S  2N-S       120          QT54.K75.KQT5.Q6 K73.864.942.K984 J82.AQ9.J76.AT73 A96.JT32.A83.J52 | 1C-P-1S-P-1N-P-2N
113   S  2N-S       150          AT97.KJ83.KJ.752 K852.A42.QT84.J3 3.Q97.A653.AQ984 QJ64.T65.972.KT6 | 1C-P-1H-P-1N-P-2N
114   S  2S-N       170          KQ75.KQT.986.J64 64.A542.J432.T82 JT98.876.AK.AQ53 A32.J93.QT75.K97 | 1C-P-1S-P-2S
115   S  2S-S       170          T852.A542.KT.A63 Q43.QT9.862.KQ94 AJ76.K83.A943.J5 K9.J76.QJ75.T872 | 1D-P-1H-P-1S-P-2S
116   S  3C-S       150          9873.K75.AKJ3.Q5 Q42.A8643.8642.4 AJ6.2.T97.AKJT86 KT5.QJT9.Q5.9732 | 1C-P-1S-P-2C-P-3C
117   S  2N-S       150          JT65.AT6.KJ73.K4 984.843.QT2.AQ95 A32.KJ95.A9.JT87 KQ7.Q72.8654.632 | 1C-P-1S-P-1N-P-2N
118   S  4H-N       450          AJ42.K962.KJT9.8 K765.T87.72.KJ74 Q9.Q543.AQ5.AT63 T83.AJ.8643.Q952 | 1C-P-1H-P-2H-P-4H
119   S  4H-N       650          AJ42.A986.K82.J8 K983.52.AT973.T9 5.QJ73.QJ4.AK543 QT76.KT4.65.Q762 | 1C-P-1H-P-2H-P-4H
120   S  3N-N       430          9432.KQ6.AJT6.K9 J87.9542.K52.A86 AK6.AJ.83.QT7532 QT5.T873.Q974.J4 | 1C-P-1S-P-2C-P-3N
121   S  3N-N       400          AT8.KQ54.AT7.863 K965.JT87.K6532. Q74.A62.Q.KJT975 J32.93.J984.AQ42 | 1C-P-1H-P-2C-P-3N
122   S  1N-N       120          862.8743.A93.AK9 743.Q6.K852.QJ65 AKQ5.KT9.64.T432 JT9.AJ52.QJT7.87 | 1C-P-1H-P-1S-P-1N
123   S  1N-S       120          AJ98.KQ3.Q93.986 T65.JT87.T72.KQ5 742.A65.KJ8.AT73 KQ3.942.A654.J42 | 1C-P-1S-P-1N
124   S  2S-N       140          KQ96.632.T86.AQT 42.KQT9.J752.K65 AT87.AJ7.A93.J87 J53.854.KQ4.9432 | 1C-P-1S-P-2S
125   S  4S-N       620          KQT3.K83.A92.975 54.QT6.QT853.864 J962.AJ5.K76.AJT A87.9742.J4.KQ32 | 1C-P-1S-P-2S-P-3S-P-4S
126   S  2H-N       140          Q32.KQ87.A9.T842 AK84.J6.8732.975 T7.A432.J65.AKJ3 J965.T95.KQT4.Q6 | 1C-P-1H-P-2H
127   S  1N-S       150          K942.A43.KJ5.J43 QT3.J97.QT93.Q98 A85.Q82.742.AKT5 J76.KT65.A86.762 | 1C-P-1S-P-1N
128   S  2S-N       170          K764.J53.AK97.83 A982.AT42.T84.Q4 JT53.K6.Q62.AK97 Q.Q987.J53.JT652 | 1C-P-1S-P-2S
129   S  3N-S       400          K96.AKQ8.JT53.73 8752.T94.AQ8.J86 AQJ.765.642.KQT5 T43.J32.K97.A942 | 1C-P-1H-P-1N-P-3N
130   S  3N-S       600          QJ74.AJ3.JT93.A4 T8.T862.K752.985 A92.KQ94.Q.QJT62 K653.75.A864.K73 | 1C-P-1S-P-1N-P-3N
131   S  4S-N       420          AT86.AT3.AT85.97 J9.QJ54.J62.T852 Q754.K8.KQ97.QJ4 K32.9762.43.AK63 | 1D-P-1S-P-2S-P-4S
132   S  1N-S       150          AKQ3.762.Q62.865 T75.AQ54.87.KJ74 942.JT9.AKJ95.A3 J86.K83.T43.QT92 | 1D-P-1S-P-1N
133   S  2N-N       150          J75.A654.Q85.AQ7 KQ98.98.972.KT32 AT43.KQ2.AT63.85 62.JT73.KJ4.J964 | 1D-P-1H-P-1S-P-2N
134   S  3C-S       110          QJ85.AKT8.J5.J72 A932.632.Q9832.9 64.QJ4.K6.AQ8543 KT7.975.AT74.KT6 | 1C-P-1H-P-2C-P-3C
135   S  4H-N       620          AK52.J764.KT98.Q Q863.KQ8.QJ75.T6 J7.AT93.A.KJ9843 T94.52.6432.A752 | 1C-P-1H-P-2H-P-4H
136   S  4H-N       450          QJ8.QJT4.64.AK54 63.K98.AJ52.Q862 AT2.A653.KQT87.9 K9754.72.93.JT73 | 1D-P-1H-P-2H-P-3H-P-4H
137   S  3N-N       430          T42.AQT5.K943.A9 Q8.8732.A87.QT74 KJ53.K96.QJT6.K3 A976.J4.52.J8652 | 1D-P-1H-P-1S-P-3N
138   S  2S-N       170          7643.763.AK6.A82 85.K982.J32.KT65 KQJ2.AQT4.754.J9 AT9.J5.QT98.Q743 | 1D-P-1S-P-2S
139   S  4H-N       420          A93.T654.KQ2.Q97 Q652.KQ.984.K864 T8.AJ87.AJT75.AT KJ74.932.63.J532 | 1D-P-1H-P-3H-P-4H
140   S  3S-S       170          K752.KQ52.KJ4.54 AT4.984.7532.A63 J986.A63.AT.KQ87 Q3.JT7.Q986.JT92 | 1C-P-1H-P-1S-P-3S
141   S  1N-S       120          QJ85.KQ62.QJ4.85 9432.JT4.95.AJ64 K76.A98.K732.KT9 AT.753.AT86.Q732 | 1D-P-1H-P-1N
142   S  2H-N       110          A98.T965.QJT.A98 JT72.KJ8.K82.Q74 Q64.AQ72.A63.652 K53.43.9754.KJT3 | 1C-P-1H-P-2H
143   S  3N-N       660          AQ64.864.Q62.A95 972.T952.KJ98.J7 K53.AJ.75.KQT432 JT8.KQ73.AT43.86 | 1C-P-1S-P-2C-P-3N
144   S  2N-N       150          Q982.AK86.K4.752 J765.Q5.QJT2.Q43 A.T93.A7653.AJT9 KT43.J742.98.K86 | 1D-P-1H-P-2C-P-2N
145   S  2N-S       120          Q762.AQ65.T86.K6 A83.T984.A4.JT53 KJ4.KJ3.J752.A98 T95.72.KQ93.Q742 | 1D-P-1H-P-1N-P-2N
146   S  4H-N       620          KQJ6.A542.QT.J64 853.KQ3.7652.Q72 AT2.JT86.A83.A95 974.97.KJ94.KT83 | 1C-P-1H-P-2H-P-3H-P-4H
147   S  1N-S       120          AQ6.T942.K65.Q63 K842.A75.32.K985 T53.J86.AQJ98.AT J97.KQ3.T74.J742 | 1D-P-1H-P-1N
148   S  3N-S       600          KT6.T986.A93.AT6 J952.J75.QT8.J54 Q73.AK2.K72.Q973 A84.Q43.J654.K82 | 1C-P-1H-P-1N-P-2N-P-3H-P-3N
149   S  4S-S       620          Q532.KQJ3.A54.T6 T6.A962.T83.J974 KJ98.T75.KQJ.K85 A74.84.9762.AQ32 | 1C-P-1H-P-1S-X=1=-2C=2=-P-4S | Two suit takeout double | Limit raise or better in !S
150   S  2S-N       140          KQ84.874.AJ5.J54 75.QJ53.K642.872 AT63.T2.QT9.AKT6 J92.AK96.873.Q93 | 1C-P-1S-P-2S
151   S  4S-S       650          A872.K873.A742.3 KT.Q54.Q985.JT94 QJ63.AJ2.3.A8762 954.T96.KJT6.KQ5 | 1C-P-1H-P-1S-P-4S
152   S  2N-N       150          AQT8.Q873.J6.QJ9 K9543.AT2.85.874 2.K95.AKT93.KT65 J76.J64.Q742.A32 | 1D-P-1H-P-2C-P-2N
153   S  4H-N       420          QJ7.AQ76.98.A854 953.K82.Q7532.Q3 A6.J943.AJT4.KJ6 KT842.T5.K6.T972 | 1D-P-1H-P-2H-P-4H
154   S  2D-S       130          KJ65.KQ65.QT72.3 QT92.A987.5.JT76 83.JT3.AJ94.AK52 A74.42.K863.Q984 | 1D-P-1H-P-1N-P-2D
155   S  2N-S       120          AKT3.J643.5.KJ42 942.T82.KJ8.QT75 85.A97.AT942.A63 QJ76.KQ5.Q763.98 | 1D-P-1H-P-1N-P-2N
