../bba/We_X_Opps_Preempt.pbn

                        -- Sorted by Board Number --
brd# dlr contract score  par     north            east             south            west             | auction...   | notes
---- --- -------- -----  ------  ---------------- ---------------- ---------------- ---------------- | ------------------------- 
77    E  4C-N                    KQT.972.AJ3.Q932 752.AKJT865.5.T5 AJ64.Q4.K86.KJ86 983.3.QT9742.A74 | 3H-X-P-4C
78    E  5D-N                    J5.K865.AKQT4.T7 3.T9.75.AKQ95432 AKT2.AQ72.986.J6 Q98764.J43.J32.8 | 4C-P-P-4D-P-5D
79    E  6H-N                    32.AKJ85.A76.K84 K64.3.KQT8432.T6 AJ75.QT64.95.AQJ QT98.972.J.97532 | 3D-X-P-6H
80    E  6D-N                    Q9.AKJ.AKJT4.952 J42.742..AQT8764 AK76.Q853.Q982.K T853.T96.7653.J3 | 3C-X-P-6D
81    E  3N-S                    9.QT4.T652.QJ863 AQT6532.765.QJ.4 KJ84.AJ8.AK84.K7 7.K932.973.AT952 | 3S-3N
82    E  5D-N                    T9.A62.AKT42.Q75 AK87632.54.6.T96 QJ.QJ83.Q98.AK32 54.KT97.J753.J84 | 3S-X-P-5D
83    E  4HX-E                   KQJ.AT86.7.QJ965 8.KQJ97543.J865. A976..AKQ4.AKT83 T5432.2.T932.742 | 4H-X
84    E  5D-N                    74.AJ2.AQ9543.Q9 AKJT962.75.2.875 Q3.KQ94.KJT7.AT4 85.T863.86.KJ632 | 3S-X-P-5D
85    E  5D-N                    QJ6.532.Q6543.Q8 94.AKJT9876.2.T3 AK873..AKJ8.KJ75 T52.Q4.T97.A9642 | 4H-X-P-5D
86    E  4H-S                    KT6.953.AT3.K873 J8.42.Q.AQT96542 AQ95.AKT86.KJ52. 7432.QJ7.98764.J | 4C-4H
87    E  4S-E                    J8.AKT3.AT85.T32 AK97532..9643.Q6 Q6.QJ86.KQJ2.K85 T4.97542.7.AJ974 | 3S-X-4S
88    E  3CX-E                   A84.T94.JT9.AT72 6.J65.73.KQJ8543 KT92.AK87.AQ52.6 QJ753.Q32.K864.9 | 3C-X
89    E  3N-S                    J82.AQ95.JT43.Q5 AK96543.T4.62.J4 QT7.KJ82.AKQ8.AT .763.975.K987632 | 3S-3N
90    E  7H-N                    KJ7.KQT6432.A65. T96.8.Q2.AKT9762 AQ53.AJ75.K.Q843 842.9.JT98743.J5 | 3C-P-4C-4H-P-4N-P-5S=1=-P-7H | A=2/5 or 5/5, Q(H)=1
91    E  5CX-E                   JT9654.9872.Q73. 2.KT4.6.KQJT9864 K8.A653.AKJ4.A73 AQ73.QJ.T9852.52 | 5C-X
92    E  5D-N                    J9.K93.KQT82.A94 AKT8762.2.973.Q8 Q3.AQ54.A54.KT32 54.JT876.J6.J765 | 3S-X-P-5D
93    E  4SX-E                   K7.QT95.KQ96.Q53 AQJ98653..J852.J T.AK43.AT43.K862 42.J8762.7.AT974 | 4S-P-P-X
94    E  4H-E                    J4.K9.T983.QJ873 963.AQ87652.K6.T A852.J3.AQ7.A654 KQT7.T4.J542.K92 | 3H-X-4H
95    E  4H-E                    AT54.K9.K83.Q632 872.AQJ8753.9.74 QJ96.T2.AQJ5.A98 K3.64.T7642.KJT5 | 3H-X-4H
96    E  6S-N                    J97542.A.Q2.AKJ7 Q6.KQT97542.3.94 AKT8.86.AK87.T82 3.J3.JT9654.Q653 | 4H-X-P-6S
97    E  6N-S                    QJ8.AQJ64.K96.53 962.95.3.AQJT986 AKT.K732.AQJ5.K2 7543.T8.T8742.74 | 3C-3N-P-4N-P-6N
98    E  4C-N                    T85.A82.J42.KJ86 AQJ7642.J5.T3.73 K3.KT76.AK85.Q95 9.Q943.Q976.AT42 | 3S-X-P-4C
99    E  3N-S                    Q7643.Q964.J82.4 92.K72.KQT9754.5 KT85.AT5.A6.AKJ6 AJ.J83.3.QT98732 | 3D-3N
100   E  4H-N                    32.AQ962.KJT.JT2 765.5.AQ76432.Q5 AKQ4.KJ87.5.K843 JT98.T43.98.A976 | 3D-X-P-4H
101   E  4S-N                    AQJT32.98.5.JT54 8.32.KQJT873.Q63 K54.AKQJ.A964.K9 976.T7654.2.A872 | 3D-3N-P-4S
102   E  3S-N                    8743.A764.Q862.6 Q5.KQT8532.T4.Q2 AKJ2.J.KJ97.K543 T96.9.A53.AJT987 | 3H-X-P-3S
103   E  4S-N                    AK7642.A97.654.J .KQT6532.QT.8732 T853.J.AK87.AQ64 QJ9.84.J932.KT95 | 3H-X-P-4S
104   E  4H-N                    AT3.Q8653.K86.K9 5.9.AQJ7543.8542 KQ96.KJ42.2.AQT3 J8742.AT7.T9.J76 | 3D-X-4D-4H
105   E  5DX-E                   9843.KQJ72.T94.3 .85.AKQ876532.85 AKQ6.A963.J.AJ72 JT752.T4..KQT964 | 5D-X
106   E  3SX-E                   T872.A954.J43.K7 KQJ9543.J2.5.T85 A.KQ83.AQ72.AQ63 6.T76.KT986.J942 | 3S-X
107   E  5H-S                    KT95.T6.AT83.982 AQJ86432.74.J7.5 .AQJ85.KQ65.KJT4 7.K932.942.AQ763 | 4S-5H
108   E  3SX-E                   K954.72.Q93.AT85 AQJ8632..T64.976 T7.KQ86.AJ87.KQ4 .AJT9543.K52.J32 | 3S-X
109   E  3SX-E                   KJ72.KT863.9.732 AQ86543.J7.3.965 .A942.AQJ86.AQT4 T9.Q5.KT7542.KJ8 | 3S-X
110   E  4S-E                    KT32.AQ8.J52.J94 AQJ9865.4.8764.6 .K963.KQ93.AKT87 74.JT752.AT.Q532 | 4S
111   E  3N-S                    Q763.862.64.QT86 42.J9.AKT7532.73 AK.Q543.QJ8.AKJ5 JT985.AKT7.9.942 | 3D-3N
112   E  4H-N                    J87.AQT762.K8.J3 642.54.3.AK97652 AK53..AQJT9.QT84 QT9.KJ983.76542. | 3C-3D-P-3H-P-3S-P-4H
113   E  4HX-E                   643.T5.JT43.K853 8.AKJ9764.85.J97 KJ7.Q2.AKQ2.AQ64 AQT952.83.976.T2 | 3H-X-4H-P-P-X
114   E  4HX-E                   KQ4.432.Q5.QT854 T8.AQT9865.J962. A32.K7.AKT3.AKJ2 J9765.J.874.9763 | 4H-X
115   E  5C-S                    QT74.A75.4.J8543 K62.3.KQJT8765.9 .QJ82.A932.AKQ72 AJ9853.KT964..T6 | 4D-5C
116   E  3H-N                    Q5.JT653.J75.752 742.Q2.AKT9842.4 KJ93.AK9.Q6.AQT8 AT86.874.3.KJ963 | 3D-X-P-3H
117   E  4C-N                    762.J32.A65.AK92 AQJ9853.8.982.Q8 KT.AK95.KQT7.T63 4.QT764.J43.J754 | 3S-X-P-4C
118   E  3CX-E                   T875.A5.8642.A54 93.Q8.95.KQJ8732 AKQ6.T742.AKT7.6 J42.KJ963.QJ3.T9 | 3C-X
119   E  3N-S                    J7543.5.KJT97.T4 T9.KQJ9843.43.Q6 AK.AT62.A652.A83 Q862.7.Q8.KJ9752 | 3H-3N
120   E  3N-N                    T8.8.AK532.KJ632 Q6.97.J9.AQT8754 AKJ94.AKJ6.T874. 7532.QT5432.Q6.9 | 3C-3S-P-3N
121   E  4D-N                    875.KT9.K8765.T4 AKJT632.6.T4.976 Q4.AQ83.AQ92.AK5 9.J7542.J3.QJ832 | 3S-X-P-4D
122   E  4C-N                    JT95.A3.86.Q9654 KQ86432.7.J43.K2 A.K642.AQ52.AJ73 7.QJT985.KT97.T8 | 3S-X-P-4C
123   E  4H-N                    KT6.J843.J5.7542 95.2.643.AKQT863 AQ32.A975.AQT8.J J874.KQT6.K972.9 | 3C-X-P-3H-P-4H
124   E  3N-S                    7654.Q653.K9632. Q8.92.54.AQJ9873 AK.AKJ4.QJT.K654 JT932.T87.A87.T2 | 3C-3N
125   E  3S-N                    A9873.T8.743.J65 .AK96543.J62.742 Q642.QJ.KQ8.AKQT KJT5.72.AT95.983 | 3H-X-P-3S
126   E  3S-N                    T987.97.Q974.A72 62.JT.AKJT863.94 AKJ5.K852.5.KQT5 Q43.AQ643.2.J863 | 3D-X-P-3S
127   E  5D-N                    K.T95.KQJ86.KQT2 53.AKJ7643.T3.75 AT76.Q.A972.A984 QJ9842.82.54.J63 | 3H-X-P-5D
128   E  3DX-E                   AQ32.A73.K2.K962 T9.T8.AQ97654.Q5 K854.KQ42.J3.AJ8 J76.J965.T8.T743 | 3D-X
129   E  3S-S                    7654.KJ82.J8.Q94 Q2.AQT9743.43.JT AKJT9..AQ65.K763 83.65.KT972.A852 | 3H-3S
130   E  4HX-E                   K6.J95.QJ64.9763 .AKQ87632.752.84 Q875.4.A983.AKQJ AJT9432.T.KT.T52 | 4H-X
131   E  4CX-E                   Q9875.5.8765.A62 643.J8.J.KQJ8753 AKT2.A763.AQ93.4 J.KQT942.KT42.T9 | 3C-X-4C-X
132   E  3N-S                    T.KQT62.JT75.T54 AQ98432..Q82.J62 KJ75.AJ43.AK6.KQ 6.9875.943.A9873 | 3S-3N
133   E  3DX-E                   32.J98.K765.T742 98.K32.AQT9832.6 AK54.AT74.J.AKQ9 QJT76.Q65.4.J853 | 3D-X
134   E  3H-N                    AJ76.KT85.T62.96 983.Q4.KQJ9743.4 KQT4.AJ96.A5.J83 52.732.8.AKQT752 | 3D-X-P-3H
135   E  4H-N                    Q94.K86432.Q.J65 AKJ8762.9.972.98 3.AQT7.JT85.AKQ2 T5.J5.AK643.T743 | 3S-X-P-4H
136   E  4CX-E                   T742.KJ.QT82.A83 Q8.6.J93.KQJT652 AJ53.AT87.AK65.7 K96.Q95432.74.94 | 3C-X-4C-X
137   E  3DX-E                   K94.JT5.72.AKJT2 875.8.AKJT843.97 AJT6.KQ94.Q5.Q53 Q32.A7632.96.864 | 3D-X
138   E  4S-E                    53.AKJ6.K9765.32 KQT98642.85.A8.T A.Q974.QT43.AKJ4 J7.T32.J2.Q98765 | 4S
139   E  4H-E                    764.4.A63.QJ8762 53.AKQT8653.84.5 AKJ9.J972.9.AKT9 QT82..KQJT752.43 | 4H
140   E  3N-S                    AT9.T985.T.AT764 Q62.3.AQ87643.98 KJ74.AKQ4.KJ2.K5 853.J762.95.QJ32 | 3D-3N
141   E  3N-S                    KT9.T84.97.KQ742 83.Q6.AQT5432.T3 AQ4.AK32.K8.A865 J7652.J975.J6.J9 | 3D-3N
142   E  4SX-E                   863.954.Q43.K762 KQJ7542.2.7652.J AT.AQ86.AKJ8.A84 9.KJT73.T9.QT953 | 4S-X
143   E  4S-E                    93.KT8.Q9732.J72 AKJT7642.974..65 Q.AQJ3.AT85.AT84 85.652.KJ64.KQ93 | 4S
144   E  3HX-E                   A942.T63.AQ86.J3 .AQJ7542.T54.T52 KJT6.K.KJ92.KQ97 Q8753.98.73.A864 | 3H-X
145   E  4S-E                    K85.QJT87.J54.43 AQT7642.2.QT9.86 3.A964.A632.AKJ5 J9.K53.K87.QT972 | 3S-X-4S
146   E  4H-N                    T65.KQJT543.7.K8 983.6.AQJT852.42 AK42.A2.K93.AQT5 QJ7.987.64.J9763 | 3D-3N-P-4H
147   E  3DX-E                   AT3.J9.Q953.Q862 9.875.AK87642.T7 K872.AKQT.JT.AK5 QJ654.6432..J943 | 3D-X
148   E  3DX-E                   AJ74.A98.T6.AT65 8.52.KQ98542.K72 KT32.KQ63.A7.QJ3 Q965.JT74.J3.984 | 3D-X
149   E  6D-N                    KT97.T8.Q9642.AQ 42.AKJ95432.T5.7 AQ6.Q6.AKJ8.KJ96 J853.7.73.T85432 | 4H-X-P-6D
150   E  3H-S                    J9.KT75.J743.Q82 Q5.9.AKT9862.754 AKT6.QJ632..AKT3 87432.A84.Q5.J96 | 3D-3H
151   E  3DX-E                   62.AK52.KJ7.K832 J85.76.AQT9843.T AK73.QT43.6.AJ54 QT94.J98.52.Q976 | 3D-X
152   E  4S-E                    984.AJ9.987.QT85 KQJT7652.K6..973 A.8753.KT62.AKJ4 3.QT42.AQJ543.62 | 4S
153   E  4SX-E                   7.9854.KQT752.65 KQJ95432.Q32.98. AT86.AJ.AJ3.AQJ9 .KT76.64.KT87432 | 4S-X
154   E  5H-N                    QJT.AQJT9543.J.6 764..AQ98732.QT4 AK98.7.KT65.AK85 532.K862.4.J9732 | 3D-P-P-4H-P-4N-P-5D=1=-P-5H | A=1/5 or 4/5
155   E  4H-N                    A74.96432.AJT.KJ .J.KQ975432.Q942 KQ62.AQT8.8.AT63 JT9853.K75.6.875 | 4D-X-P-4H
156   E  4C-N                    AJ872.7.2.Q86543 KQT9643.963.QJ6. .QJ42.AK854.AKT2 5.AKT85.T973.J97 | 3S-X-P-4C
157   E  4H-E                    T876532.9.A94.97 .KQ765432.KT53.6 QJ.AJ8.Q862.AKQ3 AK94.T.J7.JT8542 | 4H
158   E  5DX-N                   KQ3.J43.75432.73 T4.AQ98762.QJ8.T AJ82.5.AKT9.AJ62 9765.KT.6.KQ9854 | 3H-X-4H-P-P-X-P-5D-X
159   E  3N-S                    Q954.9652.T.Q962 J2.Q8.KQ85432.JT AK86.KJ.A97.A873 T73.AT743.J6.K54 | 3D-3N
160   E  4S-N                    QJ973.Q65.83.J94 .J93.KQJT7652.T7 KT52.AK87.A.AK85 A864.T42.94.Q632 | 4D-X-P-4S
161   E  4HX-E                   8732.T43.J96.KJ7 Q.AQJ9865.T84.84 A964.K.AQ53.AQ93 KJT5.72.K72.T652 | 3H-X-4H-P-P-X
162   E  4S-N                    KQ852.J9.T5.AKJ4 3.AKT7652.J42.97 AJT4.84.AK83.Q85 976.Q3.Q976.T632 | 3H-X-P-4S
163   E  4H-N                    84.KJ6432.A953.6 AQJT532.8.J4.953 K76.AQ75.Q6.AKJ7 9.T9.KT872.QT842 | 3S-3N-P-4H
164   E  4H-N                    63.KQ9854.875.64 AQJ8742.J.T3.875 KT5.A7.KJ42.AKQT 9.T632.AQ96.J932 | 3S-3N-P-4H
165   E  3S-S                    .QJT2.K74.JT9762 62.97.96.AKQ8543 KQ873.AK53.AJ52. AJT954.864.QT83. | 3C-3S
166   E  3CX-E                   J54.QJ86.AT2.KT6 73.T7.Q7.AQJ9752 AK62.AK42.KJ93.3 QT98.953.8654.84 | 3C-X
167   E  4S-E                    853.AQT97.98.A86 AQJT7642.63.T.J7 9.K842.AKQ4.KQT5 K.J5.J76532.9432 | 4S
168   E  6C-N                    K3.32.QT9.A86542 84.T74.AKJ8753.7 AQT2.AKJ5.2.QJ93 J9765.Q986.64.KT | 3D-X-4D-P-P-X-P-6C
169   E  4H-S                    T3.KJ72.AT74.652 Q.53.KQJ6532.943 K752.AQ984..AKT7 AJ9864.T6.98.QJ8 | 3D-3H-P-4H
170   E  4S-N                    AQ873.Q982.95.T2 62.AKJT543.63.43 KJT9.7.AKJT.AJ87 54.6.Q8742.KQ965 | 3H-X-P-3S-P-4S
171   E  5DX-E                   A6542.T532..JT84 Q9.J4.KQJT87643. K87.AKQ7.A9.AQ63 JT3.986.52.K9752 | 5D-X
172   E  5C-N                    Q96.7.Q872.JT983 KT4.KQJ98432.9.7 AJ82.A5.AJ43.AK6 753.T6.KT65.Q542 | 4H-X-P-5C
173   E  3D-N                    K643.K2.Q8764.K7 QT8.8.T3.AQT9543 A752.QJT5.AK9.86 J9.A97643.J52.J2 | 3C-X-P-3D
174   E  6C-N                    AK97.J42..KJ8762 63.AQT9875.72.QT J852.K.KQJ5.A543 QT4.63.AT98643.9 | 3H-X-4H-6C
175   E  6N-N                    Q982.KT6.KQ3.Q64 43.83.T6.AKJ9872 AKJ7.AQJ.AJ97.T5 T65.97542.8542.3 | 3C-X-P-3N-P-4N-P-6N
176   E  4D-N                    JT5.Q98.AT974.T6 AQ87632.J.2.Q843 9.AKT2.QJ85.AK72 K4.76543.K63.J95 | 3S-X-P-4D
177   E  4H-E                    Q876.32.AJ863.KJ 32.AKQ9854.94.T9 AT95.J7.KT72.AQ8 KJ4.T6.Q5.765432 | 3H-X-4H
178   E  3H-E                    T943.4.AK963.T72 J6.AQJ9632.J82.5 AK72.KT85.7.AKJ9 Q85.7.QT54.Q8643 | 3H
179   E  4DX-E                   AJT74.K83.K8.A83 65..AQT97642.J52 K982.AJ96.J3.KQT Q3.QT7542.5.9764 | 4D-P-P-X
