..\bba\OBAR_BIDS.pbn

                        -- Sorted by Board Number --
brd# dlr contract score  par     north            east             south            west             | auction...   | notes
---- --- -------- -----  ------  ---------------- ---------------- ---------------- ---------------- | ------------------------- 
16    E  4H-E      -650          AKQ962.98.JT9.93 54.AQT632.A8.AT2 JT83.74.Q54.KQ85 7.KJ5.K7632.J764 | 1H-P-2H-P-4H
17    E  2S-E      -170          8.Q985.KQ95.K972 AQJT63.A43.J2.Q8 975.KT72.A63.JT3 K42.J6.T874.A654 | 1S-P-2S
18    E  2S-E      -140          7.J64.AK9872.T76 AKJT9.KQT7.53.42 Q532.A983.T6.KJ3 864.52.QJ4.AQ985 | 1S-P-2S
19    E  3C-E      -130          543.AKJ76.K98.98 KQ92.543.73.AK54 AT76.QT98.QT6.73 J8.2.AJ542.QJT62 | 1C-P-3C
20    E  2H-E      -140          AQJ974.854.T74.Q KT83.AKQ97..T843 652.62.AQ62.A976 .JT3.KJ9853.KJ52 | 1H-P-2H
21    E  1S-E      -110          QT9.7.AK9765.T95 KJ853.K953..AK42 A7.AJ86.QT83.863 642.QT42.J42.QJ7 | 1S
22    E  2H-E      -170          953.6.Q53.AQ7654 Q72.AKT85.A72.T3 A84.Q732.86.KJ82 KJT6.J94.KJT94.9 | 1H-P-2H
23    E  2S-E      -140          JT.73.AQT754.975 KQ843.AJ2.J8.K83 962.QT96.K63.AJ6 A75.K854.92.QT42 | 1S-P-2S
24    E  2H-E      -170          J63.7.T63.AKJ652 KQ5.KJ943.KQ82.T 72.A865.AJ94.874 AT984.QT2.75.Q93 | 1H-P-2H
25    E  1N-W       -90          AK842.J64.Q54.62 J76.KQ3.AKT3.J97 QT3.AT87.J6.KT54 95.952.9872.AQ83 | 1D-P-1N
26    E  2S-E      -140          76.764.AKJ65.J83 KT985.AK2.9742.A AJ2.QJ53.T8.QT95 Q43.T98.Q3.K7642 | 1S-P-2S
27    E  3S-N       140          AQT862.T72.A5.T8 43.A43.KQ84.KJ97 K9.KQ86.T92.Q642 J75.J95.J763.A53 | 1D-P-1N-2S-3C-3S
28    E  2S-E      -110          J97.J82.98.AKJ65 KQ654.Q95.KQ72.9 T8.A73.A543.Q842 A32.KT64.JT6.T73 | 1S-P-2S
29    E  2S-E      -140          87.T83.AQT32.K53 AT954.KQ5.765.QJ QJ2.A9.K984.T974 K63.J7642.J.A862 | 1S-P-2S
30    E  2S-E      -110          2.JT54.J963.KQJ3 QJ986.KQ6.QT7.A2 AKT7.A92.82.T876 543.873.AK54.954 | 1S-P-2S
31    E  1N-W        50          KQJ7.KJ93.2.8642 A982.T64.AJ84.K9 65.Q52.KT65.AQ75 T43.A87.Q973.JT3 | 1D-P-1N
32    E  3DX-N      470          62.942.AQ953.KT6 AJ75.AKT65.J82.9 KQ94.J7.KT4.Q742 T83.Q83.76.AJ853 | 1H-P-2H-P-P-X-P-3D-X
33    E  2H-E      -140          J72.T9.AQ654.A72 A9.AJ7643.J8.KJ4 KQ63.52.K92.T865 T854.KQ8.T73.Q93 | 1H-P-2H
34    E  1N-W      -120          Q964.Q964.K.KT92 JT3.AJ2.AQ53.J73 AK87.853.J642.64 52.KT7.T987.AQ85 | 1D-P-1N
35    E  3H-E      -140          QT8.97.AKJT97.62 A52.AKQJ3.2.T853 K973.T52.Q64.KQ9 J64.864.853.AJ74 | 1H-P-P-2D-X-P-2H-P-P-3D-3H
36    E  2S-E      -110          5.QT9.AKJ754.JT3 A8643.A64.Q98.Q5 KQT7.8753.T3.A96 J92.KJ2.62.K8742 | 1S-P-2S
37    E  2S-E      -140          T8.AKJ85.542.QT3 AQJ54.32.Q3.K864 K62.QT96.AT76.52 973.74.KJ98.AJ97 | 1S-P-2S
38    E  3DX-S      470          A.Q763.QT97.QJ94 QT875.J.AJ6.AT32 6432.A98.K832.K5 KJ9.KT542.54.876 | 1S-P-2S-X-P-3D-P-P-X
39    E  2S-E      -140          63.KT6.AK8542.43 AKJ54.A74.3.JT86 Q72.532.T97.AQ72 T98.QJ98.QJ6.K95 | 1S-P-2S
40    E  2S-E      -170          96.AQT96.QT5.QJ5 AKJ53.42.A9.T876 T74.KJ53.7643.A9 Q82.87.KJ82.K432 | 1S-P-2S
41    E  2H-E      -140          8654.2.KJ63.KJT2 9.AT543.AT4.AQ95 KJT2.KQ97.Q97.87 AQ73.J86.852.643 | 1H-P-2H
42    E  2H-E      -140          85.T62.AKQJ54.94 Q43.AQ987.8.AJ83 A762.J3.T732.K76 KJT9.K54.96.QT52 | 1H-P-2H
43    E  2H-E      -140          A7.874.T93.AKT83 QJ32.AQT95.KJ7.2 KT65.K2.Q652.J76 984.J63.A84.Q954 | 1H-P-2H
44    E  3C-E      -110          AT976.JT42.A754. J85.KQ3.KJ8.KJ92 Q4.987.QT92.AT65 K32.A65.63.Q8743 | 1C-P-3C
45    E  2S-E      -140          9.K863.KJ92.QJ95 A8654..AQT54.K62 KQ73.J54.83.AT73 JT2.AQT972.76.84 | 1S-P-2S
46    E  1N-W       -90          AK532.A85.84.954 Q876.KJT9.AK6.72 JT.6432.Q732.KQ3 94.Q7.JT95.AJT86 | 1D-P-1N
47    E  2D-E       -90          J965.KJ92..A7543 KQ3.Q3.KQT65.962 A87.T764.J432.KQ T42.A85.A987.JT8 | 1D-P-1N-P-2D
48    E  2S-E      -170          54.AQT742.974.J2 QJ986.K9.KJ83.A5 AT7.J83.AQ62.976 K32.65.T5.KQT843 | 1S-P-2S
49    E  2H-E      -170          AQJ98.Q5.832.653 T4.AKJ73.K7.K974 7632.642.AQ94.QT K5.T98.JT65.AJ82 | 1H-P-2H
50    E  2S-E      -110          A.Q932.J532.Q952 QJT83.KJ6.AK8.84 K954.AT75.T7.K63 762.84.Q964.AJT7 | 1S-P-2S
51    E  3DX-S     -300          K742.3.AQ52.Q432 Q3.AK742.KJ3.965 T95.QJ98.9764.A7 AJ86.T65.T8.KJT8 | 1H-P-2H-X-P-3D-P-P-X
52    E  2D-E       -90          843.AQT63.75.A82 AQT.92.Q943.KQ94 KJ76.J87.A62.T75 952.K54.KJT8.J63 | 1D-P-1N-P-2C-P-2D
53    E  2S-E      -110          K85.J73.95.AQ743 AQJ73.AT94.Q76.6 T2.KQ6.AT32.JT98 964.852.KJ84.K52 | 1S-P-2S
54    E  3H-E      -140          75.JT9.AQJ74.T85 Q84.KQ865.T93.KQ KJ9.74.K865.A432 AT632.A32.2.J976 | 1H-P-2H-P-P-X-P-3D-P-P-3H
55    E  2H-E      -140          653.4.J75.AQJ873 K842.AJ853.A86.4 QJT7.KT62.KQ.T95 A9.Q97.T9432.K62 | 1H-P-2H
56    E  2H-E      -110          AQ87.5.K854.QT53 642.AJT832.9.AK7 K53.KQ7.QT72.J82 JT9.964.AJ63.964 | 1H-P-P-X-2H
57    E  2H-E      -110          AQ543.J4.QT9.J54 KT.AQ975.J843.Q6 9862.862.AK6.A32 J7.KT3.752.KT987 | 1H-P-2H
58    E  3D-E      -110          983.AK542.K6.762 AT2.973.QJ75.KQ3 KQ54.QJ86.T84.J8 J76.T.A932.AT954 | 1D-P-3D
59    E  3C-E        50          32.QT8.AQ932.JT2 A987.A652.KT.K84 KQJT.KJ73.854.93 654.94.J76.AQ765 | 1C-P-3C
60    E  2H-E      -110          8763.2.KQT8.KQ86 AQT.T9653.A94.A3 542.AKQ8.J732.92 KJ9.J74.65.JT754 | 1H-P-2H
61    E  2H-E      -140          JT9.963.65.AKT76 AQ6.KJT84.KT94.2 752.AQ.A873.J985 K843.752.QJ2.Q43 | 1H-P-2H
62    E  2S-E      -110          4.AK8532.QJT.543 KJT53.Q.9632.AQJ Q962.J97.A74.K62 A87.T64.K85.T987 | 1S-P-2S
63    E  2S-E      -140          QT.53.J97.AK9765 KJ632.K6.AQ42.83 A95.QT72.T863.Q4 874.AJ984.K5.JT2 | 1S-P-2S
64    E  1N-W       -90          Q87.863.94.AKJ54 JT65.AJT4.AK53.7 A94.K92.QJ8.9862 K32.Q75.T762.QT3 | 1D-P-1N
65    E  3S-E      -140          2.AQ53.JT73.A742 AQT85.J86.A9.K63 9764.T42.KQ52.Q8 KJ3.K97.864.JT95 | 1S-P-2S-X-XX-3D-3S
66    E  3S-N       140          AKJ74.T97.J75.J6 T.Q6542.K864.AK3 Q653.K3.AQ32.942 982.AJ8.T9.QT875 | 1H-P-2H-P-P-X-P-2S-P-P-3H-3S
67    E  2S-E      -140          Q4.T74.T8.AKJ964 JT865.AK6.A95.52 A72.985.K762.QT7 K93.QJ32.QJ43.83 | 1S-P-2S
68    E  2H-E      -110          AQT843.K72.9.JT3 K.QT983.QT6.KQ52 J96.64.AJ85.A987 752.AJ5.K7432.64 | 1H-P-2H
69    E  2H-E      -170          T95.A6.754.AQJT9 J7.KQJT93.A.K542 A632.84.KT983.73 KQ84.752.QJ62.86 | 1H-P-2H
70    E  2H-E      -140          AJ93.A.JT32.T873 Q.JT8643.K98.AQJ K87.Q95.A75.6542 T6542.K72.Q64.K9 | 1H-P-2H
71    E  2H-E      -140          AJT7.7.KT86.QJ64 93.A9642.Q97.AKT 54.QJ85.AJ4.9832 KQ862.KT3.532.75 | 1H-P-2H
72    E  2H-E      -170          AKJ42.852.74.KT9 T6.AQ976.AT65.A3 Q953.K4.982.J654 87.JT3.KQJ3.Q872 | 1H-P-2H
73    E  1N-W       100          J875.AJ76.6.KT52 AKQ4.T85.9873.A6 T6.K943.AKJ2.874 932.Q2.QT54.QJ93 | 1D-P-1N
74    E  3C-E      -110          T8754.KQT8.AQ93. AQ3.A4.75.QT6542 KJ9.9652.KT82.A3 62.J73.J64.KJ987 | 1C-P-1N-P-2C-P-P-X-3C
75    E  2D-E       -90          AQJ97.T98.A2.854 5.AQJ7.Q975.AJT2 K862.K543.JT4.Q6 T43.62.K863.K973 | 1D-P-1N-P-2C-P-2D
76    E  2S-E      -140          Q2.AQ943.852.J94 KT974.K6.KJ.KT63 A85.J75.T93.AQ87 J63.T82.AQ764.52 | 1S-P-2S
77    E  3C-E      -110          Q62.875.AQJ84.Q4 KJT.KQ42.63.KJ62 A853.JT3.KT95.73 974.A96.72.AT985 | 1C-P-3C
78    E  2S-E      -170          5.A854.A876.8743 AKQT74.73.Q.JT52 986.KQT9.K32.K96 J32.J62.JT954.AQ | 1S-P-2S
79    E  4C-N      -100          AT9.52.752.AKT93 KQ875.6.AQ643.J8 32.AKJ7.KT8.7654 J64.QT9843.J9.Q2 | 1S-P-2S-P-P-X-P-3C-3S-P-P-4C
80    E  4S-N       420          AKT872.T.J54.K74 94.AKJ653.K97.Q5 QJ65.Q72.A6.JT83 3.984.QT832.A962 | 1H-P-1N=1=-2S-3H-4S | Forcing 1NT
81    E  3C-E        50          Q94.432.AK9632.6 AT53.K97.Q4.A973 862.AQJ5.JT8.Q84 KJ7.T86.75.KJT52 | 1C-P-3C
82    E  3CX-N      670          6.Q73.K62.AQ9873 KQ542.86.A53.KJ4 AJ87.K5.J984.T52 T93.AJT942.QT7.6 | 1S-P-2S-3C-X
83    E  3C-E       100          AQ762.KT2.J8.862 K83.9765.AT3.KQ9 JT95.AJ4.9764.A3 4.Q83.KQ52.JT754 | 1C-P-3C
84    E  1N-W       -90          Q842.T432.A.AT42 A9.AKJ5.J876.853 KJT6.Q98.T954.KJ 753.76.KQ32.Q976 | 1D-P-1N
85    E  2S-E        50          AJ.T65.AQT84.732 K9543.AQJ.J92.Q8 QT7.987.753.AKJ4 862.K432.K6.T965 | 1S-P-2S
86    E  1N-W       100          QT75.KQ87.7.QT74 A642.42.AKJ9.J52 K8.AT96.8532.A83 J93.J53.QT64.K96 | 1D-P-1N
87    E  2S-E      -110          KJ9.98.AQT32.T96 AT876.6.K54.AQ87 54.AKT4.J987.J43 Q32.QJ7532.6.K52 | 1S-P-2S
88    E  2H-E      -170          K73.73.864.AKJ53 Q8.AT862.AK9.842 J965.Q94.QT7.Q96 AT42.KJ5.J532.T7 | 1H-P-2H
89    E  3S-E      -140          9.AQJ863.A53.T82 AKQT4.95.42.KQ93 J873.T.QT987.A54 652.K742.KJ6.J76 | 1S-P-2S-3H-3S
90    E  2S-E      -140          .AQT82.T752.KQ94 QJT965.K5.Q.A872 AK84.76.K94.JT63 732.J943.AJ863.5 | 1S-P-2S
91    E  3C-N       130          92.A5.J85.AQ8754 A8763.KJ93.K2.J3 KJT.T62.A764.KT6 Q54.Q874.QT93.92 | 1S-P-2S-3C
92    E  4S-N      -100          AKT865.JT.74.T95 97.AK9763.KJ.J76 J42.52.AT95.AQ43 Q3.Q84.Q8632.K82 | 1H-P-2H-P-P-X-P-4S
93    E  2S-E      -140          Q6.J73.AQT52.T84 AKT54.Q52.76.KJ9 932.A64.983.AQ32 J87.KT98.KJ4.765 | 1S-P-2S
94    E  2H-E      -140          A874..Q854.K9853 T93.AKQ873.JT.A2 K2.9642.A32.QJT7 QJ65.JT5.K976.64 | 1H-P-2H
95    E  3S-E      -170          Q87.852.AKJ94.62 KT652.K7.T.AQ853 93.AQJ3.7532.KJ7 AJ4.T964.Q86.T94 | 1S-P-2S-P-P-X-P-3D-3S
96    E  3C-N       110          754.QT5.82.AK865 KQJ63.AK62.T65.9 T8.J987.AK9.QT43 A92.43.QJ743.J72 | 1S-P-2S-P-P-X-P-3C
97    E  3H-E        50          Q82.T9.32.AKQ832 K643.KQJ53.K86.J AJ9.A42.T954.765 T75.876.AQJ7.T94 | 1H-P-2H-3C-3H
98    E  1N-W       -90          K862.KQ84.T.7632 AT75.532.KQ74.A9 QJ9.J76.A532.K85 43.AT9.J986.QJT4 | 1D-P-1N
99    E  3C-E      -110          A986.A864.7653.8 K75.K93.KJT.K932 QT4.JT72.Q98.AJ4 J32.Q5.A42.QT765 | 1C-P-3C
100   E  2S-E      -110          86.73.AKT963.QT8 AKJ94.Q.J85.J975 532.A865.Q4.A643 QT7.KJT942.72.K2 | 1S-P-2S
101   E  3C-E      -130          J65.JT9.AKT42.Q6 QT84.A863.9.AKJ8 K973.Q75.J653.94 A2.K42.Q87.T7532 | 1C-P-3C
102   E  2H-E      -110          874.J4.AQT97.Q97 AQ65.A9632.K6.J8 KJ9.QT7.J842.K52 T32.K85.53.AT643 | 1H-P-2H
103   E  2H-E      -110          AQ73.3.Q983.Q874 K9.KQT52.T2.KJ32 852.AJ98.76.AT65 JT64.764.AKJ54.9 | 1H-P-2H
104   E  1N-W       -90          974.AQ862.Q6.Q84 AJT3.K9.A854.JT3 KQ86.J543.972.K2 52.T7.KJT3.A9765 | 1D-P-1N
105   E  2H-E      -110          T75.JT.J64.AK972 A.K9432.AQ973.JT Q943.A76.KT8.Q65 KJ862.Q85.52.843 | 1H-P-2H
106   E  2H-E      -110          A96.32.AQ975.964 QT.AQJ765.84.A32 K852.K8.632.KJ85 J743.T94.KJT.QT7 | 1H-P-2H
107   E  2H-E      -170          T95.94.T73.AKQJT A4.AT7532.KJ64.4 KJ2.KQ.Q985.7632 Q8763.J86.A2.985 | 1H-P-2H
108   E  1N-W       -90          QT2.75.952.AQJT2 K95.AQ98.QT87.K4 AJ84.J642.A4.973 763.KT3.KJ63.865 | 1D-P-1N
109   E  1N-W       -90          754.963.AJ.AQ763 A93.KQ54.K864.JT K862.JT8.Q92.K84 QJT.A72.T753.952 | 1D-P-1N
110   E  2S-E      -140          65.T63.K53.AQ752 AK843.J74.A.9863 QJ2.KQ2.J984.JT4 T97.A985.QT762.K | 1S-P-2S
111   E  2S-E      -140          52.AKQT75.Q4.653 AKJ73.2.AJ52.JT7 864.J843.986.AK9 QT9.96.KT73.Q842 | 1S-P-2S
112   E  2S-E      -110          6.JT43.Q964.AJ95 AQ985.K852.J.Q43 KJT3.76.AKT8.T62 742.AQ9.7532.K87 | 1S-P-2S
113   E  3C-E      -130          73.AQT62.Q97.964 K964.J753.AJ.KJ7 AJ52.K984.T64.QT QT8..K8532.A8532 | 1C-P-3C
114   E  2H-E      -110          A875.4.QT75.K875 93.A8532.AK4.J94 QT2.QT96.32.AQ32 KJ64.KJ7.J986.T6 | 1H-P-2H
115   E  4SX-N      590          AQJ876.4.T94.A42 93.AKT93.AK87.T5 K542.Q765.3.J987 T.J82.QJ652.KQ63 | 1H-P-2H-2S-3H-3S-4H-4S-X
116   E  2H-E      -170          A6.643.983.AQJT6 .KJ975.AKQJ7.954 KT754.T8.T654.K7 QJ9832.AQ2.2.832 | 1H-P-2H
117   E  2S-E      -110          QT.J5.AQT732.954 KJ852.92.K64.AQ8 A76.K43.J98.JT63 943.AQT876.5.K72 | 1S-P-2S
118   E  2S-E      -140          .KQT8.AJ842.5432 AT9764.AJ4.K5.86 KQ83.963.Q976.QT J52.752.T3.AKJ97 | 1S-P-2S
119   E  2H-E      -200          AKJ642.T65.J2.T8 .AJ972.Q983.AK92 QT75.43.A76.Q764 983.KQ8.KT54.J53 | 1H-P-2H
120   E  2H-E      -110          83.K76.T32.AQJ65 T4.AJ532.AQ9.K84 K765.Q9.KJ75.T32 AQJ92.T84.864.97 | 1H-P-2H
121   E  2S-E      -110          Q5.JT5.AQT93.Q63 AJ964.A7.J5.K975 KT7.Q32.874.AJT8 832.K9864.K62.42 | 1S-P-2S
122   E  2D-E      -130          AT73.Q762.Q.KT53 K.AKT3.K76543.J6 Q9854.98.A8.9872 J62.J54.JT92.AQ4 | 1D-P-1N-P-2D
123   E  3C-E        50          93.962.AKJ875.Q7 J642.KQ75.6.AK32 AKQ7.T43.9432.T8 T85.AJ8.QT.J9654 | 1C-P-3C
124   E  2D-E      -130          K954.Q654.7.Q872 A32.J82.AKQ53.T4 QJ76.AKT7.J98.63 T8.93.T642.AKJ95 | 1D-P-1N-P-2D
125   E  2D-E      -130          AQT75.J74.A8.764 9.AQ32.KQ653.KT8 KJ43.986.T9.A952 862.KT5.J742.QJ3 | 1D-P-1N-P-2D
126   E  2S-E      -110          7.J75.J92.AQJ952 Q9643.AKT6.73.K4 KT52.Q92.AQ4.T63 AJ8.843.KT865.87 | 1S-P-2S
127   E  2S-E      -110          A7.T65.J6.AQT984 KQJ98.842.A7.K73 543.AKQ7.8542.J5 T62.J93.KQT93.62 | 1S-P-2S
128   E  4S-E      -620          .AJT5.9732.QJ985 AQT432.96.A5.A62 KJ76.87.KQ6.T743 985.KQ432.JT84.K | 1S-P-2S-P-4S
129   E  4H-E      -450          KQ943..J983.QJ92 .AK97654.K76.AT4 A752.T82.AQ.7653 JT86.QJ3.T542.K8 | 1H-P-2H-P-3S=1=-P-4C=2=-P-4H | Splinter | Cue bid, a !C stopper
130   E  1N-W       -90          AKT63.K32.84.J98 84.AQ84.J632.AQ6 QJ9.T976.QT7.K52 752.J5.AK95.T743 | 1D-P-1N
131   E  2D-E       -90          KJ87.KJT9.J.5432 A32.74.AQ63.KJ87 T95.AQ86.9875.AT Q64.532.KT42.Q96 | 1D-P-1N-P-2C-P-2D
132   E  1N-W       200          T97.AQJ85.A84.86 AKJ8.97.T72.AJ95 Q632.KT62.KQ5.32 54.43.J963.KQT74 | 1C-P-1N
133   E  2H-E      -110          AK9732.3.J86.J93 Q8.KJT765.T5.AK4 T64.AQ2.K742.Q75 J5.984.AQ93.T862 | 1H-P-2H
134   E  2H-E      -170          K92.75.76.AQT852 JT75.AKJ93.K942. A8.864.QT85.KJ63 Q643.QT2.AJ3.974 | 1H-P-2H
135   E  3C-E      -110          K764.K875.A943.2 AJT.A94.T76.KQT6 Q83.JT3.KQJ5.753 952.Q62.82.AJ984 | 1C-P-3C
136   E  3H-E        50          T862..AKT74.A654 KQ3.KQ8632.Q63.2 A95.AJT9.85.T873 J74.754.J92.KQJ9 | 1H-P-2H-X-P-3C-X-P-3H
137   E  2S-E      -140          43.J73.AKJT3.QT6 KJT876.K8.98.AK5 Q5.AT65.Q642.J74 A92.Q942.75.9832 | 1S-P-2S
138   E  2H-E      -140          AKQJ7.63.754.T85 52.AJT95.K6.KJ73 T984.Q82.Q32.AQ4 63.K74.AJT98.962 | 1H-P-2H
139   E  2S-E      -170          K74.AKT42.J98.95 AQ832.7.T3.AKJ62 T6.Q53.A764.T874 J95.J986.KQ52.Q3 | 1S-P-2S
140   E  3D-E        50          987.AQJT75.J.T72 QJ62.82.A632.KQ5 AK3.9643.9875.A8 T54.K.KQT4.J9643 | 1D-P-3D
141   E  2S-E      -110          J84.A75.65.AQT83 AKQ76.QJ8.T72.92 95.T643.AKQJ.765 T32.K92.9843.KJ4 | 1S-P-2S
142   E  3H-N       170          T75.AKT74.532.A2 98643.Q.AJ87.KQ7 AJ.8632.KQ4.J543 KQ2.J95.T96.T986 | 1S-P-P-2H-P-2S=1=-P-3H | Limit raise or better in !H
143   E  3C-E      -130          AQ984.A93.942.96 653.KJ72.AK7.K74 KJ72.Q85.Q85.T85 T.T64.JT63.AQJ32 | 1C-P-3C
144   E  1N-W       -90          K865.T964.8.A632 QT73.Q75.AKJ3.Q7 J2.AK32.7654.KT8 A94.J8.QT92.J954 | 1D-P-1N
145   E  3H-N       140          542.AK8542.K9.95 QT7.97.AT74.AKT2 KJ63.QJ6.Q83.Q63 A98.T3.J652.J874 | 1D-P-1N-2H-3C-3H
146   E  2S-E      -110          65.K93.54.AKT762 AKT82.AT2.J632.3 QJ4.Q874.KQT8.J5 973.J65.A97.Q984 | 1S-P-2S
147   E  1N-W       -90          T954.QJ73.K.QJ93 AQ8.A652.T954.A4 732.KT9.QJ63.K62 KJ6.84.A872.T875 | 1D-P-1N
148   E  2S-E      -140          T5.K94.AK865.T65 KQJ972.Q73.Q.Q74 64.AJT2.J97.KJ83 A83.865.T432.A92 | 1S-P-2S
149   E  3C-E        50          T763.KQ82.A962.5 AQ95.AT5.T75.QJ9 J42.9763.Q3.AK82 K8.J4.KJ84.T7643 | 1C-P-3C
150   E  2H-E      -140          AK82.Q.9654.QT97 J9.KT7642.AT2.A3 Q73.AJ3.Q73.8542 T654.985.KJ8.KJ6 | 1H-P-2H
151   E  2S-E      -140          42.AK985.Q98.953 KJ875.42.AJ72.KQ AQ3.T6.KT43.8764 T96.QJ73.65.AJT2 | 1S-P-2S
152   E  3C-E      -110          JT64.AT98.QJT5.K A95.Q42.A84.Q643 KQ73.KJ63.72.752 82.75.K963.AJT98 | 1C-P-3C
153   E  2D-E      -150          T9652.KT54..KQJ9 AQJ7.A2.K9652.86 K8.QJ76.Q874.T32 43.983.AJT3.A754 | 1D-P-1N-P-2D
154   E  2H-E      -140          AK9732.J7.754.JT 6.AT632.K9.AK976 QJ.Q94.AT62.Q432 T854.K85.QJ83.85 | 1H-P-2H
155   E  3H-E      -170          QJ75.2.AQ96.Q964 A863.KJ987.3.A73 K942.A543.JT.852 T.QT6.K87542.KJT | 1H-P-2H-X-P-2S-3H
156   E  2H-E      -140          AK632.82.853.943 75.QJ654.A974.AK JT4.KT3.KT2.QJ87 Q98.A97.QJ6.T652 | 1H-P-2H
157   E  2S-E      -140          4.7642.KJ97.AJT5 K9873.AKQJ.3.982 AQT6.853.Q5.Q763 J52.T9.AT8642.K4 | 1S-P-2S
158   E  4S-E      -450          9.AKT942.832.T95 A87652..KJ65.KQ8 KJ3.Q53.AT97.J63 QT4.J876.Q4.A742 | 1S-P-2S-P-4S
159   E  2H-E      -140          AJ63..KT863.Q752 T4.AKQT97.J9.K64 K9.8642.Q42.AJT8 Q8752.J53.A75.93 | 1H-P-2H
160   E  1N-W       -90          AKT64.T94.63.K96 J32.AKJ8.QJT2.Q3 Q97.Q32.754.A842 85.765.AK98.JT75 | 1D-P-1N
161   E  2H-E      -110          752.T6.AQ8652.K3 KJ6.AQ742.J7.J98 AQ94.KJ9.43.T764 T83.853.KT9.AQ52 | 1H-P-2H
162   E  2H-E      -110          QT53.9.T765.AQ82 KJ6.KQ754.KQ3.73 A97.AT63.42.KT54 842.J82.AJ98.J96 | 1H-P-2H
163   E  1N-W       -90          AQ762.73.A97.T92 KT.KJ98.KQ42.654 J985.QT52.J3.AQ8 43.A64.T865.KJ73 | 1D-P-1N
164   E  2H-E      -140          7532..KQ54.AJ853 Q4.AKQJ53.J98.72 AJ9.8742.T762.KT KT86.T96.A3.Q964 | 1H-P-2H
165   E  2S-E      -170          T.QJ64.AT86.Q972 AQJ965.A.753.K85 843.K52.K42.A643 K72.T9873.QJ9.JT | 1S-P-2S
166   E  2H-E      -170          AK9753.J.J92.T54 .AQT85.AT87.A982 J84.K972.KQ64.J3 QT62.643.53.KQ76 | 1H-P-2H
167   E  3C-E       100          873.72.AQ853.A76 A94.AJT5.964.K92 QJ52.Q943.KJ7.J4 KT6.K86.T2.QT853 | 1C-P-3C
168   E  1N-W        50          AKJ92.QJ9.98.962 874.K86.AJT3.KJT 653.AT54.Q75.A84 QT.732.K642.Q753 | 1D-P-1N
169   E  2H-E      -140          AQ85.T.QT52.Q864 K97.KQJ762.K76.7 642.A93.A43.K932 JT3.854.J98.AJT5 | 1H-P-2H
170   E  2S-E      -110          A83.AQ943.J5.T62 KQT75.KT6.Q.A953 J2.J872.KT86.Q84 964.5.A97432.KJ7 | 1S-P-2S
171   E  2S-E      -140          Q3.954.AQ432.Q94 AKJ76.Q87.T86.A2 T98.KT63.K.JT876 542.AJ2.J975.K53 | 1S-P-2S
