../bba/Responsive_Double_after_Overcall.pbn

                        -- Sorted by Board Number --
brd# dlr contract score  par     north            east             south            west             | auction...   | notes
---- --- -------- -----  ------  ---------------- ---------------- ---------------- ---------------- | ------------------------- 
17    W  3H-W                    Q8763.2.KJ84.AT6 T9.AK8.T753.9875 J5.964.AQ96.KJ42 AK42.QJT753.2.Q3 | 1H-1S-2H-X-P-3D-P-P-3H
18    W  1S-N                    KQT87.Q2.Q63.Q85 652.JT3.JT2.A763 93.K854.AK87.T94 AJ4.A976.954.KJ2 | 1C-1S
19    W  3H-W                    J85.J.QJ96.KQ962 T6.Q74.T842.AJ87 A932.532.AK53.53 KQ74.AKT986.7.T4 | 1H-P-2H-P-P-X-P-2S-3H
20    W  2S-W                    52.Q6.KQT87.QJ54 Q94.75.9653.A763 K87.K842.J4.KT98 AJT63.AJT93.A2.2 | 1S-P-2S
21    W  1S-N                    AKQ43.87.984.JT9 62.T54.QT73.A872 J8.AK62.A652.543 T975.QJ93.KJ.KQ6 | 1C-1S
22    W  2N-N                    Q72.JT962.Q9.AQ5 T94.Q4.J762.KJ86 K853.75.AKT4.943 AJ6.AK83.853.T72 | 1C-1H-2C-X-P-2N
23    W  1S-N                    KJ852.KQ9.JT.Q73 Q96.43.K762.JT42 4.A765.Q543.K985 AT73.JT82.A98.A6 | 1D-1S
24    W  3H-W                    543.2.KJT6.KQ643 JT82.A95.Q83.J97 AK97.843.A952.85 Q6.KQJT76.74.AT2 | 1H-P-2H-P-P-X-P-2S-3H
25    W  3H-N                    J9.AT93.42.AK875 KQT.J875.J953.43 743.KQ64.KT76.J9 A8652.2.AQ8.QT62 | 1S-2C-2S-X-P-3H
26    W  2S-W                    54.432.A97.AQT87 AT9.95.Q652.9532 Q86.AJ86.K843.J6 KJ732.KQT7.JT.K4 | 1S-P-2S
27    W  3S-W                    T.Q85.K632.AJT62 K98.J93.854.K943 6543.AT76.QJT7.Q AQJ72.K42.A9.875 | 1S-X-2S-P-P-X-P-3H-3S
28    W  3C-W                    AQ953.K975.A82.6 82.T6.KT975.A953 JT.QJ32.QJ64.QT4 K764.A84.3.KJ872 | 1C-1S-2C-P-P-2H-P-P-3C
29    W  2CX-W                   T95.K2.KQ852.QJ5 K8.T94.9763.A962 AQ76.QJ65.J4.843 J432.A873.AT.KT7 | 1C-1D-2C-X
30    W  2S-N                    KT4.A4.KQJ85.942 Q853.KJ6.9762.63 A976.T85.T3.KQ85 J2.Q9732.A4.AJT7 | 1H-2D-2H-X-P-2S
31    W  3H-W                    AQJ32.53.754.KJ7 T8654.A82.6.Q842 97.JT6.KQ93.AT96 K.KQ974.AJT82.53 | 1H-1S-3H
32    W  1S-N                    A9875.A875.QJ3.2 63.T.KT92.QJT543 Q2.KJ92.654.K976 KJT4.Q643.A87.A8 | 1D-1S
33    W  1N-N                    82.AQJ73.874.KQ2 T94.95.AJ63.J974 QJ65.T2.K52.AT63 AK73.K864.QT9.85 | 1D-1H-P-1S-P-1N
34    W  2S-N                    JT72.Q6.54.AKQT5 96.K73.KT92.9863 AQ54.T92.QJ83.J2 K83.AJ854.A76.74 | 1H-2C-2H-X-P-2S
35    W  3S-W                    K.874.J852.AKJT7 Q52.AQ53.T73.862 T43.KJT9.KQ96.95 AJ9876.62.A4.Q43 | 1S-P-2S-P-P-3C-P-P-3S
36    W  2H-W                    QJT43.J5.A97.K92 A852.A94.T63.T63 76.T83.KQJ4.QJ75 K9.KQ762.852.A84 | 1H-1S-2H
37    W  2H-N                    AJ9.T73.Q8.AQ753 64.Q52.KJT3.JT94 K753.K864.975.K6 QT82.AJ9.A642.82 | 1D-2C-2D-X-P-2H
38    W  2S-S                    AQT6.5.T52.KQ964 J873.AJ2.Q63.732 K542.K83.A987.85 9.QT9764.KJ4.AJT | 1H-X-2H-P-P-X-P-2S
39    W  4S-W                    T.K75.J964.AKJT5 AQ6.9432..987643 743.QJ86.A873.Q2 KJ9852.AT.KQT52. | 1S-X-2S-P-4S
40    W  3S-W                    2.KJ4.J985.KQJ83 A54.T872.A74.742 T86.AQ63.KT63.95 KQJ973.95.Q2.AT6 | 1S-X-2S-P-P-X-P-3H-3S
41    W  2S-N                    AKT93.94.863.K85 7654.KT5.742.A96 Q8.862.AQT5.QJ73 J2.AQJ73.KJ9.T42 | 1H-1S-2H-X-P-2S
42    W  3SX-W                   3.KJ2.T982.AQT43 A97.QT7.543.J952 JT2.A864.KJ76.K7 KQ8654.953.AQ.86 | 1S-X-2S-3H-3S-P-P-X
43    W  3D-W                    KJ632.AT4.J.Q854 T98.932.K986.KJ6 4.KQ76.T432.AT92 AQ75.J85.AQ75.73 | 1D-1S-2D-P-P-X-P-2H-3D
44    W  2H-W                    T93.K.KQ962.Q864 K6542.Q83.T3.K32 AQJ7.754.85.A975 8.AJT962.AJ74.JT | 1H-P-2H
45    W  3D-W                    KQ943.Q94.5.K874 J8.763.AT62.QJ32 T6.KJ82.Q93.AT95 A752.AT5.KJ874.6 | 1D-1S-2D-X-3D
46    W  2S-W                    Q3.Q964.AKJ97.95 T87.T53.T86.AQ82 K542.KJ82.54.K63 AJ96.A7.Q32.JT74 | 1C-1D-P-1H-1S-2H-P-P-X-P-2S
47    W  2S-W                    KT.8652.AK432.T8 QJ3.K943.T5.Q976 A54.QJT7.97.K532 98762.A.QJ86.AJ4 | 1S-P-2S
48    W  3H-W                    A752.5.J53.AJT92 T96.KJT.Q86.7654 QJ43.987.AT72.Q3 K8.AQ6432.K94.K8 | 1H-X-P-2S-3H
49    W  2S-N                    K9863.QT.K74.A85 T4.K85.Q9853.JT3 Q7.932.AJ62.K742 AJ52.AJ764.T.Q96 | 1H-1S-2H-X-P-2S
50    W  3DX-W                   T53.KJ82.8.AK942 742.Q97.K753.J87 AK96.A653.T96.65 QJ8.T4.AQJ42.QT3 | 1D-X-P-2D=1=-X-3C-3D-X | Strength cue bid
51    W  3C-N                    KT.AJ976.T4.QT86 652.QT5.K763.J95 A974.83.982.AK32 QJ83.K42.AQJ5.74 | 1D-1H-P-1S-P-2C-P-3C
52    W  2S-W                    87.8643.AQJT6.K7 A53.52.9872.A965 QT4.AJ97.54.QJT4 KJ962.KQT.K3.832 | 1S-P-2S
53    W  3N-N                    A8.Q92.764.AQT43 QJT.J.T93.KJ9762 973.A753.AJ52.85 K6542.KT864.KQ8. | 1S-2C-2S-X-P-2N-P-3N
54    W  2D-W                    QJ.AKT73.87.J542 632.QJ9.K954.Q97 A854.42.JT2.AT86 KT97.865.AQ63.K3 | 1D-1H-2D
55    W  2H-W                    KJ432.J.J94.AT72 QT6.Q63.K7632.64 7.9854.AQ85.QJ93 A985.AKT72.T.K85 | 1H-1S-2H
56    W  3H-W                    T964.A.842.AKT42 QJ32.QJ6.QT.8763 A875.432.A965.Q9 K.KT9875.KJ73.J5 | 1H-X-2H-P-P-X-P-2S-3H
57    W  3H-W                    K95.T.QJT84.AT42 T64.K72.K97632.5 AQ72.954.A5.QJ86 J83.AQJ863..K973 | 1H-X-2H-P-P-X-P-2S-3H
58    W  3S-W                    7.AT74.AK732.J93 K92.Q6.JT986.875 863.KJ85.Q4.KT64 AQJT54.932.5.AQ2 | 1S-X-2S-P-P-X-P-3H-3S
59    W  1N-W                    T9876.AT87.T.AQT J3.96.J8542.KJ65 K5.QJ42.AQ63.832 AQ42.K53.K97.974 | 1C-P-1D-P-1N
60    W  2S-W                    J5.J94.A32.KQT84 K93.KT732.754.96 842.AQ65.KT98.53 AQT76.8.QJ6.AJ72 | 1S-P-2S
61    W  2S-N                    KT4.QT963.98.KQ5 92.J85.QJ74.A974 AQ76.42.AT62.632 J853.AK7.K53.JT8 | 1C-1H-2C-X-P-2S
62    W  3S-W                    T3.A6.J962.AQT43 QJ6.QJT43.Q8.972 542.K852.AT53.K5 AK987.97.K74.J86 | 1S-P-2S-P-P-3C-3S
63    W  2S-N                    982.AQT62.A8.972 63.543.QJ93.KQ43 AQ54.J8.KT54.T85 KJT7.K97.762.AJ6 | 1C-1H-2C-X-P-2S
64    W  2H-N                    AT653.AQJ5.764.3 987.43.T532.AK42 Q.KT86.QJ98.QT97 KJ42.972.AK.J865 | 1C-1S-2C-X-P-2H
65    W  2S-S                    AT64.KJ972.Q8.T3 93.64.A963.K8762 K875.Q8.752.AQJ4 QJ2.AT53.KJT4.95 | P-P-P-1C-P-1H-P-1S-P-2S
66    W  2S-W                    Q8.Q95.T92.AKT62 K95.JT.K64.J9874 JT4.K732.QJ53.Q3 A7632.A864.A87.5 | 1S-P-2S
67    W  1N-N                    QT3.AKQ63.J8.T97 76.J82.AT73.J653 A542.9.9542.KQ42 KJ98.T754.KQ6.A8 | 1D-1H-P-1S-P-1N
68    W  2S-W                    84.K853.T9.AKJ54 K63.QJT.Q7542.86 975.A974.AJ83.93 AQJT2.62.K6.QT72 | 1S-P-2S
69    W  2S-N                    AQ543.AJT.74.JT3 82.964.KT96.KQ74 J6.K752.J83.A865 KT97.Q83.AQ52.92 | P-1S-P-1N=1=-P-2C-P-2S | Forcing 1NT
70    W  3H-W                    A963.T.AQT94.753 J85.K87.J8732.K6 KQT7.Q432.6.QJ98 42.AJ965.K5.AT42 | 1H-X-2H-P-P-X-P-2S-P-P-3H
71    W  2H-N                    KQJ32.J876.K2.T7 T75.T93.AJ87.J65 94.AKQ4.543.A943 A86.52.QT96.KQ82 | P-P-P-1C-P-1S-P-1N-P-2H
72    W  1D-W                    KJ98.84.QT.AJT64 4.762.KJ94.K9732 A632.KT93.765.Q5 QT75.AQJ5.A832.8 | 1D
73    W  1N-N                    Q96.AKT98.K3.T32 K82.653.QJ95.986 A543.J4.T76.KJ74 JT7.Q72.A842.AQ5 | 1D-1H-P-1S-P-1N
74    W  1N-N                    Q76.KJT96.Q98.K9 842.532.754.AQ52 KJ93.8.KJT3.J843 AT5.AQ74.A62.T76 | 1C-1H-P-1S-P-1N
75    W  3D-N                    AK985.T5.A643.63 T73.A63.952.K842 Q6.J92.QJT7.AT95 J42.KQ874.K8.QJ7 | 1H-1S-2H-X-P-3D
76    W  3H-N                    AQT82.QJ85.J8.97 74.974.QT65.A862 93.AT32.A432.QJ4 KJ65.K6.K97.KT53 | 1C-1S-P-1N-P-2H-P-P-X-P-3D-3H
77    W  1N-E                    QJ8.97.J63.AQ962 54.K86.AT95.JT85 KT92.QJT2.742.K7 A763.A543.KQ8.43 | 1D-P-1N
78    W  5H-W                    AQ8753.9.KJT96.7 2.K32.532.AT6432 K964.J64.Q4.QJ85 JT.AQT875.A87.K9 | 1H-2H=1=-4H-4S-P-P-5H | Michaels Cuebid
79    W  2S-W                    94.JT.K765.AQT97 Q63.KQ82.T98.532 872.A954.AQJ2.J8 AKJT5.763.43.K64 | 1S-P-2S
80    W  2S-N                    AKQT4.72.J632.54 752.K86.QT94.J62 96.J54.A875.KQ93 J83.AQT93.K.AT87 | 1H-1S-2H-X-XX-2S
81    W  3S-W                    42.J96.AQJ94.Q63 A83.75.KT62.JT42 QT6.AQT2.73.K875 KJ975.K843.85.A9 | 1S-P-2S-P-P-X-P-3H-P-P-3S
82    W  2S-W                    86.A7.QJT52.K642 QJ2.542.K976.953 543.KJ98.A8.QJT8 AKT97.QT63.43.A7 | 1S-P-2S
83    W  3C-N                    QJ954.3.A62.KQT6 8762.QJ4.KT74.75 3.AT72.QJ83.A982 AKT.K9865.95.J43 | 1H-1S-2H-X-P-3C
84    W  2S-N                    QJ763.K2.A94.QJ4 AT5.Q65.T32.T972 K9.T73.QJ86.K853 842.AJ984.K75.A6 | 1H-1S-2H-P-P-X-P-2S
85    W  3H-W                    AT5.T7.KQJ52.Q63 976.K95.AT87.J97 KQ83.843.93.AT85 J42.AQJ62.64.K42 | 1H-2D-2H-X-P-2S-3H
86    W  2H-W                    T2.97.AT84.AJT93 874.Q53.63.KQ842 AQJ9.642.KQ75.65 K653.AKJT8.J92.7 | 1H-P-2H
87    W  2S-W                    Q7.9742.AQJ95.Q4 K94.T.KT864.9532 A52.QJ83.72.KT86 JT863.AK65.3.AJ7 | 1S-P-2S
88    W  3CX-E                   Q987.AJ987.J5.A6 AT5.42.AT97.7532 KJ63.T5.Q63.QJT9 42.KQ63.K842.K84 | P-1H-P-1S-P-2S-P-P-X-P-3C-X
89    W  3D-N                    J3.Q4.T983.AKQT7 KT5.K95.764.9652 AQ94.JT8.QJ52.J4 8762.A7632.AK.83 | 1H-2C-2H-X-P-3D
90    W  3C-N                    J8642.K93.K.A874 T93.85.A543.K632 5.AJT4.Q986.QJT9 AKQ7.Q762.JT72.5 | 1D-1S-2D-X-P-3C
91    W  2S-N                    KQ3.J5.AT963.J75 JT4.987.Q52.A943 A852.KT43.K4.862 976.AQ62.J87.KQT | 1C-1D-2C-X-P-2S
92    W  3H-W                    J65.8.KT75.AQJT6 KQ93.KT3.982.982 AT42.976.AQ63.53 87.AQJ542.J4.K74 | 1H-X-2H-P-P-X-P-2S-3H
93    W  2C-N                    72.AKJ86.A9.9842 JT5.952.K652.Q73 A964.3.J743.KJ65 KQ83.QT74.QT8.AT | 1D-1H-P-1S-P-2C
94    W  4S-W                    6.K32.KQJ62.8543 QT8.98.AT98543.6 K973.AQJ4.7.KT92 AJ542.T765..AQJ7 | 1S-P-4S
95    W  1S-N                    A9764.QJT.A6.T43 Q5.854.T975.A872 J2.A763.QJ43.J65 KT83.K92.K82.KQ9 | 1C-1S
96    W  2H-W                    KQJ82.J3.K3.JT62 653.K42.T652.A85 94.T98.A984.KQ94 AT7.AQ765.QJ7.73 | 1H-1S-2H
97    W  4H-N                    KJ986.A984.97.Q6 T3.QT3.K853.J853 A5.KJ76.JT4.A974 Q742.52.AQ62.KT2 | P-P-P-1C-P-1S-P-1N-P-2H-P-3H-P-4H
98    W  3C-N                    J7.K76.AQJT6.QT7 K64.82.9754.A954 985.AJ53.82.KJ83 AQT32.QT94.K3.62 | 1S-2D-2S-X-P-3C
99    W  2S-S                    J85.J5.AKQ54.T52 642.K64.JT83.Q74 KQT3.T87.92.AK96 A97.AQ932.76.J83 | 1H-P-2H-P-P-X-P-2S
100   W  2H-N                    Q8.KJT97.KQ43.86 T52.Q52.982.AJ42 K743.63.AJT6.KT9 AJ96.A84.75.Q753 | 1C-1H-2C-X-P-2D-P-2H
101   W  2H-W                    AJ862.J.K984.J74 KT53.A42.62.T952 9.9863.QJ75.AQ63 Q74.KQT75.AT3.K8 | 1H-1S-2H
102   W  2H-W                    AT843.A3.K9.9532 K972.KT2.JT732.T J6.754.A854.KJ86 Q5.QJ986.Q6.AQ74 | 1H-1S-2H
103   W  2D-W                    875.AT64.T.AJT32 J63.982.KJ53.K94 AQ42.QJ73.874.76 KT9.K5.AQ962.Q85 | 1D-P-1N-P-2D
104   W  1N-N                    Q87.AQJ97.QT4.54 T53.T84.982.AQT8 AK92.6.K753.J963 J64.K532.AJ6.K72 | 1C-1H-P-1S-P-1N
105   W  2C-W                    J7.AT98.KQJ72.T3 QT6.Q63.653.KJ82 K842.KJ72.94.Q74 A953.54.AT8.A965 | 1C-1D-2C
106   W  1H-S                    Q832.AT8.Q.AJT43 94.753.KJT2.K765 KJ65.QJ92.964.Q9 AT7.K64.A8753.82 | 1D-X-P-1H
107   W  2H-W                    95.93.Q953.AKT62 T732.Q75.AT.8743 KQJ8.KJ8.K764.95 A64.AT642.J82.QJ | 1H-P-2H
108   W  2H-W                    A7642.Q7.K95.J93 T85.KJ6.QT764.T2 93.T93.AJ83.AK84 KQJ.A8542.2.Q765 | 1H-P-2H
109   W  3S-N                    T952.A2.A8.QJT54 J.T54.K964.K8763 A843.K986.7532.A KQ76.QJ73.QJT.92 | P-1C-P-1H-P-1S-P-3S
110   W  2H-S                    AQT83.K98.753.K4 J72.J64.J94.AT97 94.AQ75.KT82.652 K65.T32.AQ6.QJ83 | 1C-1S-2C-P-P-X-P-2H
111   W  3S-W                    3.QJ75.KJT54.A52 A85.T843.63.QT96 JT6.AK62.72.KJ84 KQ9742.9.AQ98.73 | 1S-X-2S-P-P-X-P-3H-3S
112   W  2S-S                    Q93.K6.J72.KQ542 T7542.QJ5.T6.A96 KJ86.T74.KQ53.73 A.A9832.A984.JT8 | 1H-P-2H-P-P-X-P-2S
113   W  2H-N                    T6.AQJ95.AT5.652 754.83.K987.K743 A932.K2.J62.QJT8 KQJ8.T764.Q43.A9 | 1D-1H-P-1S-P-1N-P-2H
114   W  2H-W                    QJ542.T6.AT64.K7 KT93.K43.Q73.532 87.J75.K985.AJ84 A6.AQ982.J2.QT96 | 1H-1S-2H
115   W  3S-S                    KQ75.KJT32.JT9.2 92.765.Q654.KJ87 A843.9.AK73.QT64 JT6.AQ84.82.A953 | 1C-1H-P-1S-P-2S-P-3S
116   W  2S-N                    QJ764.JT5.A.KJ96 T98.K92.KJ87.532 32.A743.963.AQ84 AK5.Q86.QT542.T7 | P-1S-P-1N=1=-P-2C-P-2S | Forcing 1NT
117   W  2H-W                    A753.53.AQ532.J6 JT6.QT6.KJT7.743 KQ92.982.86.AQT9 84.AKJ74.94.K852 | 1H-P-2H
118   W  2S-S                    JT94.9.J92.AQJ32 32.KT6.KQT64.864 K765.A843.A875.7 AQ8.QJ752.3.KT95 | 1H-P-2H-P-P-X-P-2S
119   W  2S-N                    KQ632.9.KQT9.762 T98.K76.42.KJ843 4.J542.AJ83.AQT5 AJ75.AQT83.765.9 | 1H-1S-2H-X-P-2S
120   W  3D-N                    K74.AK763.9873.4 982.T94.QT2.AQ86 QJ63.2.KJ54.K952 AT5.QJ85.A6.JT73 | 1C-1H-2C-X-P-3D
121   W  3HX-W                   743.7.AT94.AK652 K852.A54.52.T874 AQ96.JT82.QJ86.9 JT.KQ963.K73.QJ3 | 1H-X-2H-P-P-X-P-2S-P-P-3H-X
122   W  1N-N                    AT5.T93.AK986.Q5 843.854.Q74.AT93 KQ97.KJ72.T3.874 J62.AQ6.J52.KJ62 | 1C-1D-P-1H-P-1N
123   W  3H-S                    T64.JT97.3.AKQJ3 Q98.52.AQ85.6542 K532.K864.KJT.98 AJ7.AQ3.97642.T7 | 1D-X-P-1H-P-P-2D-2S-3D-3H
124   W  3H-W                    KQJT8.J3.9865.QJ A763.A54.T74.932 42.QT2.KQJ2.K875 95.K9876.A3.AT64 | 1H-1S-2H-X-P-2S-3H
125   W  2S-W                    T4.T654.A4.AKT75 QJ7.K92.T932.Q32 653.QJ83.KQ75.J4 AK982.A7.J86.986 | 1S-P-2S
126   W  2H-W                    9763.76.AKQ65.T4 KJT2.KT2.T98.J86 AQ54.983.J7.A752 8.AQJ54.432.KQ93 | 1H-P-2H
127   W  2N-S                    QT976.Q9.A5.AT43 832.853.QJT7.QJ2 J4.KT42.K43.K975 AK5.AJ76.9862.86 | 1D-1S-P-1N-P-2C-P-P-X-P-2D-2S-P-2N
128   W  2C-W                    KT54.K7.K7542.Q4 J96.932.Q83.A532 A832.AT85.J6.T98 Q7.QJ64.AT9.KJ76 | 1C-1D-2C
129   W  3CX-N                   Q653.96.A6.KQ532 T7.K87.742.AJ986 KJ98.432.KQ93.74 A42.AQJT5.JT85.T | 1H-P-2H-P-P-3C-X
130   W  3S-W                    9.JT98.A83.AKQ98 KT6.7.QJT42.T654 Q74.K652.K965.J7 AJ8532.AQ43.7.32 | 1S-X-2S-P-P-X-P-3H-3S
131   W  2SX-W                   8.J83.AQJ62.QT87 KQT.T95.8753.J95 AJ54.K764.4.K632 97632.AQ2.KT9.A4 | 1S-X-P-2H-P-P-2S-X
132   W  2C-W                    KJ987.J6.K83.K93 653.K32.T65.A752 42.A987.AJ74.T86 AQT.QT54.Q92.QJ4 | 1C-1S-2C
133   W  2S-W                    43.A975.AQT72.T6 QT9.T4.9543.A974 J82.KJ82.K8.KJ83 AK765.Q63.J6.Q52 | 1S-P-2S
134   W  2S-S                    QJ74.K8543..A432 T98.QT2.KJ83.T96 K653.J.T742.KQJ7 A2.A976.AQ965.85 | 1D-1H-P-1S-P-2S
135   W  2H-W                    K9764.Q.KT6432.Q QJT852.K62..9763 A.JT75.QJ98.K842 3.A9843.A75.AJT5 | 1H-P-2H
136   W  3S-W                    84.QJT3.Q7.AQ963 KQ5.642.K532.754 JT7.A987.A964.82 A9632.K5.JT8.KJT | 1S-P-2S-P-P-3C-3S
137   W  3C-N                    T8.K5.AJT7.KJT75 Q43.T64.Q62.Q984 952.QJ93.K954.A6 AKJ76.A872.83.32 | 1S-2C-2S-X-P-3C
138   W  3D-W                    QT3.KT87.5.KQ654 975.A9.AT82.T987 KJ64.QJ64.Q43.J3 A82.532.KJ976.A2 | 1D-X-P-1H-P-P-1N-2S-P-P-3D
139   W  1N-E                    63.A832.63.KQT96 942.J9.AJT5.8532 AQJ7.KT54.Q82.J7 KT85.Q76.K974.A4 | 1D-P-1N
140   W  1N-E                    T4.T752.75.AKQ96 953.J9.AQ64.T842 K876.AK43.J83.75 AQJ2.Q86.KT92.J3 | 1D-P-1N
141   W  2S-W                    J6.A97.T98.AQ752 A74.864.Q632.943 953.QJT3.A754.KT KQT82.K52.KJ.J86 | 1S-P-2S
142   W  3H-W                    KQT62.K.T742.Q43 983.QJ7.KQ95.T82 7.T962.AJ86.AJ76 AJ54.A8543.3.K95 | 1H-1S-2H-X-P-3D-3H
143   W  3H-W                    K8652.5.Q52.AJT4 J73.QT2.AJ94.852 T9.A97.KT73.K763 AQ4.KJ8643.86.Q9 | 1H-1S-2H-X-P-2S-3H
144   W  1N-N                    754.QJ2.AKT62.86 JT3.T64.954.AJ42 KQ82.A973.87.Q97 A96.K85.QJ3.KT53 | 1C-1D-P-1H-P-1N
145   W  3H-W                    432.2.AQJ62.QJT9 Q865.A96.54.7654 KJT7.JT84.7.A832 A9.KQ753.KT983.K | 1H-X-2H-P-P-X-P-2S-3H
146   W  2D-W                    J93.KQ973.T5.KJ8 852.JT8.AQ82.932 KQ74.62.964.A765 AT6.A54.KJ73.QT4 | 1D-1H-2D
147   W  5CX-S                   5.K.KQ932.JT9765 QT42.AT9.J8654.2 K976.J87.T7.AK84 AJ83.Q65432.A.Q3 | 1H-2N=1=-P-3C-P-P-3H-4C-4H-5C-X | Unusual 2NT
148   W  2H-N                    53.KQ962.JT7.KJT Q64.J43.542.A652 A982.T5.AQ96.973 KJT7.A87.K83.Q84 | 1C-1H-2C-X-P-2H
149   W  2D-W                    9754.A8643.Q3.A2 AT.JT9.KT62.T987 KQ62.75.J98.QJ53 J83.KQ2.A754.K64 | 1D-1H-2D
150   W  4S-N                    AQJ832.K8432.J.8 75.QJ9.K853.7643 KT96.A.9762.AJT5 4.T765.AQT4.KQ92 | P-1S-P-2N=1=-P-3C=2=-P-4S | Jacoby 2NT | Shortness  !C
151   W  2H-W                    QJ863.76.AQJ9.84 T94.AK8.T65.7632 K2.T95.K832.KT95 A75.QJ432.74.AQJ | 1H-1S-2H
152   W  3S-W                    86.54.KJ72.AQT82 AT7.87.T63.KJ974 932.KJ62.AQ85.53 KQJ54.AQT93.94.6 | 1S-P-2S-P-P-3C-X-P-3S
153   W  2H-N                    KJT63.K972.AJ.86 542.3.K875.KJ972 8.AJ64.T643.A543 AQ97.QT85.Q92.QT | 1D-1S-2D-P-P-2H
154   W  3H-W                    AJT96.T.KQ6.9762 K54.Q65.T9752.Q5 83.K82.AJ83.KT43 Q72.AJ9743.4.AJ8 | 1H-1S-2H-X-P-3C-P-P-3H
155   W  3S-W                    7.7542.KQJ83.KT2 KT9.KJT3.9642.J4 J43.A986.T7.AQ95 AQ8652.Q.A5.8763 | 1S-P-2S-P-P-X-P-3H-3S
156   W  3S-W                    6.QJ73.Q98.AQT62 A75.T42.T75.K954 J82.A965.A432.J7 KQT943.K8.KJ6.83 | 1S-X-2S-P-P-X-P-3H-3S
157   W  1N-E                    J6.QT72.Q3.AQJ87 Q84.86.A762.T632 KT93.AJ43.J98.54 A752.K95.KT54.K9 | 1D-P-1N
158   W  2S-S                    AQ94.AJ976.96.T4 8.K53.KT72.98752 KT63.Q4.J85.KJ63 J752.T82.AQ43.AQ | 1D-1H-P-1S-P-2D=1=-X-XX-P-2S | Limit raise or better in !S
159   W  1S-N                    AT954.Q6.Q95.A42 J73.T52.T72.KQT7 82.A987.KJ86.J53 KQ6.KJ43.A43.986 | 1C-1S
160   W  2C-W                    KT863.A63.JT9.Q7 Q72.842.Q75.A854 J4.KT75.A862.JT9 A95.QJ9.K43.K632 | 1C-1S-2C
161   W  3D-N                    J2.KJ8.543.AK963 K84.6.KT92.J8742 T93.A753.AJ86.T5 AQ765.QT942.Q7.Q | 1S-2C-2S-X-P-3D
162   W  4C-N                    AT.T9.AQJT9.7532 Q75.Q54.K8652.64 KJ63.K73.74.KT98 9842.AJ862.3.AQJ | 1H-2D-2H-X-P-3C-P-3D-P-4C
163   W  1N-N                    A98.85.KJ876.Q32 Q72.762.T53.A987 KJ63.KJT3.92.KJT T54.AQ94.AQ4.654 | 1C-1D-P-1H-P-1N
