../bba/Opps_Takeout_X_We_XX.pbn

                        -- Sorted by Board Number --
brd# dlr contract score  par     north            east             south            west             | auction...   | notes
---- --- -------- -----  ------  ---------------- ---------------- ---------------- ---------------- | ------------------------- 
42    S  4H-S                    K842.K2.KJ73.K85 Q95.964.962.JT76 A76.AQJT875.54.4 JT3.3.AQT8.AQ932 | 1H-X-XX-2C-4H
43    S  1N-S                    A2.K9.J983.Q9843 K953.Q8742.652.5 QT74.AJ653.7.KJ2 J86.T.AKQT4.AT76 | 1H-X-XX-1S-1N
44    S  2S-N                    KQJ942.Q9.76.KT6 T53.J8742.93.Q74 A.KT653.KJ852.85 876.A.AQT4.AJ932 | 1H-X-XX-P-1N-P-2S
45    S  2CX-E                   A87632.63.AQ975. 54.QT985.T.AT985 T.AKJ72.32.K7432 KQJ9.4.KJ864.QJ6 | 1H-X-XX-2C-X
46    S  2N-S                    AT.K.QJT542.QJ94 872.T76432.73.62 QJ95.AQ985.K8.87 K643.J.A96.AKT53 | 1H-X-XX-P-1N-P-2N
47    S  3C-N                    A2.4.T62.AKT9876 9543.JT732.J95.3 J76.AQ9865.A4.J5 KQT8.K.KQ873.Q42 | 1H-X-XX-1S-2H-P-3C
48    S  4H-S                    AK2.A6.JT865.T64 J983.8542.42.972 765.KQJT93.K.QJ5 QT4.7.AQ973.AK83 | 1H-X-XX-1S-2H-P-4H
49    S  2N-S                    QJ3.K3.873.AKT62 T85.T6542.Q54.53 964.AQ987.AJ92.9 AK72.J.KT6.QJ874 | 1H-X-XX-P-1N-P-2N
50    S  4SX-E                   A32.T4.K64.A8765 J9864.Q875.J97.3 K7.KJ9632.AT5.J9 QT5.A.Q832.KQT42 | 1H-X-XX-1S-2H-P-4H-4S-X
51    S  3S-S                    AJ.A43.JT943.762 87654.J862.85.K8 KQT92.T9.K7.A943 3.KQ75.AQ62.QJT5 | 1S-X-XX-2H-3C-P-3S
52    S  1N-S                    8.8765.K62.AKT73 K75432.942.J73.J AJT96.AKT.T84.92 Q.QJ3.AQ95.Q8654 | 1S-X-XX-P-1N
53    S  4S-S                    9.AK6.QT843.Q983 J643.Q732.J52.65 AQT8752.JT9..KJ7 K.854.AK976.AT42 | 1S-X-XX-2H-4S
54    S  2CX-W                   KQ862.6.A75.J874 975.T987.KJ3.653 43.AKQJ432.Q64.T AJT.5.T982.AKQ92 | 1H-X-XX-P-P-2C-X
55    S  4S-S                    T8.J97.K74.AQT82 J954.K3.8632.965 AKQ762.T852.A5.4 3.AQ64.QJT9.KJ73 | 1S-X-XX-2D-3H-P-3N-P-4S
56    S  4S-S                    Q843.Q9.AK86.T32 T7.8642.972.Q987 K952.AKJT73.J5.4 AJ6.5.QT43.AKJ65 | 1H-X-XX-2C-2S-P-4S
57    S  3N-N                    AQ.J9754.Q85.Q86 86543.KQT6.T73.5 KJT92..KJ2.KT932 7.A832.A964.AJ74 | 1S-X-XX-2H-3C-P-3N
58    S  4H-S                    Q7.Q3.KJ8.AKJ984 J43.T762.T9432.2 K9652.AK9854.5.T AT8.J.AQ76.Q7653 | 1H-X-XX-2D-2S-P-3N-P-4H
59    S  3C-S                    KJ.A54.K9654.T86 97632.876.T32.53 AQT85.QJT2..AJ42 4.K93.AQJ87.KQ97 | 1S-X-XX-P-1N-P-2D-P-3C
60    S  2CX-E                   KQT8.54.AQT542.5 962.K8632..T8632 54.AQJT7.KJ6.J74 AJ73.9.9873.AKQ9 | 1H-X-XX-2C-X
61    S  2DX-E                   9742.A9.KJ43.K95 J.JT843.T872.J63 AT53.KQ765.5.Q87 KQ86.2.AQ96.AT42 | 1H-X-XX-2D-P-P-X
62    S  1N-S                    65.AQ7.KQ54.J973 T9842.KJ4.832.T8 KQJ73.863.9.KQ62 A.T952.AJT76.A54 | 1S-X-XX-P-1N
63    S  2N-S                    KT765.7.AJ98.QJ6 J98.Q9653.T3.T75 3.AKJ842.Q542.K9 AQ42.T.K76.A8432 | 1H-X-XX-P-P-2C-2S-P-2N
64    S  2DX-E                   K2.KQT53.T5.AJ75 T9864.74.8762.86 AQ753.J6.K43.QT4 J.A982.AQJ9.K932 | 1S-X-XX-2D-X
65    S  4S-S                    A3.KQT96.T8542.J J987.5.A.T987643 KQT642.872.76.AK 5.AJ43.KQJ93.Q52 | 1S-X-XX-2C-2S-P-4S
66    S  2N-N                    2.KQJ62.QJ74.QT6 QJT654.943..J542 AK873.8.T862.A97 9.AT75.AK953.K83 | 1S-X-XX-2C-2D-P-2N
67    S  4H-S                    A954.72.K74.KJ94 J762.T64.AT92.83 T8.AKQJ985.J5.62 KQ3.3.Q863.AQT75 | 1H-X-XX-1S-4H
68    S  4S-S                    AQ.KJT742.765.83 J863.63.K43.Q976 KT9754.Q.AQT8.54 2.A985.J92.AKJT2 | 1S-X-XX-2C-2S-P-3S-P-4S
69    S  4S-S                    A2.K72.QT.QT7652 K954.853.8743.43 QT8763.AT9.AK92. J.QJ64.J65.AKJ98 | 1S-X-XX-2D-2S-P-4S
70    S  4S-S                    K3.AQ72.J98.QT84 76.K93.T76432.96 AQJT9542.T54..A5 8.J86.AKQ5.KJ732 | 1S-X-XX-2D-4S
71    S  4S-S                    JT.QT.AJT732.QT3 952.A965.984.J64 AK87643.K42.5.97 Q.J873.KQ6.AK852 | 1S-X-XX-2H-4S
72    S  2DX-W                   .K85.AQJ9762.QT9 QT7652.JT7.T.872 AKJ984.632..A653 3.AQ94.K8543.KJ4 | 1S-X-XX-P-P-2D-X
73    S  6S-S                    JT.AQJ65.T.AJ643 76.K82.6543.9752 KQ985432.4.A97.Q A.T973.KQJ82.KT8 | 1S-X-XX-2C-4S-P-4N-P-5S=1=-P-6S | A=2/5 or 5/5, Q(S)=1
74    S  3N-N                    AQ8432.A5.Q.J864 K7.T8732.52.9752 6.KQJ94.K9843.Q3 JT95.6.AJT76.AKT | 1H-X-XX-2C-2D-P-3N
75    S  4S-S                    A7.QT986.A64.KJ6 T42.J3.T97532.T2 KQJ9865.A4.Q.543 3.K752.KJ8.AQ987 | 1S-X-XX-2D-4S
76    S  4H-S                    AT543.T.AJ.KJ874 J2.8743.T9854.T9 98.AQJ9652.K3.Q2 KQ76.K.Q762.A653 | 1H-X-XX-2D-4H
77    S  4H-S                    AJ852.85.A4.JT43 T.QT76.Q973.9652 K764.AJ9432.KT.7 Q93.K.J8652.AKQ8 | 1H-X-XX-2C-2H-P-4H
78    S  3N-S                    863.9.AJ865.AQ82 T52.T8742.T7.JT7 QJ7.AQJ653.KQ.64 AK94.K.9432.K953 | 1H-X-XX-P-P-1S-2D-P-3N
79    S  2H-S                    A5.AQ76.T9654.86 KT962.T3.Q8.7532 J8743.J952.AK.K4 Q.K84.J732.AQJT9 | 1S-X-XX-2C-2H
80    S  1N-S                    AQ.J765.J75.Q753 KT843.942.84.JT4 J9652.AK.KQ632.8 7.QT83.AT9.AK962 | 1S-X-XX-P-1N
81    S  4S-N                    AKT42.6.T943.AT3 .QJ984.J87.J9752 8753.AKT732.A2.4 QJ96.5.KQ65.KQ86 | 1H-X-XX-2C-2H-P-2S-P-4S
82    S  4S-S                    5.AT72.KT654.K62 QJ84.Q864.8.8743 AKT97632.K.Q3.T5 .J953.AJ972.AQJ9 | 1S-X-XX-2H-4S
83    S  2DX-E                   AJT864.Q.T32.K72 Q.T86532.K764.T3 97.AKJ97.QJ9.J64 K532.4.A85.AQ985 | 1H-X-XX-2D-X
84    S  4H-S                    AJT.J.Q52.AT9865 4.T8763.J73.K743 Q8762.AKQ942.94. K953.5.AKT86.QJ2 | 1H-X-XX-2C-2S-P-3N-P-4H
85    S  3N-S                    QJ98.K.9432.KJ43 743.JT976.65.862 AT.AQ8432.A87.T9 K652.5.KQJT.AQ75 | 1H-X-XX-P-P-1S-X-P-3N
86    S  3N-N                    Q6.965.AKT85.Q87 T7532.QJ8..96432 AJ984.KT74.J42.A K.A32.Q9763.KJT5 | 1S-X-XX-2C-2H-P-2N-P-3N
87    S  3N-S                    KJ.J53.KQ985.732 Q8763.T742.T4.86 AT542.A6.A76.QT4 9.KQ98.J32.AKJ95 | 1S-X-XX-2H-3N
88    S  3S-N                    KQJT76.83.QT5.KJ 943.QT974.J6.T32 8.AKJ62.A93.8654 A52.5.K8742.AQ97 | 1H-X-XX-P-1N-P-2S-P-2N-P-3S
89    S  1N-S                    AQ74.J5.J982.K72 93.KT932.T74.654 KJ62.Q8764.A.Q93 T85.A.KQ653.AJT8 | 1H-X-XX-P-1N
90    S  4H-S                    AQ52.J5.QT74.J72 963.QT9.J98.Q864 J7.AK87643.A.T53 KT84.2.K6532.AK9 | 1H-X-XX-2C-4H
91    S  4S-S                    KQ65.84.53.AQT65 3.76532.AT6.9732 A942.AKJT9.972.4 JT87.Q.KQJ84.KJ8 | 1H-X-XX-2C-2S-P-4S
92    S  4H-S                    832.K.KQT53.A932 74.9763.J9874.T5 AKT5.QJT8542..Q4 QJ96.A.A62.KJ876 | 1H-X-XX-2D-4H
93    S  4S-S                    A7.AK983.J9874.7 T863.64.63.J8542 KQJ954.J2.A52.K9 2.QT75.KQT.AQT63 | 1S-X-XX-2C-2S-P-4C=1=-P-4H-P-4S | Splinter
94    S  4H-S                    K943.82.AT63.K62 85.7653.Q975.JT5 QJT.AKQJT9.82.98 A762.4.KJ4.AQ743 | 1H-X-XX-2D-2H-P-3H-P-4H
95    S  4H-S                    AKQ874.87.Q95.Q5 J93.T65.T74.9763 5.AKJ9432.863.K8 T62.Q.AKJ2.AJT42 | 1H-X-XX-2C-4H
96    S  3N-S                    K3.52.A7654.AJ43 87654.T643.T3.65 AQT92.AQ7.Q92.97 J.KJ98.KJ8.KQT82 | 1S-X-XX-2H-3N
97    S  4H-S                    J932.A4.Q432.AT2 7.T92.9765.K9864 AQ85.KQJ8763.J.5 KT64.5.AKT8.QJ73 | 1H-X-XX-2C-4H
98    S  2H-S                    KQ65.6.9873.AJ73 743.JT543.T652.Q 98.KQ9872.AK.T62 AJT2.A.QJ4.K9854 | 1H-X-XX-2D-2H
99    S  2N-S                    AJ764.KJ.Q5.J963 93.T6532.J73.QT2 T5.AQ874.K862.K8 KQ82.9.AT94.A754 | 1H-X-XX-P-1N-P-2S-P-2N
100   S  4H-S                    7.QJ97.KQ95.Q753 J98643.2.JT3.T64 AKQT52.AT65.8.92 .K843.A7642.AKJ8 | 1S-X-XX-P-P-2D-X-P-3H-P-4H
101   S  4S-S                    95.AJ97.KT98.Q85 8642.53.74.97432 AKQJ73.Q82.QJ3.T T.KT64.A652.AKJ6 | 1S-X-XX-2C-4S
102   S  2HX-E                   KT.96.Q8765.KQ43 J874.8742.92.J98 A96532.KJ5.K4.AT Q.AQT3.AJT3.7652 | 1S-X-XX-2H-X
103   S  4H-S                    AKJ94.Q3.864.Q73 T2.J94.JT975.JT4 87.AKT8765.A2.95 Q653.2.KQ3.AK862 | 1H-X-XX-2D-4H
104   S  4S-S                    QT.AT432.QJ32.J8 9873.J65.65.K752 AKJ652.Q7.KT.T94 4.K98.A9874.AQ63 | 1S-X-XX-2C-2S-P-3S-P-4S
105   S  1N-S                    A8.KJ65.QT96.983 KT943.842.75.T64 J7652.AT.KJ8.K52 Q.Q973.A432.AQJ7 | 1S-X-XX-P-1N
106   S  2N-S                    98.Q4.AKJ742.Q94 75432.982.Q6.T72 AKJT6.T765.T.A65 Q.AKJ3.9853.KJ83 | 1S-X-XX-P-1N-P-2N
107   S  4H-S                    QJT9.KJ.AKT9.953 543.T987.7532.42 82.AQ6532.J.KQJT AK76.4.Q864.A876 | 1H-X-XX-2D-2H-P-4H
108   S  4S-S                    54.AKJT92.6.QT87 QJ982.3.8432.J52 AKT763.54.KQJ.96 .Q876.AT975.AK43 | 1S-X-XX-2D-2S-P-4S
109   S  4H-S                    KQ76.J.742.KJ873 J8542.Q42.K85.94 .AKT98763.63.AT6 AT93.5.AQJT9.Q52 | 1H-X-XX-1S-4H
110   S  2N-S                    65.K6543.K5.AT98 J9872.AT.T72.642 AQT43.Q2.J93.K75 K.J987.AQ864.QJ3 | 1S-X-XX-P-1N-P-2H-P-2N
111   S  4S-S                    .AKT984.K986.J63 Q8632.J.T72.8542 AKJT974.76.Q5.Q9 5.Q532.AJ43.AKT7 | 1S-X-XX-2C-4S
112   S  2N-S                    73.KJ963.AKJ4.53 QT9542.T74.2.T97 AKJ86.5.8765.A86 .AQ82.QT93.KQJ42 | 1S-X-XX-P-1N-P-2H-P-2N
113   S  4S-N                    QT986.Q.AT65.KQ5 7.T98752.432.963 A32.AK643.J97.T7 KJ54.J.KQ8.AJ842 | 1H-X-XX-P-1N-P-2S-P-3S-P-4S
114   S  3N-S                    Q8.AT43.742.A652 J9653.65.J863.J9 KT742.KJ7.AK.874 A.Q982.QT95.KQT3 | 1S-X-XX-2D-3N
115   S  4H-S                    KJ9874.T5.K9.A85 632.432.Q732.732 .AKQ9876.86.KJ94 AQT5.J.AJT54.QT6 | 1H-X-XX-2D-4H
116   S  4S-S                    93.752.KQ8.KQJ54 A65.43.JT964.T97 KQJT872.AJT8.3.6 4.KQ96.A752.A832 | 1S-X-XX-2D-4S
117   S  4H-S                    K652.AK.875.AT97 T94.7654.43.J654 QJ.JT9832.AK96.2 A873.Q.QJT2.KQ83 | 1H-X-XX-2C-2H-P-4H
118   S  2CX-E                   J98752.K7.AK86.7 T.JT632.J75.JT53 A3.Q9854.T9.AQ64 KQ64.A.Q432.K982 | 1H-X-XX-2C-X
119   S  4H-S                    K73.76.KQJ63.JT2 98652.T92.T5.854 T.KQJ8543.A.AK63 AQJ4.A.98742.Q97 | 1H-X-XX-1S-3C-P-3N-P-4H
120   S  2D-N                    J875.3.AK762.A54 942.JT765.94.T73 K3.AKQ9842.JT.98 AQT6..Q853.KQJ62 | 1H-X-XX-P-P-2C-2D
121   S  2HX-E                   4.762.KQJ.KQT952 J98732.QT54.T6.8 AKQ65.KJ8.984.74 T.A93.A7532.AJ63 | 1S-X-XX-2H-X
122   S  3N-N                    J3.KJ4.AT975.Q94 97542.97.QJ32.J7 AKQT6.T532.4.K53 8.AQ86.K86.AT862 | 1S-X-XX-2D-2H-P-2N-P-3N
123   S  4S-S                    97.AQ852.4.AT872 T843.74.98653.K9 AKQJ62.T9.QJT.43 5.KJ63.AK72.QJ65 | 1S-X-XX-2D-2S-P-4S
124   S  4H-S                    Q754.K2.J732.A85 83.J854.K9654.T9 AK6.AT9763..Q642 JT92.Q.AQT8.KJ73 | 1H-X-XX-2D-2H-P-3H-P-4H
125   S  5S-S                    J.KT6.JT852.AQJ9 943.Q987432.7.T4 AKQT8652..K6.876 7.AJ5.AQ943.K532 | 1S-X-XX-2H-4S-P-P-5H-5S
126   S  4S-S                    A2.Q942.KQ76.972 Q986.73.94.JT543 KJT543.KT6.53.KQ 7.AJ85.AJT82.A86 | 1S-X-XX-2C-2S-P-4S
127   S  2N-S                    72.K6.A652.A9543 T64.T9875.843.K7 KQJ5.QJ432.J97.Q A983.A.KQT.JT862 | 1H-X-XX-P-1N-P-2C-P-2S-P-2N
128   S  4H-S                    AJ8764.Q2.AT85.Q T32.T753.97642.3 K.AK9864..KJ9842 Q95.J.KQJ3.AT765 | 1H-X-XX-2D-3C-P-3N-P-4H
129   S  2CX-W                   Q.653.KJ873.KQ74 JT974.82.Q65.653 AK8652.AT74.42.J 3.KQJ9.AT9.AT982 | 1S-X-XX-P-P-2C-X
130   S  4S-S                    AT852.K6.K752.32 3.T9832.T64.K975 QJ74.QJ754.9.AQT K96.A.AQJ83.J864 | 1H-X-XX-2C-2S-P-4S
131   S  4S-S                    K9.KQ42.T9.QJ863 852.J65.QJ532.T5 AQJT643.T8.7.A74 7.A973.AK864.K92 | 1S-X-XX-2D-4S
132   S  2N-S                    T.KQ3.AT8.JT8742 K87654.T4.Q76.93 AQJ93.AJ87.9543. 2.9652.KJ2.AKQ65 | 1S-X-XX-P-1N-P-2C-P-2N
133   S  3N-S                    AT.A954.KJ9.T982 J7653.83.T863.74 Q9842.JT6.A72.AK K.KQ72.Q54.QJ653 | 1S-X-XX-2D-2N-P-3N
134   S  4H-S                    K9.Q6.AQ53.QJ954 J86.T53.976.8732 Q542.AJ98742.2.A AT73.K.KJT84.KT6 | 1H-X-XX-2C-4H
135   S  4H-S                    A7.82.AT7543.K85 JT862.53.8.QT762 K9543.AQT96.K6.4 Q.KJ74.QJ92.AJ93 | 1S-X-XX-2C-4H
136   S  3N-N                    K865.A9.AJT3.JT5 7432.T65432.94.9 J.KQJ87.K82.K632 AQT9..Q765.AQ874 | 1H-X-XX-1S-2C-P-3N
137   S  2H-S                    AQ.Q92.QJ754.964 98653.T6.96.JT52 KT742.AKJ4.32.Q7 J.8753.AKT8.AK83 | 1S-X-XX-2C-2H
138   S  2N-S                    A8.AQJ83.T96.652 K7653.T54.743.97 QT942.9.AKQ.JT43 J.K762.J852.AKQ8 | 1S-X-XX-P-1N-P-2H-P-2N
139   S  4S-N                    KQ965.A4.J9732.5 7.87532.8.QJ9863 A82.KQJT9.QT4.T7 JT43.6.AK65.AK42 | 1H-X-XX-2C-P-P-2S-3C-3S-P-4S
140   S  4H-S                    QJ76.63.AQ65.QJ7 95432.985.T987.2 A.AKQJT74..T8654 KT8.2.KJ432.AK93 | 1H-X-XX-1S-3C-P-3N-P-4H
141   S  4H-S                    AKT42.4.J2.QJ762 965.T985.QT873.3 7.AKQ7632.A95.98 QJ83.J.K64.AKT54 | 1H-X-XX-2D-4H
142   S  4H-S                    KJ986.Q8.J53.KQ9 T32.543.T864.J86 A.AKJ9762.Q7.752 Q754.T.AK92.AT43 | 1H-X-XX-2D-4H
143   S  2S-S                    K.KJ873.QJ73.753 JT8752.AT4.T54.Q AQ9643.9.96.A864 .Q652.AK82.KJT92 | 1S-X-XX-1N-2S
144   S  4H-S                    QJ83.94.32.AQJ53 65.KQ62.J76.T962 AKT4.AT8753.985. 972.J.AKQT4.K874 | 1H-X-XX-2C-2H-P-3H-P-4H
145   S  2S-S                    Q95.64.Q862.KQJ5 T63.JT53.T9.T964 J742.AKQ872.J7.A AK8.9.AK543.8732 | 1H-X-XX-2C-2S
146   S  4H-S                    A5432.Q8.AQ3.Q96 T6.654.T74.T8542 K9.AKJT9732.J52. QJ87..K986.AKJ73 | 1H-X-XX-2C-4H
147   S  4S-S                    3.K9.QJ9642.KJT4 KJ52.JT6532.T8.8 AQT9764.Q.73.A96 8.A874.AK5.Q7532 | 1S-X-XX-2H-4S
148   S  2N-S                    AJ843.AJ.93.9765 95.T86432.T74.Q4 76.KQ975.Q65.AK2 KQT2..AKJ82.JT83 | 1H-X-XX-P-P-2D-2S-P-2N
149   S  4H-S                    AK5.J4.9872.KJ73 QJT3.T832.T4.654 96.AQ9765.AQ63.T 8742.K.KJ5.AQ982 | 1H-X-XX-1S-2H-P-4H
150   S  2S-N                    KQ8653.6.KT94.K5 J.QT9742.86.9842 97.AKJ853.Q3.QT6 AT42..AJ752.AJ73 | 1H-X-XX-2C-2H-P-2S
151   S  2DX-E                   9872.T4.AJ54.AJT 3.KJ962.Q872.632 AJ64.AQ873.T.954 KQT5.5.K963.KQ87 | 1H-X-XX-2D-P-P-X
152   S  2H-S                    J5.Q72.K43.AJ843 Q8642.85.Q52.965 KT973.KJ96.AJ7.2 A.AT43.T986.KQT7 | 1S-X-XX-P-1N-P-2C-P-2H
153   S  2HX-E                   76.J.QJT8.AQT875 JT943.T9732.32.3 AKQ82.AQ64.76.64 5.K85.AK954.KJ92 | 1S-X-XX-2H-X
154   S  1N-S                    K2.82.JT43.AQT96 983.JT943.762.K5 Q754.AKQ75.985.8 AJT6.6.AKQ.J7432 | 1H-X-XX-P-1N
155   S  4S-S                    K4.T43.A86543.A5 J982.86.Q2.86432 AQT753.AJ52.T9.Q 6.KQ97.KJ7.KJT97 | 1S-X-XX-2C-3H-P-3N-P-4S
156   S  5S-S                    J8.4.KJT83.AKT52 753.J93.54.Q9764 AKT9642.KQT62.7. Q.A875.AQ962.J83 | 1S-X-XX-2C-4H-P-4S-P-4N-P-5D=1=-P-5S | A=1/5 or 4/5
157   S  4H-S                    AKJ753.Q9.T64.82 T94.843.93.A7543 .AKJT765.A875.JT Q862.2.KQJ2.KQ96 | 1H-X-XX-2C-4H
158   S  4S-S                    J9.AQ754.AQJT3.8 7542.JT93.86.J52 KQT863.K.5.K9643 A.862.K9742.AQT7 | 1S-X-XX-2H-3C-P-3N-P-4S
