..\bba\Invite_After_3_Bids.pbn

                        -- Sorted by Board Number --
brd# dlr contract score  par     north            east             south            west             | auction...   | notes
---- --- -------- -----  ------  ---------------- ---------------- ---------------- ---------------- | ------------------------- 
38    S  2N-N       150          A952.K9873.Q72.K 74.QT54.T3.AT742 J83.A.AK964.J965 KQT6.J62.J85.Q83 | 1D-P-1H-P-2C-P-2N
39    S  4H-N       620          742.AKJT54.AT9.7 AT3.62.Q763.K852 K965.8.KJ8.AQ964 QJ8.Q973.542.JT3 | 1C-P-1H-P-1S-P-3H-P-4H
40    S  4H-S       450          AQ732.987..AQ753 KJ84.T4.AQ65.J96 9.AQJ53.KJ32.KT4 T65.K62.T9874.82 | 1H-P-1S-P-2D-P-4H
41    S  3N-N       400          J3.AJ.QJ842.K854 Q62.Q942.53.A962 AT94.K8.K76.QJT7 K875.T7653.AT9.3 | 1C-P-1D-P-1S-P-2N-P-3N
42    S  3N-N       630          K43.J9432.AQ52.Q QT96.KT6.K87.T75 A875.AQ8.J.KJ863 J2.75.T9643.A942 | 1C-P-1H-P-1S-P-2N-P-3N
43    S  3N-N       400          96.AKJ63.54.A963 A842.T97.T3.QT85 KQ73.42.AQJ96.J4 JT5.Q85.K872.K72 | 1D-P-1H-P-1S-P-2N-P-3N
44    S  3N-N       630          K.A9875.953.KQ92 Q987.KJT4.A74.T6 AT53.Q.KQ86.A854 J642.632.JT2.J73 | 1D-P-1H-P-1S-P-2N-P-3N
45    S  5S-N      -100          AJT984.AQJ76..93 6.K85.9862.A8752 532.4.AKJ75.KQ64 KQ7.T932.QT43.JT | 1D-P-1S-P-2C-P-3H-P-3S-P-5D=1=-P-5H-P-5S | Exclusion, for !S
46    S  4S-N       450          AKQT654.74.JT.Q5 J72.Q65.876.A984 3.AKT93.AQ5.J632 98.J82.K9432.KT7 | 1H-P-1S-P-2C-P-4S
47    S  3N-N       630          K4.K6.QJT93.K754 T982.T975.AK8.96 AJ76.AJ4.76.AT32 Q53.Q832.542.QJ8 | 1C-P-1D-P-1S-P-2N-P-3N
48    S  3N-N       430          AQ532.KJ75.Q72.T JT6.QT63.6.Q7643 K94.8.K9854.AKJ2 87.A942.AJT3.985 | 1D-P-1S-P-2C-P-2N-P-3N
49    S  3C-S       150          Q9532.K.Q85.KQ74 J76.J985.AJT4.T6 A.QT6.K7632.AJ32 KT84.A7432.9.985 | 1D-P-1S-P-2C-P-3C
50    S  3N-N       600          8.A9874.JT3.AK85 KJ4.J62.K842.762 AQ76.K3.Q765.QT4 T9532.QT5.A9.J93 | 1D-P-1H-P-1S-P-2N-P-3N
51    S  3N-N       430          75.KQ632.7.AKT74 632.A4.9432.QJ86 A984.J95.AKQT5.3 KQJT.T87.J86.952 | 1D-P-1H-P-1S-P-2N-P-3N
52    S  3N-N       630          A2.AQ964.86.Q654 Q974.KJT8.QT9.J7 KJ86.3.KJ32.AKT2 T53.752.A754.983 | 1D-P-1H-P-1S-P-2N-P-3N
53    S  3N-S       630          J85.AQT643.3.KQ6 Q72.K985.J982.53 A963.7.AKT74.AT7 KT4.J2.Q65.J9842 | 1D-P-1H-P-1S-P-3H-P-3N
54    S  3N-N       400          8.KT975.AJ63.KJ6 T93.Q642.K52.Q95 AKQ2.J8.T74.A873 J7654.A3.Q98.T42 | 1C-P-1H-P-1S-P-2N-P-3N
55    S  4S-N       650          AQ9762.9.A72.Q73 KT3.AJ62.JT.J862 J.KQ854.K983.AK4 854.T73.Q654.T95 | 1H-P-1S-P-2D-P-3S-P-4S
56    S  4S-S       420          T976.AQ874.Q2.A5 Q3.J53.A73.T9863 AKJ8.T2.KJ64.J74 542.K96.T985.KQ2 | 1D-P-1H-P-1S-P-4S
57    S  2N-N       150          AK842.Q974.K.876 Q75.A82.9865.AT3 .J653.AQ743.KQ92 JT963.KT.JT2.J54 | 1D-P-1S-P-2C-P-2N
58    S  3N-N       600          A9632.KJ63.T2.A7 J4.A985.975.KT85 Q8.42.AKJ43.QJ93 KT75.QT7.Q86.642 | 1D-P-1S-P-2C-P-2N-P-3N
59    S  3N-N       430          Q3.AT872.AJ32.J3 6542.KJ5.976.K42 AJ97.Q.KQ84.QT76 KT8.9643.T5.A985 | 1D-P-1H-P-1S-P-2N-P-3N
60    S  3N-N       600          AQJ984.KT.QT2.86 KT72.762.J7.AK94 3.AQJ83.A84.QJT5 65.954.K9653.732 | 1H-P-1S-P-2C-P-2N-P-3N
61    S  4S-S       620          J843.KQT74.K7.K9 QT6.AJ9.J85.QT75 AK75.62.AQT.J864 92.853.96432.A32 | 1C-P-1H-P-1S-P-4S
62    S  3C-S       -50          K86.J2.AQT652.Q9 AQ72.KQT4.74.832 JT53.A63.83.AKT6 94.9875.KJ9.J754 | 1C-P-2N-P-3C
63    S  4S-S       620          8762.K8432.AJ.A3 KT.J96.T8764.Q96 QJ93.A5.K2.KT842 A54.QT7.Q953.J75 | 1C-P-1H-P-1S-P-4S
64    S  3C-S       150          A9764.A.T96.KJ96 J852.K64.A542.T4 KT.J9832.KJ.AQ82 Q3.QT75.Q873.753 | 1H-P-1S-P-2C-P-3C
65    S  4H-N       450          AJT.AKT752.T7.97 K97.963.J54.Q865 Q842.J4.A862.AJ4 653.Q8.KQ93.KT32 | 1D-P-1H-P-1S-P-3H-P-4H
66    S  3N-N       630          Q5432.Q.KQJ3.Q84 T86.JT63.854.T72 7.AK854.A62.AJ96 AKJ9.972.T97.K53 | 1H-P-1S-P-2C-P-2N-P-3N
67    S  3N-S       430          AKT863.KQ.T3.987 J752.853.J965.42 .JT72.AKQ74.AJT3 Q94.A964.82.KQ65 | 1D-P-1S-P-2C-P-3S-P-3N
68    S  1N-N       150          J73.QT543..AKQT7 92.AJ7.9654.6532 AKQT.62.KJ873.84 8654.K98.AQT2.J9 | 1D-P-1H-P-1S-P-1N
69    S  3N-N       600          QJ.KQ982.42.A542 9754.J6.AT985.Q8 K862.AT.QJ63.K97 AT3.7543.K7.JT63 | 1D-P-1H-P-1S-P-2N-P-3N
70    S  3D-N       130          87.AQT.KQJ975.T4 Q542.K654.T83.A9 AJ93.93.A42.QJ72 KT6.J872.6.K8653 | 1C-P-2D-P-3D
71    S  2N-N      -100          QT764.QJ9.AK98.6 A82.T852.73.AQJT K5.AK.QT542.9432 J93.7643.J6.K875 | 1D-P-1S-P-2C-P-2N
72    S  3N-N       400          A2.KQJ6.QT852.93 J76.A732.K7.Q874 KT95.854.A3.AK62 Q843.T9.J964.JT5 | 1C-P-1D-P-1S-P-2N-P-3N
73    S  3N-N       400          KQJ2.A5432.62.Q4 8765.Q97.Q3.AJT5 T3.KT.AK987.K963 A94.J86.JT54.872 | 1D-P-1H-P-2C-P-2N-P-3N
74    S  4S-S       650          AT62.AJT64.K8.95 KJ4.Q972.765.QJ2 9853.K.AQ32.AK73 Q7.853.JT94.T864 | 1D-P-1H-P-1S-P-4S
75    S  2N-N       150          9.AKQ96.8752.QJ4 K632.T82.AJ4.853 QT54.J43.KQ.A962 AJ87.75.T963.KT7 | 1C-P-1H-P-1S-P-2N
76    S  4H-S       680          KT542.Q92.8.AK92 J87.K84.7654.Q63 A.AJT65.AQJ9.875 Q963.73.KT32.JT4 | 1H-P-1S-P-2D-P-4H
77    S  4S-S       620          K985.AQT95.92.K9 3.J832.Q874.JT85 T642.K.AKT6.AQ43 AQJ7.764.J53.762 | 1D-P-1H-P-1S-P-4S
78    S  2N-N       150          JT.KQ75.AJ742.J6 KQ87.862.863.A83 A643.T3.KT9.KQ72 952.AJ94.Q5.T954 | 1C-P-1D-P-1S-P-2N
79    S  3N-N       600          3.AQJ76.8763.KQ3 J9765.95.A5.T874 AK82.T8.KQJ94.62 QT4.K432.T2.AJ95 | 1D-P-1H-P-1S-P-2N-P-3N
80    S  3C-S       130          J9874.J9.A.AQ862 K632.QT542.JT9.7 AT.K7.KQ653.T953 Q5.A863.8742.KJ4 | 1D-P-1S-P-2C-P-3C
81    S  3C-S       130          AKQ94.87.86.KT98 T87.JT543.T3.A63 6.A62.KQ754.QJ72 J532.KQ9.AJ92.54 | 1D-P-1S-P-2C-P-3C
82    S  3C-S       150          Q764.KQJ52..A763 AT95.A64.T962.95 K32.T.KQJ53.KQ82 J8.9873.A874.JT4 | 1D-P-1H-P-2C-P-3C
83    S  2N-N       150          Q762.KT973.K2.A4 953.AQ62.86.J932 AT.J8.AJ974.QT75 KJ84.54.QT53.K86 | 1D-P-1H-P-2C-P-2N
84    S  3D-S       130          KQT93.Q9.KQ62.64 J54.KT7.AJ4.QT73 A6.J8642.T983.AK 872.A53.75.J9852 | 1H-P-1S-P-2D-P-3D
85    S  3N-N       600          A7.QJ96.JT654.A9 K8.KT54.A72.5432 QJT5.A2.K98.QJT8 96432.873.Q3.K76 | 1C-P-1D-P-1S-P-2N-P-3N
86    S  3N-S       430          8.AKJT74.K98.J74 9743.Q32.AQ63.53 AJT2.8.J52.AKQT2 KQ65.965.T74.986 | 1C-P-1H-P-1S-P-3H-P-3N
87    S  4H-S       620          KJ874.J32.KT76.A T2.T6.A5432.QT65 63.AKQ95.J8.K842 AQ95.874.Q9.J973 | 1H-P-1S-P-2C-P-4H
88    S  3N-N       430          KJ982.A7.K842.J2 QT654.Q954.J.QT8 7.KT2.AQ973.AK75 A3.J863.T65.9643 | 1D-P-1S-P-2C-P-2N-P-3N
89    S  6H-N       980          A.AKJT62.T43.743 KJ63.943.J87.Q62 T52.Q.AK962.AKT9 Q9874.875.Q5.J85 | 1D-P-1H-P-2C-P-3H-P-3S=1=-P-4H-P-4N=2=-P-5C-P-5H-P-6H | Fourth suit game force | Blackwood 0314, for !H
90    S  3S-S       170          AQ4.K8752.J974.Q 765.A93.T5.98732 KT98.4.KQ862.AK6 J32.QJT6.A3.JT54 | 1D-P-1H-P-1S-P-2D-P-3D-P-3S
91    S  5C-S       -50          AK853.K.Q94.8752 QT962.9432.86.A6 .AT86.AKJT5.KT94 J74.QJ75.732.QJ3 | 1D-P-1S-P-2C-P-3C-P-5C
92    S  4H-N       620          92.J76532.A52.AK 87654.Q9.K64.QT8 AKQ3.A.Q87.97532 JT.KT84.JT93.J64 | 1C-P-1H-P-1S-P-3H-P-4H
93    S  3N-S       600          AKQ985.Q8.J9.T63 72.J932.QT54.AKJ 6.KT5.AK876.Q752 JT43.A764.32.984 | 1D-P-1S-P-2C-P-3S-P-3N
94    S  4S-S       480          AJ74.AJT75.Q54.8 2.K962.JT63.T652 KT93.3.K92.AKQ97 Q865.Q84.A87.J43 | 1C-P-1H-P-1S-P-4S
95    S  4H-S       620          AJ7543.K97.72.A5 K2.862.T96.KT874 Q6.AT543.AQ83.63 T98.QJ.KJ54.QJ92 | 1H-P-1S-P-2D-P-4H
96    S  4S-N       420          AJT9742.K32.A5.8 K83.T8.JT63.AT75 Q.Q765.KQ92.KQ96 65.AJ94.874.J432 | 1D-P-1S-P-2C-P-4S
97    S  4H-N       450          KJ7.KQJ932.Q94.8 QT8.T74.J62.AKT2 A543.85.AK53.QJ4 962.A6.T87.97653 | 1D-P-1H-P-1S-P-3H-P-4H
98    S  4S-S       650          QT86.KT2.AQJ83.T 432.QJ64.95.Q854 AJ97.A87.76.A763 K5.953.KT42.KJ92 | 1C-P-1D-P-1S-P-4S
99    S  3C-S       150          QJ632.JT7.J.AQJ5 T987.KQ65.K95.T6 AK5.3.AT742.K842 4.A9842.Q863.973 | 1D-P-1S-P-2C-P-3C
100   S  3N-S       600          KJ.AKJ642.65.972 AQ75.987.A42.T63 943.5.KQJT3.AQJ8 T862.QT3.987.K54 | 1D-P-1H-P-2C-P-3H-P-3N
101   S  4S-N      -100          AT98654.K6.KQ.76 KJ73.54.J32.KT94 2.AQT3.T975.AQJ3 Q.J9872.A864.852 | 1D-P-1S-P-2C-P-4S
102   S  3N-S       430          KT9.AKJ976.762.J Q83.852.AJ4.KT87 AJ52..KQ93.AQ962 764.QT43.T85.543 | 1C-P-1H-P-1S-P-3H-P-3N
103   S  4S-N       620          AJT962.A95.K3.82 Q74.Q64.J98.A964 K.T87.AT754.KQJT 853.KJ32.Q62.753 | 1D-P-1S-P-2C-P-3S-P-4S
104   S  3N-N       430          A32.AT97.KJ854.5 J85.K54.AT2.T643 KQT9.63.763.AKQ8 764.QJ82.Q9.J972 | 1C-P-1D-P-1S-P-2N-P-3N
105   S  3N-N       430          KT.KQT87.A9864.4 QJ6.954.QJ3.K987 A954.A2.K52.QJT3 8732.J63.T7.A652 | 1C-P-1H-P-1S-P-2N-P-3N
106   S  3N-N       630          J6.AJ954.Q532.A5 AT542.7.J74.Q763 KQ83.K82.K.KJ842 97.QT63.AT986.T9 | 1C-P-1H-P-1S-P-2N-P-3N
107   S  4H-N       480          A73.AKT9543.64.J K952.7.QT9.97652 64.J2.AJ852.AKT8 QJT8.Q86.K73.Q43 | 1D-P-1H-P-2C-P-4H
108   S  3N-N       600          A2.AK963.J2.T987 KJ3.T874.854.Q54 8654.2.AQ73.AK62 QT97.QJ5.KT96.J3 | 1D-P-1H-P-1S-P-2N-P-3N
109   S  3N-S       600          6.872.KQJT94.KQJ J872.T953.8.A982 K953.AKQ.32.T653 AQT4.J64.A765.74 | 1C-P-2D-P-3N
110   S  2N-N       150          Q9732.8.AK8.K865 K85.K975.76542.4 T4.QJT64.QT.AQJ7 AJ6.A32.J93.T932 | 1H-P-1S-P-2C-P-2N
111   S  3N-S       600          AQJ765.AJT72.4.9 K842.K6.KJ7.7542 3.Q54.AT983.AQ63 T9.983.Q652.KJT8 | 1D-P-1S-P-2C-P-3H-P-3N
112   S  4S-N       450          AQT9763.9.A9.Q42 K852.J763.Q52.65 .A8542.JT74.AK93 J4.KQT.K863.JT87 | 1H-P-1S-P-2C-P-4S
113   S  4S-S       420          J763.AKT74.A94.9 KT2.Q6.T85.J7642 AQ85.52.J76.AQ53 94.J983.KQ32.KT8 | 1C-P-1H-P-1S-P-4S
114   S  3N-N      -100          KT93.KT872.K.QJ2 J842.QJ9.QJ3.T76 Q.A53.T9865.AK98 A765.64.A742.543 | 1D-P-1H-P-2C-P-2N-P-3N
115   S  4S-S       -50          K965.KQ983.QT.Q7 AJ8.A742.532.J95 T743.J.AKJ96.AK8 Q2.T65.874.T6432 | 1D-P-1H-P-1S-P-4S
116   S  4H-N      -100          K.AKJ962.954.JT2 7632.Q74.AQ82.K6 AQ85.T8.JT3.AQ87 JT94.53.K76.9543 | 1C-P-1H-P-1S-P-3H-P-4H
117   S  3N-N       600          K.AT9.J8763.A972 JT763.Q72.AT42.3 AQ95.J86.Q5.KJ64 842.K543.K9.QT85 | 1C-P-1D-P-1S-P-3N
118   S  4H-N       -50          Q3.KJT852.Q86.KJ A862.7.K742.T542 JT95.A3.JT9.AQ87 K74.Q964.A53.963 | 1C-P-1H-P-1S-P-3H-P-4H
119   S  3D-S       150          T6543.K.KQ764.AT J982.QJ85.98.KQ6 K.A743.AJ52.J953 AQ7.T962.T3.8742 | 1D-P-1S-P-2C-P-3D
120   S  4S-N       420          KT98432.2.A64.AJ J6.QJ84.8732.K53 Q.AKT53.KQ95.872 A75.976.JT.QT964 | 1H-P-1S-P-2D-P-4S
121   S  3C-S       130          AKJ63.643.4.A974 972.T982.AJ97.QT 8.AK5.K8632.K532 QT54.QJ7.QT5.J86 | 1D-P-1S-P-2C-P-3C
122   S  3C-S      -100          QT7.T6.KQJ985.A2 83.Q8742.A6.T976 J642.AK3.43.KJ43 AK95.J95.T72.Q85 | 1C-P-2N-P-3C
123   S  3N-N       400          87.KQ642.AQT3.J8 Q932.J53.J65.954 AJ65.87.K84.AQ72 KT4.AT9.972.KT63 | 1C-P-1H-P-1S-P-2N-P-3N
124   S  4S-N       620          AKJT642.52.AT7.4 Q87.AT43.96.J932 9.K987.QJ84.AQ76 53.QJ6.K532.KT85 | 1D-P-1S-P-2C-P-4S
125   S  4H-N       620          AJ.AJT9864.32.Q9 975.K53.JT4.KT84 T862..AK76.AJ732 KQ43.Q72.Q985.65 | 1C-P-1H-P-1S-P-4H
126   S  3N-S       430          AKJT4.54.KT85.J3 Q753.AQ62.97.KT6 2.K73.AQJ62.AQ85 986.JT98.43.9742 | 1D-P-1S-P-2C-P-3D-P-3N
127   S  4S-S       620          AK97.K4.QT654.65 85.AJ75.K932.973 QT62.Q82.J.AQJ82 J43.T963.A87.KT4 | 1C-P-1D-P-1S-P-4S
128   S  4H-N       420          T6.KQT542.AT8.K2 K972.976.54.Q985 AQ43.8.QJ62.AJT7 J85.AJ3.K973.643 | 1D-P-1H-P-1S-P-3H-P-4H
129   S  4H-N       450          5.KQ9843.KQ3.QT6 KJ83.T6.T542.J87 AT74.AJ5.98.A952 Q962.72.AJ76.K43 | 1C-P-1H-P-1S-P-3H-P-4H
130   S  3C-S       150          QT.AQ872.6.A8732 A54.J654.J75.KJ6 K72.3.AKT32.QT95 J9863.KT9.Q984.4 | 1D-P-1H-P-2C-P-3C
131   S  3N-N       430          QT742.AKJ2.9.Q92 63.Q965.J86.7654 AK9.3.AKT52.JT83 J85.T874.Q743.AK | 1D-P-1S-P-2C-P-2N-P-3N
132   S  3C-S       150          AK976.KQ72..T532 Q832.T4.A53.J764 T.J96.KJT92.AKQ8 J54.A853.Q8764.9 | 1D-P-1S-P-2C-P-3C
133   S  3N-N       630          Q9762.K8.K8.AT97 AKT3.32.QJ53.863 .AJT4.AT974.KQ54 J854.Q9765.62.J2 | 1D-P-1S-P-2C-P-2N-P-3H-P-3N
134   S  4S-N       420          AK87653.5.K7.QT3 J94.JT98.AT2.KJ6 2.AKQ73.9853.A92 QT.642.QJ64.8754 | 1H-P-1S-P-2D-P-4S
135   S  3N-N       600          Q.JT64.AQ832.KT3 J962.Q32.964.J94 AK73.A85.J7.Q852 T854.K97.KT5.A76 | 1C-P-1D-P-1S-P-2N-P-3N
136   S  4H-S       450          AKQJ76.T42.J83.J T98.A97.962.Q953 5.QJ853.AQ7.AKT8 432.K6.KT54.7642 | 1H-P-1S-P-2C-P-3H-P-3N=1=-P-4H | Cue bid, surplus
137   S  2N-N       150          6.AKT93.KT.QT952 KJT2.876.64.AK74 A973.J52.AQJ5.83 Q854.Q4.98732.J6 | 1D-P-1H-P-1S-P-2N
138   S  4H-N       620          T9.KQT872.AT8.K7 KQJ6.63.976.JT64 A853.AJ.QJ42.832 742.954.K53.AQ95 | 1D-P-1H-P-1S-P-3H-P-4H
139   S  3N-N       400          32.QJT94.A.AJ765 T74.K62.JT643.94 A965.A5.Q875.K82 KQJ8.873.K92.QT3 | 1D-P-1H-P-1S-P-2N-P-3N
140   S  4H-N       650          4.AKT8765.Q4.KT7 9632.J4.JT85.Q42 AQ85.3.K632.AJ63 KJT7.Q92.A97.985 | 1D-P-1H-P-1S-P-4H
141   S  3N-N       630          KQ86.AK643.2.873 JT53.QJ7.Q7.AJ94 A72.8.AK964.KQT5 94.T952.JT853.62 | 1D-P-1H-P-2C-P-2N-P-3N
142   S  4H-N       -50          T93.AJ8753.Q3.AJ QJ8.KQ62.74.T862 A754.9.AK98.Q954 K62.T4.JT652.K73 | 1D-P-1H-P-1S-P-3H-P-4H
143   S  3N-N       630          Q6.KQ983.AJ875.7 K853.42.T92.KQ84 AJT9.A75.64.AJ65 742.JT6.KQ3.T932 | 1C-P-1H-P-1S-P-2N-P-3N
144   S  3N-N       400          6.AJ875.AQJ9.843 T732.T42.KT875.Q AK85.KQ3.2.JT952 QJ94.96.643.AK76 | 1C-P-1H-P-1S-P-2N-P-3N
145   S  4S-S       -50          AT85.KJ762.KJ8.6 64.A98.T643.AT32 J973.Q3.A5.KQJ85 KQ2.T54.Q972.974 | 1C-P-1H-P-1S-P-4S
146   S  3N-N       600          94.KJ63.AJT64.K7 762.A982.Q853.QT AKT3.Q7.K2.J8643 QJ85.T54.97.A952 | 1C-P-1D-P-1S-P-2N-P-3N
147   S  3N-S       -50          Q7.753.K76432.AK 943.AKT2.T8.J987 AJT2.J.AQ5.QT653 K865.Q9864.J9.42 | 1C-P-1D-P-1S-P-3D-P-3N
148   S  3N-N       600          AJ3.AK863.5432.4 T652.T9.KJ8.A632 K874.42.AQ6.KJ75 Q9.QJ75.T97.QT98 | 1C-P-1H-P-1S-P-2N-P-3N
149   S  3N-N       600          AKJ84.T7.63.A764 QT65.J53.AT4.Q98 3.AKQ92.K875.J53 972.864.QJ92.KT2 | 1H-P-1S-P-2D-P-2N-P-3N
150   S  2N-N       150          Q83.JT9.AKQ863.T AT95.Q842.542.76 KJ64.A75.T.AQJ53 72.K63.J97.K9842 | 1C-P-2N
151   S  3N-N       630          A9862.J.A8432.K4 J73.T765.K96.J97 QT4.KQ832.Q.AQT3 K5.A94.JT75.8652 | 1H-P-1S-P-2C-P-2N-P-3N
152   S  2N-N       150          K8654.Q762.JT.AQ QJ72.K4.A63.J986 A.AT95.KQ54.5432 T93.J83.9872.KT7 | 1D-P-1S-P-2C-P-2N
