..\bba\Open_In_Fourth_Seat.pbn

                        -- Sorted by Board Number --
brd# dlr contract score  par     north            east             south            west             | auction...   | notes
---- --- -------- -----  ------  ---------------- ---------------- ---------------- ---------------- | ------------------------- 
53    W  2D-S       110          AQ5.863.K85.J863 9872.JT5.AJ3.KQT KT6.AK7.QT942.75 J43.Q942.76.A942 | P-P-P-1D-P-1N-P-2D
54    W  1N-S        90          QT8.AT632.QJ7.63 AK2.Q75.T62.Q542 J76.94.AK85.KJT7 9543.KJ8.943.A98 | P-P-P-1D-P-1H-P-1N
55    W  1N-N       120          62.AQ974.A96.J63 J97.JT.QJ83.Q982 AT85.82.K42.AT54 KQ43.K653.T75.K7 | P-1H-P-1S-P-1N
56    W  2S-N       110          KJ83.T63.A8753.J T42.QJ2.Q642.A62 A97.K987.T.KQ853 Q65.A54.KJ9.T974 | P-P-P-1C-P-1D-P-1H-P-1S-P-2C-P-2D-P-2S
57    W  1S-N       140          KQ87.J9874.Q5.QJ T6.KQ63.JT72.753 AJ32.T2.K63.AT64 954.A5.A984.K982 | 1D-P-1H-X-P=1=-1S | Max 2 !H
58    W  1N-N       120          QJ9.A952.KT97.T2 K765.QT7.A53.853 A843.K8.864.AJ76 T2.J643.QJ2.KQ94 | P-P-P-1C-P-1H-P-1S-P-1N
59    W  2S-N       -50          AT65.Q97.854.Q65 Q4.8532.AQ93.K97 8732.AJ.KT76.A82 KJ9.KT64.J2.JT43 | P-P-P-1D-P-1S-P-2S
60    W  2N-N       120          3.T52.AJ95.AQ432 QT86.9864.Q2.K85 AKJ9.K73.T74.JT9 7542.AQJ.K863.76 | P-1C-P-1S-P-1N-P-2N
61    W  2D-N        90          T874.AK9.QJ983.J Q92.QT3.T65.AK63 AJ6.J8.A2.Q98752 K53.76542.K74.T4 | P-P-P-1C-P-1D-P-2C-P-2D
62    W  2S-N       110          KT52.83.AJ7.7432 Q4.K962.QT85.A95 A987.J74.K4.KJT6 J63.AQT5.9632.Q8 | P-P-P-1C-P-1S-P-2S
63    W  -W                      AQ7.T7652.Q.T976 KT3.KQ93.T763.K2 9842.A.A9842.Q83 J65.J84.KJ5.AJ54 | P
64    W  1N-S       120          T974.A732.AK.T86 J82.KT95.T3.QJ72 AK6.84.J9654.K94 Q53.QJ6.Q872.A53 | P-1C-P-1D-P-1H-P-1N
65    W  1N-S        90          JT32.A732.J2.AT3 876.KJ4.K543.J82 A54.T96.A96.K954 KQ9.Q85.QT87.Q76 | P-P-P-1C-P-1H-P-1N
66    W  4S-N      -100          KQ987.52.J42.KJ2 J4.JT8.AQ65.Q843 A63.KQ974.KT3.T7 T52.A63.987.A965 | P-P-P-1H-P-1S-P-1N-P-2S-P-3S-P-4S
67    W  -W                      KQ.QJ62.J872.JT9 J92.K843.K93.K82 A543.97.Q64.A754 T876.AT5.AT5.Q63 | P
68    W  1N-S       120          T952.842.KT9.AK6 K76.J53.Q76.J943 AJ3.AQT7.J852.75 Q84.K96.A43.QT82 | P-P-P-1D-P-1S-P-1N
69    W  1N-N        90          53.KT95.QJ53.Q98 Q64.AJ62.KT7.732 AKJ8.874.98.AT65 T972.Q3.A642.KJ4 | P-P-P-1C-P-1H-P-1S-P-1N
70    W  2S-S       -50          QJ2.Q432.QJ9.983 AK.9865.T874.KT7 T9764.T7.A65.AQJ 853.AKJ.K32.6542 | P-P-P-1S-P-2S
71    W  2S-S      -100          63.86.AKQ86.J432 KJ2.QJ75.J93.KT8 AT975.A943.74.Q6 Q84.KT2.T52.A975 | P-P-P-1S-P-1N-P-2H-P-2S
72    W  2C-N        90          Q.A973.A84.JT986 9532.Q86.T5.KQ43 KT76.KT2.Q976.A7 AJ84.J54.KJ32.52 | P-P-P-1D-P-1H-P-1S-P-2C
73    W  3S-S       -50          8754.KQ852.A4.65 QJ.J963.KQ8.T974 T962.A.JT962.AQ3 AK3.T74.753.KJ82 | P-P-P-1D-P-1H-P-1S-P-3S
74    W  -W                      QT8.Q8653.AT73.K A43.T97.Q62.Q982 952.K2.K854.AJ43 KJ76.AJ4.J9.T765 | P
75    W  1N-N       120          AJ3.Q8752.Q.J875 K97.A96.532.QT93 T864.KJ.AT974.A6 Q52.T43.KJ86.K42 | P-P-P-1D-P-1H-P-1S-P-1N
76    W  1N-S      -100          QJ2.Q65.T9643.Q2 A764.JT8.J87.AJ7 T93.AK9.KQ5.9543 K85.7432.A2.KT86 | P-P-P-1C-P-1D-P-1N
77    W  1N-N       120          A96.KT95.KT6.J76 T75.73.AQJ4.9543 K432.AJ6.9732.A8 QJ8.Q842.85.KQT2 | P-P-P-1D-P-1H-P-1S-P-1N
78    W  2C-W        50          KT97.K6.9874.Q82 QJ3.98.KT52.KJ64 A84.AT7543.QJ.93 652.QJ2.A63.AT75 | P-P-P-1H-P-1S-X=1=-XX=2=-2C | Two suit takeout double | Support double redouble
79    W  2S-N       140          QJT64.Q4.AJT2.J2 97.T92.KQ98.AT74 AK8.KJ653.73.953 532.A87.654.KQ86 | P-P-P-1H-P-1S-P-1N-P-2S
80    W  2C-W       100          95.J83.K974.QJ98 KQT6.QT64.QJ2.T2 A732.A92.A5.7654 J84.K75.T863.AK3 | P-P-P-1C-P-1D-X=1=-P-2C | Two suit takeout double
81    W  3S-S       -50          QJ64.643.K75.Q65 72.Q985.AQJT.943 AT85.A2.9642.KJT K93.KJT7.83.A872 | 1C-P-1H-X-2H-X-P-2S-P-P-3H-3S
82    W  1N-N        90          Q63.K98.QJ8.T653 JT.7653.KT43.KQ8 8754.AT42.A5.A72 AK92.QJ.9762.J94 | P-P-P-1C-P-1N
83    W  1N-S        90          AKJ73.J5.74.9542 Q84.A96.AJT5.T73 T92.KT832.Q63.AK 65.Q74.K982.QJ86 | P-P-P-1H-P-1S-P-1N
84    W  -W                      KQJ7.42.QJ6.J652 A654.AT73.954.QT T98.J986.KT2.AK3 32.KQ5.A873.9874 | P
85    W  2H-N       140          Q8.J652.A93.AT32 7652.Q4.QJ8.Q865 AT9.AK97.762.974 KJ43.T83.KT54.KJ | P-P-P-1C-P-1H-P-2H
86    W  1N-N       -50          72.QT953.T95.AKJ K43.62.KJ43.9542 AJT9.AJ4.Q2.T763 Q865.K87.A876.Q8 | P-P-P-1C-P-1H-P-1S-P-1N
87    W  1N-S       120          K953.T8.KQ72.K95 A86.532.985.Q872 JT.AQ94.J43.AT64 Q742.KJ76.AT6.J3 | P-P-P-1C-P-1S-P-1N
88    W  2N-N       120          AJ4.K8.9765.K973 T86.A95.KJT4.865 Q953.QT62.A82.AT K72.J743.Q3.QJ42 | P-P-P-1D-P-2N
89    W  3C-S       -50          J5.42.J765.AQ632 9742.K876.Q2.KJ5 KT6.AJT5.AT3.984 AQ83.Q93.K984.T7 | P-P-P-1C-P-3C
90    W  2D-S        90          KJ4.753.654.AJ76 T93.AJ62.J8.K954 8765.KT.AK732.Q8 AQ2.Q984.QT9.T32 | P-P-P-1D-P-1N-P-2D
91    W  -W                      72.KQ62.QJ76.QT6 Q96.JT.AK94.9874 AJ43.A85.832.J32 KT85.9743.T5.AK5 | P
92    W  2N-S       120          QJ952.A95.73.K92 KT8.Q62.A852.Q53 64.KJ7.KT6.AJT74 A73.T843.QJ94.86 | P-P-P-1C-P-1S-P-1N-P-2S-P-2N
93    W  1N-N        90          Q2.T9853.QJT.A93 KJ86.KJ.863.KT75 AT75.Q42.A52.Q82 943.A76.K974.J64 | P-P-P-1C-P-1H-P-1S-P-1N
94    W  1N-S        90          J754.Q73.QJ82.A8 AQT6.KT8.T75.J94 K83.A94.A94.7652 92.J652.K63.KQT3 | P-P-P-1C-P-1S-P-1N
95    W  2C-N       110          AQ.QT98.73.JT973 T976.J52.KJ8.K52 K532.K3.AT94.Q64 J84.A764.Q652.A8 | P-P-P-1D-P-1H-P-1S-P-2C
96    W  3H-N       140          JT976.Q874.J54.A Q85.JT6.KT8.QJ52 A4.A952.A97.T986 K32.K3.Q632.K743 | P-P-P-1C-P-1S-P-1N-P-2H-P-3H
97    W  1N-N        90          J.AJ982.Q62.J943 AT82.QT4.T97.KT7 K753.75.AJ54.A86 Q964.K63.K83.Q52 | P-P-P-1D-P-1H-P-1S-P-1N
98    W  4H-N       620          5.QJ985.863.AK42 AQ96.63.9754.J83 JT74.K74.AKJ2.T9 K832.AT2.QT.Q765 | P-1H-P-1S-P-2C-P-4H
99    W  1N-S        90          Q964.AJ86.J3.KT6 T75.K73.A764.732 AJ3.52.Q9852.A94 K82.QT94.KT.QJ85 | P-P-P-1D-P-1H-P-1N
100   W  1N-N        90          854.QJ93.AK6.875 T6.T854.QJ73.KJ2 KJ73.A6.T8.A9643 AQ92.K72.9542.QT | P-P-P-1C-P-1H-P-1S-P-1N
101   W  3D-S      -100          A8.T63.A8752.764 QJ72.875.J6.KQ95 KT93.AK92.QT9.83 654.QJ4.K43.AJT2 | P-P-P-1D-P-3D
102   W  1N-S        90          KT62.K54.KT94.75 8543.AQ63.873.KJ J97.982.AJ.AQ983 AQ.JT7.Q652.T642 | P-P-P-1C-P-1S-P-1N
103   W  2D-S        90          8743.A762.A.T632 KJ2.QT.JT98.A975 A5.983.KQ6543.K4 QT96.KJ54.72.QJ8 | P-P-P-1D-P-1H-P-2D
104   W  1N-N       120          72.AQ98.K86.QT74 K643.KT62.J4.K96 A985.543.AT97.A3 QJT.J7.Q532.J852 | P-P-P-1D-P-1H-P-1S-P-1N
105   W  -W                      T83.KQ95.J75.K72 K92.J76.Q82.A943 654.AT.AT96.QJ85 AQJ7.8432.K43.T6 | P
106   W  1N-S        90          K943.QT84.K5.653 AQ87.K53.Q874.98 T65.J7.AJ96.AQ72 J2.A962.T32.KJT4 | P-P-P-1D-P-1H-P-1N
107   W  1N-N       -50          J74.QJ5.854.KQT3 532.KT96.AKT2.J5 AQT.A2.Q963.9872 K986.8743.J7.A64 | P-P-P-1D-P-1N
108   W  -W                      752.KQJ75.643.QJ K96.A6.KJ85.9876 AQT3.T9.972.A432 J84.8432.AQT.KT5 | P
109   W  1N-N        90          543.954.AJ5.K943 T972.A7.Q64.AJT5 AKJ.JT63.K83.762 Q86.KQ82.T972.Q8 | P-P-P-1C-P-1N
110   W  2S-N       140          J8764.Q9.KQ53.93 Q3.KT87.A986.875 AKT9.J62.T4.KJT6 52.A543.J72.AQ42 | P-P-P-1C-P-1S-P-2S
111   W  1N-N        90          J64.J32.A94.Q854 T32.AQ64.J5.KJ72 AKQ5.KT9.T763.93 987.875.KQ82.AT6 | P-P-P-1D-P-1N
112   W  1N-N       120          84.KQ98.Q983.A65 J76.7532.KT.QJ43 AT93.JT4.A64.KT8 KQ52.A6.J752.972 | P-P-P-1C-P-1H-P-1S-P-1N
113   W  2N-N       -50          K87.985.A54.A652 JT9.A732.KT86.Q9 A532.KT.J72.KT73 Q64.QJ64.Q93.J84 | P-1C-P-1S-P-1N-P-2N
114   W  1N-S        90          9743.62.K654.AJ4 KQ2.JT85.QJ2.652 A6.KQ3.T97.KT983 JT85.A974.A83.Q7 | P-P-P-1C-P-1S-P-1N
115   W  2N-S       120          A52.AT84.JT6.Q42 JT63.95.972.AK98 K74.K62.AQ84.T73 Q98.QJ73.K53.J65 | P-P-P-1D-P-1H-P-1N-P-2N
116   W  2H-N       110          8643.KQJ65.5.KJT J5.T843.AQJ8.632 T97.A7.K9432.A84 AKQ2.92.T76.Q975 | P-P-P-1D-P-1H-P-1N-P-2H
117   W  1N-N        90          Q83.KT65.52.AJ94 KT.QJ83.K763.Q86 AJ92.92.A94.K753 7654.A74.QJT8.T2 | P-P-P-1C-P-1H-P-1S-P-1N
118   W  2D-S        90          T43.JT2.AJ.KJ874 QJ75.Q654.87.A63 K86.AK8.QT962.52 A92.973.K543.QT9 | P-P-P-1D-P-1N-P-2D
119   W  1N-N        90          Q9.J93.KQT97.Q98 AJ2.KQ5.J653.T52 T764.AT4.A.KJ743 K853.8762.842.A6 | P-P-P-1C-P-1D-P-1S-P-1N
120   W  1N-N        90          T6.K873.K652.K76 QJ92.Q96.AJ84.T5 K854.AJ4.93.A982 A73.T52.QT7.QJ43 | P-P-P-1C-P-1H-X=1=-XX=2=-1S-1N | Two suit takeout double | Support double redouble
121   W  -W                      Q74.AT3.986.AJ64 KJ83.K6.Q754.Q52 AT62.Q972.A32.83 95.J854.KJT.KT97 | P
122   W  2H-S       110          9642.8.AK9.Q9875 QJT.72.QJ54.AJ32 AK.KQ9643.872.64 8753.AJT5.T63.KT | P-P-P-1H-P-1S-X=1=-2H | Two suit takeout double
123   W  4H-N       420          AQJT5.T976.KJ8.8 982.J4.AQT9.K953 K4.AK832.63.Q642 763.Q5.7542.AJT7 | P-1S-P-1N=1=-P-2H-P-4H | Forcing 1NT
124   W  2S-S       110          754.KQ96.K84.752 J9.752.AJT9.KQT6 AQT32.J83.63.A83 K86.AT4.Q752.J94 | P-P-P-1S-P-2S
125   W  2D-S        90          965.J963.AKJ3.JT JT8.AQT.T84.K853 KQ72.K7.9752.A96 A43.8542.Q6.Q742 | P-P-P-1D-P-1H-P-1S-P-2D
126   W  2H-N       -50          T9653.AQT6.K4.72 AQ8.732.T53.KQ93 74.J94.AQ872.AJ6 KJ2.K85.J96.T854 | P-P-P-1D-P-1S-P-1N-P-2H
127   W  1N-S       120          Q764.K7.K976.KT7 KJ83.542.Q54.A32 92.AQJ96.A82.J85 AT5.T83.JT3.Q964 | P-P-P-1H-P-1S-P-1N
128   W  3D-S       130          Q7.QT4.AQ962.654 AT985.J2.53.Q972 K42.AK98.JT84.J3 J63.7653.K7.AKT8 | P-P-P-1D-P-3D
129   W  3C-S       110          Q853.KQ75.KJ83.8 K7.T4.QT542.QT95 A92.A63.9.KJ6432 JT64.J982.A76.A7 | P-P-2D-3C
130   W  2D-S       150          K982.82.762.AQJ3 QT65.KQJ3.95.K42 A43.T74.AKJT43.T J7.A965.Q8.98765 | P-P-P-1D-P-1S-P-2D
131   W  3C-S       130          A9.J42.T64.AQT75 QT63.96.KQ53.K62 J542.AQT8.A9.J84 K87.K753.J872.93 | P-P-P-1C-P-2C=1=-P-2N-P-3C | Inverted minors
132   W  2H-S       140          9.KJ6.Q983.AJ642 J842.Q9.AJ64.953 AT753.A875.T7.QT KQ6.T432.K52.K87 | P-1C-P-1S-P-1N-P-2H
133   W  2S-N       140          A754.K82.QT.9432 J8.Q974.J873.KQ7 KT92.JT63.A62.A8 Q63.A5.K954.JT65 | P-P-P-1D-P-1S-P-2S
134   W  1N-N       120          AT5.J9853.K76.K6 J842.KQT7.QT8.93 K963.A.J52.AT542 Q7.642.A943.QJ87 | P-1H-P-1S-P-1N
135   W  1N-N      -100          K9.QJ972.975.J64 543.K853.KQT8.K2 AJ86.4.432.AQ873 QT72.AT6.AJ6.T95 | P-P-P-1C-P-1H-P-1S-P-1N
136   W  2S-S       110          932.J3.AQT9.K872 A854.854.K653.A4 KJT7.AKT62.4.J63 Q6.Q97.J872.QT95 | P-P-1D-1H-P-1N-P-2S
137   W  3DX-W      800          AT.K3.QJ96.T9843 K876.982.A3.KJ52 J953.AJT4.54.AQ6 Q42.Q765.KT872.7 | P-P-1C-P-1D-P-1S-P-1N-P-P-X-2S-3C-X-P-3D-X
138   W  1N-N        90          6.AQ854.K872.T94 Q743.J932.A5.J52 KJ85..JT63.AK863 AT92.KT76.Q94.Q7 | P-P-P-1C-P-1H-P-1S-P-1N
139   W  1N-N        90          Q6.KQ5.Q52.85432 K98.A63.KT98.976 AJ73.JT87.763.AJ T542.942.AJ4.KQT | P-P-P-1D-P-1N
140   W  1N-N        90          963.KQT3.8762.K9 T5.J72.AQ53.QJ63 AJ72.84.K4.AT854 KQ84.A965.JT9.72 | P-P-P-1C-P-1H-P-1S-P-1N
141   W  1N-S        90          65.T82.AQJ76.K32 JT73.AK94.984.94 A82.J7.532.AQJ75 KQ94.Q653.KT.T86 | P-P-P-1C-P-1D-P-1N
142   W  1N-W       -90          T52.KT742.KQ95.8 AQJ6.A98.82.9763 K873.5.JT4.AKT42 94.QJ63.A763.QJ5 | P-P-1C-P-1H-P-1S-P-1N
143   W  1N-S      -200          98.KJ875.QJ42.72 AJ75.93.A763.Q95 T43.T2.KT9.AKJT6 KQ62.AQ64.85.843 | P-P-P-1C-P-1H-P-1N
144   W  -W                      K84.A63.953.8653 QJ72.Q54.AT64.Q7 965.KT8.K72.AJT2 AT3.J972.QJ8.K94 | P
145   W  1N-N       -50          876.874.K76.KQ82 J95.QT92.AQ9.J43 AT42.K53.T832.A5 KQ3.AJ6.J54.T976 | P-P-P-1D-P-1N
146   W  2S-N       110          QT975.KQJ7.J9.J2 K64.T853.AQ63.Q5 A83.2.K852.A8743 J2.A964.T74.KT96 | P-P-P-1C-P-1S-P-1N-P-2H-P-2S
147   W  2N-S       120          AJT.J743.AJ93.52 K974.KT62.T65.64 832.A85.Q4.AQT83 Q65.Q9.K872.KJ97 | P-1D-P-2N
148   W  3C-S       130          T84.82.KQ7.KQJT7 732.QT5.A852.943 KJ96.A743.63.A65 AQ5.KJ96.JT94.82 | P-P-P-1C-P-2C=1=-P-2N-P-3C | Inverted minors
149   W  2H-E      -110          6.J872.AKT6.T732 AQJ5.A643.43.865 KT982.T.9752.AK4 743.KQ95.QJ8.QJ9 | P-P-1C-1S-X-P-2H
150   W  1N-S      -100          6432.AK.J63.9843 Q7.Q853.T98.AKT7 KJ9.T972.AK742.J AT85.J64.Q5.Q652 | P-P-P-1D-P-1S-P-1N
151   W  2S-N       110          KQ97.QJ5.43.QJ86 J63.K7.Q972.K542 AT4.T642.A85.AT3 852.A983.KJT6.97 | P-P-P-1C-P-1S-P-1N-P-2C-P-2S
152   W  2H-S       110          AJT3.53.T842.J42 KQ4.Q98.J976.KT6 65.AKJ742.53.A83 9872.T6.AKQ.Q975 | P-P-P-1H-P-1S-P-2H
153   W  2H-S       110          Q4.KT4.QT543.983 AJ95.875.J8.AJ65 872.AQ632.A76.Q7 KT63.J9.K92.KT42 | P-P-P-1H-P-2H
154   W  1N-N       120          A6.AQ53.9832.J65 Q854.KT6.75.A732 KT92.874.AT4.KQ9 J73.J92.KQJ6.T84 | P-P-P-1C-P-1H-P-1S-P-1N
155   W  1N-N        90          KT3.K74.T9832.QJ AJ62.QT63.Q7.632 Q984.J2.A4.AT987 75.A985.KJ65.K54 | P-P-P-1C-P-1D-P-1S-P-1N
