..\bba\Open_In_Fourth_15.pbn

                        -- Sorted by Board Number --
brd# dlr contract score  par     north            east             south            west             | auction...   | notes
---- --- -------- -----  ------  ---------------- ---------------- ---------------- ---------------- | ------------------------- 
24    W  4S-N       -50          KQ987.52.J42.KJ2 J4.JT8.AQ65.Q843 A63.KQ974.KT3.T7 T52.A63.987.A965 | P-P-P-1H-P-1S-P-1N-P-2S-P-3S-P-4S
25    W  2N-S       120          KQJ5.KT9.2.Q9864 A32.7652.Q73.JT7 T64.AJ84.AK986.2 987.Q3.JT54.AK53 | P-1C-P-1D-P-1S-P-2N
26    W  2N-S       120          QJ64.J983.AQJ52. T97.A6.K974.Q864 A32.K52.86.AJT95 K85.QT74.T3.K732 | P-1D-P-2N
27    W  1N-S       120          T952.842.KT9.AK6 K76.J53.Q76.J943 AJ3.AQT7.J852.75 Q84.K96.A43.QT82 | P-P-P-1D-P-1S-P-1N
28    W  2S-S      -100          63.86.AKQ86.J432 KJ2.QJ75.J93.KT8 AT975.A943.74.Q6 Q84.KT2.T52.A975 | P-P-P-1S-P-1N-P-2H-P-2S
29    W  3S-S      -100          8754.KQ852.A4.65 QJ.J963.KQ8.T974 T962.A.JT962.AQ3 AK3.T74.753.KJ82 | P-P-P-1D-P-1H-P-1S-P-3S
30    W  1N-S       -50          QJ2.Q65.T9643.Q2 A764.JT8.J87.AJ7 T93.AK9.KQ5.9543 K85.7432.A2.KT86 | P-P-P-1C-P-1D-P-1N
31    W  4H-S      -100          632.QJT2.K2.AJ62 AKJ.96.J753.QT74 T75.K8743.AQ94.K Q984.A5.T86.9853 | P-P-P-1H-P-2C=1=-P-2H-P-4H | Reverse drury
32    W  1N-S        90          AKJ73.J5.74.9542 Q84.A96.AJT5.T73 T92.KT832.Q63.AK 65.Q74.K982.QJ86 | P-P-P-1H-P-1S-P-1N
33    W  1N-S       120          A732.AJ92.T762.Q Q96.KQ65.QJ4.J94 JT4.874.A5.AKT75 K85.T3.K983.8632 | P-P-P-1C-P-1H-P-1N
34    W  3C-S      -100          J5.42.J765.AQ632 9742.K876.Q2.KJ5 KT6.AJT5.AT3.984 AQ83.Q93.K984.T7 | P-P-P-1C-P-3C
35    W  1N-S        90          KJ63.K632.T8.J97 T42.J75.A63.AQ82 A85.T9.KQ975.K65 Q97.AQ84.J42.T43 | P-P-P-1D-P-1H-P-1N
36    W  2H-S       110          82.AJ7.JT63.QJ97 J976.K32.985.AT4 KQ4.T8654.AK4.62 AT53.Q9.Q72.K853 | P-P-P-1H-P-2H
37    W  1N-S        90          KT62.K54.KT94.75 8543.AQ63.873.KJ J97.982.AJ.AQ983 AQ.JT7.Q652.T642 | P-P-P-1C-P-1S-P-1N
38    W  -W                      K94.QT754.KJ87.T T73.KJ.Q652.K642 AQ86.63.943.AJ97 J52.A982.AT.Q853 | P
39    W  1N-S        90          K943.QT84.K5.653 AQ87.K53.Q874.98 T65.J7.AJ96.AQ72 J2.A962.T32.KJT4 | P-P-P-1D-P-1H-P-1N
40    W  2C-S        90          K742.J9862.J.A92 T865.AKT7.965.Q4 AQJ.4.AT732.J865 93.Q53.KQ84.KT73 | P-P-P-1D-P-1H-P-2C
41    W  1N-N       -50          J74.QJ5.854.KQT3 532.KT96.AKT2.J5 AQT.A2.Q963.9872 K986.8743.J7.A64 | P-P-P-1D-P-1N
42    W  1N-S        90          KJ4.JT743.A95.54 Q83.AK8.763.Q986 T97.962.KJT.AKJ2 A652.Q5.Q842.T73 | P-P-P-1C-P-1H-P-1N
43    W  3S-N       140          K9532.QJ.JT4.K72 Q87.K632.A98.Q86 A64.AT954.K2.J54 JT.87.Q7653.AT93 | P-P-P-1H-P-1S-P-1N-P-2S-P-3S
44    W  3H-S       140          65.KT75.AQJT2.64 K832.Q9.864.AJT5 AQ97.AJ83.95.972 JT4.642.K73.KQ83 | P-P-P-1C-P-1D-P-1H-P-3H
45    W  1N-N        90          543.954.AJ5.K943 T972.A7.Q64.AJT5 AKJ.JT63.K83.762 Q86.KQ82.T972.Q8 | P-P-P-1C-P-1N
46    W  1N-S       120          974.A32.Q873.KJT J52.J9764.KT9.Q5 QT6.Q5.A62.A9874 AK83.KT8.J54.632 | P-P-P-1C-P-1D-P-1N
47    W  2N-N      -100          K87.985.A54.A652 JT9.A732.KT86.Q9 A532.KT.J72.KT73 Q64.QJ64.Q93.J84 | P-1C-P-1S-P-1N-P-2N
48    W  2N-S       120          A52.AT84.JT6.Q42 JT63.95.972.AK98 K74.K62.AQ84.T73 Q98.QJ73.K53.J65 | P-P-P-1D-P-1H-P-1N-P-2N
49    W  -W                      J87.T842.AQ8.K93 KQ5.KQ65.432.T76 A632.AJ7.J97.J54 T94.93.KT65.AQ82 | P
50    W  2D-S        90          T43.JT2.AJ.KJ874 QJ75.Q654.87.A63 K86.AK8.QT962.52 A92.973.K543.QT9 | P-P-P-1D-P-1N-P-2D
51    W  2C-S       110          QJ74.AJ9.JT85.T7 K83.T863.A62.Q95 AT5.72.97.AKJ842 962.KQ54.KQ43.63 | P-P-P-1C-P-1S-P-2C
52    W  3D-S       130          Q7.QT4.AQ962.654 AT985.J2.53.Q972 K42.AK98.JT84.J3 J63.7653.K7.AKT8 | P-P-P-1D-P-3D
53    W  1N-N        90          763.863.Q8.AKJ83 AJ92.T75.K532.74 KQ5.K92.A976.965 T84.AQJ4.JT4.QT2 | P-P-P-1D-P-1N
54    W  2C-S       110          Q853.KQ75.KJ83.8 K7.T4.QT542.QT95 A92.A63.9.KJ6432 JT64.J982.A76.A7 | P-P-P-1C-P-1H-P-2C
55    W  2D-S       150          K982.82.762.AQJ3 QT65.KQJ3.95.K42 A43.T74.AKJT43.T J7.A965.Q8.98765 | P-P-P-1D-P-1S-P-2D
56    W  2H-S       140          9.KJ6.Q983.AJ642 J842.Q9.AJ64.953 AT753.A875.T7.QT KQ6.T432.K52.K87 | P-1C-P-1S-P-1N-P-2H
57    W  1N-S        90          Q5.A9753.QJ92.T7 T973.KQ4.AT7.Q65 AK6.82.843.AJ942 J842.JT6.K65.K83 | P-P-P-1C-P-1H-P-1N
58    W  1N-N      -100          K9.QJ972.975.J64 543.K853.KQT8.K2 AJ86.4.432.AQ873 QT72.AT6.AJ6.T95 | P-P-P-1C-P-1H-P-1S-P-1N
59    W  1N-N        90          Q6.KQ5.Q52.85432 K98.A63.KT98.976 AJ73.JT87.763.AJ T542.942.AJ4.KQT | P-P-P-1D-P-1N
60    W  1N-S        90          65.T82.AQJ76.K32 JT73.AK94.984.94 A82.J7.532.AQJ75 KQ94.Q653.KT.T86 | P-P-P-1C-P-1D-P-1N
61    W  3S-N       140          QJT93.Q8.QT2.A72 82.AJ92.AJ75.J98 AK6.T63.8643.KQ6 754.K754.K9.T543 | P-P-P-1D-P-1S-P-1N-P-2S-P-3S
62    W  1N-W       -90          T52.KT742.KQ95.8 AQJ6.A98.82.9763 K873.5.JT4.AKT42 94.QJ63.A763.QJ5 | P-P-1C-P-1H-P-1S-P-1N
63    W  1N-N      -100          876.874.K76.KQ82 J95.QT92.AQ9.J43 AT42.K53.T832.A5 KQ3.AJ6.J54.T976 | P-P-P-1D-P-1N
64    W  1N-S       -50          62.Q987.J7.AJ952 AQT9.K43.Q964.64 J74.A62.AKT52.T7 K853.JT5.83.KQ83 | P-P-P-1D-P-1H-P-1N
65    W  2N-S       120          AJT.J743.AJ93.52 K974.KT62.T65.64 832.A85.Q4.AQT83 Q65.Q9.K872.KJ97 | P-1D-P-2N
66    W  2H-E      -110          6.J872.AKT6.T732 AQJ5.A643.43.865 KT982.T.9752.AK4 743.KQ95.QJ8.QJ9 | P-P-1C-1S-X-P-2H
67    W  1N-S      -100          6432.AK.J63.9843 Q7.Q853.T98.AKT7 KJ9.T972.AK742.J AT85.J64.Q5.Q652 | P-P-P-1D-P-1S-P-1N
68    W  2S-N       110          KQ97.QJ5.43.QJ86 J63.K7.Q972.K542 AT4.T642.A85.AT3 852.A983.KJT6.97 | P-P-P-1C-P-1S-P-1N-P-2C-P-2S
69    W  1N-S      -100          J642.92.983.AKT8 T85.T853.AKQT.Q2 A93.AQ4.J52.J964 KQ7.KJ76.764.753 | P-P-P-1C-P-1S-P-1N
70    W  2H-S       110          Q4.KT4.QT543.983 AJ95.875.J8.AJ65 872.AQ632.A76.Q7 KT63.J9.K92.KT42 | P-P-P-1H-P-2H
71    W  1N-N        90          KT3.K74.T9832.QJ AJ62.QT63.Q7.632 Q984.J2.A4.AT987 75.A985.KJ65.K54 | P-P-P-1C-P-1D-P-1S-P-1N
72    W  1N-N       -50          82.AQ96.J963.J73 KT97.KJT.A72.864 AQ643.872.T8.AT5 J5.543.KQ54.KQ92 | P-P-P-1S-P-1N
73    W  1N-S        90          Q942.852.98.AQ87 JT53.K4.KJ4.K654 A76.AT96.A652.T2 K8.QJ73.QT73.J93 | P-P-P-1D-P-1S-P-1N
74    W  1N-S       120          JT92.A986.J9.AJ9 K863.QJ4.83.Q765 Q75.K5.AK652.842 A4.T732.QT74.KT3 | P-P-P-1D-P-1H-P-1N
75    W  1N-N        90          75.K8732.AQT7.T4 J843.J94.K8.KJ86 AKT2.5.952.A9732 Q96.AQT6.J643.Q5 | P-P-P-1C-P-1H-P-1S-P-1N
76    W  3S-N       140          KQJ4.JT4.A743.84 87.AK73.K982.652 AT95.98.J6.AQT73 632.Q652.QT5.KJ9 | P-P-P-1C-P-1S-X=1=-2S-P-3S | Two suit takeout double
77    W  2S-N       110          Q743.A6.986.J876 T65.J9.JT73.AKQT AJ92.KT874.K5.95 K8.Q532.AQ42.432 | P-P-P-1H-P-1S-P-2S
78    W  1N-S        90          A94.Q532.QJT5.J2 T85.AT87.K82.T64 J76.K64.A63.A953 KQ32.J9.974.KQ87 | P-P-P-1C-P-1H-P-1N
79    W  1N-S        90          AT98.93.AT5.J972 752.QT85.KQ73.K5 Q63.AJ64.J62.AT6 KJ4.K72.984.Q843 | P-P-P-1C-P-1S-P-1N
80    W  1N-N       -50          842.KQ54.QJ5.J85 Q6.J932.T83.AK32 A953.T.AK942.T76 KJT7.A876.76.Q94 | P-P-P-1D-P-1H-P-1S-P-1N
81    W  1N-S       120          AKQ.JT2.J853.953 863.Q743.KT.KQJ4 T72.A85.A4.A8762 J954.K96.Q9762.T | P-P-P-1C-P-1D-P-1N
82    W  1N-S        90          A5.J542.Q95.J843 KT94.AT83.J82.Q9 Q87.K6.AK743.T62 J632.Q97.T6.AK75 | P-P-P-1D-P-1H-P-1N
83    W  2C-S       110          97.KQ9.Q853.AT72 QJ54.T53.AJ94.K6 A832.A62.K2.9543 KT6.J874.T76.QJ8 | P-P-P-1C-P-1D-P-1S-P-2C
84    W  2D-S      -100          J53.T75.Q3.KQJ43 KQT.83.KT94.T975 A82.A642.A8752.8 9764.KQJ9.J6.A62 | P-P-P-1D-P-1N-P-2D
85    W  3D-S      -200          Q.K32.T975.AJ864 AT96.Q954.Q82.95 8742.AT76.AJ4.Q2 KJ53.J8.K63.KT73 | P-P-P-1D-P-3D
86    W  1N-N       120          A85.QJT.Q42.JT98 QT64.A853.93.K42 KJ3.962.A865.A76 972.K74.KJT7.Q53 | P-P-P-1D-P-1N
87    W  1N-N      -100          KT7.QT9.8743.J98 QJ86.K75.K52.QT2 542.AJ62.T6.AK63 A93.843.AQJ9.754 | P-P-P-1C-P-1N
88    W  4S-N       -50          KT842.KJ73.KT4.4 Q95.Q964.Q753.AT AJ6.8.A86.QJ8765 73.AT52.J92.K932 | P-1S-P-1N=1=-P-2H-P-4S | Forcing 1NT
89    W  1N-S        90          KJ6.QT72.J7642.J T42.J95.KQ3.K752 A83.843.A8.AT863 Q975.AK6.T95.Q94 | P-P-P-1C-P-1D-P-1N
90    W  1N-N       120          865.KT2.J85.KQJ6 AQJ4.J643.QT3.T8 KT7.AQ85.K42.542 932.97.A976.A973 | P-P-P-1C-P-1N
91    W  2H-E        50          A52.J65.KT974.75 763.AQT7.J632.A2 KJ9.K42.A5.JT943 QT84.983.Q8.KQ86 | P-P-1D-2C-X-P-2H
92    W  2S-W      -110          Q7.Q943.Q843.QT3 T953.K762.A5.A75 KJ6.AJT.KT2.8642 A842.85.J976.KJ9 | P-P-1C-X-1S-X-2S
93    W  3S-N      -100          QT53.J92.AK4.932 87.KQT3.QT63.K65 AK64.754.72.A874 J92.A86.J985.QJT | P-P-P-1C-P-1S-P-2S-P-3S
94    W  2H-W        50          J73.A.QJ952.8764 KT95.KQT7.K87.32 A82.6543.A3.KJ95 Q64.J982.T64.AQT | P-P-P-1C-P-1D-X=1=-P-1S-2D-P-P-2H | Two suit takeout double
95    W  2H-S       110          T73.T42.AT85.KJ2 J842.975.KQ.A963 AK9.AJ863.632.T5 Q65.KQ.J974.Q874 | P-P-P-1H-P-2H
96    W  1N-N        90          72.53.AKQ43.7532 QT93.862.J5.AKT9 A54.AJT94.T9.QJ8 KJ86.KQ7.8762.64 | P-P-P-1H-P-1N
97    W  1N-S       120          AK87.J4.Q642.JT6 J53.T97.AJT3.973 Q64.AK865.87.K54 T92.Q32.K95.AQ82 | P-P-P-1H-P-1S-P-1N
98    W  -W                      K97.AT75.J82.T84 AQT8.QJ32.Q3.752 J653.94.AK76.K63 42.K86.T954.AQJ9 | P
99    W  1N-S       -50          Q3.T87.A765.A874 8654.KQ3.QT94.32 T97.AJ4.KJ3.K965 AKJ2.9652.82.QJT | P-P-P-1C-P-1D-P-1N
100   W  1N-S        90          QT8.Q972.K.QT852 K754.K3.J532.A73 A93.T54.AT84.KJ4 J62.AJ86.Q976.96 | P-P-P-1D-P-1H-P-1N
101   W  -W                      KQJ.72.KT954.Q94 852.T8653.A.KT63 AT43.J9.Q872.A82 976.AKQ4.J63.J75 | P
102   W  2C-S       -50          QJ74.AJ543.T852. T95.Q2.A764.KJ76 K86.96.K3.AQT854 A32.KT87.QJ9.932 | P-P-P-1C-P-1H-P-2C
103   W  1N-N       120          T82.K75.A8742.K2 Q954.Q98.Q9.Q643 AK7.JT63.K53.J87 J63.A42.JT6.AT95 | P-P-P-1C-P-1D-P-1H-P-1N
104   W  1N-S        90          QJ73.JT7.A.J9876 A92.Q95.QJT6.543 KT8.AK86.8542.Q2 654.432.K973.AKT | P-P-P-1D-P-1S-P-1N
105   W  1N-N        90          Q7.QJT53.K5.J832 K962.962.Q972.A9 AT83.84.A864.KT7 J54.AK7.JT3.Q654 | P-P-P-1D-P-1H-P-1S-P-1N
106   W  1N-N        90          JT8.K82.J96.A643 Q42.QT76.KT8.Q85 AK3.93.A743.JT72 9765.AJ54.Q52.K9 | P-P-P-1D-P-1N
107   W  1N-N       120          A86.J.9754.AJ964 QT5.T76.AQ83.753 K94.AQ843.T6.KT2 J732.K952.KJ2.Q8 | P-P-P-1H-P-1N
108   W  2S-S       110          J98.K2.T763.AJ64 Q3.AQJ8.J952.T32 K7654.T654.A.K98 AT2.973.KQ84.Q75 | P-P-P-1S-P-2C=1=-P-2S | Reverse drury
109   W  1N-N        90          K53.A.QT32.J9872 Q6.J942.AJ6.KT54 AJ97.QT876.974.A T842.K53.K85.Q63 | P-P-P-1H-P-1N
110   W  1N-S       120          J92.6532.AK7.QJ9 QT53.Q4.J853.KT4 A84.AT9.T96.A875 K76.KJ87.Q42.632 | P-P-P-1C-P-1H-P-1N
111   W  4H-N       650          T875.AQJ74.A97.9 J94.95.KQT8.JT54 AQ2.T86.32.AQ763 K63.K32.J654.K82 | P-1H-P-2C-P-2N-P-4H
112   W  -W                      T743.A932.K4.Q54 KQJ.874.8753.KJ3 9865.J5.AQ96.A82 A2.KQT6.JT2.T976 | P
113   W  -W                      Q.763.KQJ97.KT84 A543.T94.T83.AQ9 K8762.AK5.654.32 JT9.QJ82.A2.J765 | P
114   W  2S-S       110          J65.Q6.AT874.QT7 972.K42.J92.AK86 AQ843.A985.5.942 KT.JT73.KQ63.J53 | P-P-P-1S-P-2C=1=-P-2S | Reverse drury
115   W  2C-S        90          964.T542.AK73.98 KJT2.KQ3.9865.Q2 Q75.A98.J.AJT743 A83.J76.QT42.K65 | P-P-P-1C-P-1H-P-2C
116   W  2S-N       110          AKQJ.J9.873.6543 T42.T63.QJ95.AJT 753.AK42.KT4.Q87 986.Q875.A62.K92 | P-P-P-1C-P-1S-P-1N-P-2C-P-2S
117   W  1N-S        90          9653.A2.753.AQ63 JT4.QT76.KQ6.954 K72.KJ43.AT98.J8 AQ8.985.J42.KT72 | P-P-P-1D-P-1S-P-1N
118   W  1N-S        90          AKT5.J8.876.QT72 J98.A943.Q52.986 764.Q76.AJ9.AJ54 Q32.KT52.KT43.K3 | P-P-P-1C-P-1S-P-1N
119   W  2C-S      -100          72.QJ73.JT4.K832 AQ53.T985.Q7.QJ5 J84.6.AK986.AT76 KT96.AK42.532.94 | P-P-P-1D-P-1H-P-2C
120   W  2N-N       120          643.K6.J865.AQJT QT75.AJ.K72.8642 A98.QT975.AQT.73 KJ2.8432.943.K95 | P-P-P-1H-P-2N
121   W  1N-N        90          K7.AT7.K74.T7632 QJ92.KQJ6.962.Q4 A654.983.AQ53.J9 T83.542.JT8.AK85 | P-P-P-1D-P-1N
122   W  3H-S       140          A6.T975.T952.AK3 J93.82.KQ76.QT72 8742.AQ43.AJ.954 KQT5.KJ6.843.J86 | P-1D-P-1H-P-2H-P-3H
123   W  1N-N        90          T8.Q9.KJ95.QJ864 Q962.AJ3.876.K75 KJ54.KT865.A4.93 A73.742.QT32.AT2 | P-P-P-1H-P-1N
124   W  1N-S        90          Q98.JT75.QT4.QJ2 AJ5.Q643.K9.T943 762.K8.AJ73.A876 KT43.A92.8652.K5 | P-P-P-1D-P-1H-P-1N
125   W  1N-S        90          8763.AT93.KQ2.82 92.Q42.AT54.QJT4 KJ5.K87.J873.A76 AQT4.J65.96.K953 | P-P-P-1D-P-1H-P-1N
126   W  3S-S       170          A982.JT763.AQ.54 Q6.K54.J876.KJT2 KJT4.9.KT954.A98 753.AQ82.32.Q763 | P-1H-P-1S-P-2S-P-3S
127   W  2S-N       110          AQ93.T8.KJT42.T6 KJ65.Q72.953.A85 T84.AKJ6.6.KJ974 72.9543.AQ87.Q32 | P-P-P-1C-P-1D-P-1H-P-1S-P-2C-P-2D-P-2S
128   W  1N-S        90          J83.J72.AK64.T64 KT62.A54.985.Q93 Q74.K93.32.AK875 A95.QT86.QJT7.J2 | P-P-P-1C-P-1D-P-1N
129   W  4S-N       420          AQJ85.J3.42.K985 96.872.JT73.AJ62 KT3.AT954.K85.Q7 742.KQ6.AQ96.T43 | P-1S-P-1N=1=-X-2C-P-4S | Forcing 1NT
130   W  2N-S       120          K952..AT982.K952 A3.AT32.Q765.J63 J64.KJ65.K4.AT74 QT87.Q9874.J3.Q8 | P-1D-P-1H-P-1S-P-2N
131   W  1N-S       120          AJ84.92.A74.Q943 Q62.A43.QJ98.JT8 KT5.QT765.KT.A62 973.KJ8.6532.K75 | P-P-P-1H-P-1S-P-1N
132   W  2C-S      -100          J65.A9853.4.J732 942.QJT2.KJ93.A5 873.K.AQ876.KT64 AKQT.764.T52.Q98 | P-P-P-1D-P-1H-P-2C
133   W  2N-S       120          J832.AQ94.T642.A QT7.62.Q98.K9832 AK4.T53.AJ7.7654 965.KJ87.K53.QJT | P-1D-P-2N
134   W  1N-S       120          KJ65.QT5.A53.J93 42.7432.T87.AK84 A87.AK86.J64.T62 QT93.J9.KQ92.Q75 | P-P-P-1C-P-1S-P-1N
135   W  4S-N       620          AJT75.AT9.T7.Q65 K42.KQ84.Q63.T94 986.52.AKJ9.A732 Q3.J763.8542.KJ8 | P-1S-P-1N=1=-P-2C-P-4S | Forcing 1NT
136   W  1N-S       120          QJ72.QT9.K5.Q983 T63.A62.8642.AT7 A95.K73.AT73.J64 K84.J854.QJ9.K52 | P-P-P-1D-P-1S-P-1N
137   W  2H-N       110          Q42.QT96.K73.QT3 7653.J82.Q6.AK64 K98.A753.AJ98.72 AJT.K4.T542.J985 | P-P-P-1D-P-1H-P-2H
138   W  2D-S       110          Q87.963.A763.KT3 543.AQ74.J8.Q985 KT6.T2.KQT54.A64 AJ92.KJ85.92.J72 | P-P-P-1D-P-1N-P-2D
139   W  4S-N       450          KJ875.743.AT54.Q T3.KQJ9.J987.KT5 AQ92.T5.6.AJ9843 64.A862.KQ32.762 | P-P-P-1C-P-1S-P-2S-P-4S
140   W  2H-S      -100          T94.2.QJT4.A9853 A85.QJ9.K872.J74 Q76.AT8763.A63.Q KJ32.K54.95.KT62 | P-P-P-1H-P-1N-P-2H
141   W  1N-S        90          QT5.QJT2.A862.95 AJ92.9865.KJ3.J7 876.A.QT74.AQT42 K43.K743.95.K863 | P-P-P-1C-P-1H-P-1N
142   W  2N-N       120          Q7.AQT43.QJT5.T4 JT4.982.K843.A63 K853.KJ6.A2.9875 A962.75.976.KQJ2 | P-P-P-1C-P-1H-P-1S-P-2N
143   W  1N-S      -100          JT8.T854.Q954.K6 Q762.QJ32.63.AQ4 K93.A76.A82.JT93 A54.K9.KJT7.8752 | P-P-P-1C-P-1H-P-1N
144   W  4H-S       420          T63.J8.AK75.QT72 J52.Q753.J83.AK6 KQ9.AKT962.T.854 A874.4.Q9642.J93 | P-P-P-1H-P-1N-P-2H-P-4H
145   W  3C-N       110          Q84.Q9.873.KQ983 K63.AT65.KJ62.74 AJ9.K8743.54.A65 T752.J2.AQT9.JT2 | P-P-1D-1H-X-P-1S-X-P-2C-P-P-2D-3C
146   W  1N-S        90          Q952.65.A64.QJ62 KT3.J982.KT52.K5 A86.AK4.J87.T743 J74.QT73.Q93.A98 | P-P-P-1C-P-1S-P-1N
147   W  1N-S       -50          T85.KQJ7.J43.864 Q74.8654.AQ8.QT2 A62.T9.T975.AKJ3 KJ93.A32.K62.975 | P-P-P-1D-P-1H-P-1N
148   W  3H-N       140          842.AQ83.JT.KT83 AQ93.J7.853.Q974 JT6.K965.A964.A6 K75.T42.KQ72.J52 | P-P-P-1D-P-1H-P-2H-P-3H
149   W  2H-S      -100          T74.42.KQ8.A9843 J932.AK3.T2.T762 AK8.JT986.A974.5 Q65.Q75.J653.KQJ | P-P-P-1H-P-1N-P-2D-P-2H
150   W  1N-N       120          A3.QT3.QJ965.Q64 KQ65.984.872.AJ7 T984.A762.AT.KT8 J72.KJ5.K43.9532 | P-P-P-1C-P-1D-P-1H-P-1N
151   W  2H-S       140          742.KQ3.KT93.J76 AT96.J8.J82.QT94 Q53.AT7642.Q4.A8 KJ8.95.A765.K532 | P-P-P-1H-P-2C=1=-P-2D=2=-P-2H | Reverse drury | Artificial
152   W  -W                      Q762.QJ4.93.A752 A93.9872.AQ75.J8 KJ84.AT6.K82.T64 T5.K53.JT64.KQ93 | P
153   W  -W                      AQ.Q97.T842.Q974 J52.T643.A73.K85 T874.K5.KJ95.A62 K963.AJ82.Q6.JT3 | P
154   W  1N-N        90          QJ.AQ532.J642.J6 A63.J6.KQT7.9732 9872.KT8.A83.A84 KT54.974.95.KQT5 | P-P-P-1C-P-1H-P-1S-P-1N
155   W  1N-N        90          J4.7642.K82.KQ87 KT53.A8.A653.953 AQ2.Q93.974.AT62 9876.KJT5.QJT.J4 | P-P-1D-X-1H-1N-P=1=-P-P | Max 2 !H
156   W  -W                      AJ2.93.KT873.QT7 Q83.Q65.A42.K853 T9764.AJT4.J.A42 K5.K872.Q965.J96 | P
157   W  2S-N      -100          Q982.75.Q86.K987 653.QJ93.AT3.A53 AK74.K642.974.JT JT.AT8.KJ52.Q642 | P-P-P-1D-P-1S-P-2S
