ID,Date,Board,North,South,East,West,Result,Score,IMPs,OptimumResult,ParScore,VsPar,DDBidding,DDPlay
30,2024.09.03,30,EPBot1,EPBot3,EPBot2,EPBot4,"4H S =",420,0.00%,"3N NS",400,1,"We overbid - undoubled",+1
31,2024.09.03,31,EPBot1,EPBot3,EPBot2,EPBot4,"4H N =",620,0.00%,"4SX EW-3",500,3,"They missed sacrifice",-
32,2024.09.03,32,EPBot1,EPBot3,EPBot2,EPBot4,"4S S +1",450,0.00%,"3N NS+2",460,0,"We missed best contract",-
33,2024.09.03,33,EPBot1,EPBot3,EPBot2,EPBot4,"4H N =",420,0.00%,"4H NS+1",450,-1,"Par was bid",-1
34,2024.09.03,34,EPBot1,EPBot3,EPBot2,EPBot4,"6S N =",1430,0.00%,"7N NS",2220,-13,"We missed grand slam",-1
35,2024.09.03,35,EPBot1,EPBot3,EPBot2,EPBot4,"4H N =",420,0.00%,"3N NS+2",460,-1,"We missed best contract",-1
36,2024.09.03,36,EPBot1,EPBot3,EPBot2,EPBot4,"4H S +1",650,0.00%,"4CX EW-2",500,4,"We overbid - undoubled",+2
37,2024.09.03,37,EPBot1,EPBot3,EPBot2,EPBot4,"4S N =",620,0.00%,"6DX EW-3",500,3,"They missed sacrifice",-1
38,2024.09.03,38,EPBot1,EPBot3,EPBot2,EPBot4,"4S S =",420,0.00%,"4S NS+1",450,-1,"Par was bid",-1
39,2024.09.03,39,EPBot1,EPBot3,EPBot2,EPBot4,"4H S +1",650,0.00%,"4H NS+1",650,0,"Par was bid",-
40,2024.09.03,40,EPBot1,EPBot3,EPBot2,EPBot4,"5H N +1",480,0.00%,"6N NS",990,-11,"We missed small slam",-
41,2024.09.03,41,EPBot1,EPBot3,EPBot2,EPBot4,"3S N =",140,0.00%,"3SX NS-1",-100,6,"They missed double",+1
42,2024.09.03,42,EPBot1,EPBot3,EPBot2,EPBot4,"4H S =",620,0.00%,"3N NS+1",630,0,"We missed best contract",-
43,2024.09.03,43,EPBot1,EPBot3,EPBot2,EPBot4,"4S E +1",-450,0.00%,"5S EW",-450,0,"We missed sacrifice",-
44,2024.09.03,44,EPBot1,EPBot3,EPBot2,EPBot4,"4S N =",620,0.00%,"4S NS",620,0,"Par was bid",-
45,2024.09.03,45,EPBot1,EPBot3,EPBot2,EPBot4,"5S N =",650,0.00%,"4S NS+1",650,0,"Par was bid",-
46,2024.09.03,46,EPBot1,EPBot3,EPBot2,EPBot4,"4S S -1",-50,0.00%,"3SX NS-1",-100,2,"They missed double",+1
47,2024.09.03,47,EPBot1,EPBot3,EPBot2,EPBot4,"6H N -1",-100,0.00%,"4H NS",620,-12,"We overbid - undoubled",+1
48,2024.09.03,48,EPBot1,EPBot3,EPBot2,EPBot4,"4S N +2",480,0.00%,"6S NS",980,-11,"We missed small slam",-
49,2024.09.03,49,EPBot1,EPBot3,EPBot2,EPBot4,"5S N =",450,0.00%,"6N S",990,-11,"We missed small slam",-1
50,2024.09.03,50,EPBot1,EPBot3,EPBot2,EPBot4,"4H S =",620,0.00%,"4SX EW-3",500,3,"They missed sacrifice",-
51,2024.09.03,51,EPBot1,EPBot3,EPBot2,EPBot4,"4H N =",420,0.00%,"4H NS",420,0,"Par was bid",-
52,2024.09.03,52,EPBot1,EPBot3,EPBot2,EPBot4,"4S S +1",650,0.00%,"4S NS+1",650,0,"Par was bid",-
53,2024.09.03,53,EPBot1,EPBot3,EPBot2,EPBot4,"4H S +1",650,0.00%,"4H NS+1",650,0,"Par was bid",-
54,2024.09.03,54,EPBot1,EPBot3,EPBot2,EPBot4,"4S S =",420,0.00%,"3S NS",140,7,"We overbid - undoubled",+1
55,2024.09.03,55,EPBot1,EPBot3,EPBot2,EPBot4,"4S N =",620,0.00%,"4S NS",620,0,"Par was bid",-
56,2024.09.03,56,EPBot1,EPBot3,EPBot2,EPBot4,"4S N =",420,0.00%,"4S NS",420,0,"Par was bid",-
57,2024.09.03,57,EPBot1,EPBot3,EPBot2,EPBot4,"3H S -1",-50,0.00%,"3H NS",140,-5,"Par was bid",-1
58,2024.09.03,58,EPBot1,EPBot3,EPBot2,EPBot4,"4H N +1",650,0.00%,"6H NS",1430,-13,"We missed small slam",-1
59,2024.09.03,59,EPBot1,EPBot3,EPBot2,EPBot4,"4H N +1",450,0.00%,"4N NS+1",460,0,"We missed best contract",-
60,2024.09.03,60,EPBot1,EPBot3,EPBot2,EPBot4,"4S S =",620,0.00%,"5CX EW-1",100,11,"They missed sacrifice",-
61,2024.09.03,61,EPBot1,EPBot3,EPBot2,EPBot4,"5H N =",650,0.00%,"3N N+1",630,1,"We overbid - undoubled",+1
62,2024.09.03,62,EPBot1,EPBot3,EPBot2,EPBot4,"4S S +2",480,0.00%,"7S NS",1510,-14,"We missed grand slam",-1
63,2024.09.03,63,EPBot1,EPBot3,EPBot2,EPBot4,"3H N =",140,0.00%,"4H NS",620,-10,"We missed game",-1
64,2024.09.03,64,EPBot1,EPBot3,EPBot2,EPBot4,"5S N =",450,0.00%,"4S NS+1",450,0,"Par was bid",-
65,2024.09.03,65,EPBot1,EPBot3,EPBot2,EPBot4,"4H S =",420,0.00%,"4H NS+1",450,-1,"Par was bid",-1
66,2024.09.03,66,EPBot1,EPBot3,EPBot2,EPBot4,"3D E =",-110,0.00%,"3S EW",-140,1,"They missed partial",-1
67,2024.09.03,67,EPBot1,EPBot3,EPBot2,EPBot4,"4SX E -1",200,0.00%,"4H NS",420,-6,"They overbid - doubled",-1
68,2024.09.03,68,EPBot1,EPBot3,EPBot2,EPBot4,"4H S +1",650,0.00%,"6N NS",1440,-13,"We missed small slam",-1
69,2024.09.03,69,EPBot1,EPBot3,EPBot2,EPBot4,"3S N =",140,0.00%,"3H EW",-140,7,"They missed double",+1
70,2024.09.03,70,EPBot1,EPBot3,EPBot2,EPBot4,"4S N =",420,0.00%,"4S NS",420,0,"Par was bid",-
71,2024.09.03,71,EPBot1,EPBot3,EPBot2,EPBot4,"3S N =",140,0.00%,"2S NS",110,1,"We overbid - undoubled",+1
72,2024.09.03,72,EPBot1,EPBot3,EPBot2,EPBot4,"4S N =",420,0.00%,"4S NS",420,0,"Par was bid",-
73,2024.09.03,73,EPBot1,EPBot3,EPBot2,EPBot4,"4H S +1",450,0.00%,"4H NS+1",450,0,"Par was bid",-
74,2024.09.03,74,EPBot1,EPBot3,EPBot2,EPBot4,"4H S +2",680,0.00%,"6H NS",1430,-13,"We missed small slam",-
75,2024.09.03,75,EPBot1,EPBot3,EPBot2,EPBot4,"4H N +1",450,0.00%,"5SX EW-1",100,8,"They missed game",-
76,2024.09.03,76,EPBot1,EPBot3,EPBot2,EPBot4,"6S N =",1430,0.00%,"6N S",1440,0,"We missed best contract",-
77,2024.09.03,77,EPBot1,EPBot3,EPBot2,EPBot4,"4H S =",620,0.00%,"4H NS",620,0,"Par was bid",-
78,2024.09.03,78,EPBot1,EPBot3,EPBot2,EPBot4,"4H N +2",480,0.00%,"6H NS",980,-11,"We missed small slam",-
79,2024.09.03,79,EPBot1,EPBot3,EPBot2,EPBot4,"2H N +1",140,0.00%,"3S EW",-140,7,"They missed partial",-
80,2024.09.03,80,EPBot1,EPBot3,EPBot2,EPBot4,"4H N +1",450,0.00%,"4H NS+1",450,0,"Par was bid",-
81,2024.09.03,81,EPBot1,EPBot3,EPBot2,EPBot4,"3H N =",140,0.00%,"3S EW",-140,7,"They missed partial",+1
82,2024.09.03,82,EPBot1,EPBot3,EPBot2,EPBot4,"4H N =",620,0.00%,"4H NS",620,0,"Par was bid",-
83,2024.09.03,83,EPBot1,EPBot3,EPBot2,EPBot4,"4H N =",420,0.00%,"4H NS+1",450,-1,"Par was bid",-1
84,2024.09.03,84,EPBot1,EPBot3,EPBot2,EPBot4,"2S E +1",-140,0.00%,"5H NS",650,-13,"We missed game",-1
85,2024.09.03,85,EPBot1,EPBot3,EPBot2,EPBot4,"5S N =",650,0.00%,"3N NS+2",660,0,"We missed best contract",-
86,2024.09.03,86,EPBot1,EPBot3,EPBot2,EPBot4,"2S S +1",140,0.00%,"1H NS+2",140,0,"Par was bid",-
87,2024.09.03,87,EPBot1,EPBot3,EPBot2,EPBot4,"4H N +1",650,0.00%,"4H NS+1",650,0,"Par was bid",-
88,2024.09.03,88,EPBot1,EPBot3,EPBot2,EPBot4,"4H S =",420,0.00%,"4SX EW-2",300,3,"They missed sacrifice",-
89,2024.09.03,89,EPBot1,EPBot3,EPBot2,EPBot4,"2H S +2",170,0.00%,"4H NS",420,-6,"We missed game",-
90,2024.09.03,90,EPBot1,EPBot3,EPBot2,EPBot4,"3H N =",140,0.00%,"3D EW",-110,6,"They missed double",+1
91,2024.09.03,91,EPBot1,EPBot3,EPBot2,EPBot4,"2S S +1",140,0.00%,"3SX NS-1",-100,6,"They missed partial",+1
92,2024.09.03,92,EPBot1,EPBot3,EPBot2,EPBot4,"4S N =",620,0.00%,"4S NS",620,0,"Par was bid",-
93,2024.09.03,93,EPBot1,EPBot3,EPBot2,EPBot4,"3H W +1",-170,0.00%,"4SX NS-1",-200,1,"They missed game",-
94,2024.09.03,94,EPBot1,EPBot3,EPBot2,EPBot4,"5H N =",450,0.00%,"6H N",980,-11,"We missed small slam",-1
95,2024.09.03,95,EPBot1,EPBot3,EPBot2,EPBot4,"4H N +1",650,0.00%,"5DX EW-3",500,4,"They missed sacrifice",+1
96,2024.09.03,96,EPBot1,EPBot3,EPBot2,EPBot4,"2H S +1",140,0.00%,"2S EW",-110,6,"They missed partial",+2
97,2024.09.03,97,EPBot1,EPBot3,EPBot2,EPBot4,"4H S +1",450,0.00%,"4H NS+1",450,0,"Par was bid",-
98,2024.09.03,98,EPBot1,EPBot3,EPBot2,EPBot4,"3H S +1",170,0.00%,"4S EW+1",-450,12,"They missed game",+1
99,2024.09.03,99,EPBot1,EPBot3,EPBot2,EPBot4,"3CX E +2",-1070,0.00%,"4SX N-1",-100,-14,"We doubled making contract",-2
100,2024.09.03,100,EPBot1,EPBot3,EPBot2,EPBot4,"3S E +2",-200,0.00%,"4S EW+1",-650,10,"They missed game",-
101,2024.09.03,101,EPBot1,EPBot3,EPBot2,EPBot4,"3S N +2",200,0.00%,"4S NS",620,-9,"We missed game",+1
102,2024.09.03,102,EPBot1,EPBot3,EPBot2,EPBot4,"4S N =",420,0.00%,"4SX NS-1",-100,11,"They missed double",+1
103,2024.09.03,103,EPBot1,EPBot3,EPBot2,EPBot4,"4S N +1",650,0.00%,"4S NS+1",650,0,"Par was bid",-
104,2024.09.03,104,EPBot1,EPBot3,EPBot2,EPBot4,"4C E =",-130,0.00%,"3HX NS-1",-100,-1,"They overbid - undoubled",-1
105,2024.09.03,105,EPBot1,EPBot3,EPBot2,EPBot4,"4HX W -2",500,0.00%,"3SX NS-1",-100,12,"They overbid - doubled",+1
106,2024.09.03,106,EPBot1,EPBot3,EPBot2,EPBot4,"4S S =",620,0.00%,"4S NS",620,0,"Par was bid",-
107,2024.09.03,107,EPBot1,EPBot3,EPBot2,EPBot4,"5S N +1",480,0.00%,"6S NS",980,-11,"We missed small slam",-
108,2024.09.03,108,EPBot1,EPBot3,EPBot2,EPBot4,"4S N -1",-100,0.00%,"2S NS+1",140,-6,"We overbid - undoubled",-
109,2024.09.03,109,EPBot1,EPBot3,EPBot2,EPBot4,"4H N +1",650,0.00%,"4SX EW-2",500,4,"They missed sacrifice",+1
110,2024.09.03,110,EPBot1,EPBot3,EPBot2,EPBot4,"3H N =",140,0.00%,"4HX NS-1",-100,6,"They missed partial",-
111,2024.09.03,111,EPBot1,EPBot3,EPBot2,EPBot4,"3H S =",140,0.00%,"3C EW",-110,6,"They missed double",+1
112,2024.09.03,112,EPBot1,EPBot3,EPBot2,EPBot4,"4S S +1",450,0.00%,"3N NS+1",430,1,"We missed best contract",+1
113,2024.09.03,113,EPBot1,EPBot3,EPBot2,EPBot4,"4H N +1",450,0.00%,"4H NS",420,1,"Par was bid",+1
114,2024.09.03,114,EPBot1,EPBot3,EPBot2,EPBot4,"5H N -2",-200,0.00%,"4SX EW-2",300,-11,"We overbid - undoubled",-1
115,2024.09.03,115,EPBot1,EPBot3,EPBot2,EPBot4,"3S N =",140,0.00%,"3SX NS-1",-100,6,"They missed double",+1
116,2024.09.03,116,EPBot1,EPBot3,EPBot2,EPBot4,"3H S +1",170,0.00%,"3H NS",140,1,"Par was bid",+1
117,2024.09.03,117,EPBot1,EPBot3,EPBot2,EPBot4,"4H S =",620,0.00%,"4S EW",-420,14,"They missed game",+1
118,2024.09.03,118,EPBot1,EPBot3,EPBot2,EPBot4,"4H N =",420,0.00%,"2H NS+1",140,7,"We overbid - undoubled",+1
119,2024.09.03,119,EPBot1,EPBot3,EPBot2,EPBot4,"4S N =",620,0.00%,"4S NS",620,0,"Par was bid",-
120,2024.09.03,120,EPBot1,EPBot3,EPBot2,EPBot4,"4H S =",420,0.00%,"4H NS",420,0,"Par was bid",-
121,2024.09.03,121,EPBot1,EPBot3,EPBot2,EPBot4,"3H N =",140,0.00%,"4HX NS-1",-100,6,"They missed partial",-
122,2024.09.03,122,EPBot1,EPBot3,EPBot2,EPBot4,"3S S -1",-100,0.00%,"3H EW",-140,1,"They missed double",-
123,2024.09.03,123,EPBot1,EPBot3,EPBot2,EPBot4,"4S N =",420,0.00%,"3S NS",140,7,"We overbid - undoubled",+1
124,2024.09.03,124,EPBot1,EPBot3,EPBot2,EPBot4,"3S N =",140,0.00%,"2NX EW-1",100,1,"We overbid - undoubled",+1
125,2024.09.03,125,EPBot1,EPBot3,EPBot2,EPBot4,"3H S =",140,0.00%,"3H NS",140,0,"Par was bid",-
126,2024.09.03,126,EPBot1,EPBot3,EPBot2,EPBot4,"7N S =",1520,0.00%,"7N NS",1520,0,"Par was bid",-
127,2024.09.03,127,EPBot1,EPBot3,EPBot2,EPBot4,"4S S =",620,0.00%,"4CX EW-1",100,11,"We overbid - undoubled",+1
128,2024.09.03,128,EPBot1,EPBot3,EPBot2,EPBot4,"4S S +1",450,0.00%,"6S S",980,-11,"We missed small slam",-1
129,2024.09.03,129,EPBot1,EPBot3,EPBot2,EPBot4,"5HX S -3",-500,0.00%,"6S EW",-980,10,"They missed small slam",-
130,2024.09.03,130,EPBot1,EPBot3,EPBot2,EPBot4,"5H N -1",-100,0.00%,"4H NS+1",650,-13,"Par was bid",-1
131,2024.09.03,131,EPBot1,EPBot3,EPBot2,EPBot4,"3S S -1",-50,0.00%,"3S NS",140,-5,"Par was bid",-1
132,2024.09.03,132,EPBot1,EPBot3,EPBot2,EPBot4,"3H N +1",170,0.00%,"4H NS",620,-10,"We missed game",-
133,2024.09.03,133,EPBot1,EPBot3,EPBot2,EPBot4,"4S N +1",650,0.00%,"4S NS+1",650,0,"Par was bid",-
134,2024.09.03,134,EPBot1,EPBot3,EPBot2,EPBot4,"6S S =",980,0.00%,"7N NS",1520,-11,"We missed grand slam",-1
135,2024.09.03,135,EPBot1,EPBot3,EPBot2,EPBot4,"3S E +1",-170,0.00%,"4S EW",-620,10,"They missed game",-
136,2024.09.03,136,EPBot1,EPBot3,EPBot2,EPBot4,"5H N -1",-50,0.00%,"4H NS+1",450,-11,"Par was bid",-1
137,2024.09.03,137,EPBot1,EPBot3,EPBot2,EPBot4,"4H S =",420,0.00%,"3N NS",400,1,"We overbid - undoubled",+1
138,2024.09.03,138,EPBot1,EPBot3,EPBot2,EPBot4,"3H E =",-140,0.00%,"2H EW+1",-140,0,"Par was bid",-
139,2024.09.03,139,EPBot1,EPBot3,EPBot2,EPBot4,"4S S +2",480,0.00%,"6S NS",980,-11,"We missed small slam",-
140,2024.09.03,140,EPBot1,EPBot3,EPBot2,EPBot4,"6HX S -1",-200,0.00%,"4SX E-2",300,-11,"We overbid - doubled",+1
141,2024.09.03,141,EPBot1,EPBot3,EPBot2,EPBot4,"3S S -1",-100,0.00%,"5C E",-600,11,"They missed game",-
142,2024.09.03,142,EPBot1,EPBot3,EPBot2,EPBot4,"4S N =",420,0.00%,"4S NS+1",450,-1,"Par was bid",-1
143,2024.09.03,143,EPBot1,EPBot3,EPBot2,EPBot4,"7N S =",2220,0.00%,"7N NS",2220,0,"Par was bid",-
144,2024.09.03,144,EPBot1,EPBot3,EPBot2,EPBot4,"4H S +1",450,0.00%,"4H NS+1",450,0,"Par was bid",-
145,2024.09.03,145,EPBot1,EPBot3,EPBot2,EPBot4,"3S N +1",170,0.00%,"2S NS+1",140,1,"Par was bid",+1
146,2024.09.03,146,EPBot1,EPBot3,EPBot2,EPBot4,"4S S =",620,0.00%,"3N N+2",660,-1,"We missed best contract",-1
147,2024.09.03,147,EPBot1,EPBot3,EPBot2,EPBot4,"3H S +1",170,0.00%,"5HX NS-2",-300,10,"They missed game",+1
148,2024.09.03,148,EPBot1,EPBot3,EPBot2,EPBot4,"4H S +2",680,0.00%,"6H NS",1430,-13,"We missed small slam",-
149,2024.09.03,149,EPBot1,EPBot3,EPBot2,EPBot4,"4S N =",620,0.00%,"4S NS",620,0,"Par was bid",-
150,2024.09.03,150,EPBot1,EPBot3,EPBot2,EPBot4,"3SX S =",530,0.00%,"3H EW",-140,12,"We overbid - doubled",+2
151,2024.09.03,151,EPBot1,EPBot3,EPBot2,EPBot4,"3H N =",140,0.00%,"3H NS",140,0,"Par was bid",-
152,2024.09.03,152,EPBot1,EPBot3,EPBot2,EPBot4,"4H S =",420,0.00%,"4H NS+1",450,-1,"Par was bid",-1
153,2024.09.03,153,EPBot1,EPBot3,EPBot2,EPBot4,"4H N =",420,0.00%,"4H NS+1",450,-1,"Par was bid",-1
154,2024.09.03,154,EPBot1,EPBot3,EPBot2,EPBot4,"3C E +1",-130,0.00%,"5CX EW-2",500,-12,"We missed game",-1
155,2024.09.03,155,EPBot1,EPBot3,EPBot2,EPBot4,"3H S -1",-50,0.00%,"2S EW+1",-140,3,"They missed double",+1
156,2024.09.03,156,EPBot1,EPBot3,EPBot2,EPBot4,"4S N =",620,0.00%,"4S NS",620,0,"Par was bid",-
157,2024.09.03,157,EPBot1,EPBot3,EPBot2,EPBot4,"3H S +1",170,0.00%,"3S EW",-140,7,"They missed partial",+1
158,2024.09.03,158,EPBot1,EPBot3,EPBot2,EPBot4,"4H S =",420,0.00%,"4H NS",420,0,"Par was bid",-
159,2024.09.03,159,EPBot1,EPBot3,EPBot2,EPBot4,"6H N -1",-100,0.00%,"4H NS+1",650,-13,"We overbid - undoubled",-
160,2024.09.03,160,EPBot1,EPBot3,EPBot2,EPBot4,"3S S =",140,0.00%,"4SX NS-1",-100,6,"They missed game",-
161,2024.09.03,161,EPBot1,EPBot3,EPBot2,EPBot4,"4H N =",420,0.00%,"2H NS+1",140,7,"We overbid - undoubled",+1
162,2024.09.03,162,EPBot1,EPBot3,EPBot2,EPBot4,"3S S =",140,0.00%,"3H EW",-140,7,"We overbid - undoubled",+2
163,2024.09.03,163,EPBot1,EPBot3,EPBot2,EPBot4,"4S S +1",450,0.00%,"6D N",920,-10,"We missed small slam",-
164,2024.09.03,164,EPBot1,EPBot3,EPBot2,EPBot4,"3H N =",140,0.00%,"2H NS+1",140,0,"Par was bid",-
165,2024.09.03,165,EPBot1,EPBot3,EPBot2,EPBot4,"4H N =",620,0.00%,"3N NS+1",630,0,"We missed best contract",-
166,2024.09.03,166,EPBot1,EPBot3,EPBot2,EPBot4,"3H N +1",170,0.00%,"4H NS",420,-6,"We missed game",-
167,2024.09.03,167,EPBot1,EPBot3,EPBot2,EPBot4,"4H N +1",650,0.00%,"4H NS+1",650,0,"Par was bid",-
168,2024.09.03,168,EPBot1,EPBot3,EPBot2,EPBot4,"4H S +1",450,0.00%,"4H NS+1",450,0,"Par was bid",-
169,2024.09.03,169,EPBot1,EPBot3,EPBot2,EPBot4,"3S N =",140,0.00%,"4SX NS-1",-100,6,"They missed partial",-
170,2024.09.03,170,EPBot1,EPBot3,EPBot2,EPBot4,"4H S -1",-100,0.00%,"4H NS",620,-12,"Par was bid",-1
171,2024.09.03,171,EPBot1,EPBot3,EPBot2,EPBot4,"4SX E -1",100,0.00%,"4SX EW-1",100,0,"Par was bid",-
172,2024.09.03,172,EPBot1,EPBot3,EPBot2,EPBot4,"4H S -1",-100,0.00%,"4DX EW-3",500,-12,"We overbid - undoubled",-
173,2024.09.03,173,EPBot1,EPBot3,EPBot2,EPBot4,"4H N =",620,0.00%,"3N NS+2",660,-1,"We missed best contract",-1
174,2024.09.03,174,EPBot1,EPBot3,EPBot2,EPBot4,"7N S =",1520,0.00%,"7N NS",1520,0,"Par was bid",-
175,2024.09.03,175,EPBot1,EPBot3,EPBot2,EPBot4,"4H S =",620,0.00%,"4SX EW-1",100,11,"They missed sacrifice",-
176,2024.09.03,176,EPBot1,EPBot3,EPBot2,EPBot4,"3S N +1",170,0.00%,"4S NS",420,-6,"We missed game",-
177,2024.09.03,177,EPBot1,EPBot3,EPBot2,EPBot4,"2S S =",110,0.00%,"2N EW",-120,6,"They missed partial",+1
178,2024.09.03,178,EPBot1,EPBot3,EPBot2,EPBot4,"4H N =",620,0.00%,"4H S+1",650,-1,"We wrong-side contract",-
179,2024.09.03,179,EPBot1,EPBot3,EPBot2,EPBot4,"3S S =",140,0.00%,"4SX NS-2",-300,10,"They missed game",+1
180,2024.09.03,180,EPBot1,EPBot3,EPBot2,EPBot4,"5H N -1",-100,0.00%,"3N N+2",660,-13,"We missed best contract",-1
181,2024.09.03,181,EPBot1,EPBot3,EPBot2,EPBot4,"4H N +1",650,0.00%,"7CX EW-6",1400,-13,"We missed small slam",-
182,2024.09.03,182,EPBot1,EPBot3,EPBot2,EPBot4,"3S S +1",170,0.00%,"4S NS",420,-6,"We missed game",-
183,2024.09.03,183,EPBot1,EPBot3,EPBot2,EPBot4,"5C W -2",200,0.00%,"4C EW",-130,8,"They overbid - undoubled",+1
184,2024.09.03,184,EPBot1,EPBot3,EPBot2,EPBot4,"2S S +1",140,0.00%,"4S NS",420,-7,"We missed game",-1
185,2024.09.03,185,EPBot1,EPBot3,EPBot2,EPBot4,"3S E =",-140,0.00%,"4HX NS-1",-100,-1,"We missed sacrifice",-
186,2024.09.03,186,EPBot1,EPBot3,EPBot2,EPBot4,"3H N +1",170,0.00%,"3H NS",140,1,"Par was bid",+1
187,2024.09.03,187,EPBot1,EPBot3,EPBot2,EPBot4,"4S N =",420,0.00%,"5S NS",450,-1,"They missed sacrifice",-1
188,2024.09.03,188,EPBot1,EPBot3,EPBot2,EPBot4,"3SX S -1",-200,0.00%,"3N E+1",-430,6,"We overbid - doubled",+2
189,2024.09.03,189,EPBot1,EPBot3,EPBot2,EPBot4,"3H S -2",-200,0.00%,"4S EW+1",-650,10,"They missed game",-
190,2024.09.03,190,EPBot1,EPBot3,EPBot2,EPBot4,"4H N +1",450,0.00%,"6N NS",990,-11,"We missed small slam",-1
191,2024.09.03,191,EPBot1,EPBot3,EPBot2,EPBot4,"4H S +2",680,0.00%,"6SX EW-6",1400,-12,"We missed small slam",-
192,2024.09.03,192,EPBot1,EPBot3,EPBot2,EPBot4,"4S N +1",450,0.00%,"4S NS+1",450,0,"Par was bid",-
193,2024.09.03,193,EPBot1,EPBot3,EPBot2,EPBot4,"3S N =",140,0.00%,"2S NS+1",140,0,"Par was bid",-
194,2024.09.03,194,EPBot1,EPBot3,EPBot2,EPBot4,"4S N =",620,0.00%,"4S NS+1",650,-1,"Par was bid",-1
195,2024.09.03,195,EPBot1,EPBot3,EPBot2,EPBot4,"4S N +1",450,0.00%,"6S NS",980,-11,"We missed small slam",-1
196,2024.09.03,196,EPBot1,EPBot3,EPBot2,EPBot4,"4S S +1",650,0.00%,"4S NS",620,1,"Par was bid",+1
