ID,Date,Board,North,South,East,West,Result,Score,IMPs,OptimumResult,ParScore,VsPar,DDBidding,DDPlay
16,2024.09.06,16,GIB61,GIB61,EPBot2,EPBot4,"3C E -2",200,0.00%,"4H NS",420,-6,"We missed double",-
17,2024.09.06,17,GIB61,GIB61,EPBot2,EPBot4,"4H S =",420,0.00%,"4H NS",420,0,"Par was bid",-
18,2024.09.06,18,GIB61,GIB61,EPBot2,EPBot4,"3C E +2",-150,0.00%,"4S EW",-420,7,"They missed game",-
19,2024.09.06,19,GIB61,GIB61,EPBot2,EPBot4,"4H S =",420,0.00%,"4H NS",420,0,"Par was bid",-
20,2024.09.06,20,GIB61,GIB61,EPBot2,EPBot4,"6H S =",1430,0.00%,"6N NS",1440,0,"We missed best contract",-
21,2024.09.06,21,GIB61,GIB61,EPBot2,EPBot4,"4S N +1",650,0.00%,"4S NS+1",650,0,"Par was bid",-
22,2024.09.06,22,GIB61,GIB61,EPBot2,EPBot4,"3C E +3",-170,0.00%,"7HX NS-5",-1100,14,"They missed small slam",-
23,2024.09.06,23,GIB61,GIB61,EPBot2,EPBot4,"4S S -2",-200,0.00%,"2N EW",-120,-2,"We overbid - undoubled",-
24,2024.09.06,24,GIB61,GIB61,EPBot2,EPBot4,"4S S +1",450,0.00%,"3N N+2",460,0,"We missed best contract",-
25,2024.09.06,25,GIB61,GIB61,EPBot2,EPBot4,"4S S +1",450,0.00%,"4S NS+1",450,0,"Par was bid",-
26,2024.09.06,26,GIB61,GIB61,EPBot2,EPBot4,"4H S =",620,0.00%,"4H NS",620,0,"Par was bid",-
27,2024.09.06,27,GIB61,GIB61,EPBot2,EPBot4,"4S S -1",-50,0.00%,"5SX NS-2",-300,6,"They missed game",-
28,2024.09.06,28,GIB61,GIB61,EPBot2,EPBot4,"4S S -2",-200,0.00%,"3C EW+1",-130,-2,"We overbid - undoubled",-
29,2024.09.06,29,GIB61,GIB61,EPBot2,EPBot4,"4H S -1",-100,0.00%,"3N NS",600,-12,"We overbid - undoubled",-
30,2024.09.06,30,GIB61,GIB61,EPBot2,EPBot4,"4H S =",420,0.00%,"4H NS",420,0,"Par was bid",-
31,2024.09.06,31,GIB61,GIB61,EPBot2,EPBot4,"4S S +1",650,0.00%,"3N NS+2",660,0,"We missed best contract",-
32,2024.09.06,32,GIB61,GIB61,EPBot2,EPBot4,"4H S +1",450,0.00%,"4H NS+1",450,0,"Par was bid",-
33,2024.09.06,33,GIB61,GIB61,EPBot2,EPBot4,"6S S +1",1010,0.00%,"7N NS",1520,-11,"We missed grand slam",-
34,2024.09.06,34,GIB61,GIB61,EPBot2,EPBot4,"2H S +3",200,0.00%,"3N NS+2",660,-10,"We missed game",-
35,2024.09.06,35,GIB61,GIB61,EPBot2,EPBot4,"4H S -1",-50,0.00%,"3N NS",400,-10,"We overbid - undoubled",-
36,2024.09.06,36,GIB61,GIB61,EPBot2,EPBot4,"4S S +1",650,0.00%,"4S NS+1",650,0,"Par was bid",-
37,2024.09.06,37,GIB61,GIB61,EPBot2,EPBot4,"5DX W -4",800,0.00%,"4H NS+1",650,4,"They overbid - doubled",-
38,2024.09.06,38,GIB61,GIB61,EPBot2,EPBot4,"6H S =",980,0.00%,"6N NS",990,0,"We missed best contract",-
39,2024.09.06,39,GIB61,GIB61,EPBot2,EPBot4,"2S S =",110,0.00%,"3H E",-140,6,"They missed partial",-
40,2024.09.06,40,GIB61,GIB61,EPBot2,EPBot4,"4H S =",420,0.00%,"3N NS+1",430,0,"We missed best contract",-
41,2024.09.06,41,GIB61,GIB61,EPBot2,EPBot4,"2S S +2",170,0.00%,"4S NS",420,-6,"We missed game",-
42,2024.09.06,42,GIB61,GIB61,EPBot2,EPBot4,"4S S +1",650,0.00%,"4S NS+1",650,0,"Par was bid",-
43,2024.09.06,43,GIB61,GIB61,EPBot2,EPBot4,"4S N -2",-100,0.00%,"3SX NS-1",-100,0,"They missed double",-
44,2024.09.06,44,GIB61,GIB61,EPBot2,EPBot4,"6H S -2",-200,0.00%,"4H NS",620,-13,"We overbid - undoubled",-
45,2024.09.06,45,GIB61,GIB61,EPBot2,EPBot4,"4H S =",620,0.00%,"4H NS",620,0,"Par was bid",-
46,2024.09.06,46,GIB61,GIB61,EPBot2,EPBot4,"2H S +2",170,0.00%,"4H NS",420,-6,"We missed game",-
47,2024.09.06,47,GIB61,GIB61,EPBot2,EPBot4,"4S N +1",650,0.00%,"4S NS+1",650,0,"Par was bid",-
48,2024.09.06,48,GIB61,GIB61,EPBot2,EPBot4,"4H N +1",450,0.00%,"4H NS+1",450,0,"Par was bid",-
49,2024.09.06,49,GIB61,GIB61,EPBot2,EPBot4,"4S N -1",-50,0.00%,"4DX EW-1",100,-4,"We overbid - undoubled",-
50,2024.09.06,50,GIB61,GIB61,EPBot2,EPBot4,"2S S +2",170,0.00%,"4S NS",620,-10,"We missed game",-
51,2024.09.06,51,GIB61,GIB61,EPBot2,EPBot4,"4S S =",420,0.00%,"4S NS",420,0,"Par was bid",-
52,2024.09.06,52,GIB61,GIB61,EPBot2,EPBot4,"4H S +2",680,0.00%,"6H NS",1430,-13,"We missed small slam",-
53,2024.09.06,53,GIB61,GIB61,EPBot2,EPBot4,"4S S =",620,0.00%,"5CX EW-1",100,11,"They missed sacrifice",-
54,2024.09.06,54,GIB61,GIB61,EPBot2,EPBot4,"4H S =",420,0.00%,"3N N+1",430,0,"We missed best contract",-
55,2024.09.06,55,GIB61,GIB61,EPBot2,EPBot4,"6S S +1",1460,0.00%,"7S NS",2210,-13,"We missed grand slam",-
56,2024.09.06,56,GIB61,GIB61,EPBot2,EPBot4,"3H S +1",170,0.00%,"4H NS",420,-6,"We missed game",-
57,2024.09.06,57,GIB61,GIB61,EPBot2,EPBot4,"4S S +1",450,0.00%,"4S NS+1",450,0,"Par was bid",-
58,2024.09.06,58,GIB61,GIB61,EPBot2,EPBot4,"4H S +1",650,0.00%,"4H NS+1",650,0,"Par was bid",-
59,2024.09.06,59,GIB61,GIB61,EPBot2,EPBot4,"3D E -1",50,0.00%,"3NX NS-1",-100,4,"They missed partial",-
60,2024.09.06,60,GIB61,GIB61,EPBot2,EPBot4,"4SX E -2",300,0.00%,"4SX EW-2",300,0,"Par was bid",-
61,2024.09.06,61,GIB61,GIB61,EPBot2,EPBot4,"4H S +2",680,0.00%,"6N NS",1440,-13,"We missed small slam",-
62,2024.09.06,62,GIB61,GIB61,EPBot2,EPBot4,"2S S =",110,0.00%,"4C EW",-130,6,"They missed partial",-
63,2024.09.06,63,GIB61,GIB61,EPBot2,EPBot4,"4S S =",620,0.00%,"4S NS",620,0,"Par was bid",-
64,2024.09.06,64,GIB61,GIB61,EPBot2,EPBot4,"2S S =",110,0.00%,"2S NS",110,0,"Par was bid",-
65,2024.09.06,65,GIB61,GIB61,EPBot2,EPBot4,"4S S =",420,0.00%,"4S NS",420,0,"Par was bid",-
66,2024.09.06,66,GIB61,GIB61,EPBot2,EPBot4,"6H S =",1430,0.00%,"6SX EW-6",1400,1,"They missed sacrifice",-
67,2024.09.06,67,GIB61,GIB61,EPBot2,EPBot4,"6S S =",980,0.00%,"6N S",990,0,"We missed best contract",-
68,2024.09.06,68,GIB61,GIB61,EPBot2,EPBot4,"4H S =",620,0.00%,"4H NS",620,0,"Par was bid",-
69,2024.09.06,69,GIB61,GIB61,EPBot2,EPBot4,"4H N +2",680,0.00%,"7CX EW-5",1100,-9,"We missed small slam",-
70,2024.09.06,70,GIB61,GIB61,EPBot2,EPBot4,"3H S -1",-50,0.00%,"3S EW",-140,3,"They missed partial",-
71,2024.09.06,71,GIB61,GIB61,EPBot2,EPBot4,"4H S =",620,0.00%,"4H NS",620,0,"Par was bid",-
72,2024.09.06,72,GIB61,GIB61,EPBot2,EPBot4,"4H S +1",450,0.00%,"4H NS+1",450,0,"Par was bid",-
73,2024.09.06,73,GIB61,GIB61,EPBot2,EPBot4,"4H S +1",450,0.00%,"4H NS+1",450,0,"Par was bid",-
74,2024.09.06,74,GIB61,GIB61,EPBot2,EPBot4,"2S S +1",140,0.00%,"1H NS+2",140,0,"Par was bid",-
75,2024.09.06,75,GIB61,GIB61,EPBot2,EPBot4,"4H S +1",450,0.00%,"4H NS+1",450,0,"Par was bid",-
76,2024.09.06,76,GIB61,GIB61,EPBot2,EPBot4,"3H S +1",170,0.00%,"4SX EW-2",300,-4,"We missed game",-
77,2024.09.06,77,GIB61,GIB61,EPBot2,EPBot4,"4H S =",620,0.00%,"4H NS",620,0,"Par was bid",-
78,2024.09.06,78,GIB61,GIB61,EPBot2,EPBot4,"3H S -1",-50,0.00%,"3HX NS-1",-100,2,"They missed double",-
79,2024.09.06,79,GIB61,GIB61,EPBot2,EPBot4,"4S S -2",-200,0.00%,"3H EW",-140,-2,"We overbid - undoubled",-
80,2024.09.06,80,GIB61,GIB61,EPBot2,EPBot4,"4S S =",420,0.00%,"4S NS",420,0,"Par was bid",-
81,2024.09.06,81,GIB61,GIB61,EPBot2,EPBot4,"3S S =",140,0.00%,"4SX NS-1",-100,6,"They missed game",-
82,2024.09.06,82,GIB61,GIB61,EPBot2,EPBot4,"4H S =",620,0.00%,"5DX EW-3",500,3,"They missed sacrifice",-
83,2024.09.06,83,GIB61,GIB61,EPBot2,EPBot4,"2H S -1",-50,0.00%,"2S EW",-110,2,"They missed partial",-
84,2024.09.06,84,GIB61,GIB61,EPBot2,EPBot4,"4H S +1",650,0.00%,"4H NS+1",650,0,"Par was bid",-
85,2024.09.06,85,GIB61,GIB61,EPBot2,EPBot4,"3H S =",140,0.00%,"4S EW+1",-450,11,"They missed game",-
86,2024.09.06,86,GIB61,GIB61,EPBot2,EPBot4,"4HX S -3",-500,0.00%,"4S EW+1",-650,4,"They missed game",-
87,2024.09.06,87,GIB61,GIB61,EPBot2,EPBot4,"6S S +1",1460,0.00%,"7N NS",2220,-13,"We missed grand slam",-
88,2024.09.06,88,GIB61,GIB61,EPBot2,EPBot4,"2S S +2",170,0.00%,"4S NS",420,-6,"We missed game",-
89,2024.09.06,89,GIB61,GIB61,EPBot2,EPBot4,"2S S +1",140,0.00%,"4SX NS-1",-100,6,"They missed game",-
90,2024.09.06,90,GIB61,GIB61,EPBot2,EPBot4,"4S S +1",650,0.00%,"4S NS+1",650,0,"Par was bid",-
91,2024.09.06,91,GIB61,GIB61,EPBot2,EPBot4,"3C E =",-110,0.00%,"3HX NS-1",-100,0,"We missed sacrifice",-
92,2024.09.06,92,GIB61,GIB61,EPBot2,EPBot4,"4S S =",620,0.00%,"5DX EW-3",500,3,"They missed sacrifice",-
93,2024.09.06,93,GIB61,GIB61,EPBot2,EPBot4,"4S S -1",-100,0.00%,"1S NS+2",140,-6,"We overbid - undoubled",-
94,2024.09.06,94,GIB61,GIB61,EPBot2,EPBot4,"4H S =",420,0.00%,"4SX EW-2",300,3,"They missed sacrifice",-
95,2024.09.06,95,GIB61,GIB61,EPBot2,EPBot4,"2H S +1",140,0.00%,"3S EW",-140,7,"They missed partial",-
96,2024.09.06,96,GIB61,GIB61,EPBot2,EPBot4,"4HX S -2",-300,0.00%,"3HX NS-1",-100,-5,"We overbid - doubled",-
97,2024.09.06,97,GIB61,GIB61,EPBot2,EPBot4,"4S S =",420,0.00%,"3N NS+1",430,0,"We missed best contract",-
98,2024.09.06,98,GIB61,GIB61,EPBot2,EPBot4,"4H S =",620,0.00%,"4H NS",620,0,"Par was bid",-
99,2024.09.06,99,GIB61,GIB61,EPBot2,EPBot4,"4H S =",420,0.00%,"4H NS",420,0,"Par was bid",-
100,2024.09.06,100,GIB61,GIB61,EPBot2,EPBot4,"2S S =",110,0.00%,"3H EW",-140,6,"They missed partial",-
101,2024.09.06,101,GIB61,GIB61,EPBot2,EPBot4,"4HX S -1",-200,0.00%,"3SX EW-1",100,-7,"We overbid - doubled",-
102,2024.09.06,102,GIB61,GIB61,EPBot2,EPBot4,"4H S -1",-50,0.00%,"2H NS+1",140,-5,"We overbid - undoubled",-
103,2024.09.06,103,GIB61,GIB61,EPBot2,EPBot4,"4S S =",620,0.00%,"4S NS",620,0,"Par was bid",-
104,2024.09.06,104,GIB61,GIB61,EPBot2,EPBot4,"4HX S =",590,0.00%,"4H NS",420,5,"They doubled making contract",-
105,2024.09.06,105,GIB61,GIB61,EPBot2,EPBot4,"5D W -2",200,0.00%,"4HX NS-1",-100,7,"They overbid - undoubled",-
106,2024.09.06,106,GIB61,GIB61,EPBot2,EPBot4,"4SX S -2",-500,0.00%,"3H EW",-140,-8,"We overbid - doubled",-
107,2024.09.06,107,GIB61,GIB61,EPBot2,EPBot4,"2S S =",110,0.00%,"2NX EW-1",100,0,"They missed sacrifice",-
108,2024.09.06,108,GIB61,GIB61,EPBot2,EPBot4,"3C E =",-110,0.00%,"3SX E-1",100,-5,"We missed partial",-
109,2024.09.06,109,GIB61,GIB61,EPBot2,EPBot4,"6S S +1",1460,0.00%,"7N NS",2220,-13,"We missed grand slam",-
110,2024.09.06,110,GIB61,GIB61,EPBot2,EPBot4,"4S S +2",480,0.00%,"6S S",980,-11,"We missed small slam",-
111,2024.09.06,111,GIB61,GIB61,EPBot2,EPBot4,"3C E +2",-150,0.00%,"6S EW",-980,13,"They missed small slam",-
112,2024.09.06,112,GIB61,GIB61,EPBot2,EPBot4,"4H S +1",450,0.00%,"4H NS+1",450,0,"Par was bid",-
113,2024.09.06,113,GIB61,GIB61,EPBot2,EPBot4,"2H E =",-110,0.00%,"4CX E-1",100,-5,"We missed partial",-
114,2024.09.06,114,GIB61,GIB61,EPBot2,EPBot4,"3H S +1",170,0.00%,"5CX EW-3",500,-8,"We missed game",-
115,2024.09.06,115,GIB61,GIB61,EPBot2,EPBot4,"4S N +1",450,0.00%,"4S NS+1",450,0,"Par was bid",-
116,2024.09.06,116,GIB61,GIB61,EPBot2,EPBot4,"6S S +1",1460,0.00%,"7N NS",2220,-13,"We missed grand slam",-
117,2024.09.06,117,GIB61,GIB61,EPBot2,EPBot4,"3S E +1",-170,0.00%,"4S EW",-420,6,"They missed game",-
118,2024.09.06,118,GIB61,GIB61,EPBot2,EPBot4,"4H S +1",450,0.00%,"4H NS+1",450,0,"Par was bid",-
119,2024.09.06,119,GIB61,GIB61,EPBot2,EPBot4,"4H S -1",-100,0.00%,"4SX EW-2",500,-12,"We overbid - undoubled",-
120,2024.09.06,120,GIB61,GIB61,EPBot2,EPBot4,"3H E =",-140,0.00%,"3H EW",-140,0,"Par was bid",-
121,2024.09.06,121,GIB61,GIB61,EPBot2,EPBot4,"5DX E -3",800,0.00%,"6S NS",980,-5,"We missed small slam",-
122,2024.09.06,122,GIB61,GIB61,EPBot2,EPBot4,"3S N -1",-100,0.00%,"5C E",-600,11,"They missed game",-
123,2024.09.06,123,GIB61,GIB61,EPBot2,EPBot4,"4S S +1",450,0.00%,"4S NS+1",450,0,"Par was bid",-
124,2024.09.06,124,GIB61,GIB61,EPBot2,EPBot4,"6H S +1",1460,0.00%,"7N NS",2220,-13,"We missed grand slam",-
125,2024.09.06,125,GIB61,GIB61,EPBot2,EPBot4,"4H S +1",650,0.00%,"4H NS+1",650,0,"Par was bid",-
126,2024.09.06,126,GIB61,GIB61,EPBot2,EPBot4,"4S S +1",450,0.00%,"3N N+2",460,0,"We missed best contract",-
127,2024.09.06,127,GIB61,GIB61,EPBot2,EPBot4,"4H S -1",-100,0.00%,"4S EW",-420,8,"They missed game",-
128,2024.09.06,128,GIB61,GIB61,EPBot2,EPBot4,"4H S +2",480,0.00%,"6H NS",980,-11,"We missed small slam",-
129,2024.09.06,129,GIB61,GIB61,EPBot2,EPBot4,"2S S +2",170,0.00%,"4S NS",420,-6,"We missed game",-
130,2024.09.06,130,GIB61,GIB61,EPBot2,EPBot4,"3D E -2",100,0.00%,"2H EW+1",-140,6,"They missed partial",-
131,2024.09.06,131,GIB61,GIB61,EPBot2,EPBot4,"2H S +1",140,0.00%,"3H NS",140,0,"They missed partial",-
132,2024.09.06,132,GIB61,GIB61,EPBot2,EPBot4,"4H S +1",650,0.00%,"4H NS+1",650,0,"Par was bid",-
133,2024.09.06,133,GIB61,GIB61,EPBot2,EPBot4,"4S S =",620,0.00%,"5DX EW-2",300,8,"They missed sacrifice",-
134,2024.09.06,134,GIB61,GIB61,EPBot2,EPBot4,"4H S +1",450,0.00%,"4H NS+1",450,0,"Par was bid",-
135,2024.09.06,135,GIB61,GIB61,EPBot2,EPBot4,"4S S =",620,0.00%,"5CX EW-2",500,3,"They missed sacrifice",-
136,2024.09.06,136,GIB61,GIB61,EPBot2,EPBot4,"3D E -1",50,0.00%,"2S EW+1",-140,5,"They missed partial",-
137,2024.09.06,137,GIB61,GIB61,EPBot2,EPBot4,"4S S =",420,0.00%,"4S NS",420,0,"Par was bid",-
138,2024.09.06,138,GIB61,GIB61,EPBot2,EPBot4,"4H S -1",-100,0.00%,"3S EW",-140,1,"They missed double",-
139,2024.09.06,139,GIB61,GIB61,EPBot2,EPBot4,"6H S -1",-50,0.00%,"4H NS+1",450,-11,"We overbid - undoubled",-
140,2024.09.06,140,GIB61,GIB61,EPBot2,EPBot4,"3S S =",140,0.00%,"4SX NS-1",-200,8,"They missed game",-
141,2024.09.06,141,GIB61,GIB61,EPBot2,EPBot4,"4H S -1",-100,0.00%,"1H NS+2",140,-6,"We overbid - undoubled",-
142,2024.09.06,142,GIB61,GIB61,EPBot2,EPBot4,"3S S -2",-100,0.00%,"4DX NS-1",-100,0,"They missed double",-
143,2024.09.06,143,GIB61,GIB61,EPBot2,EPBot4,"6SX S -1",-200,0.00%,"7CX EW-5",1100,-16,"We overbid - doubled",-
144,2024.09.06,144,GIB61,GIB61,EPBot2,EPBot4,"4H S -1",-50,0.00%,"2H NS+1",140,-5,"We overbid - undoubled",-
145,2024.09.06,145,GIB61,GIB61,EPBot2,EPBot4,"4H S =",420,0.00%,"3N NS+1",430,0,"We missed best contract",-
146,2024.09.06,146,GIB61,GIB61,EPBot2,EPBot4,"2H S +2",170,0.00%,"4H NS",620,-10,"We missed game",-
147,2024.09.06,147,GIB61,GIB61,EPBot2,EPBot4,"4H S +1",450,0.00%,"4H NS+1",450,0,"Par was bid",-
148,2024.09.06,148,GIB61,GIB61,EPBot2,EPBot4,"3S S =",140,0.00%,"4C EW",-130,7,"They missed partial",-
149,2024.09.06,149,GIB61,GIB61,EPBot2,EPBot4,"4H S =",620,0.00%,"4H NS",620,0,"Par was bid",-
150,2024.09.06,150,GIB61,GIB61,EPBot2,EPBot4,"2H S +1",140,0.00%,"3N S",400,-6,"We missed game",-
151,2024.09.06,151,GIB61,GIB61,EPBot2,EPBot4,"6H S +1",1460,0.00%,"7H NS",2210,-13,"We missed grand slam",-
152,2024.09.06,152,GIB61,GIB61,EPBot2,EPBot4,"4H S +1",450,0.00%,"3N NS+2",460,0,"We missed best contract",-
153,2024.09.06,153,GIB61,GIB61,EPBot2,EPBot4,"7H S =",1510,0.00%,"7N NS",1520,0,"We missed best contract",-
154,2024.09.06,154,GIB61,GIB61,EPBot2,EPBot4,"3H S +1",170,0.00%,"4SX EW-1",200,-1,"We missed game",-
155,2024.09.06,155,GIB61,GIB61,EPBot2,EPBot4,"2S S +2",170,0.00%,"5DX EW-2",300,-4,"We missed game",-
156,2024.09.06,156,GIB61,GIB61,EPBot2,EPBot4,"2S S -1",-100,0.00%,"1N EW+1",-120,1,"They missed double",-
157,2024.09.06,157,GIB61,GIB61,EPBot2,EPBot4,"4H S +1",650,0.00%,"4H S+1",650,0,"Par was bid",-
158,2024.09.06,158,GIB61,GIB61,EPBot2,EPBot4,"4S S -2",-100,0.00%,"4SX NS-2",-300,5,"They missed double",-
159,2024.09.06,159,GIB61,GIB61,EPBot2,EPBot4,"4H S +1",650,0.00%,"3N N+2",660,0,"We missed best contract",-
160,2024.09.06,160,GIB61,GIB61,EPBot2,EPBot4,"4H S +2",480,0.00%,"6H S",980,-11,"We missed small slam",-
161,2024.09.06,161,GIB61,GIB61,EPBot2,EPBot4,"4S S =",420,0.00%,"5HX EW-2",300,3,"They missed sacrifice",-
162,2024.09.06,162,GIB61,GIB61,EPBot2,EPBot4,"2S S +2",170,0.00%,"5CX EW-3",500,-8,"We missed game",-
163,2024.09.06,163,GIB61,GIB61,EPBot2,EPBot4,"4HX S -1",-100,0.00%,"4HX NS-1",-100,0,"Par was bid",-
164,2024.09.06,164,GIB61,GIB61,EPBot2,EPBot4,"4H S -1",-100,0.00%,"3H NS",140,-6,"We overbid - undoubled",-
165,2024.09.06,165,GIB61,GIB61,EPBot2,EPBot4,"4S S +1",650,0.00%,"6CX E-3",500,4,"They missed sacrifice",-
166,2024.09.06,166,GIB61,GIB61,EPBot2,EPBot4,"4SX S -4",-800,0.00%,"3N E+1",-630,-5,"We overbid - doubled",-
167,2024.09.06,167,GIB61,GIB61,EPBot2,EPBot4,"4S W +1",-650,0.00%,"4S EW+1",-650,0,"Par was bid",-
168,2024.09.06,168,GIB61,GIB61,EPBot2,EPBot4,"4H S +2",480,0.00%,"6N NS",990,-11,"We missed small slam",-
169,2024.09.06,169,GIB61,GIB61,EPBot2,EPBot4,"3N S +2",460,0.00%,"6H NS",980,-11,"We missed small slam",-
170,2024.09.06,170,GIB61,GIB61,EPBot2,EPBot4,"4S S +1",650,0.00%,"4S NS+1",650,0,"Par was bid",-
171,2024.09.06,171,GIB61,GIB61,EPBot2,EPBot4,"3S S =",140,0.00%,"2S NS+1",140,0,"Par was bid",-
172,2024.09.06,172,GIB61,GIB61,EPBot2,EPBot4,"4S S +1",650,0.00%,"4S NS+1",650,0,"Par was bid",-
173,2024.09.06,173,GIB61,GIB61,EPBot2,EPBot4,"5S S +1",680,0.00%,"6S NS",1430,-13,"We missed small slam",-
174,2024.09.06,174,GIB61,GIB61,EPBot2,EPBot4,"4S S =",420,0.00%,"4S NS",420,0,"Par was bid",-
175,2024.09.06,175,GIB61,GIB61,EPBot2,EPBot4,"2H S +1",140,0.00%,"3H NS",140,0,"They missed sacrifice",-
176,2024.09.06,176,GIB61,GIB61,EPBot2,EPBot4,"4S S +1",450,0.00%,"4S NS+1",450,0,"Par was bid",-
177,2024.09.06,177,GIB61,GIB61,EPBot2,EPBot4,"6H S =",980,0.00%,"6H NS",980,0,"Par was bid",-
178,2024.09.06,178,GIB61,GIB61,EPBot2,EPBot4,"5H S +1",680,0.00%,"6N NS",1440,-13,"We missed small slam",-
179,2024.09.06,179,GIB61,GIB61,EPBot2,EPBot4,"6H S =",980,0.00%,"6N NS",990,0,"We missed best contract",-
180,2024.09.06,180,GIB61,GIB61,EPBot2,EPBot4,"6S S =",1430,0.00%,"6N NS",1440,0,"We missed best contract",-
181,2024.09.06,181,GIB61,GIB61,EPBot2,EPBot4,"4H S +2",680,0.00%,"6H NS",1430,-13,"We missed small slam",-
182,2024.09.06,182,GIB61,GIB61,EPBot2,EPBot4,"4H S =",420,0.00%,"4H NS",420,0,"Par was bid",-
183,2024.09.06,183,GIB61,GIB61,EPBot2,EPBot4,"4H S +1",650,0.00%,"3N NS+2",660,0,"We missed best contract",-
184,2024.09.06,184,GIB61,GIB61,EPBot2,EPBot4,"4D E -2",100,0.00%,"4DX E-2",300,-5,"We missed double",-
185,2024.09.06,185,GIB61,GIB61,EPBot2,EPBot4,"4S S -1",-50,0.00%,"3S NS",140,-5,"We overbid - undoubled",-
186,2024.09.06,186,GIB61,GIB61,EPBot2,EPBot4,"3S S =",140,0.00%,"2S NS+1",140,0,"Par was bid",-
187,2024.09.06,187,GIB61,GIB61,EPBot2,EPBot4,"4H S =",420,0.00%,"4H NS",420,0,"Par was bid",-
188,2024.09.06,188,GIB61,GIB61,EPBot2,EPBot4,"4H S +1",650,0.00%,"3N S+2",660,0,"We missed best contract",-
189,2024.09.06,189,GIB61,GIB61,EPBot2,EPBot4,"6S S =",1430,0.00%,"6N NS",1440,0,"We missed best contract",-
190,2024.09.06,190,GIB61,GIB61,EPBot2,EPBot4,"3S S -2",-100,0.00%,"3C EW",-110,0,"They missed double",-
191,2024.09.06,191,GIB61,GIB61,EPBot2,EPBot4,"7H S =",2210,0.00%,"7N NS",2220,0,"We missed best contract",-
192,2024.09.06,192,GIB61,GIB61,EPBot2,EPBot4,"4H S =",420,0.00%,"4H NS",420,0,"Par was bid",-
193,2024.09.06,193,GIB61,GIB61,EPBot2,EPBot4,"2S S -1",-50,0.00%,"2N EW",-120,2,"They missed partial",-
194,2024.09.06,194,GIB61,GIB61,EPBot2,EPBot4,"5DX W -3",500,0.00%,"3H NS",140,8,"They overbid - doubled",-
195,2024.09.06,195,GIB61,GIB61,EPBot2,EPBot4,"2H S +3",200,0.00%,"4H NS+1",450,-6,"We missed game",-
196,2024.09.06,196,GIB61,GIB61,EPBot2,EPBot4,"6S S -1",-100,0.00%,"3N N+2",660,-13,"We overbid - undoubled",-
197,2024.09.06,197,GIB61,GIB61,EPBot2,EPBot4,"6H S -2",-200,0.00%,"3N NS+2",660,-13,"We overbid - undoubled",-
198,2024.09.06,198,GIB61,GIB61,EPBot2,EPBot4,"4S S =",420,0.00%,"4S NS",420,0,"Par was bid",-
199,2024.09.06,199,GIB61,GIB61,EPBot2,EPBot4,"4S S =",620,0.00%,"4S NS",620,0,"Par was bid",-
200,2024.09.06,200,GIB61,GIB61,EPBot2,EPBot4,"4S S +1",450,0.00%,"4H NS+1",450,0,"Par was bid",-
201,2024.09.06,201,GIB61,GIB61,EPBot2,EPBot4,"4H S +1",450,0.00%,"4H NS+1",450,0,"Par was bid",-
202,2024.09.06,202,GIB61,GIB61,EPBot2,EPBot4,"4S S =",620,0.00%,"5HX EW-2",500,3,"They missed sacrifice",-
