#,Date,Board,North,South,East,West,**South** Result,**South** Score, IMPs  or MPs,Par Result, **South**  Par Score,Vs. Par,DD Bidding,DD Play,
21,2024.09.13,21,EPBot1,EPBot3,EPBot2,EPBot4,3N S =,600,0.00%,4S NS+1,650,-2,We missed best contract,-,
22,2024.09.13,22,EPBot1,EPBot3,EPBot2,EPBot4,3N S +2,460,0.00%,3N NS+2,460,0,Par was bid,-,
23,2024.09.13,23,EPBot1,EPBot3,EPBot2,EPBot4,3N S +1,630,0.00%,3N NS+1,630,0,Par was bid,-,
24,2024.09.13,24,EPBot1,EPBot3,EPBot2,EPBot4,3N N +1,430,0.00%,4S NS+1,450,-1,We missed best contract,-,
25,2024.09.13,25,EPBot1,EPBot3,EPBot2,EPBot4,3N S +3,490,0.00%,6N S,990,-11,We missed small slam,-,
26,2024.09.13,26,EPBot1,EPBot3,EPBot2,EPBot4,3N N +1,630,0.00%,4H NS+1,650,-1,We missed best contract,-,
27,2024.09.13,27,EPBot1,EPBot3,EPBot2,EPBot4,3N N +2,460,0.00%,3N NS+2,460,0,Par was bid,-,
28,2024.09.13,28,EPBot1,EPBot3,EPBot2,EPBot4,3N S +1,630,0.00%,4N NS,630,0,They missed sacrifice,-,
29,2024.09.13,29,EPBot1,EPBot3,EPBot2,EPBot4,3N N +1,630,0.00%,3N N+1,630,0,Par was bid,-,
30,2024.09.13,30,EPBot1,EPBot3,EPBot2,EPBot4,3N N -1,-50,0.00%,1N NS+1,120,-5,We overbid - undoubled,-,
31,2024.09.13,31,EPBot1,EPBot3,EPBot2,EPBot4,3N N +2,660,0.00%,6H NS,1430,-13,We missed small slam,-,
32,2024.09.13,32,EPBot1,EPBot3,EPBot2,EPBot4,3N S =,400,0.00%,3N NS,400,0,Par was bid,-,
33,2024.09.13,33,EPBot1,EPBot3,EPBot2,EPBot4,3N S =,400,0.00%,4H S,420,-1,We missed best contract,-,
34,2024.09.13,34,EPBot1,EPBot3,EPBot2,EPBot4,3N S +1,630,0.00%,3N NS+1,630,0,Par was bid,-,
35,2024.09.13,35,EPBot1,EPBot3,EPBot2,EPBot4,3N N -1,-50,0.00%,4H NS+1,450,-11,We missed game,-,
36,2024.09.13,36,EPBot1,EPBot3,EPBot2,EPBot4,3N S +3,690,0.00%,6N NS,1440,-13,We missed small slam,-,
37,2024.09.13,37,EPBot1,EPBot3,EPBot2,EPBot4,3N S +1,630,0.00%,3N NS+1,630,0,Par was bid,-,
38,2024.09.13,38,EPBot1,EPBot3,EPBot2,EPBot4,3N S -1,-50,0.00%,5D NS,400,-10,We missed game,-,
39,2024.09.13,39,EPBot1,EPBot3,EPBot2,EPBot4,3N S +1,630,0.00%,6N N,1440,-13,We missed small slam,-,
40,2024.09.13,40,EPBot1,EPBot3,EPBot2,EPBot4,3N N +1,430,0.00%,3N S+2,460,-1,We wrong-side contract,-,
41,2024.09.13,41,EPBot1,EPBot3,EPBot2,EPBot4,3N S +2,460,0.00%,3N S+2,460,0,Par was bid,-,
42,2024.09.13,42,EPBot1,EPBot3,EPBot2,EPBot4,3N S +1,630,0.00%,3N NS+1,630,0,Par was bid,-,
43,2024.09.13,43,EPBot1,EPBot3,EPBot2,EPBot4,3N S +2,460,0.00%,3N NS+2,460,0,Par was bid,-,
44,2024.09.13,44,EPBot1,EPBot3,EPBot2,EPBot4,3N S +3,690,0.00%,6N NS,1440,-13,We missed small slam,-,
45,2024.09.13,45,EPBot1,EPBot3,EPBot2,EPBot4,6C S +1,1390,0.00%,7N NS,2220,-13,We missed grand slam,-,
46,2024.09.13,46,EPBot1,EPBot3,EPBot2,EPBot4,3N N -1,-50,0.00%,4S NS+1,450,-11,We missed game,-,
47,2024.09.13,47,EPBot1,EPBot3,EPBot2,EPBot4,3N S +3,690,0.00%,6N NS,1440,-13,We missed small slam,-,
48,2024.09.13,48,EPBot1,EPBot3,EPBot2,EPBot4,3N N +1,430,0.00%,3N NS+1,430,0,Par was bid,-,
49,2024.09.13,49,EPBot1,EPBot3,EPBot2,EPBot4,3N S +3,490,0.00%,6N NS,990,-11,We missed small slam,-,
50,2024.09.13,50,EPBot1,EPBot3,EPBot2,EPBot4,3N S =,600,0.00%,4CX EW-3,500,3,They missed sacrifice,-,
51,2024.09.13,51,EPBot1,EPBot3,EPBot2,EPBot4,6D N =,920,0.00%,6D NS,920,0,Par was bid,-,
52,2024.09.13,52,EPBot1,EPBot3,EPBot2,EPBot4,3N S =,600,0.00%,4H NS,620,-1,We missed best contract,-,
53,2024.09.13,53,EPBot1,EPBot3,EPBot2,EPBot4,3N S +2,660,0.00%,3N NS+2,660,0,Par was bid,-,
54,2024.09.13,54,EPBot1,EPBot3,EPBot2,EPBot4,3N S +2,460,0.00%,3N NS+2,460,0,Par was bid,-,
55,2024.09.13,55,EPBot1,EPBot3,EPBot2,EPBot4,3N S +2,660,0.00%,3N NS+2,660,0,Par was bid,-,
56,2024.09.13,56,EPBot1,EPBot3,EPBot2,EPBot4,6C S =,920,0.00%,6N NS,990,-2,We missed best contract,-,
57,2024.09.13,57,EPBot1,EPBot3,EPBot2,EPBot4,3N N +2,460,0.00%,6D NS,920,-10,We missed small slam,-,
58,2024.09.13,58,EPBot1,EPBot3,EPBot2,EPBot4,3N N +1,630,0.00%,3N N+1,630,0,Par was bid,-,
59,2024.09.13,59,EPBot1,EPBot3,EPBot2,EPBot4,3N S =,400,0.00%,3N N+1,430,-1,We wrong-side contract,-,
60,2024.09.13,60,EPBot1,EPBot3,EPBot2,EPBot4,3N S -1,-100,0.00%,4H NS,620,-12,We missed game,-,
61,2024.09.13,61,EPBot1,EPBot3,EPBot2,EPBot4,3N S +1,630,0.00%,3N NS+1,630,0,Par was bid,-,
62,2024.09.13,62,EPBot1,EPBot3,EPBot2,EPBot4,3N S +1,430,0.00%,6S N,980,-11,We missed small slam,-,
63,2024.09.13,63,EPBot1,EPBot3,EPBot2,EPBot4,6N S +1,1470,0.00%,7N NS,2220,-13,We missed grand slam,-,
64,2024.09.13,64,EPBot1,EPBot3,EPBot2,EPBot4,6N S =,990,0.00%,6N NS,990,0,Par was bid,-,
65,2024.09.13,65,EPBot1,EPBot3,EPBot2,EPBot4,3N S =,400,0.00%,3N NS,400,0,Par was bid,-,
66,2024.09.13,66,EPBot1,EPBot3,EPBot2,EPBot4,3N N +1,630,0.00%,3N NS+1,630,0,Par was bid,-,
67,2024.09.13,67,EPBot1,EPBot3,EPBot2,EPBot4,6N N +1,1020,0.00%,7N NS,1520,-11,We missed grand slam,-,
68,2024.09.13,68,EPBot1,EPBot3,EPBot2,EPBot4,3N S +2,660,0.00%,6D NS,1370,-12,We missed small slam,-,
69,2024.09.13,69,EPBot1,EPBot3,EPBot2,EPBot4,3N N +3,690,0.00%,6N N,1440,-13,We missed small slam,-,
70,2024.09.13,70,EPBot1,EPBot3,EPBot2,EPBot4,3N N -2,-100,0.00%,1S NS+2,140,-6,We missed partial,-,
71,2024.09.13,71,EPBot1,EPBot3,EPBot2,EPBot4,3N S =,600,0.00%,3N NS,600,0,Par was bid,-,
72,2024.09.13,72,EPBot1,EPBot3,EPBot2,EPBot4,5D N =,400,0.00%,3N N+2,460,-2,We missed best contract,-,
73,2024.09.13,73,EPBot1,EPBot3,EPBot2,EPBot4,3N N -1,-50,0.00%,4S NS+1,450,-11,We missed game,-,
74,2024.09.13,74,EPBot1,EPBot3,EPBot2,EPBot4,3N S +3,690,0.00%,6N NS,1440,-13,We missed small slam,-,
75,2024.09.13,75,EPBot1,EPBot3,EPBot2,EPBot4,3N S +2,460,0.00%,3N NS+2,460,0,Par was bid,-,
76,2024.09.13,76,EPBot1,EPBot3,EPBot2,EPBot4,3N S +2,660,0.00%,6H S,1430,-13,We missed small slam,-,
77,2024.09.13,77,EPBot1,EPBot3,EPBot2,EPBot4,3N N +2,660,0.00%,6S NS,1430,-13,We missed small slam,-,
78,2024.09.13,78,EPBot1,EPBot3,EPBot2,EPBot4,6N S -1,-50,0.00%,3N NS+2,460,-11,We overbid - undoubled,-,
79,2024.09.13,79,EPBot1,EPBot3,EPBot2,EPBot4,3N S +1,630,0.00%,3N NS+1,630,0,Par was bid,-,
80,2024.09.13,80,EPBot1,EPBot3,EPBot2,EPBot4,3N S =,400,0.00%,3N NS,400,0,Par was bid,-,
81,2024.09.13,81,EPBot1,EPBot3,EPBot2,EPBot4,3N S =,400,0.00%,4H S+1,450,-2,We missed best contract,-,
82,2024.09.13,82,EPBot1,EPBot3,EPBot2,EPBot4,3N S -1,-100,0.00%,3S NS,140,-6,We missed partial,-,
83,2024.09.13,83,EPBot1,EPBot3,EPBot2,EPBot4,3N S +2,460,0.00%,3N NS+2,460,0,Par was bid,-,
84,2024.09.13,84,EPBot1,EPBot3,EPBot2,EPBot4,3N S +1,630,0.00%,3N NS+1,630,0,Par was bid,-,
85,2024.09.13,85,EPBot1,EPBot3,EPBot2,EPBot4,6N S +1,1470,0.00%,7N NS,2220,-13,We missed grand slam,-,
86,2024.09.13,86,EPBot1,EPBot3,EPBot2,EPBot4,3N S +3,490,0.00%,6N NS,990,-11,We missed small slam,-,
87,2024.09.13,87,EPBot1,EPBot3,EPBot2,EPBot4,3N N +3,690,0.00%,6N NS,1440,-13,We missed small slam,-,
88,2024.09.13,88,EPBot1,EPBot3,EPBot2,EPBot4,3N N =,400,0.00%,4S NS+1,450,-2,We missed best contract,-,
89,2024.09.13,89,EPBot1,EPBot3,EPBot2,EPBot4,3N S -1,-50,0.00%,4S NS,420,-10,We missed game,-,
90,2024.09.13,90,EPBot1,EPBot3,EPBot2,EPBot4,6N S =,1440,0.00%,6N S,1440,0,Par was bid,-,
91,2024.09.13,91,EPBot1,EPBot3,EPBot2,EPBot4,3N S =,400,0.00%,4H NS,420,-1,We missed best contract,-,
92,2024.09.13,92,EPBot1,EPBot3,EPBot2,EPBot4,3N S =,600,0.00%,4HX EW-3,500,3,They missed sacrifice,-,
93,2024.09.13,93,EPBot1,EPBot3,EPBot2,EPBot4,3N S +1,630,0.00%,3N NS+1,630,0,Par was bid,-,
94,2024.09.13,94,EPBot1,EPBot3,EPBot2,EPBot4,3N N +2,460,0.00%,3N N+2,460,0,Par was bid,-,
95,2024.09.13,95,EPBot1,EPBot3,EPBot2,EPBot4,3N S +3,690,0.00%,6N NS,1440,-13,We missed small slam,-,
96,2024.09.13,96,EPBot1,EPBot3,EPBot2,EPBot4,3N S =,400,0.00%,3N NS,400,0,Par was bid,-,
97,2024.09.13,97,EPBot1,EPBot3,EPBot2,EPBot4,3N S +2,460,0.00%,3N NS+2,460,0,Par was bid,-,
98,2024.09.13,98,EPBot1,EPBot3,EPBot2,EPBot4,3N S +1,630,0.00%,4S NS+1,650,-1,We missed best contract,-,
99,2024.09.13,99,EPBot1,EPBot3,EPBot2,EPBot4,6N S =,990,0.00%,6N NS,990,0,Par was bid,-,
100,2024.09.13,100,EPBot1,EPBot3,EPBot2,EPBot4,3N S -1,-100,0.00%,1S NS+2,140,-6,We overbid - undoubled,-,
101,2024.09.13,101,EPBot1,EPBot3,EPBot2,EPBot4,3N S -1,-100,0.00%,4S NS,620,-12,We missed game,-,
102,2024.09.13,102,EPBot1,EPBot3,EPBot2,EPBot4,3N S +3,490,0.00%,6N NS,990,-11,We missed small slam,-,
103,2024.09.13,103,EPBot1,EPBot3,EPBot2,EPBot4,3N S +2,660,0.00%,6C NS,1370,-12,We missed small slam,-,
104,2024.09.13,104,EPBot1,EPBot3,EPBot2,EPBot4,7N N =,1520,0.00%,7N NS,1520,0,Par was bid,-,
105,2024.09.13,105,EPBot1,EPBot3,EPBot2,EPBot4,3N N +1,430,0.00%,6C NS,920,-10,We missed small slam,-,
106,2024.09.13,106,EPBot1,EPBot3,EPBot2,EPBot4,3N S +1,630,0.00%,4S NS+1,650,-1,We missed best contract,-,
107,2024.09.13,107,EPBot1,EPBot3,EPBot2,EPBot4,3N S +1,430,0.00%,6D NS,920,-10,We missed small slam,-,
108,2024.09.13,108,EPBot1,EPBot3,EPBot2,EPBot4,3N N +2,660,0.00%,6D NS,1370,-12,We missed small slam,-,
109,2024.09.13,109,EPBot1,EPBot3,EPBot2,EPBot4,3N S +2,660,0.00%,3N NS+2,660,0,Par was bid,-,
110,2024.09.13,110,EPBot1,EPBot3,EPBot2,EPBot4,3N S +1,430,0.00%,3N NS+1,430,0,Par was bid,-,
111,2024.09.13,111,EPBot1,EPBot3,EPBot2,EPBot4,3N N =,600,0.00%,4S NS,620,-1,We missed best contract,-,
112,2024.09.13,112,EPBot1,EPBot3,EPBot2,EPBot4,3N S +2,460,0.00%,3N NS+2,460,0,Par was bid,-,
113,2024.09.13,113,EPBot1,EPBot3,EPBot2,EPBot4,3N S +2,460,0.00%,3N NS+2,460,0,Par was bid,-,
114,2024.09.13,114,EPBot1,EPBot3,EPBot2,EPBot4,3N S +2,660,0.00%,3N NS+2,660,0,Par was bid,-,
115,2024.09.13,115,EPBot1,EPBot3,EPBot2,EPBot4,3N N +2,460,0.00%,7H NS,1510,-14,We missed grand slam,-,
116,2024.09.13,116,EPBot1,EPBot3,EPBot2,EPBot4,3N S +1,630,0.00%,3N NS+1,630,0,Par was bid,-,
117,2024.09.13,117,EPBot1,EPBot3,EPBot2,EPBot4,6C S +1,1390,0.00%,7N NS,2220,-13,We missed grand slam,-,
118,2024.09.13,118,EPBot1,EPBot3,EPBot2,EPBot4,3N S -1,-50,0.00%,1N NS+1,120,-5,We overbid - undoubled,-,
119,2024.09.13,119,EPBot1,EPBot3,EPBot2,EPBot4,3N S =,600,0.00%,4S NS+1,650,-2,We missed best contract,-,
120,2024.09.13,120,EPBot1,EPBot3,EPBot2,EPBot4,3N S +1,430,0.00%,3N NS+1,430,0,Par was bid,-,
121,2024.09.13,121,EPBot1,EPBot3,EPBot2,EPBot4,3N S +1,430,0.00%,3N S+1,430,0,Par was bid,-,
122,2024.09.13,122,EPBot1,EPBot3,EPBot2,EPBot4,3N S +2,660,0.00%,6D S,1370,-12,We missed small slam,-,
123,2024.09.13,123,EPBot1,EPBot3,EPBot2,EPBot4,3N N +3,490,0.00%,7D S,1440,-14,We missed grand slam,-,
124,2024.09.13,124,EPBot1,EPBot3,EPBot2,EPBot4,3N N +3,690,0.00%,6N NS,1440,-13,We missed small slam,-,
125,2024.09.13,125,EPBot1,EPBot3,EPBot2,EPBot4,3N N +2,660,0.00%,6D NS,1370,-12,We missed small slam,-,
126,2024.09.13,126,EPBot1,EPBot3,EPBot2,EPBot4,3N N +1,430,0.00%,4S NS+1,450,-1,We missed best contract,-,
127,2024.09.13,127,EPBot1,EPBot3,EPBot2,EPBot4,3N N +3,690,0.00%,6N NS,1440,-13,We missed small slam,-,
128,2024.09.13,128,EPBot1,EPBot3,EPBot2,EPBot4,3N N +1,430,0.00%,6D NS,920,-10,We missed small slam,-,
129,2024.09.13,129,EPBot1,EPBot3,EPBot2,EPBot4,3N N +3,490,0.00%,6N NS,990,-11,We missed small slam,-,
130,2024.09.13,130,EPBot1,EPBot3,EPBot2,EPBot4,3N N +1,630,0.00%,3N NS+1,630,0,Par was bid,-,
131,2024.09.13,131,EPBot1,EPBot3,EPBot2,EPBot4,3N N +2,460,0.00%,6S NS,980,-11,We missed small slam,-,
132,2024.09.13,132,EPBot1,EPBot3,EPBot2,EPBot4,3N S =,600,0.00%,3N NS,600,0,Par was bid,-,
133,2024.09.13,133,EPBot1,EPBot3,EPBot2,EPBot4,3N S -1,-100,0.00%,4S NS,620,-12,We missed game,-,
134,2024.09.13,134,EPBot1,EPBot3,EPBot2,EPBot4,3N S +2,460,0.00%,6D NS,920,-10,We missed small slam,-,
135,2024.09.13,135,EPBot1,EPBot3,EPBot2,EPBot4,3N S +1,630,0.00%,3N NS+1,630,0,Par was bid,-,
136,2024.09.13,136,EPBot1,EPBot3,EPBot2,EPBot4,3N N +1,430,0.00%,4S NS+1,450,-1,We missed best contract,-,
137,2024.09.13,137,EPBot1,EPBot3,EPBot2,EPBot4,3N S +3,490,0.00%,6N NS,990,-11,We missed small slam,-,
138,2024.09.13,138,EPBot1,EPBot3,EPBot2,EPBot4,3N N +2,660,0.00%,3N NS+2,660,0,Par was bid,-,
139,2024.09.13,139,EPBot1,EPBot3,EPBot2,EPBot4,3N N +4,520,0.00%,7N NS,1520,-14,We missed grand slam,-,
140,2024.09.13,140,EPBot1,EPBot3,EPBot2,EPBot4,3N N -2,-200,0.00%,2S NS+1,140,-8,We missed partial,-,
141,2024.09.13,141,EPBot1,EPBot3,EPBot2,EPBot4,3N N +1,630,0.00%,3N NS+1,630,0,Par was bid,-,
142,2024.09.13,142,EPBot1,EPBot3,EPBot2,EPBot4,3N N +1,430,0.00%,3N NS+1,430,0,Par was bid,-,
143,2024.09.13,143,EPBot1,EPBot3,EPBot2,EPBot4,3N N +3,690,0.00%,7D NS,2140,-16,We missed grand slam,-,
144,2024.09.13,144,EPBot1,EPBot3,EPBot2,EPBot4,3N S =,400,0.00%,3N S,400,0,Par was bid,-,
145,2024.09.13,145,EPBot1,EPBot3,EPBot2,EPBot4,3N N +1,430,0.00%,3N NS+1,430,0,Par was bid,-,
146,2024.09.13,146,EPBot1,EPBot3,EPBot2,EPBot4,3N S +3,690,0.00%,6N NS,1440,-13,We missed small slam,-,
147,2024.09.13,147,EPBot1,EPBot3,EPBot2,EPBot4,6C S =,920,0.00%,6N NS,990,-2,We missed best contract,-,
148,2024.09.13,148,EPBot1,EPBot3,EPBot2,EPBot4,3N N +1,630,0.00%,3N N+1,630,0,Par was bid,-,
149,2024.09.13,149,EPBot1,EPBot3,EPBot2,EPBot4,3N S +3,690,0.00%,6N NS,1440,-13,We missed small slam,-,
150,2024.09.13,150,EPBot1,EPBot3,EPBot2,EPBot4,3N S -1,-50,0.00%,1N NS+1,120,-5,We overbid - undoubled,-,
151,2024.09.13,151,EPBot1,EPBot3,EPBot2,EPBot4,3N S +1,630,0.00%,6D NS,1370,-12,We missed small slam,-,
152,2024.09.13,152,EPBot1,EPBot3,EPBot2,EPBot4,3N S =,400,0.00%,4H NS,420,-1,We missed best contract,-,
153,2024.09.13,153,EPBot1,EPBot3,EPBot2,EPBot4,3N N =,400,0.00%,3N NS,400,0,Par was bid,-,
154,2024.09.13,154,EPBot1,EPBot3,EPBot2,EPBot4,3N S +1,630,0.00%,3N NS+1,630,0,Par was bid,-,
155,2024.09.13,155,EPBot1,EPBot3,EPBot2,EPBot4,3N N +1,430,0.00%,4H NS+1,450,-1,We missed best contract,-,
156,2024.09.13,156,EPBot1,EPBot3,EPBot2,EPBot4,3N S -1,-100,0.00%,4H NS,620,-12,We missed game,-,
157,2024.09.13,157,EPBot1,EPBot3,EPBot2,EPBot4,3N N +4,720,0.00%,7N NS,2220,-17,We missed grand slam,-,
158,2024.09.13,158,EPBot1,EPBot3,EPBot2,EPBot4,3N S +2,460,0.00%,6D S,920,-10,We missed small slam,-,
159,2024.09.13,159,EPBot1,EPBot3,EPBot2,EPBot4,3N S +2,660,0.00%,6D NS,1370,-12,We missed small slam,-,
160,2024.09.13,160,EPBot1,EPBot3,EPBot2,EPBot4,3N S =,400,0.00%,4S NS+1,450,-2,We missed best contract,-,
161,2024.09.13,161,EPBot1,EPBot3,EPBot2,EPBot4,3N S +2,460,0.00%,3N NS+2,460,0,Par was bid,-,
162,2024.09.13,162,EPBot1,EPBot3,EPBot2,EPBot4,6N S =,1440,0.00%,6N NS,1440,0,Par was bid,-,
163,2024.09.13,163,EPBot1,EPBot3,EPBot2,EPBot4,3N S +1,430,0.00%,4H NS+1,450,-1,We missed best contract,-,
164,2024.09.13,164,EPBot1,EPBot3,EPBot2,EPBot4,3N S +1,630,0.00%,3N NS+1,630,0,Par was bid,-,
165,2024.09.13,165,EPBot1,EPBot3,EPBot2,EPBot4,3N S -1,-100,0.00%,4HX EW-3,500,-12,We wrong-side contract,-,
166,2024.09.13,166,EPBot1,EPBot3,EPBot2,EPBot4,3N S =,400,0.00%,4S NS,420,-1,We missed best contract,-,
167,2024.09.13,167,EPBot1,EPBot3,EPBot2,EPBot4,3N N +3,690,0.00%,6N NS,1440,-13,We missed small slam,-,
168,2024.09.13,168,EPBot1,EPBot3,EPBot2,EPBot4,3N S +2,460,0.00%,3N NS+2,460,0,Par was bid,-,
169,2024.09.13,169,EPBot1,EPBot3,EPBot2,EPBot4,3N N -2,-100,0.00%,1S S+2,140,-6,We overbid - undoubled,-,
170,2024.09.13,170,EPBot1,EPBot3,EPBot2,EPBot4,3N S =,600,0.00%,4H NS,620,-1,We missed best contract,-,
171,2024.09.13,171,EPBot1,EPBot3,EPBot2,EPBot4,3N S +2,460,0.00%,3N NS+2,460,0,Par was bid,-,
172,2024.09.13,172,EPBot1,EPBot3,EPBot2,EPBot4,7C S =,2140,0.00%,7N NS,2220,-2,We missed best contract,-,
173,2024.09.13,173,EPBot1,EPBot3,EPBot2,EPBot4,3N S +2,660,0.00%,3N NS+2,660,0,Par was bid,-,
174,2024.09.13,174,EPBot1,EPBot3,EPBot2,EPBot4,3N S +2,460,0.00%,3N NS+2,460,0,Par was bid,-,
175,2024.09.13,175,EPBot1,EPBot3,EPBot2,EPBot4,3N S +1,630,0.00%,3N NS+1,630,0,Par was bid,-,
176,2024.09.13,176,EPBot1,EPBot3,EPBot2,EPBot4,3N N =,400,0.00%,6D N,920,-11,We missed small slam,-,
177,2024.09.13,177,EPBot1,EPBot3,EPBot2,EPBot4,3N N +3,490,0.00%,7C NS,1440,-14,We missed grand slam,-,
178,2024.09.13,178,EPBot1,EPBot3,EPBot2,EPBot4,3N S =,600,0.00%,4H NS,620,-1,We missed best contract,-,
179,2024.09.13,179,EPBot1,EPBot3,EPBot2,EPBot4,3N N +1,430,0.00%,3N NS+1,430,0,Par was bid,-,
180,2024.09.13,180,EPBot1,EPBot3,EPBot2,EPBot4,3N N +2,660,0.00%,6D NS,1370,-12,We missed small slam,-,
181,2024.09.13,181,EPBot1,EPBot3,EPBot2,EPBot4,3N S =,600,0.00%,4HX W-3,500,3,They missed sacrifice,-,
182,2024.09.13,182,EPBot1,EPBot3,EPBot2,EPBot4,3N S =,400,0.00%,4H NS,420,-1,We missed best contract,-,
183,2024.09.13,183,EPBot1,EPBot3,EPBot2,EPBot4,3N N +2,660,0.00%,3N NS+2,660,0,Par was bid,-,
184,2024.09.13,184,EPBot1,EPBot3,EPBot2,EPBot4,3N N +4,520,0.00%,7N NS,1520,-14,We missed grand slam,-,
185,2024.09.13,185,EPBot1,EPBot3,EPBot2,EPBot4,3N S +3,490,0.00%,6N NS,990,-11,We missed small slam,-,
186,2024.09.13,186,EPBot1,EPBot3,EPBot2,EPBot4,3N N +3,690,0.00%,6N N,1440,-13,We missed small slam,-,
187,2024.09.13,187,EPBot1,EPBot3,EPBot2,EPBot4,3N S +1,430,0.00%,3N NS+1,430,0,Par was bid,-,
188,2024.09.13,188,EPBot1,EPBot3,EPBot2,EPBot4,3N S +2,660,0.00%,6S NS,1430,-13,We missed small slam,-,
189,2024.09.13,189,EPBot1,EPBot3,EPBot2,EPBot4,3N N +1,630,0.00%,3N NS+1,630,0,Par was bid,-,
190,2024.09.13,190,EPBot1,EPBot3,EPBot2,EPBot4,6C S +1,940,0.00%,7N NS,1520,-11,We missed grand slam,-,
191,2024.09.13,191,EPBot1,EPBot3,EPBot2,EPBot4,3N S +4,720,0.00%,7N NS,2220,-17,We missed grand slam,-,
192,2024.09.13,192,EPBot1,EPBot3,EPBot2,EPBot4,3N S =,400,0.00%,3N N+1,430,-1,We wrong-side contract,-,
193,2024.09.13,193,EPBot1,EPBot3,EPBot2,EPBot4,3N S =,400,0.00%,4H NS,420,-1,We missed best contract,-,
194,2024.09.13,194,EPBot1,EPBot3,EPBot2,EPBot4,5C S +1,620,0.00%,6C NS,1370,-13,We missed small slam,-,
195,2024.09.13,195,EPBot1,EPBot3,EPBot2,EPBot4,3N S +3,490,0.00%,6N NS,990,-11,We missed small slam,-,
196,2024.09.13,196,EPBot1,EPBot3,EPBot2,EPBot4,3N S =,600,0.00%,3N NS,600,0,Par was bid,-,
197,2024.09.13,197,EPBot1,EPBot3,EPBot2,EPBot4,3N S +2,660,0.00%,3N NS+2,660,0,Par was bid,-,
198,2024.09.13,198,EPBot1,EPBot3,EPBot2,EPBot4,3N S =,400,0.00%,3N NS,400,0,Par was bid,-,
199,2024.09.13,199,EPBot1,EPBot3,EPBot2,EPBot4,3N S +1,630,0.00%,3N NS+1,630,0,Par was bid,-,
200,2024.09.13,200,EPBot1,EPBot3,EPBot2,EPBot4,3N N +2,460,0.00%,3N NS+2,460,0,Par was bid,-,
201,2024.09.13,201,EPBot1,EPBot3,EPBot2,EPBot4,3N S +1,430,0.00%,3N NS+1,430,0,Par was bid,-,
202,2024.09.13,202,EPBot1,EPBot3,EPBot2,EPBot4,3N N +2,660,0.00%,6C NS,1370,-12,We missed small slam,-,
