ID,Date,Board,North,South,East,West,Result,Score,IMPs,OptimumResult,ParScore,VsPar,DDBidding,DDPlay
94,2024.08.11,94,EPBot1,EPBot3,EPBot2,EPBot4,"4S S -10",450,0.00%,"4H NS+1",450,0,"Par was bid",-11
95,2024.08.11,95,EPBot1,EPBot3,EPBot2,EPBot4,"3D W -9",150,0.00%,"4H N+1",650,-11,"We missed double",+5
96,2024.08.11,96,EPBot1,EPBot3,EPBot2,EPBot4,"4S S -10",450,0.00%,"6S NS",980,-11,"We missed small slam",-12
97,2024.08.11,97,EPBot1,EPBot3,EPBot2,EPBot4,"5HX W -11",300,0.00%,"5HX EW-2",300,0,"Par was bid",+9
98,2024.08.11,98,EPBot1,EPBot3,EPBot2,EPBot4,"4H S -10",650,0.00%,"7CX EW-5",1100,-10,"We missed small slam",-11
99,2024.08.11,99,EPBot1,EPBot3,EPBot2,EPBot4,"2SX E -8",-670,0.00%,"6SX EW-3",800,-16,"We doubled making contract",+9
100,2024.08.11,100,EPBot1,EPBot3,EPBot2,EPBot4,"4H S -10",450,0.00%,"4H NS",420,1,"Par was bid",-10
101,2024.08.11,101,EPBot1,EPBot3,EPBot2,EPBot4,"4S S -10",680,0.00%,"7CX EW-4",800,-3,"We missed small slam",-12
102,2024.08.11,102,EPBot1,EPBot3,EPBot2,EPBot4,"4H S -10",450,0.00%,"4H NS+1",450,0,"Par was bid",-11
103,2024.08.11,103,EPBot1,EPBot3,EPBot2,EPBot4,"4S S -10",450,0.00%,"4S NS",420,1,"Par was bid",-10
104,2024.08.11,104,EPBot1,EPBot3,EPBot2,EPBot4,"4H S -10",420,0.00%,"4SX EW-2",300,3,"They missed sacrifice",-10
105,2024.08.11,105,EPBot1,EPBot3,EPBot2,EPBot4,"6S S -12",980,0.00%,"6H NS",980,0,"Par was bid",-12
106,2024.08.11,106,EPBot1,EPBot3,EPBot2,EPBot4,"3S S -9",170,0.00%,"5SX NS-2",-300,10,"They missed game",-9
107,2024.08.11,107,EPBot1,EPBot3,EPBot2,EPBot4,"4H S -10",450,0.00%,"3N NS+1",430,1,"We missed best contract",-10
108,2024.08.11,108,EPBot1,EPBot3,EPBot2,EPBot4,"4S S -10",650,0.00%,"4H NS+1",650,0,"Par was bid",-11
109,2024.08.11,109,EPBot1,EPBot3,EPBot2,EPBot4,"4H S -10",620,0.00%,"5H NS",650,-1,"They missed sacrifice",-11
110,2024.08.11,110,EPBot1,EPBot3,EPBot2,EPBot4,"5H S -11",450,0.00%,"6D NS",920,-10,"We missed small slam",-10
111,2024.08.11,111,EPBot1,EPBot3,EPBot2,EPBot4,"4S S -10",620,0.00%,"5DX EW-2",300,8,"They missed sacrifice",-10
112,2024.08.11,112,EPBot1,EPBot3,EPBot2,EPBot4,"4H S -10",420,0.00%,"1H NS+2",140,7,"We overbid - undoubled",-9
113,2024.08.11,113,EPBot1,EPBot3,EPBot2,EPBot4,"4H S -10",420,0.00%,"3CX EW-1",100,8,"We overbid - undoubled",-8
114,2024.08.11,114,EPBot1,EPBot3,EPBot2,EPBot4,"4S S -10",620,0.00%,"5CX W-3",500,3,"They missed sacrifice",-10
115,2024.08.11,115,EPBot1,EPBot3,EPBot2,EPBot4,"4H S -10",420,0.00%,"4H NS",420,0,"Par was bid",-10
116,2024.08.11,116,EPBot1,EPBot3,EPBot2,EPBot4,"4H S -10",450,0.00%,"4H NS",420,1,"Par was bid",-10
117,2024.08.11,117,EPBot1,EPBot3,EPBot2,EPBot4,"4S S -10",620,0.00%,"4S NS+1",650,-1,"Par was bid",-11
118,2024.08.11,118,EPBot1,EPBot3,EPBot2,EPBot4,"4S S -10",420,0.00%,"3N N+1",430,0,"We missed best contract",-10
119,2024.08.11,119,EPBot1,EPBot3,EPBot2,EPBot4,"3S S -9",170,0.00%,"2N S",120,2,"We overbid - undoubled",-8
120,2024.08.11,120,EPBot1,EPBot3,EPBot2,EPBot4,"4H S -10",-50,0.00%,"4DX EW-1",100,-4,"We overbid - undoubled",-9
121,2024.08.11,121,EPBot1,EPBot3,EPBot2,EPBot4,"4S S -10",450,0.00%,"3N N+2",460,0,"We missed best contract",-10
122,2024.08.11,122,EPBot1,EPBot3,EPBot2,EPBot4,"4S S -10",-50,0.00%,"1S S+2",140,-5,"We overbid - undoubled",-9
123,2024.08.11,123,EPBot1,EPBot3,EPBot2,EPBot4,"4H S -10",420,0.00%,"3HX NS-1",-100,11,"They missed double",-8
124,2024.08.11,124,EPBot1,EPBot3,EPBot2,EPBot4,"4S E -10",-420,0.00%,"4S EW+1",-450,1,"Par was bid",+11
125,2024.08.11,125,EPBot1,EPBot3,EPBot2,EPBot4,"3H S -9",140,0.00%,"4SX E-2",300,-4,"We missed game",-10
126,2024.08.11,126,EPBot1,EPBot3,EPBot2,EPBot4,"4S S -10",-50,0.00%,"5CX EW-2",300,-8,"We overbid - undoubled",-9
127,2024.08.11,127,EPBot1,EPBot3,EPBot2,EPBot4,"4S S -10",620,0.00%,"4S S",620,0,"Par was bid",-10
128,2024.08.11,128,EPBot1,EPBot3,EPBot2,EPBot4,"4S S -10",480,0.00%,"6S NS",980,-11,"We missed small slam",-12
129,2024.08.11,129,EPBot1,EPBot3,EPBot2,EPBot4,"3N S -9",400,0.00%,"1H NS+2",140,6,"We overbid - undoubled",-7
130,2024.08.11,130,EPBot1,EPBot3,EPBot2,EPBot4,"4S S -10",650,0.00%,"4S NS",620,1,"Par was bid",-10
131,2024.08.11,131,EPBot1,EPBot3,EPBot2,EPBot4,"4S S -10",450,0.00%,"4S NS",420,1,"Par was bid",-10
132,2024.08.11,132,EPBot1,EPBot3,EPBot2,EPBot4,"4H S -10",420,0.00%,"3N NS+2",460,-1,"We missed best contract",-11
133,2024.08.11,133,EPBot1,EPBot3,EPBot2,EPBot4,"4H S -10",650,0.00%,"6N N",1440,-13,"We missed small slam",-11
134,2024.08.11,134,EPBot1,EPBot3,EPBot2,EPBot4,"4S S -10",480,0.00%,"4H NS+1",450,1,"Par was bid",-11
135,2024.08.11,135,EPBot1,EPBot3,EPBot2,EPBot4,"4S S -10",450,0.00%,"3N NS+2",460,0,"We missed best contract",-11
136,2024.08.11,136,EPBot1,EPBot3,EPBot2,EPBot4,"4S S -10",420,0.00%,"4S NS+1",450,-1,"Par was bid",-11
137,2024.08.11,137,EPBot1,EPBot3,EPBot2,EPBot4,"1N S -7",120,0.00%,"1H NS+2",140,-1,"We missed best contract",-8
138,2024.08.11,138,EPBot1,EPBot3,EPBot2,EPBot4,"3C E -9",100,0.00%,"4C EW",-130,6,"We missed sacrifice",+10
139,2024.08.11,139,EPBot1,EPBot3,EPBot2,EPBot4,"7SX S -13",1770,0.00%,"7S NS",1510,6,"They doubled making contract",-13
140,2024.08.11,140,EPBot1,EPBot3,EPBot2,EPBot4,"4H S -10",620,0.00%,"3N NS+1",630,0,"We missed game",-9
141,2024.08.11,141,EPBot1,EPBot3,EPBot2,EPBot4,"3S S -9",140,0.00%,"1S NS+2",140,0,"Par was bid",-9
142,2024.08.11,142,EPBot1,EPBot3,EPBot2,EPBot4,"4H S -10",450,0.00%,"4H NS+1",450,0,"Par was bid",-11
143,2024.08.11,143,EPBot1,EPBot3,EPBot2,EPBot4,"3H S -9",140,0.00%,"2N NS",120,1,"We overbid - undoubled",-8
144,2024.08.11,144,EPBot1,EPBot3,EPBot2,EPBot4,"4H S -10",420,0.00%,"4H NS+1",450,-1,"Par was bid",-11
145,2024.08.11,145,EPBot1,EPBot3,EPBot2,EPBot4,"3H S -9",170,0.00%,"4H N+1",450,-7,"We missed game",-10
146,2024.08.11,146,EPBot1,EPBot3,EPBot2,EPBot4,"4S S -10",650,0.00%,"4H NS",620,1,"Par was bid",-10
147,2024.08.11,147,EPBot1,EPBot3,EPBot2,EPBot4,"4S S -10",420,0.00%,"2S NS+1",140,7,"We overbid - undoubled",-9
148,2024.08.11,148,EPBot1,EPBot3,EPBot2,EPBot4,"6S S -12",-50,0.00%,"6N N",990,-14,"We missed best contract",-12
149,2024.08.11,149,EPBot1,EPBot3,EPBot2,EPBot4,"3H S -9",170,0.00%,"4SX EW-2",300,-4,"We missed game",-10
150,2024.08.11,150,EPBot1,EPBot3,EPBot2,EPBot4,"4S S -10",420,0.00%,"4H NS+1",450,-1,"Par was bid",-11
151,2024.08.11,151,EPBot1,EPBot3,EPBot2,EPBot4,"3H S -9",140,0.00%,"1H S+2",140,0,"Par was bid",-9
152,2024.08.11,152,EPBot1,EPBot3,EPBot2,EPBot4,"4H S -10",450,0.00%,"3N NS+1",430,1,"We missed best contract",-10
153,2024.08.11,153,EPBot1,EPBot3,EPBot2,EPBot4,"4H S -10",450,0.00%,"4H NS",420,1,"Par was bid",-10
154,2024.08.11,154,EPBot1,EPBot3,EPBot2,EPBot4,"4SX E -10",500,0.00%,"2H NS+1",140,8,"They overbid - doubled",+7
155,2024.08.11,155,EPBot1,EPBot3,EPBot2,EPBot4,"4H S -10",450,0.00%,"4H NS",420,1,"Par was bid",-10
156,2024.08.11,156,EPBot1,EPBot3,EPBot2,EPBot4,"3SX E -9",100,0.00%,"4CX EW-3",500,-9,"We missed game",+7
157,2024.08.11,157,EPBot1,EPBot3,EPBot2,EPBot4,"4S S -10",620,0.00%,"4N S",630,0,"We missed best contract",-10
158,2024.08.11,158,EPBot1,EPBot3,EPBot2,EPBot4,"4H S -10",450,0.00%,"3N NS+2",460,0,"We missed best contract",-11
159,2024.08.11,159,EPBot1,EPBot3,EPBot2,EPBot4,"4H N -10",620,0.00%,"5DX EW-3",500,3,"They missed sacrifice",-10
160,2024.08.11,160,EPBot1,EPBot3,EPBot2,EPBot4,"3H S -9",170,0.00%,"3NX N-1",-100,7,"They missed partial",-9
161,2024.08.11,161,EPBot1,EPBot3,EPBot2,EPBot4,"1N S -7",120,0.00%,"4S NS",420,-7,"We missed game",-8
162,2024.08.11,162,EPBot1,EPBot3,EPBot2,EPBot4,"4H S -10",620,0.00%,"2H NS+1",140,10,"We overbid - undoubled",-9
163,2024.08.11,163,EPBot1,EPBot3,EPBot2,EPBot4,"3H S -9",140,0.00%,"4DX NS-1",-100,6,"They missed partial",-9
164,2024.08.11,164,EPBot1,EPBot3,EPBot2,EPBot4,"4S S -10",420,0.00%,"3N S+1",430,0,"We missed game",-9
165,2024.08.11,165,EPBot1,EPBot3,EPBot2,EPBot4,"3H S -9",170,0.00%,"3C EW",-110,7,"They missed double",-8
166,2024.08.11,166,EPBot1,EPBot3,EPBot2,EPBot4,"4S S -10",420,0.00%,"6SX NS-3",-500,14,"They missed small slam",-9
167,2024.08.11,167,EPBot1,EPBot3,EPBot2,EPBot4,"6H S -12",-50,0.00%,"6H NS",980,-14,"Par was bid",-12
168,2024.08.11,168,EPBot1,EPBot3,EPBot2,EPBot4,"3H S -9",170,0.00%,"4D NS",130,1,"They missed sacrifice",-9
169,2024.08.11,169,EPBot1,EPBot3,EPBot2,EPBot4,"4H S -10",420,0.00%,"4H NS",420,0,"Par was bid",-10
170,2024.08.11,170,EPBot1,EPBot3,EPBot2,EPBot4,"4H S -10",-50,0.00%,"6H NS",980,-14,"We missed small slam",-12
171,2024.08.11,171,EPBot1,EPBot3,EPBot2,EPBot4,"4H S -10",420,0.00%,"4H NS",420,0,"Par was bid",-10
172,2024.08.11,172,EPBot1,EPBot3,EPBot2,EPBot4,"4H S -10",620,0.00%,"4SX EW-2",300,8,"They missed sacrifice",-10
173,2024.08.11,173,EPBot1,EPBot3,EPBot2,EPBot4,"4H S -10",620,0.00%,"3H NS",140,10,"We overbid - undoubled",-9
174,2024.08.11,174,EPBot1,EPBot3,EPBot2,EPBot4,"2S S -8",170,0.00%,"3H NS",140,1,"They missed sacrifice",-9
175,2024.08.11,175,EPBot1,EPBot3,EPBot2,EPBot4,"3H S -9",140,0.00%,"2N NS",120,1,"We overbid - undoubled",-8
176,2024.08.11,176,EPBot1,EPBot3,EPBot2,EPBot4,"4S S -10",420,0.00%,"4S NS+1",450,-1,"Par was bid",-11
177,2024.08.11,177,EPBot1,EPBot3,EPBot2,EPBot4,"4S S -10",450,0.00%,"4DX EW-1",100,8,"We overbid - undoubled",-9
178,2024.08.11,178,EPBot1,EPBot3,EPBot2,EPBot4,"4S S -10",620,0.00%,"3N NS+2",660,-1,"We missed best contract",-11
179,2024.08.11,179,EPBot1,EPBot3,EPBot2,EPBot4,"4S S -10",450,0.00%,"4S NS+1",450,0,"Par was bid",-11
180,2024.08.11,180,EPBot1,EPBot3,EPBot2,EPBot4,"3S S -9",140,0.00%,"4S NS",420,-7,"We missed game",-10
181,2024.08.11,181,EPBot1,EPBot3,EPBot2,EPBot4,"4H S -10",650,0.00%,"5H NS",650,0,"They missed sacrifice",-11
182,2024.08.11,182,EPBot1,EPBot3,EPBot2,EPBot4,"4H S -10",420,0.00%,"4H NS+1",450,-1,"Par was bid",-11
183,2024.08.11,183,EPBot1,EPBot3,EPBot2,EPBot4,"4H S -10",450,0.00%,"4H NS+1",450,0,"Par was bid",-11
184,2024.08.11,184,EPBot1,EPBot3,EPBot2,EPBot4,"4SX W -10",100,0.00%,"3SX EW-1",100,0,"They overbid - doubled",+8
185,2024.08.11,185,EPBot1,EPBot3,EPBot2,EPBot4,"4S S -10",450,0.00%,"6S NS",980,-11,"We missed small slam",-12
186,2024.08.11,186,EPBot1,EPBot3,EPBot2,EPBot4,"4H N -10",420,0.00%,"4H NS+1",450,-1,"Par was bid",-11
187,2024.08.11,187,EPBot1,EPBot3,EPBot2,EPBot4,"4H S -10",450,0.00%,"4H N+1",450,0,"We wrong-side contract",-10
188,2024.08.11,188,EPBot1,EPBot3,EPBot2,EPBot4,"4H S -10",650,0.00%,"4SX EW-1",100,11,"They missed sacrifice",-10
189,2024.08.11,189,EPBot1,EPBot3,EPBot2,EPBot4,"4H S -10",680,0.00%,"6SX EW-5",1100,-9,"We missed small slam",-12
190,2024.08.11,190,EPBot1,EPBot3,EPBot2,EPBot4,"4S S -10",420,0.00%,"6N NS",990,-11,"We missed small slam",-12
191,2024.08.11,191,EPBot1,EPBot3,EPBot2,EPBot4,"4H S -10",620,0.00%,"3N NS+1",630,0,"We missed best contract",-10
192,2024.08.11,192,EPBot1,EPBot3,EPBot2,EPBot4,"2S S -8",170,0.00%,"4H NS",420,-6,"We missed game",-10
193,2024.08.11,193,EPBot1,EPBot3,EPBot2,EPBot4,"4S S -10",450,0.00%,"4S NS",420,1,"Par was bid",-10
