ID,Date,Board,North,South,East,West,Result,Score,IMPs,OptimumResult,ParScore,VsPar,DDBidding,DDPlay
44,2024.08.07,44,EPBot1,EPBot3,EPBot2,EPBot4,"1N N -7",150,0.00%,"4CX EW-2",300,-4,"We missed game",-9
45,2024.08.07,45,EPBot1,EPBot3,EPBot2,EPBot4,"3C N -9",130,0.00%,"2C NS+2",130,0,"Par was bid",-10
46,2024.08.07,46,EPBot1,EPBot3,EPBot2,EPBot4,"6D S -12",-50,0.00%,"3N NS+2",460,-11,"We overbid - undoubled",-11
47,2024.08.07,47,EPBot1,EPBot3,EPBot2,EPBot4,"3N N -9",-200,0.00%,"4CX EW-3",500,-12,"They missed sacrifice",-9
48,2024.08.07,48,EPBot1,EPBot3,EPBot2,EPBot4,"4N N -10",430,0.00%,"4S NS+1",450,-1,"We missed best contract",-10
49,2024.08.07,49,EPBot1,EPBot3,EPBot2,EPBot4,"1N N -7",150,0.00%,"3N NS",400,-6,"We missed game",-9
50,2024.08.07,50,EPBot1,EPBot3,EPBot2,EPBot4,"3S E -9",-170,0.00%,"4S EW",-420,6,"They missed game",+10
51,2024.08.07,51,EPBot1,EPBot3,EPBot2,EPBot4,"3N N -9",430,0.00%,"3N NS+1",430,0,"Par was bid",-10
52,2024.08.07,52,EPBot1,EPBot3,EPBot2,EPBot4,"3C N -9",110,0.00%,"1S NS+1",110,0,"Par was bid",-9
53,2024.08.07,53,EPBot1,EPBot3,EPBot2,EPBot4,"3N N -9",600,0.00%,"4HX EW-3",500,3,"They missed sacrifice",-9
54,2024.08.07,54,EPBot1,EPBot3,EPBot2,EPBot4,"3D S -9",110,0.00%,"2N NS",120,0,"We overbid - undoubled",-8
55,2024.08.07,55,EPBot1,EPBot3,EPBot2,EPBot4,"1N N -7",150,0.00%,"4S NS",420,-7,"We missed game",-7
56,2024.08.07,56,EPBot1,EPBot3,EPBot2,EPBot4,"3C N -9",110,0.00%,"3DX EW-1",100,0,"They missed sacrifice",-9
57,2024.08.07,57,EPBot1,EPBot3,EPBot2,EPBot4,"3N N -9",430,0.00%,"6D NS",920,-10,"We missed small slam",-10
58,2024.08.07,58,EPBot1,EPBot3,EPBot2,EPBot4,"1N N -7",120,0.00%,"3N NS",400,-7,"We missed game",-9
59,2024.08.07,59,EPBot1,EPBot3,EPBot2,EPBot4,"5C N -11",-50,0.00%,"4S NS",420,-10,"We overbid - undoubled",-10
60,2024.08.07,60,EPBot1,EPBot3,EPBot2,EPBot4,"5C N -11",-100,0.00%,"3N NS+1",630,-12,"We overbid - undoubled",-10
61,2024.08.07,61,EPBot1,EPBot3,EPBot2,EPBot4,"3N N -9",630,0.00%,"6D NS",1370,-12,"We missed small slam",-10
62,2024.08.07,62,EPBot1,EPBot3,EPBot2,EPBot4,"3D N -9",130,0.00%,"5D N",400,-7,"We missed game",-11
63,2024.08.07,63,EPBot1,EPBot3,EPBot2,EPBot4,"5DX S -11",-200,0.00%,"5DX NS-1",-200,0,"Par was bid",-10
64,2024.08.07,64,EPBot1,EPBot3,EPBot2,EPBot4,"3N N -9",-50,0.00%,"5C NS",400,-10,"We missed game",-8
65,2024.08.07,65,EPBot1,EPBot3,EPBot2,EPBot4,"3C N -9",110,0.00%,"1C NS+1",90,1,"We overbid - undoubled",-8
66,2024.08.07,66,EPBot1,EPBot3,EPBot2,EPBot4,"3N N -9",630,0.00%,"6N NS",1440,-13,"We missed small slam",-12
67,2024.08.07,67,EPBot1,EPBot3,EPBot2,EPBot4,"3N N -9",-100,0.00%,"3N NS",400,-11,"Par was bid",-9
68,2024.08.07,68,EPBot1,EPBot3,EPBot2,EPBot4,"3N N -9",430,0.00%,"3N NS+1",430,0,"Par was bid",-10
69,2024.08.07,69,EPBot1,EPBot3,EPBot2,EPBot4,"3N N -9",630,0.00%,"3N NS+2",660,-1,"Par was bid",-11
70,2024.08.07,70,EPBot1,EPBot3,EPBot2,EPBot4,"3N N -9",430,0.00%,"3N NS+2",460,-1,"Par was bid",-11
71,2024.08.07,71,EPBot1,EPBot3,EPBot2,EPBot4,"1N N -7",120,0.00%,"1S N+2",140,-1,"We missed best contract",-8
72,2024.08.07,72,EPBot1,EPBot3,EPBot2,EPBot4,"5C N -11",-50,0.00%,"4HX EW-2",300,-8,"We overbid - undoubled",-10
73,2024.08.07,73,EPBot1,EPBot3,EPBot2,EPBot4,"1N N -7",150,0.00%,"1D NS+3",130,1,"We missed best contract",-7
74,2024.08.07,74,EPBot1,EPBot3,EPBot2,EPBot4,"3D N -9",110,0.00%,"3D NS",110,0,"Par was bid",-9
75,2024.08.07,75,EPBot1,EPBot3,EPBot2,EPBot4,"3N N -9",-50,0.00%,"2N NS",120,-5,"We overbid - undoubled",-8
76,2024.08.07,76,EPBot1,EPBot3,EPBot2,EPBot4,"6N N -12",1440,0.00%,"6N NS",1440,0,"Par was bid",-12
77,2024.08.07,77,EPBot1,EPBot3,EPBot2,EPBot4,"5C S -11",-100,0.00%,"4DX EW-2",300,-9,"We overbid - undoubled",-9
78,2024.08.07,78,EPBot1,EPBot3,EPBot2,EPBot4,"3C N -9",110,0.00%,"3D EW",-110,6,"They missed double",-7
79,2024.08.07,79,EPBot1,EPBot3,EPBot2,EPBot4,"3C N -9",150,0.00%,"4N NS",630,-10,"We missed game",-11
80,2024.08.07,80,EPBot1,EPBot3,EPBot2,EPBot4,"1N N -7",120,0.00%,"1N NS",90,1,"Par was bid",-7
81,2024.08.07,81,EPBot1,EPBot3,EPBot2,EPBot4,"1N N -7",120,0.00%,"3HX EW-1",100,1,"They missed partial",-8
82,2024.08.07,82,EPBot1,EPBot3,EPBot2,EPBot4,"3N N -9",660,0.00%,"3N NS+1",630,1,"Par was bid",-10
83,2024.08.07,83,EPBot1,EPBot3,EPBot2,EPBot4,"3N N -9",-50,0.00%,"3N NS",400,-10,"Par was bid",-9
84,2024.08.07,84,EPBot1,EPBot3,EPBot2,EPBot4,"6D N -12",-100,0.00%,"6N NS",990,-14,"We missed best contract",-12
85,2024.08.07,85,EPBot1,EPBot3,EPBot2,EPBot4,"3N N -9",630,0.00%,"3N NS+2",660,-1,"Par was bid",-11
86,2024.08.07,86,EPBot1,EPBot3,EPBot2,EPBot4,"3N N -9",400,0.00%,"3N NS",400,0,"Par was bid",-9
87,2024.08.07,87,EPBot1,EPBot3,EPBot2,EPBot4,"3N N -9",400,0.00%,"4CX NS-1",-100,11,"They missed double",-7
88,2024.08.07,88,EPBot1,EPBot3,EPBot2,EPBot4,"3N N -9",430,0.00%,"3N NS+2",460,-1,"Par was bid",-11
89,2024.08.07,89,EPBot1,EPBot3,EPBot2,EPBot4,"3C S -9",-50,0.00%,"1N NS+1",120,-5,"We overbid - undoubled",-7
90,2024.08.07,90,EPBot1,EPBot3,EPBot2,EPBot4,"1N N -7",120,0.00%,"1N NS+1",120,0,"Par was bid",-8
91,2024.08.07,91,EPBot1,EPBot3,EPBot2,EPBot4,"1N N -7",120,0.00%,"1N NS+1",120,0,"Par was bid",-8
92,2024.08.07,92,EPBot1,EPBot3,EPBot2,EPBot4,"3C N -9",110,0.00%,"3D EW",-110,6,"They missed partial",-9
93,2024.08.07,93,EPBot1,EPBot3,EPBot2,EPBot4,"2H E -8",150,0.00%,"3N N+1",630,-10,"We missed game",+5
94,2024.08.07,94,EPBot1,EPBot3,EPBot2,EPBot4,"3N N -9",400,0.00%,"3N NS",400,0,"Par was bid",-9
95,2024.08.07,95,EPBot1,EPBot3,EPBot2,EPBot4,"3N N -9",600,0.00%,"1N NS+1",120,10,"We overbid - undoubled",-8
96,2024.08.07,96,EPBot1,EPBot3,EPBot2,EPBot4,"3D N -9",130,0.00%,"4S NS+1",450,-8,"We missed game",-11
97,2024.08.07,97,EPBot1,EPBot3,EPBot2,EPBot4,"3N N -9",400,0.00%,"3N NS",400,0,"Par was bid",-9
98,2024.08.07,98,EPBot1,EPBot3,EPBot2,EPBot4,"1N N -7",150,0.00%,"3N NS",600,-10,"We missed game",-9
99,2024.08.07,99,EPBot1,EPBot3,EPBot2,EPBot4,"5C N -11",400,0.00%,"6DX EW-1",200,5,"We missed game",-10
100,2024.08.07,100,EPBot1,EPBot3,EPBot2,EPBot4,"3C N -9",130,0.00%,"2N N",120,0,"We missed best contract",-9
101,2024.08.07,101,EPBot1,EPBot3,EPBot2,EPBot4,"3D N -9",110,0.00%,"3HX EW-1",100,0,"They missed sacrifice",-9
102,2024.08.07,102,EPBot1,EPBot3,EPBot2,EPBot4,"3N N -9",-50,0.00%,"1S NS+2",140,-5,"We overbid - undoubled",-8
103,2024.08.07,103,EPBot1,EPBot3,EPBot2,EPBot4,"6C N -12",-50,0.00%,"3N NS+2",460,-11,"We overbid - undoubled",-11
104,2024.08.07,104,EPBot1,EPBot3,EPBot2,EPBot4,"3N N -9",430,0.00%,"3N NS+1",430,0,"Par was bid",-10
105,2024.08.07,105,EPBot1,EPBot3,EPBot2,EPBot4,"3C N -9",130,0.00%,"2C NS+2",130,0,"Par was bid",-10
106,2024.08.07,106,EPBot1,EPBot3,EPBot2,EPBot4,"1N N -7",120,0.00%,"1N N+1",120,0,"Par was bid",-8
107,2024.08.07,107,EPBot1,EPBot3,EPBot2,EPBot4,"3C N -9",110,0.00%,"1N NS",90,1,"We overbid - undoubled",-8
108,2024.08.07,108,EPBot1,EPBot3,EPBot2,EPBot4,"3N N -9",600,0.00%,"3D NS",110,10,"We overbid - undoubled",-8
109,2024.08.07,109,EPBot1,EPBot3,EPBot2,EPBot4,"1N N -7",150,0.00%,"4S NS",620,-10,"We missed game",-9
110,2024.08.07,110,EPBot1,EPBot3,EPBot2,EPBot4,"3N N -9",-100,0.00%,"3N NS+1",430,-11,"Par was bid",-10
111,2024.08.07,111,EPBot1,EPBot3,EPBot2,EPBot4,"3N N -9",600,0.00%,"2D NS+2",130,10,"We missed partial",-7
112,2024.08.07,112,EPBot1,EPBot3,EPBot2,EPBot4,"3D N -9",130,0.00%,"3N NS",400,-7,"We missed game",-10
113,2024.08.07,113,EPBot1,EPBot3,EPBot2,EPBot4,"3D N -9",130,0.00%,"4SX EW-2",300,-5,"We missed game",-10
114,2024.08.07,114,EPBot1,EPBot3,EPBot2,EPBot4,"3D N -9",-100,0.00%,"3H EW",-140,1,"They missed partial",-9
115,2024.08.07,115,EPBot1,EPBot3,EPBot2,EPBot4,"3N N -9",430,0.00%,"5D N",400,1,"They missed sacrifice",-9
116,2024.08.07,116,EPBot1,EPBot3,EPBot2,EPBot4,"3N N -9",430,0.00%,"4S N",420,0,"We missed best contract",-9
117,2024.08.07,117,EPBot1,EPBot3,EPBot2,EPBot4,"3C N -9",130,0.00%,"2N NS",120,0,"We overbid - undoubled",-8
118,2024.08.07,118,EPBot1,EPBot3,EPBot2,EPBot4,"3N N -9",400,0.00%,"1S NS+2",140,6,"We overbid - undoubled",-8
119,2024.08.07,119,EPBot1,EPBot3,EPBot2,EPBot4,"4CX S -10",-300,0.00%,"3C NS",110,-9,"We overbid - doubled",-9
120,2024.08.07,120,EPBot1,EPBot3,EPBot2,EPBot4,"3N N -9",-50,0.00%,"5C NS",400,-10,"We missed game",-8
121,2024.08.07,121,EPBot1,EPBot3,EPBot2,EPBot4,"3N N -9",400,0.00%,"3N NS",400,0,"Par was bid",-9
122,2024.08.07,122,EPBot1,EPBot3,EPBot2,EPBot4,"3N N -9",400,0.00%,"1S NS+2",140,6,"We overbid - undoubled",-8
123,2024.08.07,123,EPBot1,EPBot3,EPBot2,EPBot4,"4C S -10",-50,0.00%,"3H EW",-140,3,"They missed double",-8
124,2024.08.07,124,EPBot1,EPBot3,EPBot2,EPBot4,"3N N -9",600,0.00%,"3N NS",600,0,"Par was bid",-9
125,2024.08.07,125,EPBot1,EPBot3,EPBot2,EPBot4,"3D N -9",110,0.00%,"4H EW",-420,11,"They missed game",-8
126,2024.08.07,126,EPBot1,EPBot3,EPBot2,EPBot4,"5C N -11",400,0.00%,"3N NS+2",460,-2,"We missed best contract",-11
127,2024.08.07,127,EPBot1,EPBot3,EPBot2,EPBot4,"3N N -9",600,0.00%,"1N NS+1",120,10,"We overbid - undoubled",-8
128,2024.08.07,128,EPBot1,EPBot3,EPBot2,EPBot4,"3N N -9",400,0.00%,"4S NS",420,-1,"We missed best contract",-9
129,2024.08.07,129,EPBot1,EPBot3,EPBot2,EPBot4,"3N N -9",-50,0.00%,"1N NS+1",120,-5,"We overbid - undoubled",-8
130,2024.08.07,130,EPBot1,EPBot3,EPBot2,EPBot4,"4C S -10",130,0.00%,"3N NS+1",630,-11,"We missed game",-11
131,2024.08.07,131,EPBot1,EPBot3,EPBot2,EPBot4,"3H E -9",200,0.00%,"3N NS",400,-5,"We missed double",+5
132,2024.08.07,132,EPBot1,EPBot3,EPBot2,EPBot4,"3C N -9",150,0.00%,"3N N",400,-6,"We missed game",-10
133,2024.08.07,133,EPBot1,EPBot3,EPBot2,EPBot4,"1N N -7",120,0.00%,"3N NS",600,-10,"We missed game",-9
134,2024.08.07,134,EPBot1,EPBot3,EPBot2,EPBot4,"3C N -9",130,0.00%,"2C NS+2",130,0,"Par was bid",-10
135,2024.08.07,135,EPBot1,EPBot3,EPBot2,EPBot4,"3N N -9",430,0.00%,"3N NS+1",430,0,"Par was bid",-10
136,2024.08.07,136,EPBot1,EPBot3,EPBot2,EPBot4,"3N N -9",460,0.00%,"6N NS",990,-11,"We missed small slam",-12
137,2024.08.07,137,EPBot1,EPBot3,EPBot2,EPBot4,"5D N -11",-50,0.00%,"5D NS",400,-10,"Par was bid",-11
138,2024.08.07,138,EPBot1,EPBot3,EPBot2,EPBot4,"3N N -9",460,0.00%,"6C NS",920,-10,"We missed small slam",-11
139,2024.08.07,139,EPBot1,EPBot3,EPBot2,EPBot4,"3N N -9",430,0.00%,"5D N",400,1,"They missed sacrifice",-9
140,2024.08.07,140,EPBot1,EPBot3,EPBot2,EPBot4,"3C N -9",150,0.00%,"2S NS+1",140,0,"We missed best contract",-10
141,2024.08.07,141,EPBot1,EPBot3,EPBot2,EPBot4,"1N N -7",120,0.00%,"2C EW",-90,5,"They missed partial",-7
142,2024.08.07,142,EPBot1,EPBot3,EPBot2,EPBot4,"1N N -7",150,0.00%,"3N NS",400,-6,"We missed game",-9
143,2024.08.07,143,EPBot1,EPBot3,EPBot2,EPBot4,"3N N -9",-100,0.00%,"1N NS",90,-5,"We overbid - undoubled",-7
144,2024.08.07,144,EPBot1,EPBot3,EPBot2,EPBot4,"3N N -9",400,0.00%,"3N N+1",430,-1,"Par was bid",-10
145,2024.08.07,145,EPBot1,EPBot3,EPBot2,EPBot4,"6N N -12",990,0.00%,"7N NS",1520,-11,"We missed grand slam",-13
146,2024.08.07,146,EPBot1,EPBot3,EPBot2,EPBot4,"1N N -7",150,0.00%,"3N NS",600,-10,"We missed game",-9
147,2024.08.07,147,EPBot1,EPBot3,EPBot2,EPBot4,"3D N -9",110,0.00%,"2D NS+1",110,0,"Par was bid",-9
148,2024.08.07,148,EPBot1,EPBot3,EPBot2,EPBot4,"3N N -9",-100,0.00%,"4S NS",420,-11,"We missed game",-6
149,2024.08.07,149,EPBot1,EPBot3,EPBot2,EPBot4,"3D N -9",130,0.00%,"2N NS",120,0,"We missed best contract",-9
150,2024.08.07,150,EPBot1,EPBot3,EPBot2,EPBot4,"3N N -9",400,0.00%,"3N NS+1",430,-1,"Par was bid",-10
151,2024.08.07,151,EPBot1,EPBot3,EPBot2,EPBot4,"3D N -9",110,0.00%,"2D NS+1",110,0,"Par was bid",-9
152,2024.08.07,152,EPBot1,EPBot3,EPBot2,EPBot4,"3D N -9",130,0.00%,"3D NS+1",130,0,"Par was bid",-10
153,2024.08.07,153,EPBot1,EPBot3,EPBot2,EPBot4,"3C N -9",130,0.00%,"3N NS",400,-7,"We missed game",-10
154,2024.08.07,154,EPBot1,EPBot3,EPBot2,EPBot4,"3N N -9",400,0.00%,"2S NS",110,7,"We overbid - undoubled",-7
155,2024.08.07,155,EPBot1,EPBot3,EPBot2,EPBot4,"1N N -7",150,0.00%,"2N NS",120,1,"They missed sacrifice",-8
156,2024.08.07,156,EPBot1,EPBot3,EPBot2,EPBot4,"2H E -8",-140,0.00%,"3H EW",-140,0,"We missed partial",+9
157,2024.08.07,157,EPBot1,EPBot3,EPBot2,EPBot4,"3N N -9",-100,0.00%,"3N NS",600,-12,"Par was bid",-9
158,2024.08.07,158,EPBot1,EPBot3,EPBot2,EPBot4,"6N N -12",990,0.00%,"6N NS",990,0,"Par was bid",-12
159,2024.08.07,159,EPBot1,EPBot3,EPBot2,EPBot4,"3N N -9",630,0.00%,"3N NS",600,1,"Par was bid",-9
160,2024.08.07,160,EPBot1,EPBot3,EPBot2,EPBot4,"3N N -9",460,0.00%,"7N NS",1520,-14,"We missed grand slam",-13
161,2024.08.07,161,EPBot1,EPBot3,EPBot2,EPBot4,"1N N -7",120,0.00%,"3N NS+1",430,-7,"We missed game",-10
162,2024.08.07,162,EPBot1,EPBot3,EPBot2,EPBot4,"3N N -9",630,0.00%,"4HX EW-3",500,4,"They missed sacrifice",-9
163,2024.08.07,163,EPBot1,EPBot3,EPBot2,EPBot4,"3N N -9",-50,0.00%,"3N S",400,-10,"We wrong-side contract",-8
164,2024.08.07,164,EPBot1,EPBot3,EPBot2,EPBot4,"1N N -7",120,0.00%,"1N NS+1",120,0,"Par was bid",-8
165,2024.08.07,165,EPBot1,EPBot3,EPBot2,EPBot4,"1N N -7",150,0.00%,"2N N",120,1,"They missed sacrifice",-8
166,2024.08.07,166,EPBot1,EPBot3,EPBot2,EPBot4,"3N N -9",460,0.00%,"4S NS+1",450,0,"We missed best contract",-10
167,2024.08.07,167,EPBot1,EPBot3,EPBot2,EPBot4,"3N N -9",460,0.00%,"3N NS",400,2,"Par was bid",-9
168,2024.08.07,168,EPBot1,EPBot3,EPBot2,EPBot4,"3N N -9",-50,0.00%,"3N NS+1",430,-10,"Par was bid",-10
169,2024.08.07,169,EPBot1,EPBot3,EPBot2,EPBot4,"1N N -7",120,0.00%,"1H NS+2",140,-1,"We missed best contract",-8
170,2024.08.07,170,EPBot1,EPBot3,EPBot2,EPBot4,"3N N -9",460,0.00%,"3N NS+2",460,0,"Par was bid",-11
171,2024.08.07,171,EPBot1,EPBot3,EPBot2,EPBot4,"3N N -9",400,0.00%,"1S NS+2",140,6,"We overbid - undoubled",-7
172,2024.08.07,172,EPBot1,EPBot3,EPBot2,EPBot4,"6D S -12",-100,0.00%,"4N NS+1",660,-13,"We overbid - undoubled",-10
173,2024.08.07,173,EPBot1,EPBot3,EPBot2,EPBot4,"1N N -7",120,0.00%,"1N N+1",120,0,"Par was bid",-8
174,2024.08.07,174,EPBot1,EPBot3,EPBot2,EPBot4,"3N N -9",430,0.00%,"1N S+1",120,7,"We overbid - undoubled",-7
175,2024.08.07,175,EPBot1,EPBot3,EPBot2,EPBot4,"3N N -9",660,0.00%,"6D NS",1370,-12,"We missed small slam",-11
176,2024.08.07,176,EPBot1,EPBot3,EPBot2,EPBot4,"3C N -9",-50,0.00%,"3CX NS-1",-100,2,"They missed double",-8
177,2024.08.07,177,EPBot1,EPBot3,EPBot2,EPBot4,"3N N -9",430,0.00%,"6N NS",990,-11,"We missed small slam",-12
178,2024.08.07,178,EPBot1,EPBot3,EPBot2,EPBot4,"6D S -12",-100,0.00%,"6N NS",1440,-17,"We missed best contract",-12
179,2024.08.07,179,EPBot1,EPBot3,EPBot2,EPBot4,"3N N -9",400,0.00%,"3N NS",400,0,"Par was bid",-9
180,2024.08.07,180,EPBot1,EPBot3,EPBot2,EPBot4,"3N N -9",460,0.00%,"6S NS",980,-11,"We missed small slam",-11
181,2024.08.07,181,EPBot1,EPBot3,EPBot2,EPBot4,"3N N -9",630,0.00%,"4S NS+1",650,-1,"We missed best contract",-10
182,2024.08.07,182,EPBot1,EPBot3,EPBot2,EPBot4,"1N N -7",150,0.00%,"2D N+2",130,1,"We missed best contract",-8
183,2024.08.07,183,EPBot1,EPBot3,EPBot2,EPBot4,"4D S -10",130,0.00%,"4DX NS-1",-100,6,"They missed double",-9
184,2024.08.07,184,EPBot1,EPBot3,EPBot2,EPBot4,"3N N -9",-100,0.00%,"1H NS+2",140,-6,"We missed partial",-8
185,2024.08.07,185,EPBot1,EPBot3,EPBot2,EPBot4,"1N N -7",120,0.00%,"3N NS",400,-7,"We missed game",-9
186,2024.08.07,186,EPBot1,EPBot3,EPBot2,EPBot4,"3N N -9",400,0.00%,"3N NS+1",430,-1,"Par was bid",-10
187,2024.08.07,187,EPBot1,EPBot3,EPBot2,EPBot4,"3N N -9",400,0.00%,"1S NS+2",140,6,"We overbid - undoubled",-8
188,2024.08.07,188,EPBot1,EPBot3,EPBot2,EPBot4,"3N N -9",660,0.00%,"3N NS+2",660,0,"Par was bid",-11
189,2024.08.07,189,EPBot1,EPBot3,EPBot2,EPBot4,"3D N -9",130,0.00%,"1S NS+2",140,0,"We missed best contract",-10
190,2024.08.07,190,EPBot1,EPBot3,EPBot2,EPBot4,"3N N -9",430,0.00%,"7N NS",1520,-14,"We missed grand slam",-13
191,2024.08.07,191,EPBot1,EPBot3,EPBot2,EPBot4,"3N N -9",660,0.00%,"3N NS+2",660,0,"Par was bid",-11
192,2024.08.07,192,EPBot1,EPBot3,EPBot2,EPBot4,"3N N -9",400,0.00%,"2S NS",110,7,"We overbid - undoubled",-7
193,2024.08.07,193,EPBot1,EPBot3,EPBot2,EPBot4,"3N N -9",400,0.00%,"6C NS",920,-11,"We missed small slam",-10
