#,Date,Board,North,South,East,West,**South** Result,**South** Score, IMPs  or MPs,Par Result, **South**  Par Score,Vs. Par,DD Bidding,DD Play,
30,2024.09.04,15,EPBot5,EPBot7,GIB61,GIB61,4H N =,620,0.00%,4H NS,620,0,00,-,
31,2024.09.04,16,GIB61,GIB61,EPBot2,EPBot4,3C E -2,200,0.00%,4H NS,420,-6,10,-,
32,2024.09.04,16,EPBot5,EPBot7,GIB61,GIB61,4H S =,420,0.00%,4H NS,420,0,00,-,
33,2024.09.04,17,GIB61,GIB61,EPBot2,EPBot4,4H S =,420,0.00%,4H NS,420,0,00,-,
34,2024.09.04,17,EPBot5,EPBot7,GIB61,GIB61,4H N =,420,0.00%,4H NS,420,0,00,-,
35,2024.09.04,18,GIB61,GIB61,EPBot2,EPBot4,3C E +2,-150,0.00%,4S EW,-420,7,13,-,
36,2024.09.04,18,EPBot5,EPBot7,GIB61,GIB61,4H S -1,-100,0.00%,4S EW,-420,8,13,-,
37,2024.09.04,19,GIB61,GIB61,EPBot2,EPBot4,4H S =,420,0.00%,4H NS,420,0,00,-,
38,2024.09.04,19,EPBot5,EPBot7,GIB61,GIB61,3H N +1,170,0.00%,4H NS,420,-6,02,-,
39,2024.09.04,20,GIB61,GIB61,EPBot2,EPBot4,6H S =,1430,0.00%,6N NS,1440,0,05,-,
40,2024.09.04,20,EPBot5,EPBot7,GIB61,GIB61,6H N =,1430,0.00%,6N NS,1440,0,05,-,
41,2024.09.04,21,GIB61,GIB61,EPBot2,EPBot4,4S N +1,650,0.00%,4S NS+1,650,0,00,-,
42,2024.09.04,21,EPBot5,EPBot7,GIB61,GIB61,4S N +1,650,0.00%,4S NS+1,650,0,00,-,
43,2024.09.04,22,GIB61,GIB61,EPBot2,EPBot4,3C E +3,-170,0.00%,7HX NS-5,-1100,14,14,-,
44,2024.09.04,22,EPBot5,EPBot7,GIB61,GIB61,4C E +2,-170,0.00%,7HX NS-5,-1100,14,14,-,
45,2024.09.04,23,GIB61,GIB61,EPBot2,EPBot4,4S S -2,-200,0.00%,2N EW,-120,-2,06,-,
46,2024.09.04,23,EPBot5,EPBot7,GIB61,GIB61,3S N -1,-100,0.00%,2N EW,-120,1,21,-,
47,2024.09.04,24,GIB61,GIB61,EPBot2,EPBot4,4S S +1,450,0.00%,3N N+2,460,0,05,-,
48,2024.09.04,24,EPBot5,EPBot7,GIB61,GIB61,4S S +1,450,0.00%,3N N+2,460,0,05,-,
49,2024.09.04,25,GIB61,GIB61,EPBot2,EPBot4,4S S +1,450,0.00%,4S NS+1,450,0,00,-,
50,2024.09.04,25,EPBot5,EPBot7,GIB61,GIB61,4S N +1,450,0.00%,4S NS+1,450,0,00,-,
51,2024.09.04,26,GIB61,GIB61,EPBot2,EPBot4,4H S =,620,0.00%,4H NS,620,0,00,-,
52,2024.09.04,26,EPBot5,EPBot7,GIB61,GIB61,4H S =,620,0.00%,4H NS,620,0,00,-,
53,2024.09.04,27,GIB61,GIB61,EPBot2,EPBot4,4S S -1,-50,0.00%,5SX NS-2,-300,6,13,-,
54,2024.09.04,27,EPBot5,EPBot7,GIB61,GIB61,3S N =,140,0.00%,5SX NS-2,-300,10,13,-,
55,2024.09.04,28,GIB61,GIB61,EPBot2,EPBot4,4S S -2,-200,0.00%,3C EW+1,-130,-2,06,-,
56,2024.09.04,28,EPBot5,EPBot7,GIB61,GIB61,3S N -1,-100,0.00%,3C EW+1,-130,1,21,-,
57,2024.09.04,29,GIB61,GIB61,EPBot2,EPBot4,4H S -1,-100,0.00%,3N NS,600,-12,06,-,
58,2024.09.04,29,EPBot5,EPBot7,GIB61,GIB61,4H S -1,-100,0.00%,3N NS,600,-12,06,-,
59,2024.09.04,30,GIB61,GIB61,EPBot2,EPBot4,4H S =,420,0.00%,4H NS,420,0,00,-,
60,2024.09.04,30,EPBot5,EPBot7,GIB61,GIB61,4H N =,420,0.00%,4H NS,420,0,00,-,
61,2024.09.04,31,GIB61,GIB61,EPBot2,EPBot4,4S S +1,650,0.00%,3N NS+2,660,0,05,-,
62,2024.09.04,31,EPBot5,EPBot7,GIB61,GIB61,4S S +1,650,0.00%,3N NS+2,660,0,05,-,
63,2024.09.04,32,GIB61,GIB61,EPBot2,EPBot4,4H S +1,450,0.00%,4H NS+1,450,0,00,-,
64,2024.09.04,32,EPBot5,EPBot7,GIB61,GIB61,4H N +1,450,0.00%,4H NS+1,450,0,00,-,
65,2024.09.04,33,GIB61,GIB61,EPBot2,EPBot4,6S S +1,1010,0.00%,7N NS,1520,-11,04,-,
66,2024.09.04,33,EPBot5,EPBot7,GIB61,GIB61,6S N +1,1010,0.00%,7N NS,1520,-11,04,-,
67,2024.09.04,34,GIB61,GIB61,EPBot2,EPBot4,2H S +3,200,0.00%,3N NS+2,660,-10,02,-,
68,2024.09.04,34,EPBot5,EPBot7,GIB61,GIB61,4H N +1,650,0.00%,3N NS+2,660,0,05,-,
69,2024.09.04,35,GIB61,GIB61,EPBot2,EPBot4,4H S -1,-50,0.00%,3N NS,400,-10,06,-,
70,2024.09.04,35,EPBot5,EPBot7,GIB61,GIB61,4H S -1,-50,0.00%,3N NS,400,-10,06,-,
71,2024.09.04,36,GIB61,GIB61,EPBot2,EPBot4,4S S +1,650,0.00%,4S NS+1,650,0,00,-,
72,2024.09.04,36,EPBot5,EPBot7,GIB61,GIB61,4S S +1,650,0.00%,4S NS+1,650,0,00,-,
73,2024.09.04,37,GIB61,GIB61,EPBot2,EPBot4,5DX W -4,800,0.00%,4H NS+1,650,4,18,-,
74,2024.09.04,37,EPBot5,EPBot7,GIB61,GIB61,4H S +1,650,0.00%,4H NS+1,650,0,00,-,
75,2024.09.04,38,GIB61,GIB61,EPBot2,EPBot4,6H S =,980,0.00%,6N NS,990,0,05,-,
76,2024.09.04,38,EPBot5,EPBot7,GIB61,GIB61,5H N +1,480,0.00%,6N NS,990,-11,03,-,
77,2024.09.04,39,GIB61,GIB61,EPBot2,EPBot4,2S S =,110,0.00%,3H E,-140,6,12,-,
78,2024.09.04,39,EPBot5,EPBot7,GIB61,GIB61,3S N -1,-100,0.00%,3H E,-140,1,21,-,
79,2024.09.04,40,GIB61,GIB61,EPBot2,EPBot4,4H S =,420,0.00%,3N NS+1,430,0,05,-,
80,2024.09.04,40,EPBot5,EPBot7,GIB61,GIB61,4H S =,420,0.00%,3N NS+1,430,0,05,-,
81,2024.09.04,41,GIB61,GIB61,EPBot2,EPBot4,2S S +2,170,0.00%,4S NS,420,-6,02,-,
82,2024.09.04,41,EPBot5,EPBot7,GIB61,GIB61,4S N =,420,0.00%,4S NS,420,0,00,-,
83,2024.09.04,42,GIB61,GIB61,EPBot2,EPBot4,4S S +1,650,0.00%,4S NS+1,650,0,00,-,
84,2024.09.04,42,EPBot5,EPBot7,GIB61,GIB61,5S N =,650,0.00%,4S NS+1,650,0,00,-,
85,2024.09.04,43,GIB61,GIB61,EPBot2,EPBot4,4S N -2,-100,0.00%,3SX NS-1,-100,0,21,-,
86,2024.09.04,43,EPBot5,EPBot7,GIB61,GIB61,4S S -2,-100,0.00%,3SX NS-1,-100,0,21,-,
87,2024.09.04,44,GIB61,GIB61,EPBot2,EPBot4,6H S -2,-200,0.00%,4H NS,620,-13,06,-,
88,2024.09.04,44,EPBot5,EPBot7,GIB61,GIB61,6H N -2,-200,0.00%,4H NS,620,-13,06,-,
89,2024.09.04,45,GIB61,GIB61,EPBot2,EPBot4,4H S =,620,0.00%,4H NS,620,0,00,-,
90,2024.09.04,45,EPBot5,EPBot7,GIB61,GIB61,4H S =,620,0.00%,4H NS,620,0,00,-,
91,2024.09.04,46,GIB61,GIB61,EPBot2,EPBot4,2H S +2,170,0.00%,4H NS,420,-6,02,-,
92,2024.09.04,46,EPBot5,EPBot7,GIB61,GIB61,4H N =,420,0.00%,4H NS,420,0,00,-,
93,2024.09.04,47,GIB61,GIB61,EPBot2,EPBot4,4S N +1,650,0.00%,4S NS+1,650,0,00,-,
94,2024.09.04,47,EPBot5,EPBot7,GIB61,GIB61,4S S +1,650,0.00%,4S NS+1,650,0,00,-,
95,2024.09.04,48,GIB61,GIB61,EPBot2,EPBot4,4H N +1,450,0.00%,4H NS+1,450,0,00,-,
96,2024.09.04,48,EPBot5,EPBot7,GIB61,GIB61,4SX E -4,1100,0.00%,4H NS+1,450,12,18,-,
97,2024.09.04,49,GIB61,GIB61,EPBot2,EPBot4,4S N -1,-50,0.00%,4DX EW-1,100,-4,06,-,
98,2024.09.04,49,EPBot5,EPBot7,GIB61,GIB61,4S S -1,-50,0.00%,4DX EW-1,100,-4,06,-,
99,2024.09.04,50,GIB61,GIB61,EPBot2,EPBot4,2S S +2,170,0.00%,4S NS,620,-10,02,-,
100,2024.09.04,50,EPBot5,EPBot7,GIB61,GIB61,4S N =,620,0.00%,4S NS,620,0,00,-,
101,2024.09.04,51,GIB61,GIB61,EPBot2,EPBot4,4S S =,420,0.00%,4S NS,420,0,00,-,
102,2024.09.04,51,EPBot5,EPBot7,GIB61,GIB61,4S N =,420,0.00%,4S NS,420,0,00,-,
103,2024.09.04,52,GIB61,GIB61,EPBot2,EPBot4,4H S +2,680,0.00%,6H NS,1430,-13,03,-,
104,2024.09.04,52,EPBot5,EPBot7,GIB61,GIB61,4H N +2,680,0.00%,6H NS,1430,-13,03,-,
105,2024.09.04,53,GIB61,GIB61,EPBot2,EPBot4,4S S =,620,0.00%,5CX EW-1,100,11,19,-,
106,2024.09.04,53,EPBot5,EPBot7,GIB61,GIB61,3S N +1,170,0.00%,5CX EW-1,100,2,12,-,
107,2024.09.04,54,GIB61,GIB61,EPBot2,EPBot4,4H S =,420,0.00%,3N N+1,430,0,05,-,
108,2024.09.04,54,EPBot5,EPBot7,GIB61,GIB61,5H N -1,-50,0.00%,3N N+1,430,-10,06,-,
109,2024.09.04,55,GIB61,GIB61,EPBot2,EPBot4,6S S +1,1460,0.00%,7S NS,2210,-13,04,-,
110,2024.09.04,55,EPBot5,EPBot7,GIB61,GIB61,4S S +3,710,0.00%,7S NS,2210,-17,04,-,
111,2024.09.04,56,GIB61,GIB61,EPBot2,EPBot4,3H S +1,170,0.00%,4H NS,420,-6,02,-,
112,2024.09.04,56,EPBot5,EPBot7,GIB61,GIB61,3H S +1,170,0.00%,4H NS,420,-6,02,-,
113,2024.09.04,57,GIB61,GIB61,EPBot2,EPBot4,4S S +1,450,0.00%,4S NS+1,450,0,00,-,
114,2024.09.04,57,EPBot5,EPBot7,GIB61,GIB61,5S N =,450,0.00%,4S NS+1,450,0,00,-,
115,2024.09.04,58,GIB61,GIB61,EPBot2,EPBot4,4H S +1,650,0.00%,4H NS+1,650,0,00,-,
116,2024.09.04,58,EPBot5,EPBot7,GIB61,GIB61,4H N +1,650,0.00%,4H NS+1,650,0,00,-,
117,2024.09.04,59,GIB61,GIB61,EPBot2,EPBot4,3D E -1,50,0.00%,3NX NS-1,-100,4,12,-,
118,2024.09.04,59,EPBot5,EPBot7,GIB61,GIB61,2H S +1,140,0.00%,3NX NS-1,-100,6,12,-,
119,2024.09.04,60,GIB61,GIB61,EPBot2,EPBot4,4SX E -2,300,0.00%,4SX EW-2,300,0,00,-,
120,2024.09.04,60,EPBot5,EPBot7,GIB61,GIB61,3H S +1,170,0.00%,4SX EW-2,300,-4,02,-,
121,2024.09.04,61,GIB61,GIB61,EPBot2,EPBot4,4H S +2,680,0.00%,6N NS,1440,-13,03,-,
122,2024.09.04,61,EPBot5,EPBot7,GIB61,GIB61,4H S +2,680,0.00%,6N NS,1440,-13,03,-,
123,2024.09.04,62,GIB61,GIB61,EPBot2,EPBot4,2S S =,110,0.00%,4C EW,-130,6,12,-,
124,2024.09.04,62,EPBot5,EPBot7,GIB61,GIB61,3S N -1,-50,0.00%,4C EW,-130,2,12,-,
125,2024.09.04,63,GIB61,GIB61,EPBot2,EPBot4,4S S =,620,0.00%,4S NS,620,0,00,-,
126,2024.09.04,63,EPBot5,EPBot7,GIB61,GIB61,4S N =,620,0.00%,4S NS,620,0,00,-,
127,2024.09.04,64,GIB61,GIB61,EPBot2,EPBot4,2S S =,110,0.00%,2S NS,110,0,00,-,
128,2024.09.04,64,EPBot5,EPBot7,GIB61,GIB61,3S N -1,-50,0.00%,2S NS,110,-4,06,-,
129,2024.09.04,65,GIB61,GIB61,EPBot2,EPBot4,4S S =,420,0.00%,4S NS,420,0,00,-,
130,2024.09.04,65,EPBot5,EPBot7,GIB61,GIB61,4S N =,420,0.00%,4S NS,420,0,00,-,
131,2024.09.04,66,GIB61,GIB61,EPBot2,EPBot4,6H S =,1430,0.00%,6SX EW-6,1400,1,19,-,
132,2024.09.04,66,EPBot5,EPBot7,GIB61,GIB61,4H S +2,680,0.00%,6SX EW-6,1400,-12,03,-,
133,2024.09.04,67,GIB61,GIB61,EPBot2,EPBot4,6S S =,980,0.00%,6N S,990,0,05,-,
134,2024.09.04,67,EPBot5,EPBot7,GIB61,GIB61,6S N =,980,0.00%,6N S,990,0,05,-,
135,2024.09.04,68,GIB61,GIB61,EPBot2,EPBot4,4H S =,620,0.00%,4H NS,620,0,00,-,
136,2024.09.04,68,EPBot5,EPBot7,GIB61,GIB61,4H N =,620,0.00%,4H NS,620,0,00,-,
137,2024.09.04,69,GIB61,GIB61,EPBot2,EPBot4,4H N +2,680,0.00%,7CX EW-5,1100,-9,03,-,
138,2024.09.04,69,EPBot5,EPBot7,GIB61,GIB61,4H N +2,680,0.00%,7CX EW-5,1100,-9,03,-,
139,2024.09.04,70,GIB61,GIB61,EPBot2,EPBot4,3H S -1,-50,0.00%,3S EW,-140,3,12,-,
140,2024.09.04,70,EPBot5,EPBot7,GIB61,GIB61,3H N -1,-50,0.00%,3S EW,-140,3,12,-,
141,2024.09.04,71,GIB61,GIB61,EPBot2,EPBot4,4H S =,620,0.00%,4H NS,620,0,00,-,
142,2024.09.04,71,EPBot5,EPBot7,GIB61,GIB61,4H N =,620,0.00%,4H NS,620,0,00,-,
143,2024.09.04,72,GIB61,GIB61,EPBot2,EPBot4,4H S +1,450,0.00%,4H NS+1,450,0,00,-,
144,2024.09.04,72,EPBot5,EPBot7,GIB61,GIB61,4H N +1,450,0.00%,4H NS+1,450,0,00,-,
145,2024.09.04,73,GIB61,GIB61,EPBot2,EPBot4,4H S +1,450,0.00%,4H NS+1,450,0,00,-,
146,2024.09.04,73,EPBot5,EPBot7,GIB61,GIB61,4S E -2,200,0.00%,4H NS+1,450,-6,10,-,
147,2024.09.04,74,GIB61,GIB61,EPBot2,EPBot4,2S S +1,140,0.00%,1H NS+2,140,0,00,-,
148,2024.09.04,74,EPBot5,EPBot7,GIB61,GIB61,2S S +1,140,0.00%,1H NS+2,140,0,00,-,
149,2024.09.04,75,GIB61,GIB61,EPBot2,EPBot4,4H S +1,450,0.00%,4H NS+1,450,0,00,-,
150,2024.09.04,75,EPBot5,EPBot7,GIB61,GIB61,4H N +1,450,0.00%,4H NS+1,450,0,00,-,
151,2024.09.04,76,GIB61,GIB61,EPBot2,EPBot4,3H S +1,170,0.00%,4SX EW-2,300,-4,02,-,
152,2024.09.04,76,EPBot5,EPBot7,GIB61,GIB61,4H S =,620,0.00%,4SX EW-2,300,8,19,-,
153,2024.09.04,77,GIB61,GIB61,EPBot2,EPBot4,4H S =,620,0.00%,4H NS,620,0,00,-,
154,2024.09.04,77,EPBot5,EPBot7,GIB61,GIB61,2H S +2,170,0.00%,4H NS,620,-10,02,-,
155,2024.09.04,78,GIB61,GIB61,EPBot2,EPBot4,3H S -1,-50,0.00%,3HX NS-1,-100,2,21,-,
156,2024.09.04,78,EPBot5,EPBot7,GIB61,GIB61,3H N -1,-50,0.00%,3HX NS-1,-100,2,21,-,
157,2024.09.04,79,GIB61,GIB61,EPBot2,EPBot4,4S S -2,-200,0.00%,3H EW,-140,-2,06,-,
158,2024.09.04,79,EPBot5,EPBot7,GIB61,GIB61,2S S =,110,0.00%,3H EW,-140,6,12,-,
159,2024.09.04,80,GIB61,GIB61,EPBot2,EPBot4,4S S =,420,0.00%,4S NS,420,0,00,-,
160,2024.09.04,80,EPBot5,EPBot7,GIB61,GIB61,4S S =,420,0.00%,4S NS,420,0,00,-,
161,2024.09.04,81,GIB61,GIB61,EPBot2,EPBot4,3S S =,140,0.00%,4SX NS-1,-100,6,13,-,
162,2024.09.04,81,EPBot5,EPBot7,GIB61,GIB61,4HX W =,-590,0.00%,4SX NS-1,-100,-10,11,-,
163,2024.09.04,82,GIB61,GIB61,EPBot2,EPBot4,4H S =,620,0.00%,5DX EW-3,500,3,19,-,
164,2024.09.04,82,EPBot5,EPBot7,GIB61,GIB61,4H N =,620,0.00%,5DX EW-3,500,3,19,-,
165,2024.09.04,83,GIB61,GIB61,EPBot2,EPBot4,2H S -1,-50,0.00%,2S EW,-110,2,12,-,
166,2024.09.04,83,EPBot5,EPBot7,GIB61,GIB61,2H S -1,-50,0.00%,2S EW,-110,2,12,-,
167,2024.09.04,84,GIB61,GIB61,EPBot2,EPBot4,4H S +1,650,0.00%,4H NS+1,650,0,00,-,
168,2024.09.04,84,EPBot5,EPBot7,GIB61,GIB61,4H N +1,650,0.00%,4H NS+1,650,0,00,-,
169,2024.09.04,85,GIB61,GIB61,EPBot2,EPBot4,3H S =,140,0.00%,4S EW+1,-450,11,13,-,
170,2024.09.04,85,EPBot5,EPBot7,GIB61,GIB61,4SX E +1,-690,0.00%,4S EW+1,-450,-6,11,-,
171,2024.09.04,86,GIB61,GIB61,EPBot2,EPBot4,4HX S -3,-500,0.00%,4S EW+1,-650,4,13,-,
172,2024.09.04,86,EPBot5,EPBot7,GIB61,GIB61,3H S -2,-100,0.00%,4S EW+1,-650,11,13,-,
173,2024.09.04,87,GIB61,GIB61,EPBot2,EPBot4,6S S +1,1460,0.00%,7N NS,2220,-13,04,-,
174,2024.09.04,87,EPBot5,EPBot7,GIB61,GIB61,4S N +3,710,0.00%,7N NS,2220,-17,04,-,
175,2024.09.04,88,GIB61,GIB61,EPBot2,EPBot4,2S S +2,170,0.00%,4S NS,420,-6,02,-,
176,2024.09.04,88,EPBot5,EPBot7,GIB61,GIB61,3S N +1,170,0.00%,4S NS,420,-6,02,-,
177,2024.09.04,89,GIB61,GIB61,EPBot2,EPBot4,2S S +1,140,0.00%,4SX NS-1,-100,6,13,-,
178,2024.09.04,89,EPBot5,EPBot7,GIB61,GIB61,4S N -1,-50,0.00%,4SX NS-1,-100,2,21,-,
179,2024.09.04,90,GIB61,GIB61,EPBot2,EPBot4,4S S +1,650,0.00%,4S NS+1,650,0,00,-,
180,2024.09.04,90,EPBot5,EPBot7,GIB61,GIB61,4S N +1,650,0.00%,4S NS+1,650,0,00,-,
181,2024.09.04,91,GIB61,GIB61,EPBot2,EPBot4,3C E =,-110,0.00%,3HX NS-1,-100,0,08,-,
182,2024.09.04,91,EPBot5,EPBot7,GIB61,GIB61,4S W -2,100,0.00%,3HX NS-1,-100,5,17,-,
183,2024.09.04,92,GIB61,GIB61,EPBot2,EPBot4,4S S =,620,0.00%,5DX EW-3,500,3,19,-,
184,2024.09.04,92,EPBot5,EPBot7,GIB61,GIB61,4S N =,620,0.00%,5DX EW-3,500,3,19,-,
185,2024.09.04,93,GIB61,GIB61,EPBot2,EPBot4,4S S -1,-100,0.00%,1S NS+2,140,-6,06,-,
186,2024.09.04,93,EPBot5,EPBot7,GIB61,GIB61,4S N -1,-100,0.00%,1S NS+2,140,-6,06,-,
187,2024.09.04,94,GIB61,GIB61,EPBot2,EPBot4,4H S =,420,0.00%,4SX EW-2,300,3,19,-,
188,2024.09.04,94,EPBot5,EPBot7,GIB61,GIB61,4H N =,420,0.00%,4SX EW-2,300,3,19,-,
189,2024.09.04,95,GIB61,GIB61,EPBot2,EPBot4,2H S +1,140,0.00%,3S EW,-140,7,12,-,
190,2024.09.04,95,EPBot5,EPBot7,GIB61,GIB61,3H N =,140,0.00%,3S EW,-140,7,12,-,
191,2024.09.04,96,GIB61,GIB61,EPBot2,EPBot4,4HX S -2,-300,0.00%,3HX NS-1,-100,-5,07,-,
192,2024.09.04,96,EPBot5,EPBot7,GIB61,GIB61,3H N -1,-50,0.00%,3HX NS-1,-100,2,21,-,
193,2024.09.04,97,GIB61,GIB61,EPBot2,EPBot4,4S S =,420,0.00%,3N NS+1,430,0,05,-,
194,2024.09.04,97,EPBot5,EPBot7,GIB61,GIB61,4S S =,420,0.00%,3N NS+1,430,0,05,-,
195,2024.09.04,98,GIB61,GIB61,EPBot2,EPBot4,4H S =,620,0.00%,4H NS,620,0,00,-,
196,2024.09.04,98,EPBot5,EPBot7,GIB61,GIB61,4H N =,620,0.00%,4H NS,620,0,00,-,
197,2024.09.04,99,GIB61,GIB61,EPBot2,EPBot4,4H S =,420,0.00%,4H NS,420,0,00,-,
198,2024.09.04,99,EPBot5,EPBot7,GIB61,GIB61,5H N -1,-50,0.00%,4H NS,420,-10,06,-,
199,2024.09.04,100,GIB61,GIB61,EPBot2,EPBot4,2S S =,110,0.00%,3H EW,-140,6,12,-,
200,2024.09.04,100,EPBot5,EPBot7,GIB61,GIB61,4D W -1,100,0.00%,3H EW,-140,6,17,-,
201,2024.09.04,101,GIB61,GIB61,EPBot2,EPBot4,4HX S -1,-200,0.00%,3SX EW-1,100,-7,07,-,
202,2024.09.04,101,EPBot5,EPBot7,GIB61,GIB61,3H N =,140,0.00%,3SX EW-1,100,1,19,-,
203,2024.09.04,102,GIB61,GIB61,EPBot2,EPBot4,4H S -1,-50,0.00%,2H NS+1,140,-5,06,-,
204,2024.09.04,102,EPBot5,EPBot7,GIB61,GIB61,4H N -1,-50,0.00%,2H NS+1,140,-5,06,-,
205,2024.09.04,103,GIB61,GIB61,EPBot2,EPBot4,4S S =,620,0.00%,4S NS,620,0,00,-,
206,2024.09.04,103,EPBot5,EPBot7,GIB61,GIB61,4S S =,620,0.00%,4S NS,620,0,00,-,
207,2024.09.04,104,GIB61,GIB61,EPBot2,EPBot4,4HX S =,590,0.00%,4H NS,420,5,22,-,
208,2024.09.04,104,EPBot5,EPBot7,GIB61,GIB61,4H N =,420,0.00%,4H NS,420,0,00,-,
209,2024.09.04,105,GIB61,GIB61,EPBot2,EPBot4,5D W -2,200,0.00%,4HX NS-1,-100,7,17,-,
210,2024.09.04,105,EPBot5,EPBot7,GIB61,GIB61,5H S -2,-100,0.00%,4HX NS-1,-100,0,21,-,
211,2024.09.04,106,GIB61,GIB61,EPBot2,EPBot4,4SX S -2,-500,0.00%,3H EW,-140,-8,07,-,
212,2024.09.04,106,EPBot5,EPBot7,GIB61,GIB61,3S N -1,-100,0.00%,3H EW,-140,1,21,-,
213,2024.09.04,107,GIB61,GIB61,EPBot2,EPBot4,2S S =,110,0.00%,2NX EW-1,100,0,19,-,
214,2024.09.04,107,EPBot5,EPBot7,GIB61,GIB61,3S N -1,-50,0.00%,2NX EW-1,100,-4,06,-,
215,2024.09.04,108,GIB61,GIB61,EPBot2,EPBot4,3C E =,-110,0.00%,3SX E-1,100,-5,01,-,
216,2024.09.04,108,EPBot5,EPBot7,GIB61,GIB61,3H N =,140,0.00%,3SX E-1,100,1,19,-,
217,2024.09.04,109,GIB61,GIB61,EPBot2,EPBot4,6S S +1,1460,0.00%,7N NS,2220,-13,04,-,
218,2024.09.04,109,EPBot5,EPBot7,GIB61,GIB61,7N S =,2220,0.00%,7N NS,2220,0,00,-,
219,2024.09.04,110,GIB61,GIB61,EPBot2,EPBot4,4S S +2,480,0.00%,6S S,980,-11,03,-,
220,2024.09.04,110,EPBot5,EPBot7,GIB61,GIB61,4S S +2,480,0.00%,6S S,980,-11,03,-,
221,2024.09.04,111,GIB61,GIB61,EPBot2,EPBot4,3C E +2,-150,0.00%,6S EW,-980,13,14,-,
222,2024.09.04,111,EPBot5,EPBot7,GIB61,GIB61,4S W +2,-480,0.00%,6S EW,-980,11,14,-,
223,2024.09.04,112,GIB61,GIB61,EPBot2,EPBot4,4H S +1,450,0.00%,4H NS+1,450,0,00,-,
224,2024.09.04,112,EPBot5,EPBot7,GIB61,GIB61,5H N =,450,0.00%,4H NS+1,450,0,00,-,
