#,Date,Board,North,South,East,West,**South** Result,**South** Score, IMPs  or MPs,Par Result, **South**  Par Score,Vs. Par,DD Bidding,DD Play,
20,2024.09.18,20,EPBot1,EPBot3,EPBot2,EPBot4,3D S =,110,0.00%,1N NS+1,120,0,We missed best contract,-,
21,2024.09.18,21,EPBot1,EPBot3,EPBot2,EPBot4,2S W =,-110,0.00%,1H EW+2,-140,1,They wrong-side contract,-,
22,2024.09.18,22,EPBot1,EPBot3,EPBot2,EPBot4,6H S =,980,0.00%,6N NS,990,0,We missed best contract,-,
23,2024.09.18,23,EPBot1,EPBot3,EPBot2,EPBot4,3S N +1,170,0.00%,5CX EW-2,500,-8,We missed game,-,
24,2024.09.18,24,EPBot1,EPBot3,EPBot2,EPBot4,3N S -1,-50,0.00%,2N NS,120,-5,We overbid - undoubled,-,
25,2024.09.18,25,EPBot1,EPBot3,EPBot2,EPBot4,4S S =,420,0.00%,4S NS,420,0,Par was bid,-,
26,2024.09.18,26,EPBot1,EPBot3,EPBot2,EPBot4,1N S +1,120,0.00%,1N NS+1,120,0,Par was bid,-,
27,2024.09.18,27,EPBot1,EPBot3,EPBot2,EPBot4,3N S =,400,0.00%,4H S,420,-1,We missed best contract,-,
28,2024.09.18,28,EPBot1,EPBot3,EPBot2,EPBot4,2N N =,120,0.00%,1N NS+1,120,0,Par was bid,-,
29,2024.09.18,29,EPBot1,EPBot3,EPBot2,EPBot4,3N S -1,-100,0.00%,1N NS+1,120,-6,We overbid - undoubled,-,
30,2024.09.18,30,EPBot1,EPBot3,EPBot2,EPBot4,1H S -2,-100,0.00%,4SX W-1,100,-5,We missed partial,-,
31,2024.09.18,31,EPBot1,EPBot3,EPBot2,EPBot4,2H S =,110,0.00%,3CX EW-1,100,0,They missed sacrifice,-,
32,2024.09.18,32,EPBot1,EPBot3,EPBot2,EPBot4,3HX E -2,500,0.00%,1S NS+2,140,8,They overbid - doubled,-,
33,2024.09.18,33,EPBot1,EPBot3,EPBot2,EPBot4,4H S +2,480,0.00%,6H NS,980,-11,We missed small slam,-,
34,2024.09.18,34,EPBot1,EPBot3,EPBot2,EPBot4,5H E +1,-480,0.00%,6SX NS-3,-800,8,They missed small slam,-,
35,2024.09.18,35,EPBot1,EPBot3,EPBot2,EPBot4,4H S +1,450,0.00%,4H NS+1,450,0,Par was bid,-,
36,2024.09.18,36,EPBot1,EPBot3,EPBot2,EPBot4,4HX S -3,-800,0.00%,1N N+1,120,-14,We overbid - doubled,-,
37,2024.09.18,37,EPBot1,EPBot3,EPBot2,EPBot4,3H W +1,-170,0.00%,4H EW,-420,6,They missed game,-,
38,2024.09.18,38,EPBot1,EPBot3,EPBot2,EPBot4,3N S =,400,0.00%,3N NS,400,0,Par was bid,-,
39,2024.09.18,39,EPBot1,EPBot3,EPBot2,EPBot4,1D S +1,90,0.00%,3H NS,140,-2,We missed best contract,-,
40,2024.09.18,40,EPBot1,EPBot3,EPBot2,EPBot4,6H S =,980,0.00%,6H NS,980,0,Par was bid,-,
41,2024.09.18,41,EPBot1,EPBot3,EPBot2,EPBot4,3N N +1,430,0.00%,6D NS,920,-10,We missed small slam,-,
42,2024.09.18,42,EPBot1,EPBot3,EPBot2,EPBot4,3N S -1,-100,0.00%,1N NS+1,120,-6,We overbid - undoubled,-,
43,2024.09.18,43,EPBot1,EPBot3,EPBot2,EPBot4,6S S +1,1010,0.00%,7S NS,1510,-11,We missed grand slam,-,
44,2024.09.18,44,EPBot1,EPBot3,EPBot2,EPBot4,1H S =,80,0.00%,2D NS,90,0,We missed best contract,-,
45,2024.09.18,45,EPBot1,EPBot3,EPBot2,EPBot4,3N S +1,630,0.00%,3N NS+1,630,0,Par was bid,-,
46,2024.09.18,46,EPBot1,EPBot3,EPBot2,EPBot4,5D S =,400,0.00%,4H NS,420,-1,We missed best contract,-,
47,2024.09.18,47,EPBot1,EPBot3,EPBot2,EPBot4,3C W -2,100,0.00%,3HX EW-1,100,0,We missed double,-,
48,2024.09.18,48,EPBot1,EPBot3,EPBot2,EPBot4,2N S +1,150,0.00%,3N NS,400,-6,We missed game,-,
49,2024.09.18,49,EPBot1,EPBot3,EPBot2,EPBot4,4H S -1,-50,0.00%,4CX EW-1,100,-4,We overbid - undoubled,-,
50,2024.09.18,50,EPBot1,EPBot3,EPBot2,EPBot4,4H S +1,650,0.00%,3N NS+2,660,0,We missed best contract,-,
51,2024.09.18,51,EPBot1,EPBot3,EPBot2,EPBot4,2H S +2,170,0.00%,4H NS,420,-6,We missed game,-,
52,2024.09.18,52,EPBot1,EPBot3,EPBot2,EPBot4,1N S =,90,0.00%,6HX EW-2,500,-9,We missed small slam,-,
53,2024.09.18,53,EPBot1,EPBot3,EPBot2,EPBot4,5SX W -2,300,0.00%,5SX EW-2,300,0,Par was bid,-,
54,2024.09.18,54,EPBot1,EPBot3,EPBot2,EPBot4,3N S =,400,0.00%,4H S+1,450,-2,We missed best contract,-,
55,2024.09.18,55,EPBot1,EPBot3,EPBot2,EPBot4,4S N +2,680,0.00%,6S NS,1430,-13,We missed small slam,-,
56,2024.09.18,56,EPBot1,EPBot3,EPBot2,EPBot4,4H S +1,450,0.00%,4H NS+1,450,0,Par was bid,-,
57,2024.09.18,57,EPBot1,EPBot3,EPBot2,EPBot4,6S S +1,1010,0.00%,7S NS,1510,-11,We missed grand slam,-,
58,2024.09.18,58,EPBot1,EPBot3,EPBot2,EPBot4,3N S -1,-100,0.00%,1D N+3,130,-6,We missed partial,-,
59,2024.09.18,59,EPBot1,EPBot3,EPBot2,EPBot4,4C S -1,-50,0.00%,4CX NS-1,-100,2,They missed double,-,
60,2024.09.18,60,EPBot1,EPBot3,EPBot2,EPBot4,3N S +3,690,0.00%,6N S,1440,-13,We missed small slam,-,
61,2024.09.18,61,EPBot1,EPBot3,EPBot2,EPBot4,4H N =,620,0.00%,4H NS,620,0,Par was bid,-,
62,2024.09.18,62,EPBot1,EPBot3,EPBot2,EPBot4,1S S +1,110,0.00%,3DX EW-1,100,0,They missed partial,-,
63,2024.09.18,63,EPBot1,EPBot3,EPBot2,EPBot4,3N S -1,-100,0.00%,1N NS+1,120,-6,We overbid - undoubled,-,
64,2024.09.18,64,EPBot1,EPBot3,EPBot2,EPBot4,2S S +1,140,0.00%,1H NS+2,140,0,Par was bid,-,
65,2024.09.18,65,EPBot1,EPBot3,EPBot2,EPBot4,4H N +1,450,0.00%,5SX EW-1,100,8,They missed game,-,
66,2024.09.18,66,EPBot1,EPBot3,EPBot2,EPBot4,3N N +3,690,0.00%,6N NS,1440,-13,We missed small slam,-,
67,2024.09.18,67,EPBot1,EPBot3,EPBot2,EPBot4,4H S +1,450,0.00%,4H NS+1,450,0,Par was bid,-,
68,2024.09.18,68,EPBot1,EPBot3,EPBot2,EPBot4,4S S -1,-100,0.00%,4C EW,-130,1,They missed double,-,
69,2024.09.18,69,EPBot1,EPBot3,EPBot2,EPBot4,6H S +1,1460,0.00%,7N NS,2220,-13,We missed grand slam,-,
70,2024.09.18,70,EPBot1,EPBot3,EPBot2,EPBot4,3N S +2,460,0.00%,3N NS+2,460,0,Par was bid,-,
71,2024.09.18,71,EPBot1,EPBot3,EPBot2,EPBot4,3C N =,110,0.00%,3C NS,110,0,Par was bid,-,
72,2024.09.18,72,EPBot1,EPBot3,EPBot2,EPBot4,5S S =,450,0.00%,4S NS+1,450,0,Par was bid,-,
73,2024.09.18,73,EPBot1,EPBot3,EPBot2,EPBot4,4H S =,420,0.00%,4H NS,420,0,Par was bid,-,
74,2024.09.18,74,EPBot1,EPBot3,EPBot2,EPBot4,4S N +1,650,0.00%,4S NS+1,650,0,Par was bid,-,
75,2024.09.18,75,EPBot1,EPBot3,EPBot2,EPBot4,6S N =,980,0.00%,6N NS,990,0,We missed best contract,-,
76,2024.09.18,76,EPBot1,EPBot3,EPBot2,EPBot4,1N S -1,-100,0.00%,3H EW,-140,1,They missed double,-,
77,2024.09.18,77,EPBot1,EPBot3,EPBot2,EPBot4,6H S -1,-100,0.00%,6H N,1430,-17,We wrong-side contract,-,
78,2024.09.18,78,EPBot1,EPBot3,EPBot2,EPBot4,3D S -3,-150,0.00%,2SX NS-1,-100,-2,We overbid - undoubled,-,
79,2024.09.18,79,EPBot1,EPBot3,EPBot2,EPBot4,3H E =,-140,0.00%,5HX EW-2,300,-10,We missed game,-,
80,2024.09.18,80,EPBot1,EPBot3,EPBot2,EPBot4,3N S +3,490,0.00%,6N NS,990,-11,We missed small slam,-,
81,2024.09.18,81,EPBot1,EPBot3,EPBot2,EPBot4,3N S +1,430,0.00%,3N NS+1,430,0,Par was bid,-,
82,2024.09.18,82,EPBot1,EPBot3,EPBot2,EPBot4,4H S -2,-200,0.00%,3D NS+1,130,-8,We overbid - undoubled,-,
83,2024.09.18,83,EPBot1,EPBot3,EPBot2,EPBot4,3D S -1,-50,0.00%,2D NS,90,-4,We overbid - undoubled,-,
84,2024.09.18,84,EPBot1,EPBot3,EPBot2,EPBot4,3N S -1,-100,0.00%,4H NS+1,650,-13,We missed game,-,
85,2024.09.18,85,EPBot1,EPBot3,EPBot2,EPBot4,1S S -1,-100,0.00%,1H EW+1,-110,0,They missed double,-,
86,2024.09.18,86,EPBot1,EPBot3,EPBot2,EPBot4,1S S +3,170,0.00%,4H NS,420,-6,We missed game,-,
87,2024.09.18,87,EPBot1,EPBot3,EPBot2,EPBot4,3N S +3,690,0.00%,6N NS,1440,-13,We missed small slam,-,
88,2024.09.18,88,EPBot1,EPBot3,EPBot2,EPBot4,1N S -1,-50,0.00%,3SX EW-1,100,-4,We missed partial,-,
89,2024.09.18,89,EPBot1,EPBot3,EPBot2,EPBot4,3H S =,140,0.00%,1H NS+2,140,0,Par was bid,-,
90,2024.09.18,90,EPBot1,EPBot3,EPBot2,EPBot4,3N S =,600,0.00%,4DX EW-2,500,3,They missed sacrifice,-,
91,2024.09.18,91,EPBot1,EPBot3,EPBot2,EPBot4,4H S =,420,0.00%,4H NS,420,0,Par was bid,-,
92,2024.09.18,92,EPBot1,EPBot3,EPBot2,EPBot4,3N S +1,630,0.00%,3N NS+1,630,0,Par was bid,-,
93,2024.09.18,93,EPBot1,EPBot3,EPBot2,EPBot4,4S N =,620,0.00%,4S NS,620,0,Par was bid,-,
94,2024.09.18,94,EPBot1,EPBot3,EPBot2,EPBot4,3N S -1,-50,0.00%,4H NS,420,-10,We missed game,-,
95,2024.09.18,95,EPBot1,EPBot3,EPBot2,EPBot4,4CX E -2,300,0.00%,5CX EW-3,500,-5,We missed game,-,
96,2024.09.18,96,EPBot1,EPBot3,EPBot2,EPBot4,3N S +2,460,0.00%,3N NS+2,460,0,Par was bid,-,
97,2024.09.18,97,EPBot1,EPBot3,EPBot2,EPBot4,3H W -3,150,0.00%,2S NS,110,1,They overbid - undoubled,-,
98,2024.09.18,98,EPBot1,EPBot3,EPBot2,EPBot4,4S S +2,680,0.00%,6S NS,1430,-13,We missed small slam,-,
99,2024.09.18,99,EPBot1,EPBot3,EPBot2,EPBot4,2N S -1,-50,0.00%,1S N+1,110,-4,We overbid - undoubled,-,
100,2024.09.18,100,EPBot1,EPBot3,EPBot2,EPBot4,1N S =,90,0.00%,1S NS+2,140,-2,We missed best contract,-,
101,2024.09.18,101,EPBot1,EPBot3,EPBot2,EPBot4,2N S -1,-100,0.00%,3D NS,110,-5,We missed partial,-,
102,2024.09.18,102,EPBot1,EPBot3,EPBot2,EPBot4,2S S -2,-100,0.00%,2H E+1,-140,1,They missed double,-,
103,2024.09.18,103,EPBot1,EPBot3,EPBot2,EPBot4,1N S =,90,0.00%,2S EW+1,-140,6,They missed partial,-,
104,2024.09.18,104,EPBot1,EPBot3,EPBot2,EPBot4,2H S -2,-100,0.00%,2C EW+1,-110,0,They missed double,-,
105,2024.09.18,105,EPBot1,EPBot3,EPBot2,EPBot4,1N S -1,-50,0.00%,4D NS,130,-5,We missed partial,-,
106,2024.09.18,106,EPBot1,EPBot3,EPBot2,EPBot4,2H S -2,-200,0.00%,5C EW,-600,9,They missed game,-,
107,2024.09.18,107,EPBot1,EPBot3,EPBot2,EPBot4,4H S +1,450,0.00%,4H NS+1,450,0,Par was bid,-,
108,2024.09.18,108,EPBot1,EPBot3,EPBot2,EPBot4,6N S +1,1470,0.00%,7N NS,2220,-13,We missed grand slam,-,
109,2024.09.18,109,EPBot1,EPBot3,EPBot2,EPBot4,4S N +2,680,0.00%,6S NS,1430,-13,We missed small slam,-,
110,2024.09.18,110,EPBot1,EPBot3,EPBot2,EPBot4,4H N =,420,0.00%,4H NS,420,0,Par was bid,-,
111,2024.09.18,111,EPBot1,EPBot3,EPBot2,EPBot4,4S S =,620,0.00%,4NX EW-3,500,3,They missed sacrifice,-,
112,2024.09.18,112,EPBot1,EPBot3,EPBot2,EPBot4,6S S +1,1010,0.00%,7N NS,1520,-11,We missed grand slam,-,
113,2024.09.18,113,EPBot1,EPBot3,EPBot2,EPBot4,4S S +1,450,0.00%,4S NS+1,450,0,Par was bid,-,
114,2024.09.18,114,EPBot1,EPBot3,EPBot2,EPBot4,4H S +1,650,0.00%,4H NS+1,650,0,Par was bid,-,
115,2024.09.18,115,EPBot1,EPBot3,EPBot2,EPBot4,4H S =,420,0.00%,4H NS,420,0,Par was bid,-,
116,2024.09.18,116,EPBot1,EPBot3,EPBot2,EPBot4,4H N =,620,0.00%,4H NS,620,0,Par was bid,-,
117,2024.09.18,117,EPBot1,EPBot3,EPBot2,EPBot4,3N E =,-400,0.00%,3N EW,-400,0,Par was bid,-,
118,2024.09.18,118,EPBot1,EPBot3,EPBot2,EPBot4,4S S =,420,0.00%,3N S+1,430,0,We missed best contract,-,
119,2024.09.18,119,EPBot1,EPBot3,EPBot2,EPBot4,3D N =,110,0.00%,4DX NS-1,-200,7,They missed game,-,
120,2024.09.18,120,EPBot1,EPBot3,EPBot2,EPBot4,2S S -1,-50,0.00%,2SX NS-1,-100,2,They missed double,-,
121,2024.09.18,121,EPBot1,EPBot3,EPBot2,EPBot4,4S N +2,480,0.00%,6S NS,980,-11,We missed small slam,-,
122,2024.09.18,122,EPBot1,EPBot3,EPBot2,EPBot4,2S S +2,170,0.00%,4S NS,620,-10,We missed game,-,
123,2024.09.18,123,EPBot1,EPBot3,EPBot2,EPBot4,3S W -3,150,0.00%,1S E,-80,6,They overbid - undoubled,-,
124,2024.09.18,124,EPBot1,EPBot3,EPBot2,EPBot4,2S W +2,-170,0.00%,4S EW,-420,6,They missed game,-,
125,2024.09.18,125,EPBot1,EPBot3,EPBot2,EPBot4,4S S =,620,0.00%,5CX EW-2,500,3,They missed sacrifice,-,
126,2024.09.18,126,EPBot1,EPBot3,EPBot2,EPBot4,2D N =,90,0.00%,2N N,120,-1,We missed best contract,-,
127,2024.09.18,127,EPBot1,EPBot3,EPBot2,EPBot4,3N S -1,-100,0.00%,1N NS+1,120,-6,We overbid - undoubled,-,
128,2024.09.18,128,EPBot1,EPBot3,EPBot2,EPBot4,3N S +3,490,0.00%,6N NS,990,-11,We missed small slam,-,
129,2024.09.18,129,EPBot1,EPBot3,EPBot2,EPBot4,3N S -2,-100,0.00%,2S NS+1,140,-6,We overbid - undoubled,-,
130,2024.09.18,130,EPBot1,EPBot3,EPBot2,EPBot4,4H S =,620,0.00%,4H NS,620,0,Par was bid,-,
131,2024.09.18,131,EPBot1,EPBot3,EPBot2,EPBot4,6S N +1,1010,0.00%,7N NS,1520,-11,We missed grand slam,-,
132,2024.09.18,132,EPBot1,EPBot3,EPBot2,EPBot4,3N S =,600,0.00%,6S NS,1430,-13,We missed small slam,-,
133,2024.09.18,133,EPBot1,EPBot3,EPBot2,EPBot4,3N S +3,690,0.00%,6N NS,1440,-13,We missed small slam,-,
134,2024.09.18,134,EPBot1,EPBot3,EPBot2,EPBot4,3S S =,140,0.00%,2S NS+1,140,0,Par was bid,-,
135,2024.09.18,135,EPBot1,EPBot3,EPBot2,EPBot4,4H S =,620,0.00%,3N NS+1,630,0,We missed best contract,-,
136,2024.09.18,136,EPBot1,EPBot3,EPBot2,EPBot4,4H W -2,100,0.00%,3DX EW-1,100,0,We missed double,-,
137,2024.09.18,137,EPBot1,EPBot3,EPBot2,EPBot4,4H S =,420,0.00%,4H NS,420,0,Par was bid,-,
138,2024.09.18,138,EPBot1,EPBot3,EPBot2,EPBot4,4H N =,620,0.00%,3N NS+2,660,-1,We missed best contract,-,
139,2024.09.18,139,EPBot1,EPBot3,EPBot2,EPBot4,3N N =,400,0.00%,6C NS,920,-11,We missed small slam,-,
140,2024.09.18,140,EPBot1,EPBot3,EPBot2,EPBot4,3N S =,600,0.00%,4S NS,620,-1,We missed best contract,-,
141,2024.09.18,141,EPBot1,EPBot3,EPBot2,EPBot4,4H N =,620,0.00%,3N NS+2,660,-1,We missed best contract,-,
142,2024.09.18,142,EPBot1,EPBot3,EPBot2,EPBot4,3N S -1,-50,0.00%,2N NS,120,-5,We overbid - undoubled,-,
143,2024.09.18,143,EPBot1,EPBot3,EPBot2,EPBot4,3N S +2,660,0.00%,3N NS+2,660,0,Par was bid,-,
144,2024.09.18,144,EPBot1,EPBot3,EPBot2,EPBot4,4H N +1,450,0.00%,6N N,990,-11,We missed small slam,-,
145,2024.09.18,145,EPBot1,EPBot3,EPBot2,EPBot4,4S N +1,450,0.00%,4S NS+1,450,0,Par was bid,-,
146,2024.09.18,146,EPBot1,EPBot3,EPBot2,EPBot4,3N S +2,660,0.00%,6N N,1440,-13,We missed small slam,-,
147,2024.09.18,147,EPBot1,EPBot3,EPBot2,EPBot4,1N S -3,-150,0.00%,3N EW,-600,10,They missed game,-,
148,2024.09.18,148,EPBot1,EPBot3,EPBot2,EPBot4,5S S +1,680,0.00%,6N NS,1440,-13,We missed small slam,-,
149,2024.09.18,149,EPBot1,EPBot3,EPBot2,EPBot4,2N S =,120,0.00%,5C NS,600,-10,We missed game,-,
150,2024.09.18,150,EPBot1,EPBot3,EPBot2,EPBot4,4S S +3,510,0.00%,7S NS,1510,-14,We missed grand slam,-,
151,2024.09.18,151,EPBot1,EPBot3,EPBot2,EPBot4,1N S +1,120,0.00%,3S NS,140,-1,We missed best contract,-,
152,2024.09.18,152,EPBot1,EPBot3,EPBot2,EPBot4,6D N -2,-100,0.00%,6N NS,990,-14,We missed small slam,-,
153,2024.09.18,153,EPBot1,EPBot3,EPBot2,EPBot4,2N S =,120,0.00%,1H NS+2,140,-1,We missed best contract,-,
154,2024.09.18,154,EPBot1,EPBot3,EPBot2,EPBot4,3C S +2,150,0.00%,3N NS+1,630,-10,We missed game,-,
155,2024.09.18,155,EPBot1,EPBot3,EPBot2,EPBot4,3N S =,400,0.00%,4H N+1,450,-2,We missed best contract,-,
156,2024.09.18,156,EPBot1,EPBot3,EPBot2,EPBot4,4S S -2,-200,0.00%,3C EW,-110,-3,We overbid - undoubled,-,
157,2024.09.18,157,EPBot1,EPBot3,EPBot2,EPBot4,4H S =,620,0.00%,4H NS,620,0,Par was bid,-,
158,2024.09.18,158,EPBot1,EPBot3,EPBot2,EPBot4,1N S +1,120,0.00%,1N NS+1,120,0,Par was bid,-,
159,2024.09.18,159,EPBot1,EPBot3,EPBot2,EPBot4,3C E -1,50,0.00%,1N EW+1,-120,5,They overbid - undoubled,-,
160,2024.09.18,160,EPBot1,EPBot3,EPBot2,EPBot4,4S S +2,480,0.00%,6N NS,990,-11,We missed small slam,-,
161,2024.09.18,161,EPBot1,EPBot3,EPBot2,EPBot4,4H S =,420,0.00%,4H NS,420,0,Par was bid,-,
162,2024.09.18,162,EPBot1,EPBot3,EPBot2,EPBot4,4H S =,620,0.00%,5DX EW-3,500,3,They missed sacrifice,-,
163,2024.09.18,163,EPBot1,EPBot3,EPBot2,EPBot4,1N S =,90,0.00%,1N NS,90,0,Par was bid,-,
164,2024.09.18,164,EPBot1,EPBot3,EPBot2,EPBot4,4S S =,620,0.00%,5HX EW-2,500,3,They missed sacrifice,-,
165,2024.09.18,165,EPBot1,EPBot3,EPBot2,EPBot4,6H S -1,-100,0.00%,6N NS,1440,-17,We missed small slam,-,
166,2024.09.18,166,EPBot1,EPBot3,EPBot2,EPBot4,2H S -1,-50,0.00%,3SX NS-1,-100,2,They missed partial,-,
167,2024.09.18,167,EPBot1,EPBot3,EPBot2,EPBot4,3N N +2,660,0.00%,3N NS+2,660,0,Par was bid,-,
168,2024.09.18,168,EPBot1,EPBot3,EPBot2,EPBot4,3N S +1,430,0.00%,3N NS+1,430,0,Par was bid,-,
169,2024.09.18,169,EPBot1,EPBot3,EPBot2,EPBot4,3N S =,400,0.00%,4S S,420,-1,We missed best contract,-,
170,2024.09.18,170,EPBot1,EPBot3,EPBot2,EPBot4,3N S +1,630,0.00%,4H NS+1,650,-1,We missed best contract,-,
171,2024.09.18,171,EPBot1,EPBot3,EPBot2,EPBot4,6N S =,990,0.00%,7D NS,1440,-10,We missed grand slam,-,
172,2024.09.18,172,EPBot1,EPBot3,EPBot2,EPBot4,3C W +2,-150,0.00%,5SX NS-1,-200,2,They missed game,-,
173,2024.09.18,173,EPBot1,EPBot3,EPBot2,EPBot4,2N S +1,150,0.00%,4S NS,620,-10,We missed game,-,
174,2024.09.18,174,EPBot1,EPBot3,EPBot2,EPBot4,3CX E -4,800,0.00%,4H NS,420,9,They missed sacrifice,-,
175,2024.09.18,175,EPBot1,EPBot3,EPBot2,EPBot4,3N S +3,690,0.00%,6N NS,1440,-13,We missed small slam,-,
176,2024.09.18,176,EPBot1,EPBot3,EPBot2,EPBot4,4S S =,420,0.00%,4S NS,420,0,Par was bid,-,
177,2024.09.18,177,EPBot1,EPBot3,EPBot2,EPBot4,3N S =,400,0.00%,3N NS,400,0,Par was bid,-,
178,2024.09.18,178,EPBot1,EPBot3,EPBot2,EPBot4,2S S -1,-100,0.00%,1N EW,-90,0,We overbid - undoubled,-,
179,2024.09.18,179,EPBot1,EPBot3,EPBot2,EPBot4,4S S =,420,0.00%,4S NS,420,0,Par was bid,-,
180,2024.09.18,180,EPBot1,EPBot3,EPBot2,EPBot4,1N S =,90,0.00%,1D NS+3,130,-1,We missed best contract,-,
181,2024.09.18,181,EPBot1,EPBot3,EPBot2,EPBot4,3N N =,600,0.00%,3N NS,600,0,Par was bid,-,
182,2024.09.18,182,EPBot1,EPBot3,EPBot2,EPBot4,3N S +2,460,0.00%,3N NS+2,460,0,Par was bid,-,
183,2024.09.18,183,EPBot1,EPBot3,EPBot2,EPBot4,4S S -1,-100,0.00%,2S NS+1,140,-6,We overbid - undoubled,-,
184,2024.09.18,184,EPBot1,EPBot3,EPBot2,EPBot4,4H N +2,480,0.00%,6H N,980,-11,We missed small slam,-,
185,2024.09.18,185,EPBot1,EPBot3,EPBot2,EPBot4,5CX W -3,800,0.00%,3N NS+1,430,9,They overbid - doubled,-,
186,2024.09.18,186,EPBot1,EPBot3,EPBot2,EPBot4,2C S -1,-100,0.00%,2H NS,110,-5,We missed partial,-,
187,2024.09.18,187,EPBot1,EPBot3,EPBot2,EPBot4,1N S -1,-50,0.00%,2SX NS-1,-100,2,They missed partial,-,
188,2024.09.18,188,EPBot1,EPBot3,EPBot2,EPBot4,2H E -2,100,0.00%,1N EW,-90,5,They overbid - undoubled,-,
189,2024.09.18,189,EPBot1,EPBot3,EPBot2,EPBot4,3S W =,-140,0.00%,3S EW,-140,0,Par was bid,-,
190,2024.09.18,190,EPBot1,EPBot3,EPBot2,EPBot4,6H S =,980,0.00%,6N N,990,0,We missed best contract,-,
191,2024.09.18,191,EPBot1,EPBot3,EPBot2,EPBot4,2S W -2,100,0.00%,4H S,620,-11,We missed game,-,
192,2024.09.18,192,EPBot1,EPBot3,EPBot2,EPBot4,1N S +1,120,0.00%,5D N,400,-7,We missed game,-,
193,2024.09.18,193,EPBot1,EPBot3,EPBot2,EPBot4,1N S -3,-150,0.00%,4S EW+1,-450,7,They missed double,-,
194,2024.09.18,194,EPBot1,EPBot3,EPBot2,EPBot4,1D E +3,-130,0.00%,3D EW+1,-130,0,We missed partial,-,
195,2024.09.18,195,EPBot1,EPBot3,EPBot2,EPBot4,6S S =,980,0.00%,6N NS,990,0,We missed best contract,-,
196,2024.09.18,196,EPBot1,EPBot3,EPBot2,EPBot4,1N S -2,-200,0.00%,1N E+1,-120,-2,We overbid - undoubled,-,
197,2024.09.18,197,EPBot1,EPBot3,EPBot2,EPBot4,4S S +1,650,0.00%,7DX EW-6,1400,-13,We missed small slam,-,
198,2024.09.18,198,EPBot1,EPBot3,EPBot2,EPBot4,3H S =,140,0.00%,3H NS,140,0,Par was bid,-,
199,2024.09.18,199,EPBot1,EPBot3,EPBot2,EPBot4,3N S -2,-200,0.00%,1H NS+2,140,-8,We missed partial,-,
200,2024.09.18,200,EPBot1,EPBot3,EPBot2,EPBot4,3S W -1,50,0.00%,4SX EW-2,300,-6,We missed game,-,
201,2024.09.18,201,EPBot1,EPBot3,EPBot2,EPBot4,4H S =,420,0.00%,4H NS,420,0,Par was bid,-,
202,2024.09.18,202,EPBot1,EPBot3,EPBot2,EPBot4,1N S =,90,0.00%,3S NS,140,-2,We missed best contract,-,
