/Users/adavidbailey/Practice-Bidding-Scenarios/bba/New_Minor_Forcing.pbn

                        -- Sorted by Board Number --
brd# contract score  par     north            east             south            west             | auction...   | notes
25   4S-N       420          KJ943.74.43.AKT8 Q7.Q32.J872.Q742 652.AKJ86.KQ5.J3 AT8.T95.AT96.965 | 1H-P-1S-P-1N-P-2C-=1=-P-2D-P-2S-P-3S-P-4S | Two way new minor forcing
26   3N-S       600          KJ653.KQJ3.Q864. T7.8765.K9.JT973 A8.942.AT7.KQ654 Q942.AT.J532.A82 | 1C-P-1S-P-1N-P-2C-=1=-P-2D-P-2H-P-2N-P-3N | Two way new minor forcing
27   4H-N       450          T42.AJ865.AK3.73 Q87.432.Q42.KT52 AK6.KQT.9765.J94 J953.97.JT8.AQ86 | 1D-P-1H-P-1N-P-2C-=1=-P-2D-P-2H-P-3H-P-4H | Two way new minor forcing
28   3N-S      -100          AK863.986.T74.A5 Q54.KQ5.Q52.Q964 97.JT3.AKJ9.KJ82 JT2.A742.863.T73 | 1D-P-1S-P-1N-P-2C-=1=-P-2D-P-2S-P-2N-P-3N | Two way new minor forcing
29   4S-N      -100          AQT85.J8.AT52.32 J93.A42.8763.AJ6 642.K65.KQJ.K974 K7.QT973.94.QT85 | 1C-P-1S-P-1N-P-2C-=1=-P-2D-P-2S-P-3S-P-4S | Two way new minor forcing
30   2N-S       150          J2.AQ832.AT62.T9 9865.J64.Q43.K75 A74.K7.J95.AQ843 KQT3.T95.K87.J62 | 1C-P-1H-P-1N-P-2C-=1=-P-2D-P-2H-P-2N | Two way new minor forcing
31   4S-N       620          KQJT5.92.K9.K862 9632.QJ75.AT7.AT A87.K84.QJ85.Q97 4.AT63.6432.J543 | 1D-P-1S-P-1N-P-2C-=1=-P-2D-P-2S-P-3S-P-4S | Two way new minor forcing
32   2H-N       110          Q6.AKT84.QT95.82 K854.QJ92.83.T94 JT7.65.A642.AK63 A932.73.KJ7.QJ75 | 1D-P-1H-P-1N-P-2C-=1=-P-2D-P-2H | Two way new minor forcing
33   4H-N       420          4.AJ965.Q75.A963 AQ76.T82.KT94.T5 KJ3.K74.J8.KQJ82 T9852.Q3.A632.74 | 1C-P-1H-P-1N-P-2C-=1=-P-2D-P-2H-P-4H | Two way new minor forcing
34   2N-S       150          AJ653.T942.A8.K4 987.Q763.QJ6.A96 Q4.AJ8.K93.QJ732 KT2.K5.T7542.T85 | 1C-P-1S-P-1N-P-2C-=1=-P-2D-P-2H-P-2N | Two way new minor forcing
35   3N-S       400          AK853.KJ7.542.T2 T72.QT92.A98.643 96.A64.KT76.AQ85 QJ4.853.QJ3.KJ97 | 1D-P-1S-P-1N-P-2C-=1=-P-2D-P-2S-P-2N-P-3N | Two way new minor forcing
36   4S-N       620          A6543.AT4.Q84.J4 98.J986.J92.QT83 KJ2.753.K76.AK97 QT7.KQ2.AT53.652 | 1C-P-1S-P-1N-P-2C-=1=-P-2D-P-2S-P-4S | Two way new minor forcing
37   4H-N       650          A72.K9763.Q2.KT4 KT83.54.KJT8.J97 65.AQT.974.AQ652 QJ94.J82.A653.83 | 1C-P-1H-P-1N-P-2C-=1=-P-2D-P-2H-P-3H-P-4H | Two way new minor forcing
38   4H-N       420          A7.KQ732.K92.983 KJ53.AT4.Q43.T52 T84.986.AT76.AKQ Q962.J5.J85.J764 | 1D-P-1H-P-1N-P-2C-=1=-P-2D-P-2H-P-4H | Two way new minor forcing
39   2S-N       140          KQT93.K73.Q97.J6 7652.A52.K63.T52 A4.T96.JT84.AK74 J8.QJ84.A52.Q983 | 1D-P-1S-P-1N-P-2C-=1=-P-2D-P-2S | Two way new minor forcing
40   4H-N       450          A9.AK752.T932.T3 K743.Q96.A74.Q87 QT8.JT4.KJ5.AK92 J652.83.Q86.J654 | 1C-P-1H-P-1N-P-2C-=1=-P-2D-P-2H-P-4H | Two way new minor forcing
41   2S-N       110          AK987.J86.97.A73 643.AQ74.J832.QT JT.KT3.AT5.KJ982 Q52.952.KQ64.654 | 1C-P-1S-P-1N-P-2C-=1=-P-2D-P-2S | Two way new minor forcing
42   4S-N       620          AJT98.J542.AQ.T4 543.AQ63.T543.Q5 K76.K8.K762.KJ87 Q2.T97.J98.A9632 | 1D-P-1S-P-1N-P-2C-=1=-P-2D-P-2H-P-4S | Two way new minor forcing
43   4S-N       450          QJ964.Q83.QJ62.A K532.9754.K5.K43 A87.KJ.AT87.Q872 T.AT62.943.JT965 | 1D-P-1S-P-1N-P-2C-=1=-P-2D-P-2S-P-4S | Two way new minor forcing
44   3N-S       600          Q5.AK432.Q43.T96 AK32.T98.T2.QJ87 JT7.Q7.AK986.A32 9864.J65.J75.K54 | 1D-P-1H-P-1N-P-2C-=1=-P-2D-P-2H-P-3N | Two way new minor forcing
45   4S-N       620          AT976.QJ32.A2.83 KQ.964.J654.QJ74 853.AKT.K87.KT62 J42.875.QT93.A95 | 1C-P-1S-P-1N-P-2C-=1=-P-2D-P-2H-P-4S | Two way new minor forcing
46   3N-S       -50          J4.AKQ92.J84.972 K7532.J7.Q76.J64 A86.86.KT93.AQ53 QT9.T543.A52.KT8 | 1D-P-1H-P-1N-P-2C-=1=-P-2D-P-2H-P-2N-P-3N | Two way new minor forcing
47   2H-N       110          T63.AKJ75.Q3.J42 975.QT3.T72.A875 QJ2.92.KJ86.KQ96 AK84.864.A954.T3 | 1D-P-1H-P-1N-P-2C-=1=-P-2D-P-2H | Two way new minor forcing
48   4H-N       420          64.AKJT7.K742.93 AQT.852.T95.AJ85 K95.943.AQ6.KT62 J8732.Q6.J83.Q74 | 1C-P-1H-P-1N-P-2C-=1=-P-2D-P-2H-P-3H-P-4H | Two way new minor forcing
49   3S-N       170          KQJ53.KT8.K97.T8 T984.A63.J63.KJ7 A76.J74.Q52.AQ94 2.Q952.AT84.6532 | 1C-P-1S-P-1N-P-2C-=1=-P-2D-P-2S-P-3S | Two way new minor forcing
50   4H-N       650          JT3.QT743.A6.A96 AQ87.862.T942.QT K4.AK5.J853.K752 9652.J9.KQ7.J843 | 1D-P-1H-P-1N-P-2C-=1=-P-2D-P-2H-P-4H | Two way new minor forcing
51   4S-N       420          J9632.J4.A8.KQ52 K874.A832.K52.84 AQT.Q75.J763.A96 5.KT96.QT94.JT73 | 1D-P-1S-P-1N-P-2C-=1=-P-2D-P-2S-P-3S-P-4S | Two way new minor forcing
52   4H-N       620          A94.J9832.A5.Q43 KJ82.QT74.Q84.J5 Q73.A65.KJT9.KT9 T65.K.7632.A8762 | 1D-P-1H-P-1N-P-2C-=1=-P-2D-P-2H-P-3H-P-4H | Two way new minor forcing
53   2H-N       110          AJ85.KT642.Q86.J K942.J73.JT9.Q96 Q73.AQ.754.AT843 T6.985.AK32.K752 | 1C-P-1H-P-1N-P-2C-=1=-P-2D-P-2H | Two way new minor forcing
54   2H-N       110          A.QJ982.Q72.Q632 JT63.763.J6.AKJ7 Q85.KT.AKT54.985 K9742.A54.983.T4 | 1D-P-1H-P-1N-P-2C-=1=-P-2D-P-2H | Two way new minor forcing
55   4S-N      -100          AQ643.93.KJ8.JT3 KT9.J876.96.A986 872.K42.AQ72.K54 J5.AQT5.T543.Q72 | 1D-P-1S-P-1N-P-2C-=1=-P-2D-P-2S-P-3S-P-4S | Two way new minor forcing
56   4S-N      -100          J7653.T54.AKJT.Q 84.A83.832.87642 K92.Q92.Q64.AK93 AQT.KJ76.975.JT5 | 1C-P-1S-P-1N-P-2C-=1=-P-2D-P-2S-P-4S | Two way new minor forcing
57   2S-N       110          T9863.K42.KQJ.Q4 AQ74.T53.852.KT9 J2.Q76.AT93.AJ72 K5.AJ98.764.8653 | 1D-P-1S-P-1N-P-2C-=1=-P-2D-P-2S | Two way new minor forcing
58   2H-N       110          KQ43.K8543.K75.8 982.QJ9.T98.AKT9 AJT.A6.632.QJ543 765.T72.AQJ4.762 | 1C-P-1H-P-1N-P-2C-=1=-P-2D-P-2H | Two way new minor forcing
59   4S-N       420          K8752.Q82.A2.Q87 JT.K54.KT64.KT94 AQ9.J76.QJ73.A32 643.AT93.985.J65 | 1D-P-1S-P-1N-P-2C-=1=-P-2D-P-2S-P-3S-P-4S | Two way new minor forcing
60   3H-S       140          AKJT9.642.KT.543 Q62.A97.J732.J87 84.QJT85.A86.KQ2 753.K3.Q954.AT96 | 1H-P-1S-P-1N-P-3H
61   3N-S       600          T87.QJ754.6.AKQ8 KQ54.T62.AQ2.T96 A62.AK.JT943.J74 J93.983.K875.532 | 1D-P-1H-P-1N-P-2C-=1=-P-2D-P-2H-P-2N-P-3N | Two way new minor forcing
62   4H-N       -50          K4.KQ862.K87.753 T975.73.J43.AJT8 QJ6.954.A62.KQ94 A832.AJT.QT95.62 | 1C-P-1H-P-1N-P-2C-=1=-P-2D-P-2H-P-3H-P-4H | Two way new minor forcing
63   4H-N       620          A95.A9764.K5.T64 K843.JT.JT82.AQ8 QT7.KQ3.AQ74.J93 J62.852.963.K752 | 1D-P-1H-P-1N-P-2C-=1=-P-2D-P-2H-P-4H | Two way new minor forcing
64   4S-N       420          JT932.QT98.AJ.A4 84.K72.8632.QJ98 KQ6.J63.KQ75.KT5 A75.A54.T94.7632 | 1D-P-1S-P-1N-P-2C-=1=-P-2D-P-2H-P-4S | Two way new minor forcing
65   3S-N       170          KQT83.K4.Q86.J83 74.Q985.KJ42.Q52 AJ2.T63.AT5.A764 965.AJ72.973.KT9 | 1C-P-1S-P-1N-P-2C-=1=-P-2D-P-2S-P-3S | Two way new minor forcing
66   4H-N       620          AT9.J7642.43.KQJ J832.A85.T82.742 K5.T93.AQJ7.AT86 Q764.KQ.K965.953 | 1D-P-1H-P-1N-P-2C-=1=-P-2D-P-2H-P-4H | Two way new minor forcing
67   4H-N       420          J8.AQJ94.32.KJT6 AK7.KT73.T95.953 432.652.AKJ8.A42 QT965.8.Q764.Q87 | 1D-P-1H-P-1N-P-2C-=1=-P-2D-P-2H-P-3H-P-4H | Two way new minor forcing
68   4H-S       650          AJ952.KJ9.K93.T6 64.Q64.AT54.KJ52 K83.AT873.QJ2.A8 QT7.52.876.Q9743 | 1H-P-1S-P-1N-P-4H
69   3N-S       600          AQ643.KQJ9.T84.7 T75.743.A9.T9543 K2.A62.6532.AK62 J98.T85.KQJ7.QJ8 | 1D-P-1S-P-1N-P-2C-=1=-P-2D-P-2H-P-3N | Two way new minor forcing
70   4H-N       420          AQ5.J9853.4.KQ42 KT7.AT74.QJ65.73 92.KQ6.K973.A985 J8643.2.AT82.JT6 | 1D-P-1H-P-1N-P-2C-=1=-P-2D-P-2H-P-3H-P-4H | Two way new minor forcing
71   4H-N       620          T83.AK964.A4.763 QJ6.53.KT85.T954 A72.QT7.J93.KQJ2 K954.J82.Q762.A8 | 1C-P-1H-P-1N-P-2C-=1=-P-2D-P-2H-P-3H-P-4H | Two way new minor forcing
72   3N-S       400          K8632.QJ73.J95.A J54.K62.K43.KJ97 AQ.T85.AQ82.Q854 T97.A94.T76.T632 | 1D-P-1S-P-1N-P-2C-=1=-P-2D-P-2H-P-3N | Two way new minor forcing
73   4S-N       420          QT652.A86.Q95.A5 K94.T952.J7.K974 AJ8.Q43.KT32.QT8 73.KJ7.A864.J632 | 1D-P-1S-P-1N-P-2C-=1=-P-2D-P-2S-P-3S-P-4S | Two way new minor forcing
74   4H-N       620          A.KJ765.KJT6.T93 KJ98.32.8754.AQJ Q54.AQ8.Q932.K85 T7632.T94.A.7642 | 1D-P-1H-P-1N-P-2C-=1=-P-2D-P-2H-P-3H-P-4H | Two way new minor forcing
75   4S-N       450          AQT75.AQ96.3.842 83.JT2.KJ97.AT53 962.K75.AQT2.KQ7 KJ4.843.8654.J96 | 1D-P-1S-P-1N-P-2C-=1=-P-2D-P-2H-P-4S | Two way new minor forcing
76   4H-N       620          K2.QT762.T8.AKT5 A74.A9.Q764.J864 J53.J83.AKJ9.Q92 QT986.K54.532.73 | 1D-P-1H-P-1N-P-2C-=1=-P-2D-P-2H-P-3H-P-4H | Two way new minor forcing
77   2S-N       110          Q8543.A86.K75.K6 J97.K72.Q864.T92 62.Q43.AJ32.AJ53 AKT.JT95.T9.Q874 | 1D-P-1S-P-1N-P-2C-=1=-P-2D-P-2S | Two way new minor forcing
78   4H-N       420          QJ94.AK964.8.J52 AT7.Q73.T976.K64 K2.JT5.A532.AT87 8653.82.KQJ4.Q93 | 1D-P-1H-P-1N-P-2C-=1=-P-2D-P-2H-P-3H-P-4H | Two way new minor forcing
79   3N-S      -100          AK864.A73.53.T86 T5.T8652.K4.Q942 97.KQ4.QJT87.AJ5 QJ32.J9.A962.K73 | 1D-P-1S-P-1N-P-2C-=1=-P-2D-P-2S-P-2N-P-3N | Two way new minor forcing
80   3S-N       140          Q8543.T62.KQ.AJ2 AT.K953.T87.9864 J62.AQJ.J93.KQT5 K97.874.A6542.73 | 1C-P-1S-P-1N-P-2C-=1=-P-2D-P-2S-P-3S | Two way new minor forcing
81   3N-S       400          KT953.AJ7.Q84.Q2 Q862.T985.J9.J63 74.K32.AKT7.AT94 AJ.Q64.6532.K875 | 1D-P-1S-P-1N-P-2C-=1=-P-2D-P-2S-P-3N | Two way new minor forcing
82   2H-N       110          A8.AJT73.QJ62.T5 J974.942.A95.KQ3 KQ2.Q6.T843.AJ64 T653.K85.K7.9872 | 1D-P-1H-P-1N-P-2C-=1=-P-2D-P-2H | Two way new minor forcing
83   4S-N       -50          QT432.AQ.74.KJ96 J9.9432.T65.AT75 876.765.AKQJ9.Q4 AK5.KJT8.832.832 | 1D-P-1S-P-1N-P-2C-=1=-P-2D-P-2S-P-3S-P-4S | Two way new minor forcing
84   3N-S       600          AK976.J97.83.AT5 JT85.T62.Q42.KQ6 Q4.AQ5.AJ95.8432 32.K843.KT76.J97 | 1D-P-1S-P-1N-P-2C-=1=-P-2D-P-2S-P-2N-P-3N | Two way new minor forcing
85   3N-S       600          KQT85.86.A95.Q53 9742.AT752.K3.T8 J3.KJ4.JT72.AK92 A6.Q93.Q864.J764 | 1D-P-1S-P-1N-P-2C-=1=-P-2D-P-2S-P-2N-P-3N | Two way new minor forcing
86   4S-N       -50          KQJ54.QT2.KT97.8 A96.6543.Q32.T53 T32.J9.AJ5.KQJ42 87.AK87.864.A976 | 1C-P-1S-P-1N-P-2C-=1=-P-2D-P-2S-P-3S-P-4S | Two way new minor forcing
87   2S-N       110          AT984.54.K6.A643 K72.T972.T87.QJ2 Q6.AK6.QJ32.T985 J53.QJ83.A954.K7 | 1D-P-1S-P-1N-P-2C-=1=-P-2D-P-2S | Two way new minor forcing
88   4H-N       420          KQ7.QT542.JT4.K5 JT8.K986.K85.QT3 652.A73.A963.AJ6 A943.J.Q72.98742 | 1D-P-1H-P-1N-P-2C-=1=-P-2D-P-2H-P-3H-P-4H | Two way new minor forcing
89   4H-N       -50          J64.AT763.A87.Q3 Q972.Q4.QJT3.KJ4 A85.J95.K42.AT95 KT3.K82.965.8762 | 1C-P-1H-P-1N-P-2C-=1=-P-2D-P-2H-P-3H-P-4H | Two way new minor forcing
90   4S-N      -100          KQ742.T542.Q.A74 A95.K9.T942.KT63 J86.A83.KJ75.QJ5 T3.QJ76.A863.982 | 1D-P-1S-P-1N-P-2C-=1=-P-2D-P-2H-P-4S | Two way new minor forcing
91   4H-N       420          K73.AK954.Q43.97 QT84.T7.972.AJ84 A65.Q63.K65.KT65 J92.J82.AJT8.Q32 | 1C-P-1H-P-1N-P-2C-=1=-P-2D-P-2H-P-3H-P-4H | Two way new minor forcing
92   3N-S       630          KJ432.QT87.AQT2. Q5.9642.87.AT532 A8.A53.J964.KQ74 T976.KJ.K53.J986 | 1D-P-1S-P-1N-P-2C-=1=-P-2D-P-2H-P-3N | Two way new minor forcing
93   4S-N       620          AT942.Q9.QT32.AT 753.8732.J4.QJ64 K86.AK6.8765.K72 QJ.JT54.AK9.9853 | 1D-P-1S-P-1N-P-2C-=1=-P-2D-P-2S-P-3S-P-4S | Two way new minor forcing
94   2S-N       110          KQT95.96.KJ3.QJ7 874.QT82.A85.T84 62.AJ4.T94.AK932 AJ3.K753.Q762.65 | 1C-P-1S-P-1N-P-2C-=1=-P-2D-P-2S | Two way new minor forcing
95   2S-N       140          AKT76.82.T2.AJT8 94.A964.Q986.Q92 J8.JT7.AKJ7.K765 Q532.KQ53.543.43 | 1D-P-1S-P-1N-P-2C-=1=-P-2D-P-2S | Two way new minor forcing
96   3N-S       430          AT.Q9543.954.AQ3 842.K86.A863.T65 KQ9.JT.KJ7.KJ972 J7653.A72.QT2.84 | 1C-P-1H-P-1N-P-2C-=1=-P-2D-P-2H-P-3N | Two way new minor forcing
97   4S-N       420          KT972.AJ7.8.A654 AJ6.842.T643.JT3 Q83.K63.AJ97.K92 54.QT95.KQ52.Q87 | 1D-P-1S-P-1N-P-2C-=1=-P-2D-P-2S-P-3S-P-4S | Two way new minor forcing
98   3S-N       140          J9652.AJ9.K8.Q42 A83.Q874.A6.9876 K74.62.Q952.AKT3 QT.KT53.JT743.J5 | 1D-P-1S-P-1N-P-2C-=1=-P-2D-P-2S-P-3S | Two way new minor forcing
99   3N-S       400          AT742.QT9.J8.AT9 J986.A843.K3.K85 K3.KJ5.AT75.QJ64 Q5.762.Q9642.732 | 1D-P-1S-P-1N-P-2C-=1=-P-2D-P-2S-P-3N | Two way new minor forcing
100  3N-S       600          AT653.64.K73.AT4 J98.J82.Q952.K72 K4.AQ753.A86.J96 Q72.KT9.JT4.Q853 | 1H-P-1S-P-1N-P-2C-=1=-P-2D-P-2S-P-2N-P-3N | Two way new minor forcing
101  3N-S       600          JT6.AKQT6.Q6.764 A9.J982.J942.KJT Q84.53.AK875.A32 K7532.74.T3.Q985 | 1D-P-1H-P-1N-P-2C-=1=-P-2D-P-2H-P-2N-P-3N | Two way new minor forcing
102  2H-N       110          A9863.K432..AJ82 QT.986.JT874.K73 J2.AQT.KQ653.T95 K754.J75.A92.Q64 | 1D-P-1S-P-1N-P-2C-=1=-P-2D-P-2H | Two way new minor forcing
103  2S-N       110          AJ643.985.KQ.QT3 KT87.KQ4.9432.K7 Q9.J32.AJ85.A964 52.AT76.T76.J852 | 1D-P-1S-P-1N-P-2C-=1=-P-2D-P-2S | Two way new minor forcing
104  4S-N       -50          T9653.AK7.864.A2 Q87.Q96.AT93.763 A42.JT3.KQ7.Q854 KJ.8542.J52.KJT9 | 1C-P-1S-P-1N-P-2C-=1=-P-2D-P-2S-P-3S-P-4S | Two way new minor forcing
105  4H-N       420          AQ97.KQT63.T98.J K6.J85.543.KT654 J32.942.AQ6.AQ92 T854.A7.KJ72.873 | 1C-P-1H-P-1N-P-2C-=1=-P-2D-P-2H-P-3H-P-4H | Two way new minor forcing
106  3N-S       600          J4.AJT98.A864.J5 852.K542.J5.KQT2 AQ7.Q6.QT72.A974 KT963.73.K93.863 | 1D-P-1H-P-1N-P-2C-=1=-P-2D-P-2H-P-3N | Two way new minor forcing
107  3N-S       400          KJ832.AK83.J6.75 A64.Q52.T973.AJ9 QT.J94.AK84.K832 975.T76.Q52.QT64 | 1D-P-1S-P-1N-P-2C-=1=-P-2D-P-2H-P-2N-P-3N | Two way new minor forcing
108  3N-S       600          AKJT5.T63.A2.T84 972.J75.K7543.32 Q3.A92.JT6.KQJ96 864.KQ84.Q98.A75 | 1C-P-1S-P-1N-P-2C-=1=-P-2D-P-2S-P-2N-P-3N | Two way new minor forcing
109  3H-S       200          AKT82.J85.K87.95 Q7.K43.J653.Q874 965.AQT96.A9.KJ2 J43.72.QT42.AT63 | 1H-P-1S-P-1N-P-3H
110  4S-N       420          A9832.QJT3.T.AJ6 KJT.A84.J954.Q52 765.K95.AK762.K4 Q4.762.Q83.T9873 | 1D-P-1S-P-1N-P-2C-=1=-P-2D-P-2H-P-4S | Two way new minor forcing
111  3N-S      -100          AQJ63.AT32.T7.82 98.9875.9853.AQ6 KT.KQ4.KQ62.T543 7542.J6.AJ4.KJ97 | 1D-P-1S-P-1N-P-2C-=1=-P-2D-P-2H-P-2N-P-3N | Two way new minor forcing
112  3H-N       140          QJ.AQJ52.642.J76 AT9.97.AK98.9532 K42.863.J73.AKQ4 87653.KT4.QT5.T8 | 1C-P-1H-P-1N-P-2C-=1=-P-2D-P-2H-P-3H | Two way new minor forcing
113  3N-S       400          KQJ65.J542.2.AJ2 AT74.86.AQT9.964 83.AK3.J7543.KQ8 92.QT97.K86.T753 | 1D-P-1S-P-1N-P-2C-=1=-P-2D-P-2H-P-2N-P-3N | Two way new minor forcing
114  4S-N       620          Q8765.KQ43.J.K42 43.8652.Q83.A986 AJT.AJ7.K6542.JT K92.T9.AT97.Q753 | 1D-P-1S-P-1N-P-2C-=1=-P-2D-P-2H-P-4S | Two way new minor forcing
115  4S-N       420          KT985.Q4.KQ2.Q92 Q6.T8532.J74.654 432.K6.A83.AKT73 AJ7.AJ97.T965.J8 | 1C-P-1S-P-1N-P-2C-=1=-P-2D-P-2S-P-4S | Two way new minor forcing
116  4S-N       650          KT532.J.KJ4.KT75 974.QT863.Q2.843 AQ6.K95.AT973.J6 J8.A742.865.AQ92 | 1D-P-1S-P-1N-P-2C-=1=-P-2D-P-2S-P-4S | Two way new minor forcing
117  4H-N      -100          KQ8.J9873.A754.Q A763.AT6.Q9.T765 T5.K54.KJT2.AJ42 J942.Q2.863.K983 | 1D-P-1H-P-1N-P-2C-=1=-P-2D-P-2H-P-3H-P-4H | Two way new minor forcing
118  3N-S       400          K3.AQ963.K87.874 J762.J74.A643.QJ A98.K8.QJ92.K532 QT54.T52.T5.AT96 | 1D-P-1H-P-1N-P-2C-=1=-P-2D-P-2H-P-2N-P-3N | Two way new minor forcing
119  4S-N       620          QT743.AT86.K8.QJ 95.KQJ4.T643.K43 AK8.52.AJ5.T8752 J62.973.Q972.A96 | 1C-P-1S-P-1N-P-2C-=1=-P-2D-P-2H-P-4S | Two way new minor forcing
